
[00:00:00.000 --> 00:00:03.360]  (主席)各位電影之妹 早安 居內平安
[00:00:03.360 --> 00:00:05.280]  (主席)過去兩個星期
[00:00:05.280 --> 00:00:09.920]  (主席)《獅頭行傳》由第一章至第四章的講道
[00:00:09.920 --> 00:00:13.440]  (主席)不知道令大家最深刻印象的是甚麼呢
[00:00:13.440 --> 00:00:17.080]  (主席)會不會是大使明? 全福音?
[00:00:17.080 --> 00:00:21.360]  (主席)又或是會不會是記得《獅頭行傳》在一章十五節
[00:00:21.360 --> 00:00:23.840]  (主席)講到當時聚會的人數呢
[00:00:23.840 --> 00:00:26.160]  (主席)我猜減少過這裡了
[00:00:26.160 --> 00:00:28.920]  (主席)一章十五節說只有120人
[00:00:28.920 --> 00:00:30.960]  (主席)但聖靈降臨之後
[00:00:30.960 --> 00:00:35.000]  (主席)二章四十一節 彼得講道有三千人受洗
[00:00:35.000 --> 00:00:39.400]  (主席)然後彼得就在聖殿門口行神蹟
[00:00:39.400 --> 00:00:41.520]  (主席)就地開了一個報道會
[00:00:41.520 --> 00:00:45.160]  (主席)四章四節就說信耶穌的藍丁
[00:00:45.160 --> 00:00:47.880]  (主席)是增添到五千人
[00:00:47.880 --> 00:00:50.680]  (主席)情況好像幾粒
[00:00:50.680 --> 00:00:53.400]  (主席)好像解錯了那麼小粒的雪花
[00:00:53.400 --> 00:00:55.880]  (主席)搓下搓下 滾下滾下
[00:00:55.880 --> 00:00:57.600]  (主席)弄了個雪球出來
[00:00:57.600 --> 00:01:00.200]  (主席)再滾下滾下 雪球好大
[00:01:00.200 --> 00:01:01.480]  (主席)高過那些樹
[00:01:01.480 --> 00:01:04.440]  (主席)還大過我們看到的黃色吹起的鴨鴨
[00:01:04.440 --> 00:01:07.760]  (主席)看到的圖像
[00:01:07.760 --> 00:01:09.280]  (主席)新約的教會
[00:01:09.280 --> 00:01:11.200]  (主席)好像一艘船
[00:01:11.200 --> 00:01:13.920]  (主席)乘著聖靈吹起的風
[00:01:13.920 --> 00:01:16.880]  (主席)穩妥地破浪前行
[00:01:16.880 --> 00:01:19.760]  (主席)船上有很多勤奮的漁夫
[00:01:19.760 --> 00:01:21.240]  (主席)他們不分你我
[00:01:21.240 --> 00:01:22.800]  (主席)團結一心
[00:01:22.800 --> 00:01:25.920]  (主席)信心十足地在這裡做工
[00:01:25.920 --> 00:01:27.880]  (主席)有下網打魚的
[00:01:27.880 --> 00:01:29.680]  (主席)有釀飯的
[00:01:29.680 --> 00:01:31.240]  (主席)他們同心合作
[00:01:31.240 --> 00:01:32.120]  (主席)結果怎樣?
[00:01:32.120 --> 00:01:33.680]  (主席)網網千斤
[00:01:33.680 --> 00:01:35.480]  (主席)得人如同得魚一樣
[00:01:35.480 --> 00:01:39.560]  (主席)仕途
[00:01:39.560 --> 00:01:41.160]  (主席)奉耶穌基督之名
[00:01:41.160 --> 00:01:42.680]  (主席)藉著聖靈
[00:01:42.680 --> 00:01:45.400]  (主席)在耶路撒冷行神蹟
[00:01:45.400 --> 00:01:47.240]  (主席)高舉耶穌基督的名
[00:01:47.240 --> 00:01:49.440]  (主席)宣講福音真道
[00:01:49.440 --> 00:01:51.880]  (主席)教會積極地擴張
[00:01:51.880 --> 00:01:53.040]  (主席)信徒之間
[00:01:53.040 --> 00:01:56.440]  (主席)也充滿著喜樂和仁愛
[00:01:56.440 --> 00:01:59.920]  (主席)不過來到第四章
[00:01:59.920 --> 00:02:03.640]  (主席)開始翻封
[00:02:03.640 --> 00:02:04.960]  (主席)福音書說過
[00:02:04.960 --> 00:02:06.240]  (主席)在耶路撒冷
[00:02:06.240 --> 00:02:07.400]  (主席)宗教的領袖
[00:02:07.400 --> 00:02:08.000]  (主席)法利賽人
[00:02:08.000 --> 00:02:11.360]  (主席)他們捉拿耶穌審訊他
[00:02:11.360 --> 00:02:15.280]  (主席)還要拉他去公會當中
[00:02:15.280 --> 00:02:17.560]  (主席)去官府當中
[00:02:17.560 --> 00:02:18.640]  (主席)現在
[00:02:18.640 --> 00:02:22.800]  (主席)他們同樣在公會那裡審訊
[00:02:22.800 --> 00:02:25.480]  (主席)約翰和彼得
[00:02:25.480 --> 00:02:28.560]  (主席)禁止他們宣講福音
[00:02:28.560 --> 00:02:30.600]  (主席)不過
[00:02:30.600 --> 00:02:32.000]  (主席)他們有問題
[00:02:32.000 --> 00:02:33.960]  (主席)有麻煩
[00:02:33.960 --> 00:02:36.720]  (主席)因為一個生來缺腿
[00:02:36.720 --> 00:02:37.920]  (主席)幾十年來
[00:02:37.920 --> 00:02:40.840]  (主席)坐在聖殿門口行乞
[00:02:40.840 --> 00:02:41.920]  (主席)這些宗教領袖
[00:02:41.920 --> 00:02:45.560]  (主席)天天出入聖殿
[00:02:45.560 --> 00:02:46.960]  (主席)沒有他們的福
[00:02:46.960 --> 00:02:48.400]  (主席)幫不了他們
[00:02:48.400 --> 00:02:49.760]  (主席)但是仕途
[00:02:49.760 --> 00:02:52.680]  (主席)藉著耶穌基督之名
[00:02:52.680 --> 00:02:55.680]  (主席)在眾人面前將他治好
[00:02:55.680 --> 00:02:56.520]  (主席)站起來
[00:02:56.520 --> 00:02:57.960]  (主席)跳來跳去
[00:02:57.960 --> 00:02:59.520]  (主席)這麼有力的見證
[00:02:59.520 --> 00:03:00.680]  (主席)猶太宗教領袖
[00:03:00.680 --> 00:03:05.920]  (主席)不可以說沒有發生過
[00:03:05.920 --> 00:03:07.280]  (主席)無計可施
[00:03:07.280 --> 00:03:08.440]  (主席)唯有嚇唬他
[00:03:08.440 --> 00:03:09.480]  (主席)嚇唬完之後
[00:03:09.480 --> 00:03:12.880]  (主席)才有釋放仕途
[00:03:12.880 --> 00:03:15.040]  (主席)教會在殷勤見證
[00:03:15.040 --> 00:03:17.440]  (主席)復活主的大能傳福音
[00:03:17.440 --> 00:03:20.640]  (主席)他們也是同心禱告
[00:03:20.640 --> 00:03:22.680]  (主席)一起守聖餐
[00:03:22.680 --> 00:03:26.400]  (主席)他們恆心謹守著
[00:03:26.400 --> 00:03:29.680]  (主席)神藉仕途所教導的聖經真理
[00:03:29.680 --> 00:03:31.640]  (主席)他們又分享財物
[00:03:31.640 --> 00:03:35.760]  (主席)照顧到教會內各人的需要
[00:03:35.760 --> 00:03:37.040]  (主席)如果你和我
[00:03:37.040 --> 00:03:38.480]  (主席)是活在當代
[00:03:38.480 --> 00:03:42.120]  (主席)見到教會如此興旺擴展
[00:03:42.120 --> 00:03:45.280]  (主席)教會當中的團契如此溫馨
[00:03:45.280 --> 00:03:46.800]  (主席)你的心情
[00:03:46.800 --> 00:03:50.840]  (主席)究竟是很興奮地向上帝發出讚美感恩
[00:03:50.840 --> 00:03:53.320]  (主席)還是馬上跪下來
[00:03:53.320 --> 00:03:57.320]  (主席)祈求聖靈保守教會呢?
[00:03:57.320 --> 00:03:58.800]  (主席)今日要和大家分享的
