
[00:00:00.000 --> 00:00:02.420]  好,我們先看貧窮
[00:00:02.420 --> 00:00:04.420]  貧窮的人就是貧富
[00:00:04.420 --> 00:00:06.840]  貧窮的人是沒有人喜歡的
[00:00:06.840 --> 00:00:09.240]  中文字其實很有意思
[00:00:09.240 --> 00:00:12.200]  大家有沒有分析過貧窮這兩個字是怎麼寫的?
[00:00:12.200 --> 00:00:14.600]  貧字是分輩
[00:00:14.600 --> 00:00:17.100]  輩是當時的錢
[00:00:17.100 --> 00:00:19.100]  你的錢被人拿走了
[00:00:19.100 --> 00:00:20.740]  所以你就貧了
[00:00:20.740 --> 00:00:22.740]  當你貧的時候
[00:00:22.740 --> 00:00:24.440]  你就要住的房子是什麼呢?
[00:00:24.440 --> 00:00:25.640]  那個窮是什麼呢?
[00:00:25.640 --> 00:00:27.640]  一個山洞,一個穴
[00:00:27.640 --> 00:00:30.660]  你要攻身走進去
[00:00:30.660 --> 00:00:32.660]  即是要屈身走進去
[00:00:32.660 --> 00:00:35.780]  即是你住的地方是很狹窄
[00:00:35.780 --> 00:00:37.280]  這個就是窮了
[00:00:37.280 --> 00:00:39.280]  有錢人是住豪宅的
[00:00:39.280 --> 00:00:41.280]  原來貧窮這個字
[00:00:41.280 --> 00:00:43.760]  是一個很有意思的字
[00:00:43.760 --> 00:00:47.120]  但是在香港裡面
[00:00:47.120 --> 00:00:50.440]  很多人貧窮,但我們可能不太察覺
[00:00:50.440 --> 00:00:54.480]  一張照片,其實這張照片是同一張照片
[00:00:54.480 --> 00:00:58.240]  但是因為做PowerPoint很難切割
[00:00:58.240 --> 00:01:00.240]  因為這張照片很長
[00:01:00.240 --> 00:01:03.240]  那個攝影師捕捉了一刻
[00:01:03.240 --> 00:01:05.720]  你看到一個老人家
[00:01:05.720 --> 00:01:07.720]  推著一大袋的垃圾
[00:01:07.720 --> 00:01:10.480]  帶他去推上斜坡
[00:01:10.480 --> 00:01:12.960]  你又看到一個壯年人
[00:01:12.960 --> 00:01:16.320]  用背部頂著一大袋的貨物
[00:01:16.320 --> 00:01:17.680]  來下斜坡
[00:01:17.680 --> 00:01:21.120]  他們大家迎面而過
[00:01:21.120 --> 00:01:24.120]  一幅圖畫
[00:01:24.120 --> 00:01:26.120]  給我很深的感受
[00:01:26.120 --> 00:01:28.120]  有老年的貧窮人
[00:01:28.120 --> 00:01:31.120]  有勞苦的群眾
[00:01:31.120 --> 00:01:33.120]  香港其實有不少的貧窮人
[00:01:33.120 --> 00:01:35.120]  但是人對貧窮是沒有好感的
[00:01:35.120 --> 00:01:37.120]  所以你有沒有留意到
[00:01:37.120 --> 00:01:39.120]  有很多負面的說話
[00:01:39.120 --> 00:01:42.120]  長貧是怎樣?難顧
[00:01:42.120 --> 00:01:44.120]  怎樣來有幫助你
[00:01:44.120 --> 00:01:48.120]  還有就是窮在路邊無人問
[00:01:48.120 --> 00:01:51.120]  富在深山有遠親
[00:01:51.120 --> 00:01:53.120]  不是一條褲子在深山那裡
[00:01:53.120 --> 00:01:55.120]  窮的時候在路邊沒有人理你的
[00:01:55.120 --> 00:01:57.120]  但是你有錢
[00:01:57.120 --> 00:01:59.120]  很多人跟你認親認戚
[00:01:59.120 --> 00:02:00.120]  你住到很遠也好
[00:02:00.120 --> 00:02:02.120]  也有人說跟你有關係
[00:02:02.120 --> 00:02:04.120]  聖經很現實
[00:02:04.120 --> 00:02:05.120]  所以我們要看聖經
[00:02:05.120 --> 00:02:07.120]  聖經不是一本古老的書
[00:02:07.120 --> 00:02:10.120]  聖經指出貧窮人被人欺負
[00:02:10.120 --> 00:02:12.120]  在《針研》十四章二十節
[00:02:12.120 --> 00:02:15.120]  貧窮人連淪卸也恨他
[00:02:15.120 --> 00:02:17.120]  負足人貧有很多
[00:02:17.120 --> 00:02:18.120]  是不是?
[00:02:18.120 --> 00:02:20.120]  這就是聖經對現實的描繪
[00:02:20.120 --> 00:02:22.120]  貧的人是苦的
[00:02:22.120 --> 00:02:25.120]  你知不知道在國內
[00:02:25.120 --> 00:02:27.120]  如果你進醫院一定要有一筆錢
[00:02:27.120 --> 00:02:29.120]  沒有錢你是不用錢進醫院
[00:02:29.120 --> 00:02:31.120]  有一個女士
[00:02:31.120 --> 00:02:33.120]  去廢積水
[00:02:33.120 --> 00:02:36.120]  你看到肚子很大
[00:02:36.120 --> 00:02:38.120]  50斤的廢水
[00:02:38.120 --> 00:02:40.120]  但是因為沒有錢的緣故
[00:02:40.120 --> 00:02:42.120]  她不能夠進醫院做手術
[00:02:42.120 --> 00:02:45.120]  後來她自我帶她去做手術
[00:02:45.120 --> 00:02:48.120]  她用刀剖開自己的肚子
[00:02:48.120 --> 00:02:50.120]  放水出來
[00:02:50.120 --> 00:02:52.120]  終於她成功了
[00:02:52.120 --> 00:02:55.120]  她不需要再受任何痛苦了
[00:02:55.120 --> 00:02:57.120]  因為她死了
[00:02:57.120 --> 00:02:59.120]  我不知道大家有沒有留意
[00:02:59.120 --> 00:03:01.120]  前幾天的報紙
[00:03:01.120 --> 00:03:03.120]  10月13日的報紙
[00:03:03.120 --> 00:03:06.120]  有一個貧苦的人
[00:03:06.120 --> 00:03:08.120]  他的腳爛了
[00:03:08.120 --> 00:03:11.120]  但是他很想進醫院治療
[00:03:11.120 --> 00:03:12.120]  但是醫院不肯收他
[00:03:12.120 --> 00:03:13.120]  因為沒有錢
[00:03:13.120 --> 00:03:16.120]  於是他用一把腳
[00:03:16.120 --> 00:03:18.120]  將自己發爛的腳
[00:03:18.120 --> 00:03:20.120]  不想它再蔓延
[00:03:20.120 --> 00:03:22.120]  就鋸了自己的腳
[00:03:22.120 --> 00:03:23.120]  他要咬一整條牙根
[00:03:23.120 --> 00:03:25.120]  因為很痛
[00:03:25.120 --> 00:03:28.120]  結果他咬掉了四隻牙
[00:03:28.120 --> 00:03:30.120]  但是沒有死
[00:03:30.120 --> 00:03:33.120]  我在電台也聽到一個記者訪問醫生
[00:03:33.120 --> 00:03:35.120]  關於這個事件
[00:03:35.120 --> 00:03:38.120]  醫生說人是可以這樣自己鋸的
[00:03:38.120 --> 00:03:40.120]  如果不是鋸了大動脈
[00:03:40.120 --> 00:03:42.120]  是不會死的
[00:03:42.120 --> 00:03:44.120]  我們會覺得很可悲
[00:03:44.120 --> 00:03:46.120]  但是香港好一點
[00:03:46.120 --> 00:03:49.120]  但其實還是不遑多讓
[00:03:49.120 --> 00:03:51.120]  大家知道現在在香港
[00:03:51.120 --> 00:03:52.120]  你看公立醫院
[00:03:52.120 --> 00:03:54.120]  昨天有沒有看有線新聞
[00:03:54.120 --> 00:03:55.120]  眼科
[00:03:55.120 --> 00:03:58.120]  要排期的時候要等多久
[00:03:58.120 --> 00:04:00.120]  等三年多
[00:04:00.120 --> 00:04:02.120]  我曾經很多年前
[00:04:02.120 --> 00:04:04.120]  這個地方腰痛
[00:04:04.120 --> 00:04:06.120]  去了威爾斯來看
