
[00:00:00.000 --> 00:00:03.320]  請聽我讀一段經文
[00:00:03.320 --> 00:00:09.160]  取自《馬達福音》的六章九至十五節
[00:00:09.160 --> 00:00:14.240]  我只會讀出十二節、十四節和十五節
[00:00:14.240 --> 00:00:16.000]  第十二節
[00:00:16.000 --> 00:00:22.320]  「免我們的債,如同我們免了人的債」
[00:00:22.320 --> 00:00:25.840]  「你們要恕人的過犯」
[00:00:25.840 --> 00:00:31.440]  「你們的天父也必饒恕你們的過犯」
[00:00:31.440 --> 00:00:35.040]  「你們若不要恕人的過犯」
[00:00:35.040 --> 00:00:42.840]  「你們的天父也必不要恕你們的過犯」
[00:00:42.840 --> 00:00:44.920]  剛才所讀的經文
[00:00:44.920 --> 00:00:49.040]  是選擇於《主禱文》當中的經節
[00:00:49.040 --> 00:00:52.840]  是第五個的土句
[00:00:52.840 --> 00:00:59.240]  《主禱文》可以說是祈禱文當中的祈禱文
[00:00:59.240 --> 00:01:02.440]  是最完美的禱文
[00:01:02.440 --> 00:01:07.040]  是耶穌基督福音的摘要
[00:01:07.040 --> 00:01:10.040]  當中包括了一些很重要的主題
[00:01:10.040 --> 00:01:16.240]  譬如是「神的國」、「寬恕」和「救贖」
[00:01:16.240 --> 00:01:19.840]  馬丁路德在每天的早上
[00:01:19.840 --> 00:01:22.640]  他起床的時候就祈禱
[00:01:22.640 --> 00:01:26.440]  他說「不叫我們遇見試探」
[00:01:26.440 --> 00:01:30.240]  「救我們脫離凶惡」
[00:01:30.240 --> 00:01:33.440]  因為他知道他的生命裏面
[00:01:33.440 --> 00:01:41.240]  很多時候都會暴露在大大小小的試探當中
[00:01:41.240 --> 00:01:43.840]  在晚上的時候
[00:01:43.840 --> 00:01:46.840]  他要睡覺之前
[00:01:46.840 --> 00:01:51.040]  他就用《主禱文》的第五句的禱求
[00:01:51.040 --> 00:01:52.640]  他就祈禱
[00:01:52.640 --> 00:01:56.240]  他說「免我們的債」
[00:01:56.240 --> 00:02:00.240]  「如同我們免了人的債」
[00:02:00.240 --> 00:02:03.840]  他會很認真地在每一天的結束
[00:02:03.840 --> 00:02:06.240]  去求神的念文
[00:02:06.240 --> 00:02:09.840]  因為他知道經過一天
[00:02:09.840 --> 00:02:13.440]  他所做的錯事都是不少
[00:02:13.440 --> 00:02:17.640]  他亦會欠了人家很多的債
[00:02:17.640 --> 00:02:20.040]  馬丁路德的祈禱
[00:02:20.040 --> 00:02:24.240]  是非常有見地的生命實踐
[00:02:24.240 --> 00:02:27.440]  一方面他知道人的境況
[00:02:27.440 --> 00:02:29.440]  知道人的本質
[00:02:29.440 --> 00:02:34.040]  都有罪這個很重的成份
[00:02:34.040 --> 00:02:40.640]  另一方面他深深相信耶穌基督的救贖
[00:02:40.640 --> 00:02:45.240]  同樣我們都可以在每年的開始
[00:02:45.240 --> 00:02:47.040]  正如我們每天的開始
[00:02:47.040 --> 00:02:50.240]  我們都祈禱求神幫助我們
[00:02:50.240 --> 00:02:52.440]  幫助我們教會
[00:02:52.440 --> 00:02:56.040]  不會遇見試探
[00:02:56.040 --> 00:02:58.840]  救我們脫離凶惡
[00:02:58.840 --> 00:03:02.640]  我們也可以在每一年的結末
[00:03:02.640 --> 00:03:05.240]  好像每天的結末
[00:03:05.240 --> 00:03:08.440]  我們求主免我們的債
[00:03:08.440 --> 00:03:12.040]  如同我們免了人的債
[00:03:12.040 --> 00:03:16.840]  今天這個崇拜是這一年當中
[00:03:16.840 --> 00:03:20.440]  最後的一個禮拜
[00:03:20.440 --> 00:03:23.240]  我們可以在神的面前感恩
[00:03:23.240 --> 00:03:28.040]  因為神著實在過往赦免我們重罪債
[00:03:28.040 --> 00:03:30.640]  將我們救贖過來
[00:03:30.640 --> 00:03:33.040]  但今天我們都是同樣的
[00:03:33.040 --> 00:03:39.240]  求神幫助我們赦免那些得罪過我們的人
[00:03:39.240 --> 00:03:45.040]  亦在當中我們求人對我們的寬恕
[00:03:45.040 --> 00:03:47.240]  所以我們眾弟兄姊妹們
[00:03:47.240 --> 00:03:48.640]  我們同心的
[00:03:48.640 --> 00:03:50.440]  一同聽主的話
[00:03:50.440 --> 00:03:53.440]  我們同心的禱告
[00:03:53.440 --> 00:03:55.440]  親愛的主在今天
[00:03:55.440 --> 00:03:59.840]  是我們要數算主恩的日子
[00:03:59.840 --> 00:04:02.640]  在31號教會弟兄姊妹們
[00:04:02.640 --> 00:04:04.640]  都會一同聚集
[00:04:04.640 --> 00:04:07.240]  數算你在過往一年
[00:04:07.240 --> 00:04:09.640]  在我們生命的恩典
[00:04:09.640 --> 00:04:12.440]  在我們教會的恩典
[00:04:12.440 --> 00:04:16.840]  親愛的主我們感謝你過往救贖我們
[00:04:16.840 --> 00:04:20.040]  你赦免我們眾人的罪
[00:04:20.040 --> 00:04:22.240]  我們很感謝你
[00:04:22.240 --> 00:04:24.840]  在今天我們都是同樣的
[00:04:24.840 --> 00:04:26.840]  我們聽你的教導
[00:04:26.840 --> 00:04:29.240]  我們都是去思想
[00:04:29.240 --> 00:04:34.040]  我們有沒有一些人得罪了我們
[00:04:34.040 --> 00:04:36.240]  我們沒有寬恕他
[00:04:36.240 --> 00:04:38.440]  抑或我們在當中
[00:04:38.440 --> 00:04:41.440]  我們得罪了弟兄姊妹們
[00:04:41.440 --> 00:04:45.040]  我們需要求他們的寬恕
[00:04:45.040 --> 00:04:48.240]  主求你用你的話語
[00:04:48.240 --> 00:04:49.840]  光照我們
[00:04:49.840 --> 00:04:51.440]  讓我們聽了之後
[00:04:51.440 --> 00:04:54.040]  我們就相信你的話語
[00:04:54.040 --> 00:04:58.040]  親愛的主求你將你寶貴的話語
[00:04:58.040 --> 00:04:59.840]  生命的活水
[00:04:59.840 --> 00:05:01.840]  赦免我們
[00:05:01.840 --> 00:05:03.040]  我們這樣的禱告
[00:05:03.040 --> 00:05:05.440]  是奉主耶穌基督的名字
[00:05:05.440 --> 00:05:08.240]  阿門
[00:05:08.240 --> 00:05:11.040]  在剛才我們所讀的經文當中
[00:05:11.040 --> 00:05:13.440]  我們看到耶穌基督說
[00:05:13.440 --> 00:05:19.040]  「免我們的債如同我們免了人的債」
[00:05:19.040 --> 00:05:21.440]  接著在主禱文的結束之後
[00:05:21.440 --> 00:05:23.640]  耶穌基督會說
[00:05:23.640 --> 00:05:26.840]  「你們饒恕人的過犯
[00:05:26.840 --> 00:05:32.240]  你們的天父也饒恕你們的過犯
[00:05:32.240 --> 00:05:36.440]  你們不要恕人的過犯
[00:05:36.440 --> 00:05:45.040]  你們的天父也必不饒恕你們的過犯」
[00:05:45.040 --> 00:05:48.240]  在我們生命的經歷當中
[00:05:48.240 --> 00:05:50.840]  我們不得不承認
[00:05:50.840 --> 00:05:56.040]  要寬恕是非常艱難的
[00:05:56.040 --> 00:05:58.240]  甚至當我們說要寬恕
[00:05:58.240 --> 00:06:01.640]  我們親愛所疼愛的家人
[00:06:01.640 --> 00:06:04.440]  都是不容易的
[00:06:04.440 --> 00:06:07.440]  Phillip Yancey 楊西先生
[00:06:07.440 --> 00:06:09.640]  他在他的著作當中
[00:06:09.640 --> 00:06:11.640]  這個著作的名稱叫做
[00:06:11.640 --> 00:06:14.040]  《恩典是何等的奇妙》
[00:06:14.040 --> 00:06:16.640]  他講到一個故事
[00:06:16.640 --> 00:06:18.240]  有一對夫婦
[00:06:18.240 --> 00:06:23.840]  他們有一天在討論怎樣去煮菜
[00:06:23.840 --> 00:06:26.840]  怎知道討論到一個地步
[00:06:26.840 --> 00:06:29.240]  大家在激辯
[00:06:29.240 --> 00:06:31.240]  大家爭執
[00:06:31.240 --> 00:06:32.440]  因為激辯
[00:06:32.440 --> 00:06:34.240]  爭執的程度是很厲害的
[00:06:34.240 --> 00:06:38.840]  所以兩夫婦在那一晚分開睡覺
[00:06:38.840 --> 00:06:42.040]  但是自這個晚上之後
[00:06:42.040 --> 00:06:45.240]  他們就分開睡覺
[00:06:45.240 --> 00:06:49.240]  一分就分了幾年的時間
[00:06:49.240 --> 00:06:50.640]  其實每一天
[00:06:50.640 --> 00:06:52.040]  每一個晚上
[00:06:52.040 --> 00:06:55.840]  當大家去到自己的房間的時候
[00:06:55.840 --> 00:07:03.040]  丈夫或妻子都希望對方能夠走到來我的身邊
[00:07:03.040 --> 00:07:05.040]  跟我說一聲道歉
[00:07:05.040 --> 00:07:07.840]  求寬恕就好了
[00:07:07.840 --> 00:07:09.640]  怎知道在這三年當中
[00:07:09.640 --> 00:07:13.440]  兩夫婦都是固執地
[00:07:13.440 --> 00:07:19.640]  不願意向對方說道歉的說話
[00:07:19.640 --> 00:07:22.840]  另外一個故事是講到一位少女
[00:07:22.840 --> 00:07:24.640]  她的名字叫碧清
[00:07:24.640 --> 00:07:28.040]  是經歷到家庭的破裂
[00:07:28.040 --> 00:07:31.040]  她的媽媽有婚愛情
[00:07:31.040 --> 00:07:33.440]  她非常愛她的媽媽
[00:07:33.440 --> 00:07:35.640]  她也相信她的媽媽
[00:07:35.640 --> 00:07:37.240]  在她五歲的時候
[00:07:37.240 --> 00:07:40.440]  媽媽跟她說到耶穌基督的事
[00:07:40.440 --> 00:07:43.640]  教導她要愛耶穌
[00:07:43.640 --> 00:07:45.040]  在一個晚上
[00:07:45.040 --> 00:07:47.640]  媽媽就拿著一本很漂亮的書
[00:07:47.640 --> 00:07:51.440]  跟她講解耶穌基督怎樣愛世人
[00:07:51.440 --> 00:07:53.840]  怎樣死在十字架上
[00:07:53.840 --> 00:07:57.640]  怎樣寬恕人的罪惡
[00:07:57.640 --> 00:08:00.240]  媽媽就問碧清
[00:08:00.240 --> 00:08:06.040]  你願不願意讓耶穌進入你的心靈裏面
[00:08:06.040 --> 00:08:09.240]  成為你的救主
[00:08:09.240 --> 00:08:11.240]  碧清她點頭
[00:08:11.240 --> 00:08:13.240]  她願意
[00:08:13.240 --> 00:08:16.240]  她明白到神是愛她的
[00:08:16.240 --> 00:08:19.440]  她也知道自己做錯了很多事
[00:08:19.440 --> 00:08:22.440]  她更加希望能夠將來跟爸爸媽媽
[00:08:22.440 --> 00:08:26.240]  一同可以在天堂那裏見面
[00:08:26.240 --> 00:08:27.840]  在那個晚上
[00:08:27.840 --> 00:08:33.440]  她就接受耶穌基督成為了她生命的救主
[00:08:33.440 --> 00:08:35.840]  當她讀中二的時候
[00:08:35.840 --> 00:08:38.840]  有一天她回到家裏
[00:08:38.840 --> 00:08:41.640]  見到牧師在家裏
[00:08:41.640 --> 00:08:47.840]  見到三位姐姐和媽媽的眼睛都是紅紅的
[00:08:47.840 --> 00:08:50.240]  好像哭過一樣
[00:08:50.240 --> 00:08:52.640]  她知道肯定有些特別的事情
[00:08:52.640 --> 00:08:54.440]  所以她很會做
[00:08:54.440 --> 00:08:57.640]  自己走進自己的房間裏
[00:08:57.640 --> 00:08:59.840]  當她要關上門的時候
[00:08:59.840 --> 00:09:02.440]  她聽到媽媽又再次哭
[00:09:02.440 --> 00:09:04.040]  媽媽在那裏說
[00:09:04.040 --> 00:09:05.240]  媽媽說
[00:09:05.240 --> 00:09:06.840]  對不起
[00:09:06.840 --> 00:09:09.040]  我做錯了
[00:09:09.040 --> 00:09:14.440]  我真的不希望事情是這樣發生的
[00:09:14.440 --> 00:09:17.840]  後來她媽媽因為分愛情的緣故
[00:09:17.840 --> 00:09:20.240]  是需要離開家裏
[00:09:20.240 --> 00:09:24.040]  沒多久碧清又發覺爸爸的另一個秘密
[00:09:24.040 --> 00:09:30.640]  爸爸原來是長期服食軟性的毒品
[00:09:30.640 --> 00:09:33.640]  最後爸爸媽媽離婚
[00:09:33.640 --> 00:09:37.440]  爸爸再結婚
[00:09:37.440 --> 00:09:41.440]  碧清在這個情況就去問神
[00:09:41.440 --> 00:09:44.840]  為什麼?
[00:09:44.840 --> 00:09:47.640]  這個問題營繞著她的心
[00:09:47.640 --> 00:09:52.440]  因此很多時候晚上她半夜會睡醒過來
[00:09:52.440 --> 00:09:55.840]  她在那裏哭,心裏很痛
[00:09:55.840 --> 00:10:00.040]  她聽不到任何的答案
[00:10:00.040 --> 00:10:01.840]  外表來看
[00:10:01.840 --> 00:10:06.040]  碧清好像都能夠接受這個家庭的悲劇
[00:10:06.040 --> 00:10:08.240]  因為她繼續回教會
[00:10:08.240 --> 00:10:10.440]  繼續崇拜
[00:10:10.440 --> 00:10:12.840]  繼續主教
[00:10:12.840 --> 00:10:14.840]  但是她的內心知道
[00:10:14.840 --> 00:10:17.640]  她和神是很遙遠的
[00:10:17.640 --> 00:10:19.640]  是越來越遙遠的
[00:10:19.640 --> 00:10:21.640]  在過往的兩年當中
[00:10:21.640 --> 00:10:24.240]  她心裏是沒有盼望的
[00:10:24.240 --> 00:10:29.840]  她和媽媽的關係是隔絕的
[00:10:29.840 --> 00:10:33.840]  這個是我們剛才所聽到的故事
[00:10:33.840 --> 00:10:37.440]  或多或少都是我們的故事
[00:10:37.440 --> 00:10:38.640]  真的
[00:10:38.640 --> 00:10:42.640]  要饒恕自己的家人
[00:10:42.640 --> 00:10:45.440]  都是不容易的
[00:10:45.440 --> 00:10:50.640]  何況要饒恕那些曾經傷害過我們的人
[00:10:50.640 --> 00:10:52.640]  那些人不是我們的家人
[00:10:52.640 --> 00:10:54.840]  我們怎能夠饒恕他們呢?
[00:10:54.840 --> 00:10:57.440]  或者我們可以感同身受一下
[00:10:57.440 --> 00:11:00.640]  假如你是集中營的受害者
[00:11:00.640 --> 00:11:04.240]  你是曾經被無理地勞改的
[00:11:04.240 --> 00:11:08.040]  你曾經是被人性侵犯的
[00:11:08.040 --> 00:11:14.440]  你曾經是被人欺騙、欺壓的
[00:11:14.440 --> 00:11:17.440]  你怎能夠寬恕他?
[00:11:17.440 --> 00:11:21.440]  這些人是不可能寬恕的
[00:11:21.440 --> 00:11:23.440]  很多時候我們內心的經歷
[00:11:23.440 --> 00:11:25.440]  或者我們見到別人內心的經歷
[00:11:25.440 --> 00:11:28.240]  就是說這些人我們是怎樣呢?
[00:11:28.240 --> 00:11:34.040]  我們是要誓死一定回報的
[00:11:34.040 --> 00:11:37.040]  因為受的傷害太深
[00:11:37.040 --> 00:11:42.240]  我們不報仇、不罷休
[00:11:42.240 --> 00:11:44.040]  至於我們這群基督徒來說
[00:11:44.040 --> 00:11:48.040]  或者我們不會報仇
[00:11:48.040 --> 00:11:51.040]  但是所受的傷害太深
[00:11:51.040 --> 00:11:54.040]  那些人根本不值得被寬恕
[00:11:54.040 --> 00:11:56.440]  我們怎能夠寬恕他們呢?
[00:11:56.440 --> 00:11:59.040]  我們怎會為他們禱告
[00:11:59.040 --> 00:12:02.840]  求主寬恕他們呢?
[00:12:02.840 --> 00:12:05.240]  這些都是人間的現實
[00:12:05.240 --> 00:12:10.840]  多多少少都是你和我生命裡面的經歷
[00:12:10.840 --> 00:12:14.240]  但是親愛的主耶穌基督,祂很清楚的
[00:12:14.240 --> 00:12:16.040]  在主禱文當中
[00:12:16.040 --> 00:12:21.640]  祂教導我們要以寬恕為禱告
[00:12:21.640 --> 00:12:25.440]  馬丁路德也是每天的晚上
[00:12:25.440 --> 00:12:31.040]  他是以耶穌基督的寬恕為禱告
