
[00:00:00.000 --> 00:00:02.560]  咁我哋今晚睇呢份筆記
[00:00:02.560 --> 00:00:05.880]  第一份筆記係一陣間我會逐個逐個講嘅
[00:00:05.880 --> 00:00:07.160]  咁所以跳咗去先
[00:00:07.160 --> 00:00:08.960]  即係我寫嗰啲跳咗去先
[00:00:08.960 --> 00:00:09.980]  咁然後呢
[00:00:09.980 --> 00:00:11.780]  畀大家睇一睇
[00:00:11.780 --> 00:00:15.880]  我哋講以色列嘅歷史一開始嘅時候呢
[00:00:15.880 --> 00:00:18.680]  就叫列祖時期冇筆記印出嚟嘅
[00:00:18.680 --> 00:00:23.560]  即係阿不拉罕 以撒 瓦國嗰啲叫列祖時期大家就好熟悉啦
[00:00:23.560 --> 00:00:26.360]  睇創世紀呀咁樣就已經有啦
[00:00:26.360 --> 00:00:30.600]  當列祖時期之後呢就係咩就叫出埃及時期啦
[00:00:30.600 --> 00:00:32.760]  就係摩西大令240出埃及啦
[00:00:32.760 --> 00:00:35.580]  咁我哋大家都好熟 多數我哋睇聖經去到呢度呢
[00:00:35.580 --> 00:00:38.900]  我就出唔到埃及㗎啦 即係因為嗰啲乜制物制我哋淫制呢
[00:00:38.900 --> 00:00:40.700]  咁就死咗喺度啦係咪先
[00:00:40.700 --> 00:00:41.980]  好啦咁
[00:00:41.980 --> 00:00:43.520]  一到到列
[00:00:43.520 --> 00:00:49.140]  出埃及之後呢就入迦南地嗰個叫咩時代知唔知
[00:00:49.140 --> 00:00:51.460]  就叫時思記呀嘛
[00:00:51.460 --> 00:00:54.020]  時思時代咩叫時思呢
[00:00:54.020 --> 00:00:56.320]  咁如果英文就叫judge
[00:00:56.320 --> 00:00:58.880]  但係嗰時未係王國時期
[00:00:58.880 --> 00:01:02.460]  咁所以呢即係佢係由一啲嘅領袖
[00:01:02.460 --> 00:01:04.760]  唔同時間裏面興起一啲領袖
[00:01:04.760 --> 00:01:07.580]  呢啲領袖就係做審判官啦
[00:01:07.580 --> 00:01:12.440]  同埋呢有啲人就會同佢打仗嚟帶去即係對付一啲嘅外敵啦
[00:01:12.440 --> 00:01:13.720]  呢個就叫做咩呢
[00:01:13.720 --> 00:01:16.280]  就係叫做時思時代啦
[00:01:16.280 --> 00:01:20.380]  咁但係後尾佢見到倫邦好多人都有王呀嘛
[00:01:20.380 --> 00:01:23.960]  咁所以就要求呢就要立王嘅
[00:01:23.960 --> 00:01:28.040]  咁嗰陣時呢就以利係一個嘅時思啦宗教領袖
[00:01:28.040 --> 00:01:30.100]  喺《莎木爾記》上都有啦
[00:01:30.100 --> 00:01:31.640]  咁以利係做時思
[00:01:31.640 --> 00:01:34.460]  咁然後呢但係佢兩個仔呢
[00:01:34.460 --> 00:01:36.240]  就非常壞嘅
[00:01:36.240 --> 00:01:40.080]  特別有陣時呢啲牧師仔女都係好唔掂嘅
[00:01:40.080 --> 00:01:45.980]  即係或者執事啲仔女呀咁樣嘅咁呀點解呢可能好大嘅壓力呀咁做黑羊囉
[00:01:45.980 --> 00:01:49.040]  咁但係以利又縱容呢兩個仔
[00:01:49.040 --> 00:01:53.660]  咁結果呢神就搵另外一個人代替咗佢嗰個邊個呀
[00:01:53.660 --> 00:01:55.440]  薩姆爾啦
[00:01:55.440 --> 00:02:00.820]  咁呢就薩姆爾就代替咗以利咁咪以利一家呢喺一日之內死亡啦我哋今日
[00:02:00.820 --> 00:02:03.640]  唔講呢啲咁大家都容易睇到呢啲呀
[00:02:03.640 --> 00:02:07.480]  咁但係薩姆爾嘅仔呢都唔係咁理想
[00:02:07.480 --> 00:02:11.320]  其實好可悲呀薩姆爾親眼見到以利
[00:02:11.320 --> 00:02:15.680]  即係冇好好地教導自己嘅孩子以至人哋但係可以放棄佢
[00:02:15.680 --> 00:02:21.040]  但係薩姆爾自己好好但係個仔都唔係好嘅都收受賄賂
[00:02:21.040 --> 00:02:24.880]  所以啲人更加大一個藉口就係我哋一定要立一個王
[00:02:24.880 --> 00:02:28.200]  咁阿Mister話算啦有佢呀其實呢班人係想背背我啫
[00:02:28.200 --> 00:02:31.020]  咁呀但係就同佢講明立咗王之後呢
[00:02:31.020 --> 00:02:32.300]  就你哋會
[00:02:32.300 --> 00:02:33.320]  受苦㗎啦
[00:02:33.320 --> 00:02:36.660]  要徵重稅呀咁我哋願意嘅咁樣
[00:02:36.660 --> 00:02:38.700]  咁於是佢哋就立咗王啦
[00:02:38.700 --> 00:02:41.000]  好啦咁呀王國時期
[00:02:41.000 --> 00:02:43.060]  第一個王係邊個
[00:02:43.060 --> 00:02:44.080]  蘇羅
[00:02:44.080 --> 00:02:46.640]  係乜嘢支派
[00:02:46.640 --> 00:02:48.940]  卞雅敏支派
[00:02:48.940 --> 00:02:51.000]  咁所以你會就明白
[00:02:51.000 --> 00:02:52.540]  喺新約嘅
[00:02:52.540 --> 00:02:55.100]  保羅喺肥勒比書咁講
[00:02:55.100 --> 00:02:57.920]  我係希伯來人生嘅希伯來人都係廢話嚟㗎
[00:02:57.920 --> 00:03:00.480]  我中國人生嘅係中國人啦係咪先
[00:03:00.480 --> 00:03:03.540]  咁然後佢講話我係卞雅敏支派
[00:03:03.540 --> 00:03:05.600]  咁其實點解呢其實唔係廢話
[00:03:05.600 --> 00:03:08.920]  因為猶太人好重視自己血統呀
[00:03:08.920 --> 00:03:12.260]  咁所以佢話我係純正血統嘅我係希伯來人生嘅希伯來人
[00:03:12.260 --> 00:03:15.060]  佢特別提到我係卞雅敏支派
[00:03:15.060 --> 00:03:19.160]  其實卞雅敏係十二支派裏面最少嘅一個嘅支派
[00:03:19.160 --> 00:03:22.240]  第一卞雅敏係十二個仔最細嘅仔嚟㗎
[00:03:22.240 --> 00:03:25.300]  但係如果你睇史詩記嘅時候呢咁我哋唔詳細講啦
[00:03:25.300 --> 00:03:30.680]  卞雅敏嘅藍丁差唔多因為內訌嘅緣故呢差畀人哋殺曬嘅
[00:03:30.680 --> 00:03:32.720]  所以人數係最少嘅
[00:03:32.720 --> 00:03:35.540]  咁但係呢出第一個王卻係咩呢
[00:03:35.540 --> 00:03:38.100]  卻係卞雅敏支派嘅
[00:03:38.100 --> 00:03:40.160]  咁所以呢即係
[00:03:40.160 --> 00:03:42.960]  佢都有一啲嘅感覺到榮耀嘅
[00:03:42.960 --> 00:03:45.520]  即係因為第一個王係喎
[00:03:45.520 --> 00:03:49.860]  我係潮州人嚟㗎 李嘉誠係最有錢㗎
[00:03:49.860 --> 00:03:52.680]  所以我都潮州人我都有一啲咩呢
[00:03:52.680 --> 00:03:57.560]  我都與有榮焉呀我都叫嘉誠㗎我叫梁嘉誠咁樣係咪
[00:03:57.560 --> 00:03:59.860]  但當然我唔係潮州人呀即係我扮㗎
[00:03:59.860 --> 00:04:01.400]  即係你明嗰個道理呀
[00:04:01.400 --> 00:04:04.720]  咁所以保羅就話到我係卞雅敏支派
[00:04:04.720 --> 00:04:06.520]  咁但係好可惜
[00:04:06.520 --> 00:04:08.820]  因為即係訴羅呢
[00:04:08.820 --> 00:04:12.140]  去貪愛啲物質啦結果就點樣呢
[00:04:12.140 --> 00:04:17.000]  佢一定俾好多機會去呀如果你留意到咁我哋唔詳細講如果大家有興趣呢
[00:04:17.000 --> 00:04:20.080]  可以上去大埔名恩堂嗰個網呢
[00:04:20.080 --> 00:04:22.640]  我用咗四堂至五堂嘅時間呢
[00:04:22.640 --> 00:04:26.740]  係講咗訴羅嘅興起到佢嘅死亡嘅
[00:04:26.740 --> 00:04:28.020]  有四五堂嘅
[00:04:28.020 --> 00:04:31.600]  咁嘅時候就後尾晨就興起另一個人就係邊個呀
[00:04:31.600 --> 00:04:34.160]  大衛啦就興起大衛啦
[00:04:34.160 --> 00:04:36.720]  咁呢就一陣間會介紹一本最新嘅書
[00:04:36.720 --> 00:04:38.260]  禮拜五寫印號嘅
