
[00:00:00.000 --> 00:00:02.800]  多謝喜樂斯班的獻唱
[00:00:02.800 --> 00:00:04.800]  裡面有一句很感動
[00:00:04.800 --> 00:00:06.800]  雖然壓力
[00:00:06.800 --> 00:00:08.800]  Burden the soul
[00:00:08.800 --> 00:00:10.800]  它會將我們的靈裡面
[00:00:10.800 --> 00:00:12.800]  好像加了一個重擔
[00:00:12.800 --> 00:00:14.800]  不過有真神
[00:00:14.800 --> 00:00:17.600]  有主耶穌基督的永生神
[00:00:17.600 --> 00:00:19.600]  在拖帶著我們
[00:00:19.600 --> 00:00:21.600]  我們又不同
[00:00:21.600 --> 00:00:23.600]  今天我講的講題叫
[00:00:23.600 --> 00:00:26.000]  再生福真好
[00:00:26.000 --> 00:00:29.200]  可能大家很熟悉的一段經文
[00:00:29.200 --> 00:00:31.200]  是講到
[00:00:31.200 --> 00:00:34.200]  這個拉薩路
[00:00:34.200 --> 00:00:36.200]  他在地上
[00:00:36.200 --> 00:00:38.200]  似乎行完生命
[00:00:38.200 --> 00:00:41.200]  本來是一個很美好的家庭
[00:00:41.200 --> 00:00:43.200]  我有時叫這個家庭
[00:00:43.200 --> 00:00:45.200]  叫做馬馬拉
[00:00:45.200 --> 00:00:47.200]  為什麼呢?馬大、馬利亞
[00:00:47.200 --> 00:00:49.200]  跟著還有一個拉仔
[00:00:49.200 --> 00:00:51.200]  拉薩路
[00:00:51.200 --> 00:00:53.200]  叫做拉
[00:00:53.200 --> 00:00:55.200]  但是這個馬馬拉家庭
[00:00:55.200 --> 00:00:57.200]  這次只剩下馬馬
[00:00:57.200 --> 00:00:59.200]  沒有拉
[00:00:59.200 --> 00:01:01.200]  為什麼呢?因為他病
[00:01:01.200 --> 00:01:03.200]  病到快要死了
[00:01:03.200 --> 00:01:05.200]  然後過世了
[00:01:05.200 --> 00:01:07.200]  他們在過程中通知主耶穌
[00:01:07.200 --> 00:01:09.200]  快點來
[00:01:09.200 --> 00:01:11.200]  弟弟快要過世了
[00:01:11.200 --> 00:01:13.200]  你可不可以快點上來
[00:01:13.200 --> 00:01:15.200]  因為他們知道耶穌基督
[00:01:15.200 --> 00:01:17.200]  有莫大的能力
[00:01:17.200 --> 00:01:19.200]  這是一個很特別的時間
[00:01:19.200 --> 00:01:23.200]  拉薩路後來真的過世了
[00:01:23.200 --> 00:01:27.200]  馬利亞就講了一句話
[00:01:27.200 --> 00:01:29.200]  我們讀一讀
[00:01:29.200 --> 00:01:31.200]  馬利亞到了耶穌那裡
[00:01:31.200 --> 00:01:33.200]  看見祂
[00:01:33.200 --> 00:01:35.200]  就伏伏在祂腳前
[00:01:35.200 --> 00:01:37.200]  說:主啊!
[00:01:37.200 --> 00:01:39.200]  祢若早在這裡
[00:01:39.200 --> 00:01:41.200]  我兄弟必不死
[00:01:41.200 --> 00:01:43.200]  這句有時不是一句埋怨的說話
[00:01:43.200 --> 00:01:45.200]  我先這樣說
[00:01:45.200 --> 00:01:47.200]  因為一個家庭
[00:01:47.200 --> 00:01:49.200]  去到這樣的情況
[00:01:49.200 --> 00:01:51.200]  有時說話不是很邏輯
[00:01:51.200 --> 00:01:53.200]  多數是情緒
[00:01:53.200 --> 00:01:55.200]  情緒上
[00:01:55.200 --> 00:01:57.200]  主啊!祢在這裡
[00:01:57.200 --> 00:01:59.200]  祢早點來
[00:01:59.200 --> 00:02:01.200]  其實他們有很大的信心
[00:02:01.200 --> 00:02:03.200]  馬利亞在這裡的信心
[00:02:03.200 --> 00:02:05.200]  有時解釋是否馬大馬利亞
[00:02:05.200 --> 00:02:07.200]  其他人的信心不夠
[00:02:07.200 --> 00:02:09.200]  我常常都不是這樣看
[00:02:09.200 --> 00:02:11.200]  我常常覺得他們
[00:02:11.200 --> 00:02:13.200]  去到那種肉緊的情況
[00:02:13.200 --> 00:02:15.200]  講了一句說話
[00:02:15.200 --> 00:02:17.200]  反而你看見他們很相信
[00:02:17.200 --> 00:02:19.200]  主啊!祢在這裡
[00:02:19.200 --> 00:02:21.200]  我兄弟必不死
[00:02:21.200 --> 00:02:23.200]  不知道你有沒有被人問過
[00:02:23.200 --> 00:02:25.200]  你最重視什麼
[00:02:25.200 --> 00:02:27.200]  可能你的答案
[00:02:27.200 --> 00:02:29.200]  大部份的答案
[00:02:29.200 --> 00:02:31.200]  都說生命
[00:02:31.200 --> 00:02:33.200]  這段經文就說這件事
[00:02:33.200 --> 00:02:35.200]  生命寶貴
[00:02:35.200 --> 00:02:37.200]  我們今天很著重這件事
[00:02:37.200 --> 00:02:39.200]  生命寶貴
[00:02:39.200 --> 00:02:41.200]  我們才有些暖和
[00:02:41.200 --> 00:02:43.200]  破冰
[00:02:43.200 --> 00:02:45.200]  生命寶貴的話
[00:02:45.200 --> 00:02:47.200]  你病的時候最想見誰
[00:02:47.200 --> 00:02:49.200]  就像我問一個人
[00:02:49.200 --> 00:02:51.200]  想見Mr. Bean
[00:02:51.200 --> 00:02:53.200]  另外一個香港版本
[00:02:53.200 --> 00:02:55.200]  鄒XX
[00:02:55.200 --> 00:02:57.200]  笑笑嘛
[00:02:57.200 --> 00:02:59.200]  喜樂的心乃是良藥
[00:02:59.200 --> 00:03:01.200]  但Mr. Bean
[00:03:01.200 --> 00:03:03.200]  如果病了見誰呢
[00:03:03.200 --> 00:03:05.200]  他就要見醫生
[00:03:05.200 --> 00:03:07.200]  是對的
[00:03:07.200 --> 00:03:09.200]  當然是醫生
[00:03:09.200 --> 00:03:11.200]  很多人都說醫生生命寶貴
[00:03:11.200 --> 00:03:13.200]  希望得醫治
[00:03:13.200 --> 00:03:15.200]  有些人又不是一樣
[00:03:15.200 --> 00:03:17.200]  你自己覺得你的病
[00:03:17.200 --> 00:03:19.200]  去到哪個位置
[00:03:19.200 --> 00:03:21.200]  我媽媽病得很重
[00:03:21.200 --> 00:03:23.200]  因為她是肺癌
[00:03:23.200 --> 00:03:25.200]  很多年
[00:03:25.200 --> 00:03:27.200]  82年
[00:03:27.200 --> 00:03:29.200]  現在幾多年
[00:03:29.200 --> 00:03:31.200]  三十幾年
[00:03:31.200 --> 00:03:33.200]  她最想見的是我們幾兄弟姊妹
[00:03:33.200 --> 00:03:37.200]  她所愛的人
[00:03:37.200 --> 00:03:39.200]  我這個愛人不只是指你
[00:03:39.200 --> 00:03:41.200]  唯一那個
[00:03:41.200 --> 00:03:43.200]  是指你真的很想見親人
[00:03:43.200 --> 00:03:45.200]  很想見親人
[00:03:45.200 --> 00:03:47.200]  嚴重到一個地步
[00:03:47.200 --> 00:03:49.200]  我們請她
[00:03:49.200 --> 00:03:51.200]  她那時星期六晚
[00:03:51.200 --> 00:03:53.200]  她未缺志
[00:03:53.200 --> 00:03:55.200]  後來星期日缺志
[00:03:55.200 --> 00:03:57.200]  蘇永睿牧師趕來醫院
[00:03:57.200 --> 00:03:59.200]  帶她缺志祈禱
[00:03:59.200 --> 00:04:01.200]  我們兩兄弟就請她祈禱
[00:04:01.200 --> 00:04:03.200]  和她一起祈禱
[00:04:03.200 --> 00:04:05.200]  我和我哥都信了很久
[00:04:05.200 --> 00:04:07.200]  誰知她很信祈禱
[00:04:07.200 --> 00:04:09.200]  沒有為自己
[00:04:09.200 --> 00:04:11.200]  為所有子女
[00:04:11.200 --> 00:04:13.200]  逐個逐個祈禱
[00:04:13.200 --> 00:04:15.200]  為丈夫
[00:04:15.200 --> 00:04:17.200]  就是這樣祈禱
[00:04:17.200 --> 00:04:19.200]  她相信祈禱
[00:04:19.200 --> 00:04:21.200]  不過她心裏想的
[00:04:21.200 --> 00:04:23.200]  不是她自己
[00:04:23.200 --> 00:04:25.200]  很多人說
[00:04:25.200 --> 00:04:27.200]  病了就見耶穌
[00:04:27.200 --> 00:04:29.200]  不一定見耶穌
[00:04:29.200 --> 00:04:31.200]  有些人說
[00:04:31.200 --> 00:04:33.200]  牧師我未想見耶穌
[00:04:33.200 --> 00:04:35.200]  有時有些
[00:04:35.200 --> 00:04:37.200]  生命好
[00:04:37.200 --> 00:04:39.200]  再問一個問題
[00:04:39.200 --> 00:04:41.200]  我不知道你的答案是什麼
[00:04:41.200 --> 00:04:43.200]  有很多可能性
[00:04:43.200 --> 00:04:45.200]  有些人口中說
[00:04:45.200 --> 00:04:47.200]  不要全世界
[00:04:47.200 --> 00:04:49.200]  當然生命好
[00:04:49.200 --> 00:04:51.200]  但他做法上是全世界
[00:04:51.200 --> 00:04:53.200]  有些人他實際生活
[00:04:53.200 --> 00:04:55.200]  賺得全世界
[00:04:55.200 --> 00:04:57.200]  是很好
[00:04:57.200 --> 00:04:59.200]  但當然耶穌已經給了評價
[00:04:59.200 --> 00:05:01.200]  人若賺得全世界
[00:05:01.200 --> 00:05:03.200]  賠上了自己的生命
[00:05:03.200 --> 00:05:05.200]  有什麼益處呢
[00:05:05.200 --> 00:05:07.200]  有一次在1930年代
[00:05:07.200 --> 00:05:09.200]  我兒子跟倪拓星說
[00:05:09.200 --> 00:05:13.200]  倪拓星很感動
[00:05:13.200 --> 00:05:15.200]  很相信耶穌真的帶來救恩
[00:05:15.200 --> 00:05:17.200]  但他跟著說
[00:05:17.200 --> 00:05:19.200]  我現在二十多歲
[00:05:19.200 --> 00:05:21.200]  應該二十三、四歲
[00:05:21.200 --> 00:05:23.200]  大學畢業
