
[00:00:00.000 --> 00:00:02.000]  好,大家聽姐妹好
[00:00:02.000 --> 00:00:08.000]  在此再次代表教會歡迎今天初來我們教會聚會的Moley和Josephine
[00:00:08.000 --> 00:00:10.000]  歡迎你們來到我們當中
[00:00:10.000 --> 00:00:12.000]  願願為教會成為你屬靈的家
[00:00:12.000 --> 00:00:22.000]  在今天跟大家一起思想的經文是出自於馬太福音第十章第十六節
[00:00:22.000 --> 00:00:25.000]  今天跟大家一起去看的題目就是
[00:00:25.000 --> 00:00:32.000]  神的指紋的靈巧和純良The wise and innocent of God's people
[00:00:32.000 --> 00:00:34.000]  讓我們在聆聽主導以前
[00:00:34.000 --> 00:00:37.000]  我們先一起同心低頭禱告
[00:00:37.000 --> 00:00:41.000]  慈悲的天父,多謝你
[00:00:41.000 --> 00:00:45.000]  讓我們能夠再次回到你寶貴說話的面前
[00:00:45.000 --> 00:00:55.000]  一起透過你的教導讓我們學會如何成為一個稱職的主的門徒
[00:00:55.000 --> 00:01:05.000]  能夠將主你所交託的使命和責任好好的去承擔和完成
[00:01:05.000 --> 00:01:09.000]  我們為了這段時間再次恭敬教長
[00:01:09.000 --> 00:01:11.000]  求你的聖靈誘導我們
[00:01:11.000 --> 00:01:17.000]  好在我們所聽進的不是人言而是主你的吩咐
[00:01:17.000 --> 00:01:19.000]  我們現在同心禱告
[00:01:19.000 --> 00:01:21.000]  奉教主耶穌基督
[00:01:21.000 --> 00:01:23.000]  得聖的名字而救
[00:01:23.000 --> 00:01:25.000]  阿們
[00:01:25.000 --> 00:01:29.000]  在丹麥的神學裡面
[00:01:29.000 --> 00:01:33.000]  其中有一位很出名很著名的神學家
[00:01:33.000 --> 00:01:37.000]  他的名字叫做Soren Abicurgaga
[00:01:37.000 --> 00:01:43.000]  或者中文叫做齊克果或者奇克果
[00:01:43.000 --> 00:01:49.000]  他曾經在他的神學的研究裡面
[00:01:49.000 --> 00:01:51.000]  他是一位我很喜歡的神學家
[00:01:51.000 --> 00:01:55.000]  特別他研究到在神學裡面
[00:01:55.000 --> 00:02:01.000]  甚至人的存在究竟的意義是什麼呢
[00:02:01.000 --> 00:02:05.000]  他有一個很精度的研究
[00:02:05.000 --> 00:02:07.000]  不過在整個研究裡面
[00:02:07.000 --> 00:02:12.000]  他就做了一個這樣的總結
[00:02:12.000 --> 00:02:14.000]  他說在世界的上面
[00:02:14.000 --> 00:02:21.000]  人很容易跌入一個叫做愚昧的境況
[00:02:21.000 --> 00:02:25.000]  當人跌入這個愚昧的境況的時候
[00:02:25.000 --> 00:02:29.000]  他的遭遇其實是極之不理想的
[00:02:29.000 --> 00:02:35.000]  為了要防止自己跌入這個愚昧的境況
[00:02:35.000 --> 00:02:37.000]  他就清楚告訴我們
[00:02:37.000 --> 00:02:45.000]  或者總結了兩條引人進入愚昧的道路的原因
[00:02:45.000 --> 00:02:47.000]  第一個
[00:02:47.000 --> 00:02:50.000]  他說讓人去愚昧的話
[00:02:50.000 --> 00:02:56.000]  就是一個人去相信一些虛假的事情或者事物
[00:02:56.000 --> 00:03:01.000]  而第二條,讓人跌入愚昧的境況
[00:03:01.000 --> 00:03:06.000]  就是一些人去拒絕一些真實的事物
[00:03:06.000 --> 00:03:09.000]  所以他有一個解釋
[00:03:09.000 --> 00:03:12.000]  我們如何可以避免成為瘋子
[00:03:12.000 --> 00:03:14.000]  這就是為什麼他嘗試解釋
[00:03:14.000 --> 00:03:17.000]  有兩種方式可以成為瘋子
[00:03:17.000 --> 00:03:20.000]  一種是相信那些不是真實的事物
[00:03:20.000 --> 00:03:25.000]  另一種是拒絕相信那些是真實的事物
[00:03:25.000 --> 00:03:29.000]  在他這個引言之中
[00:03:29.000 --> 00:03:33.000]  就讓我們有一個很深刻的反思
[00:03:33.000 --> 00:03:40.000]  究竟今天我是否也掉入了這種局面呢?
[00:03:40.000 --> 00:03:44.000]  而在聽這些資料的時候
[00:03:44.000 --> 00:03:46.000]  我們也會去問
[00:03:46.000 --> 00:03:50.000]  究竟這些資料的真確性是多少呢?
[00:03:50.000 --> 00:03:53.000]  所以我們經常會聽到一句英文的陳述
[00:03:53.000 --> 00:03:55.000]  就是我們要去fact check
[00:03:55.000 --> 00:03:57.000]  我們經常要去check一下
[00:03:57.000 --> 00:03:59.000]  究竟我們聽的東西究竟是真是假
[00:03:59.000 --> 00:04:01.000]  一會兒我們會再處理這個
[00:04:01.000 --> 00:04:04.000]  何謂fact check這個過程
[00:04:04.000 --> 00:04:06.000]  除了要問什麼是真
[00:04:06.000 --> 00:04:10.000]  另一樣東西就是什麼叫做信
[00:04:10.000 --> 00:04:13.000]  為什麼你會相信一些東西是假的呢?
[00:04:13.000 --> 00:04:16.000]  為什麼你會相信一些東西是真的呢?
[00:04:16.000 --> 00:04:17.000]  信也有一個原因的
[00:04:17.000 --> 00:04:21.000]  不是說我感覺到,我就去信
[00:04:21.000 --> 00:04:24.000]  信不是一種感覺這麼簡單的東西
[00:04:24.000 --> 00:04:25.000]  很多時候我們以為
[00:04:25.000 --> 00:04:28.000]  信只是一個突然間的感受
[00:04:28.000 --> 00:04:32.000]  於是很多時候去一些宗教活動
[00:04:32.000 --> 00:04:36.000]  他們很喜歡去渲染一個感覺
[00:04:36.000 --> 00:04:40.000]  能夠使你覺得你去了的時候就會很震撼
[00:04:40.000 --> 00:04:43.000]  或者你做了一個決定的時候
[00:04:43.000 --> 00:04:46.000]  你就會雞皮疙瘩起來
[00:04:46.000 --> 00:04:48.000]  讓自己很投入
[00:04:48.000 --> 00:04:50.000]  有一種神靈感覺的情況
[00:04:50.000 --> 00:04:51.000]  不是的
[00:04:51.000 --> 00:04:55.000]  信其實是有它本身的基礎的
[00:04:55.000 --> 00:04:59.000]  而今天我們活在這個世界裡面
[00:04:59.000 --> 00:05:00.000]  我們會發現到
[00:05:00.000 --> 00:05:04.000]  我們今天就算有一部有多先進的手機也好
[00:05:04.000 --> 00:05:09.000]  究竟這些手機所帶來的資訊有多真實呢?
[00:05:09.000 --> 00:05:13.000]  其實也是一個很大的疑問
[00:05:13.000 --> 00:05:15.000]  在過去的這十年左右
[00:05:15.000 --> 00:05:16.000]  我們會發現到
[00:05:16.000 --> 00:05:20.000]  特別我以前自己本身都是做網絡
[00:05:20.000 --> 00:05:23.000]  互聯網的發展的時候
[00:05:23.000 --> 00:05:26.000]  我發覺原來資料或者資訊
[00:05:26.000 --> 00:05:32.000]  是很視乎於你找的來源是什麼
[00:05:32.000 --> 00:05:34.000]  而那個來源是直接去
[00:05:34.000 --> 00:05:38.000]  管束著那個資訊的真偽
[00:05:38.000 --> 00:05:40.000]  但是很可惜的就是
[00:05:40.000 --> 00:05:42.000]  過去這幾年間我們發現到
[00:05:42.000 --> 00:05:45.000]  當我們以為自己已經掌握到資訊了
[00:05:45.000 --> 00:05:50.000]  我們又有這麼多的所謂的社交媒體
[00:05:50.000 --> 00:05:55.000]  這些叫做互相交往的社群的這些媒體
[00:05:55.000 --> 00:05:58.000]  我們以為我們已經很掌握資訊真偽
[00:05:58.000 --> 00:06:02.000]  甚至我可以去決定資訊真偽的時候
[00:06:02.000 --> 00:06:04.000]  原來我們竟然發現到
[00:06:04.000 --> 00:06:06.000]  今天我們所知道的資訊
[00:06:06.000 --> 00:06:11.000]  是牢牢操控在很多有權有勢的人身上
[00:06:11.000 --> 00:06:13.000]  不用說什麼
[00:06:13.000 --> 00:06:16.000]  至少我們現在今天所收到的
[00:06:16.000 --> 00:06:20.000]  一些所謂的社交媒體的資訊
[00:06:20.000 --> 00:06:23.000]  其實就掌握在這些公司裡面
[00:06:23.000 --> 00:06:26.000]  他們自己的一些演算法
[00:06:26.000 --> 00:06:29.000]  他們的計算的邏輯
[00:06:29.000 --> 00:06:32.000]  然後讓這些邏輯來操控著
[00:06:32.000 --> 00:06:35.000]  我們自己的資訊的接收
[00:06:35.000 --> 00:06:39.000]  和我們所能夠接觸到的資訊的能力
[00:06:39.000 --> 00:06:45.000]  於是如果我們收到一些信息的時候
[00:06:45.000 --> 00:06:48.000]  還說我們可以去決定
[00:06:48.000 --> 00:06:52.000]  或者去斷定這些資訊真偽的時候
[00:06:52.000 --> 00:06:57.000]  其實這個陳述已經是一個很危險的說法
[00:06:57.000 --> 00:07:00.000]  因為我們接觸到的資訊以為很多
[00:07:00.000 --> 00:07:02.000]  其實原來我們所接觸的
[00:07:02.000 --> 00:07:06.000]  可能只是冰山一角的一些資料
[00:07:06.000 --> 00:07:08.000]  要去決定這些資料的真偽
[00:07:08.000 --> 00:07:10.000]  其實那個難度
[00:07:10.000 --> 00:07:14.000]  反而不是因為我們接觸到資訊的媒介多了
[00:07:14.000 --> 00:07:15.000]  而是容易了
[00:07:15.000 --> 00:07:18.000]  相反我們更加容易被誤導
[00:07:18.000 --> 00:07:20.000]  所以在這種情況之下
[00:07:20.000 --> 00:07:22.000]  我們還要去說
[00:07:22.000 --> 00:07:25.000]  我相信一個資訊
[00:07:25.000 --> 00:07:28.000]  然後自己去作出一個準確的抉擇
[00:07:28.000 --> 00:07:32.000]  其實是一個很難的課題
[00:07:32.000 --> 00:07:34.000]  我講了這麼多東西
[00:07:34.000 --> 00:07:36.000]  大家以為那好吧
[00:07:36.000 --> 00:07:37.000]  既然是這樣
[00:07:37.000 --> 00:07:42.000]  應該回到以前的生活就比較容易一點
[00:07:42.000 --> 00:07:46.000]  但是原來當我們仔細去看聖經的時候
[00:07:46.000 --> 00:07:51.000]  我們發覺原來早在耶穌基督的年代
[00:07:51.000 --> 00:07:56.000]  其實耶穌早預了有這些情況會出現
[00:07:56.000 --> 00:07:58.000]  換句話來說
[00:07:58.000 --> 00:08:02.000]  我們聖經的啟示者耶穌
[00:08:02.000 --> 00:08:05.000]  其實早已預計了我們的世界
[00:08:05.000 --> 00:08:10.000]  會走向一個資訊難以辨別的情況
[00:08:10.000 --> 00:08:12.000]  我們很多時候會落在一種
[00:08:12.000 --> 00:08:14.000]  困難和矛盾的境界
