
[00:00:00.000 --> 00:00:03.000]  「有共情不變」
[00:00:03.000 --> 00:00:06.360]  這個應該是年輕時聽過的
[00:00:06.360 --> 00:00:10.560]  年紀稍為大一點的可能沒有聽過這首詩歌
[00:00:10.560 --> 00:00:12.560]  今天我們想講的是
[00:00:12.560 --> 00:00:15.800]  「珍惜眼前人」的第五講
[00:00:15.800 --> 00:00:19.160]  神給我們身邊很多人
[00:00:19.160 --> 00:00:20.800]  我們要珍惜
[00:00:20.800 --> 00:00:23.680]  我們有時人不懂珍惜人
[00:00:23.680 --> 00:00:25.480]  特別我們香港來的人
[00:00:25.480 --> 00:00:27.560]  見到人就煩了
[00:00:27.560 --> 00:00:28.640]  這麼多人
[00:00:28.640 --> 00:00:32.000]  人其實是一個很寶貴的資源
[00:00:32.000 --> 00:00:34.680]  我們身邊的朋友影響我們很大
[00:00:34.680 --> 00:00:37.040]  我想有三種人影響我們最大
[00:00:37.040 --> 00:00:39.320]  第一種是家人
[00:00:39.320 --> 00:00:40.720]  家人影響我們很大
[00:00:40.720 --> 00:00:41.640]  所以回家
[00:00:41.640 --> 00:00:42.880]  家人
[00:00:42.880 --> 00:00:45.400]  我們家人打風打得不得了
[00:00:45.400 --> 00:00:47.560]  你說跟脫離有甚麼關係呢
[00:00:47.560 --> 00:00:48.400]  他也是你的家人
[00:00:48.400 --> 00:00:49.840]  永遠都是家人
[00:00:49.840 --> 00:00:50.840]  家人影響我們
[00:00:50.840 --> 00:00:54.200]  第二是朋友
[00:00:54.200 --> 00:00:56.240]  在我成長的過程當中
[00:00:56.240 --> 00:00:58.240]  我在教會長大的
[00:00:58.240 --> 00:01:03.080]  朋友影響我很大
[00:01:03.080 --> 00:01:06.560]  我記得有講小小故事
[00:01:06.560 --> 00:01:08.800]  有三個姓楊的
[00:01:08.800 --> 00:01:11.920]  第一就是以前的師班指揮姓楊
[00:01:11.920 --> 00:01:13.680]  另一個姓楊
[00:01:13.680 --> 00:01:16.520]  就是我在團體裏面的顧問
[00:01:16.520 --> 00:01:18.560]  導師也是姓楊
[00:01:18.560 --> 00:01:20.480]  第三個是我太太
[00:01:20.480 --> 00:01:21.600]  也是姓楊
[00:01:21.600 --> 00:01:23.080]  他們三個同在鄉下
[00:01:23.080 --> 00:01:24.400]  這樣才奇怪
[00:01:24.400 --> 00:01:26.000]  這樣才特別
[00:01:26.000 --> 00:01:28.080]  這樣想也很奇妙
[00:01:28.080 --> 00:01:30.720]  怎樣認識他們呢
[00:01:30.720 --> 00:01:33.720]  算不上是神的引領
[00:01:33.720 --> 00:01:37.240]  這三個姓楊對我們很親密
[00:01:37.240 --> 00:01:38.960]  對我很親密
[00:01:38.960 --> 00:01:40.160]  很感謝神
[00:01:40.160 --> 00:01:42.760]  不知哪個朋友對你影響很大
[00:01:42.760 --> 00:01:45.560]  還有一種人影響你很大
[00:01:45.560 --> 00:01:49.880]  你猜猜是甚麼人
[00:01:49.880 --> 00:01:51.680]  敵人
[00:01:51.680 --> 00:01:53.840]  你不喜歡的人
[00:01:53.840 --> 00:01:56.120]  影響你很大
[00:01:56.120 --> 00:01:58.400]  神也將敵人給我們
[00:01:58.400 --> 00:01:59.840]  我們不是找敵人
[00:01:59.840 --> 00:02:02.040]  我們不是故意找敵人
[00:02:02.040 --> 00:02:07.160]  不是故意撩交捱
[00:02:07.160 --> 00:02:10.560]  但無端端有些人不喜歡你或是敵人
[00:02:10.560 --> 00:02:13.840]  但見到你就不開心
[00:02:13.840 --> 00:02:15.560]  有個朋友幫我講
[00:02:15.560 --> 00:02:17.320]  那個人很不喜歡
[00:02:17.320 --> 00:02:19.240]  見他背面就憎他前面
[00:02:19.240 --> 00:02:20.160]  有沒有聽過
[00:02:20.160 --> 00:02:21.520]  我第一次聽
[00:02:21.520 --> 00:02:22.720]  頗順口
[00:02:22.720 --> 00:02:26.200]  見到背面就憎他前面
[00:02:26.200 --> 00:02:27.840]  有些人是這樣很敵人
[00:02:27.840 --> 00:02:29.800]  但影響我們很大
[00:02:29.800 --> 00:02:32.520]  神怎樣將這些朋友
[00:02:32.520 --> 00:02:37.720]  怎樣將敵人變成朋友
[00:02:37.720 --> 00:02:39.440]  很寶貴
[00:02:39.440 --> 00:02:40.680]  反轉來說
[00:02:40.680 --> 00:02:46.440]  朋友變敵人很傷心
[00:02:46.440 --> 00:02:48.840]  我見到有些教會的分裂
[00:02:48.840 --> 00:02:51.240]  本來大家一起侍奉開心
[00:02:51.240 --> 00:02:54.640]  朋友好朋友變敵人
[00:02:54.640 --> 00:02:57.160]  誰知好壞不壞
[00:02:57.160 --> 00:02:59.480]  分開了
[00:02:59.480 --> 00:03:00.520]  去不同教會
[00:03:00.520 --> 00:03:03.760]  誰知子女們在對面結婚
[00:03:03.760 --> 00:03:06.160]  你嫁給他的那個娶他
[00:03:06.160 --> 00:03:08.120]  到婚禮的時候
[00:03:08.120 --> 00:03:10.560]  不知怎樣面對
[00:03:10.560 --> 00:03:12.080]  兩邊親家
[00:03:12.080 --> 00:03:13.880]  即是面左左
[00:03:13.880 --> 00:03:14.760]  say hi又不是
[00:03:14.760 --> 00:03:15.520]  不say hi又不是
[00:03:15.520 --> 00:03:16.960]  做了親家
[00:03:16.960 --> 00:03:19.360]  慘了變了冤家
[00:03:19.360 --> 00:03:22.680]  我們見到很無奈
[00:03:22.680 --> 00:03:26.280]  教弟兄姊妹本來相親相愛
[00:03:26.280 --> 00:03:29.200]  變了朋友變敵人
[00:03:29.200 --> 00:03:30.400]  幾痛苦
[00:03:30.400 --> 00:03:32.240]  所以我們要珍惜
[00:03:32.240 --> 00:03:35.320]  珍惜神給我們的朋友
[00:03:35.320 --> 00:03:38.080]  今日特別講到朋友
[00:03:38.080 --> 00:03:39.760]  朋友給我們有兩方面影響
[00:03:39.760 --> 00:03:40.960]  一個正面的
[00:03:40.960 --> 00:03:42.000]  正能量
[00:03:42.000 --> 00:03:43.720]  甚麼叫正能量呢
[00:03:43.720 --> 00:03:44.840]  你跟他一起的時候
[00:03:44.840 --> 00:03:46.480]  更加愛神
[00:03:46.480 --> 00:03:47.680]  更加愛主
[00:03:47.680 --> 00:03:49.080]  有平安的
[00:03:49.080 --> 00:03:50.840]  有些負面的朋友
[00:03:50.840 --> 00:03:53.360]  你跟他一起就不愛主
[00:03:53.360 --> 00:03:55.240]  愛其他東西
[00:03:55.240 --> 00:03:57.440]  還有產生一種恨
[00:03:57.440 --> 00:03:58.520]  一種憤怒
[00:03:58.520 --> 00:04:00.080]  憤世嫉俗
[00:04:00.080 --> 00:04:02.360]  那些人你要小心
