
[00:00:00.000 --> 00:00:02.820]  今天很高興再次來到大家當中
[00:00:02.820 --> 00:00:06.160]  在今日的浸禮的日子裏面分享這個訊息
[00:00:06.160 --> 00:00:09.600]  我們過去都用了六個星期的時間
[00:00:09.600 --> 00:00:12.520]  去查考《撒姆爾記》上
[00:00:12.520 --> 00:00:17.200]  如果大家有聖經的都可以打開聖經去看第六章至第七章
[00:00:17.200 --> 00:00:19.520]  我們這個故事
[00:00:19.520 --> 00:00:21.520]  繼續去看到這個時候
[00:00:21.520 --> 00:00:23.400]  都見到
[00:00:23.400 --> 00:00:26.240]  因為藥櫃
[00:00:26.240 --> 00:00:30.560]  菲律賓人俘虜了藥櫃
[00:00:30.560 --> 00:00:34.640]  以色列的藥櫃當中去到他們的境內
[00:00:34.640 --> 00:00:37.280]  剛才看到他們有大災
[00:00:37.280 --> 00:00:38.800]  生了痔瘡
[00:00:38.800 --> 00:00:42.800]  生痔瘡有很多的
[00:00:42.800 --> 00:00:45.680]  田地上有很多的損失
[00:00:45.680 --> 00:00:48.720]  我們在人世裏面
[00:00:48.720 --> 00:00:52.320]  都知道我們生活上有很多的災難
[00:00:52.320 --> 00:00:56.000]  就算是鄭州水災或者是香港的情況也好
[00:00:56.000 --> 00:00:58.560]  大家都很想有個機會
[00:00:58.560 --> 00:01:00.240]  究竟何時才完
[00:01:00.240 --> 00:01:02.560]  何時才有一個新的開始
[00:01:02.560 --> 00:01:03.920]  很多時候有所謂的
[00:01:03.920 --> 00:01:06.160]  好像電腦那樣按一下reset button
[00:01:06.160 --> 00:01:07.360]  有什麼事
[00:01:07.360 --> 00:01:09.040]  Ctrl+Alt+Del
[00:01:09.040 --> 00:01:11.520]  按下去重新reboot
[00:01:11.520 --> 00:01:12.960]  我在東岸過來的
[00:01:12.960 --> 00:01:16.160]  但是我在海邊的沙灘
[00:01:16.160 --> 00:01:21.440]  我們會刮沙和小朋友玩沙
[00:01:21.440 --> 00:01:24.720]  但是每一天的清晨
[00:01:24.720 --> 00:01:27.040]  翌日潮漲的水漲
[00:01:27.040 --> 00:01:32.160]  就將沙灘完全回復到最美的時候
[00:01:32.160 --> 00:01:35.760]  將那些刮爛的沙再次鋪平
[00:01:35.760 --> 00:01:38.240]  有重新開始的機會
[00:01:38.240 --> 00:01:39.760]  我們在《屬靈生命》上
[00:01:39.760 --> 00:01:42.720]  我們都很想有這個重新的機會
[00:01:42.720 --> 00:01:45.680]  我們怎麼可以將我們在困苦的環境當中
[00:01:45.680 --> 00:01:48.880]  我們以前多麼mess up我們的生活
[00:01:48.880 --> 00:01:50.880]  我們做了多少不應該做的事情
[00:01:50.880 --> 00:01:54.800]  我也很想有一個重新開始的時刻
[00:01:54.800 --> 00:01:59.840]  今天的經文我們就從《撒姆爾記》上
[00:01:59.840 --> 00:02:03.040]  從第四章到第七章是一個單元
[00:02:03.040 --> 00:02:05.280]  這個單元裏面都提及到
[00:02:05.280 --> 00:02:09.440]  原來真是以色列民是多麼犯罪的情況
[00:02:09.440 --> 00:02:12.720]  在擅自地操控神
[00:02:12.720 --> 00:02:14.800]  搬個藥櫃和祂打仗
[00:02:14.800 --> 00:02:15.840]  一起打仗
[00:02:15.840 --> 00:02:17.520]  擅自地去做法
[00:02:17.520 --> 00:02:18.640]  結果怎樣
[00:02:18.640 --> 00:02:22.000]  結果連他們的打敗仗
[00:02:22.000 --> 00:02:23.200]  死了很多人
[00:02:23.200 --> 00:02:24.160]  死了三萬人
[00:02:24.160 --> 00:02:28.160]  以色列人又將藥櫃擄去
[00:02:28.160 --> 00:02:29.680]  究竟我們在這個絕境當中
[00:02:29.680 --> 00:02:33.280]  我們就看到究竟是罪呢
[00:02:33.280 --> 00:02:36.720]  我們基督徒的罪往往是阻礙了
[00:02:36.720 --> 00:02:39.840]  我們蒙神的祝福
[00:02:39.840 --> 00:02:41.280]  這裏是第四章所講的
[00:02:41.280 --> 00:02:42.800]  我們看到上個主日的時候
[00:02:42.800 --> 00:02:44.400]  我們在講道當中
[00:02:44.400 --> 00:02:45.680]  分享經文當中
[00:02:45.680 --> 00:02:48.400]  我們知道原來在這個困難當中
[00:02:48.400 --> 00:02:50.480]  遇到困難的時候
[00:02:50.480 --> 00:02:53.200]  我們一定要堅持不要離開神
[00:02:53.200 --> 00:02:55.680]  因為這個神就是全能的神
[00:02:55.680 --> 00:02:57.840]  就算是菲律賓人裏面
[00:02:57.840 --> 00:03:00.560]  所謂最厲害的大鬼神
[00:03:00.560 --> 00:03:03.280]  其他那麼多的迦南帝裏面的神
[00:03:03.280 --> 00:03:07.200]  沒有一個能夠和耶和華神相比
[00:03:07.200 --> 00:03:10.640]  這個就是第四第五章講道故事的內容
[00:03:10.640 --> 00:03:13.280]  今天我們就從第六章繼續去看
[00:03:13.280 --> 00:03:17.760]  看到第七章這個單元的最後一次經文當中
[00:03:17.760 --> 00:03:20.480]  我們學習一個功課
[00:03:20.480 --> 00:03:22.720]  我們從這段經文裏面看看
[00:03:22.720 --> 00:03:25.600]  既然我們知道我們不應該離棄神
[00:03:25.600 --> 00:03:31.360]  但是我們怎樣才可以有一個復興的生命呢
[00:03:31.360 --> 00:03:37.600]  我們怎樣才可以在這個混亂的時候
[00:03:37.600 --> 00:03:39.120]  我們犯了那麼多罪
[00:03:39.120 --> 00:03:42.640]  或者是遇到這些事情難做的時候
[00:03:42.640 --> 00:03:48.560]  怎樣才可以得到重新開始一個基督徒的生命
[00:03:48.560 --> 00:03:51.840]  我們一起低頭祈禱繼續
[00:03:51.840 --> 00:03:54.320]  我們的主耶穌基督我們再次感謝祢
[00:03:54.320 --> 00:03:58.880]  我們感謝祢今天看到行會姐妹的浸禮
[00:03:58.880 --> 00:04:02.240]  我們知道神的大能一直都在我們當中
[00:04:02.240 --> 00:04:03.360]  知道祂的改變
[00:04:03.360 --> 00:04:07.200]  我們從祂的見證當中知道祂的改變
[00:04:07.200 --> 00:04:09.520]  藉著今天聖經的話語
[00:04:09.520 --> 00:04:13.280]  剛巧我們查到第六章至第七章
[00:04:13.280 --> 00:04:15.040]  這些不是偶然的事情
[00:04:15.040 --> 00:04:17.920]  神的話語當中求祢幫助我們
[00:04:17.920 --> 00:04:21.040]  明白到從祢寶貴的禮物裏面
[00:04:21.040 --> 00:04:23.200]  神聖祢給我們的聖經
[00:04:23.200 --> 00:04:27.600]  去看到我們怎樣去繼續分別為聖
[00:04:27.600 --> 00:04:32.480]  繼續在患難當中能夠重新過基督徒
[00:04:32.480 --> 00:04:36.880]  祢所應許指定我們過的生活
[00:04:36.880 --> 00:04:39.760]  求聖靈幫助我們 帶領以下的時間
[00:04:39.760 --> 00:04:42.640]  以上禱告是奉主耶穌得聖的名字祈求
[00:04:42.640 --> 00:04:44.640]  阿們
[00:04:44.640 --> 00:04:46.800]  剛才大家所讀的經文當中
[00:04:46.800 --> 00:04:49.840]  我們從第六章開始看的時候
[00:04:49.840 --> 00:04:52.080]  我們知道
[00:04:52.080 --> 00:04:54.400]  菲律賓人拿了一個藥櫃
[00:04:54.400 --> 00:04:57.920]  七個月裏面日子沒有好過
[00:04:57.920 --> 00:05:02.400]  真的以為他們的神比耶和華神厲害
[00:05:02.400 --> 00:05:08.240]  結果耶和華神就一直去懲罰這些菲律賓人
[00:05:08.240 --> 00:05:11.120]  但是他們的心態是怎樣呢
[00:05:11.120 --> 00:05:13.600]  他們認為這個是眾神裏面
[00:05:13.600 --> 00:05:15.840]  他們當中迦南地裏面有很多個神
[00:05:15.840 --> 00:05:17.600]  二千到三千個神
[00:05:17.600 --> 00:05:20.000]  他們揀選了所拜的神
[00:05:20.000 --> 00:05:21.920]  巴力 大滾神
[00:05:21.920 --> 00:05:24.400]  或者一會兒會提到其他神的時候
[00:05:24.400 --> 00:05:32.240]  他們只是覺得這是一場打輸一場球的看法
[00:05:32.240 --> 00:05:35.200]  他們就決定將藥櫃送走
[00:05:35.200 --> 00:05:38.000]  送走的時候他們要賠償
[00:05:38.000 --> 00:05:39.440]  他們心想
[00:05:39.440 --> 00:05:43.840]  他們就找到一群祭司 占卜的人聚集起來
[00:05:43.840 --> 00:05:45.840]  我們怎樣收科
[00:05:45.840 --> 00:05:51.440]  怎樣算可以平息耶和華神的怒氣呢
[00:05:51.440 --> 00:05:55.120]  他們就在商量有什麼賠償的禮物
[00:05:55.120 --> 00:05:56.480]  既然要賠償
[00:05:56.480 --> 00:06:00.400]  他們就商量應該用什麼來賠罪
[00:06:00.400 --> 00:06:02.960]  他們既然知道是犯了罪
[00:06:02.960 --> 00:06:06.560]  因為是虧欠了他們知道這是傳聞的神 耶和華神
[00:06:06.560 --> 00:06:09.600]  是比他們自己的神更加厲害的時候
[00:06:09.600 --> 00:06:10.800]  他們的心態
[00:06:10.800 --> 00:06:12.320]  這種就是第一種人
[00:06:12.320 --> 00:06:15.760]  他們就想著賠償了事
[00:06:15.760 --> 00:06:17.280]  他們商量就賠了
[00:06:17.280 --> 00:06:19.360]  不如做五個金老鼠
[00:06:19.360 --> 00:06:22.000]  還他們一些金器
[00:06:22.000 --> 00:06:26.400]  既然老鼠破壞他們田地的農作物
[00:06:26.400 --> 00:06:32.800]  讓他們患上這種很可能是鼠疫疾病的時候
[00:06:32.800 --> 00:06:34.400]  他們就用這個象徵手法
[00:06:34.400 --> 00:06:35.360]  做一些偶像
[00:06:35.360 --> 00:06:37.600]  還一個金老鼠給他們
[00:06:37.600 --> 00:06:40.800]  就平息耶和華神的怒氣
[00:06:40.800 --> 00:06:42.560]  就將榮耀歸給神
[00:06:42.560 --> 00:06:47.280]  他們都知道神是值得他們尊崇的
[00:06:47.280 --> 00:06:49.520]  這個很厲害的神
[00:06:49.520 --> 00:06:50.800]  他們剛才說
[00:06:50.800 --> 00:06:52.400]  為什麼這麼心硬呢
[00:06:52.400 --> 00:06:56.000]  就好像以前埃及法老那麼心硬
[00:06:56.000 --> 00:06:58.000]  你們一定要放手
[00:06:58.000 --> 00:06:58.880]  一定要放手
[00:06:58.880 --> 00:06:59.840]  不要像以前
[00:06:59.840 --> 00:07:02.720]  大家聽到四五百年前的時候
[00:07:02.720 --> 00:07:05.040]  他們出埃及的故事
[00:07:05.040 --> 00:07:08.160]  他們清清楚楚的
[00:07:08.160 --> 00:07:09.040]  很奇怪
[00:07:09.040 --> 00:07:11.040]  我們當中我們自己也是
[00:07:11.040 --> 00:07:12.880]  我們的朋友或者我們以前
[00:07:12.880 --> 00:07:14.240]  我們自己本人也是
[00:07:14.240 --> 00:07:15.840]  見到耶和華神大靈的時候
[00:07:15.840 --> 00:07:16.880]  可能會很心硬
[00:07:16.880 --> 00:07:18.240]  有個階段很心硬
[00:07:18.240 --> 00:07:20.720]  或者有些人一直都是這麼心硬
[00:07:20.720 --> 00:07:23.440]  這個就是心硬到一個地步
[00:07:23.440 --> 00:07:25.200]  見到這些奇事的時候
[00:07:25.200 --> 00:07:25.920]  見到是神
[00:07:25.920 --> 00:07:29.440]  他都不會去放棄其他東西去跟隨神
[00:07:29.440 --> 00:07:32.080]  但這班非利士人就是那種人
[00:07:32.080 --> 00:07:33.920]  他們就是繼續這麼心硬
[00:07:33.920 --> 00:07:37.760]  但是他們有心願意去放他們走
[00:07:37.760 --> 00:07:40.480]  還債用金器
[00:07:40.480 --> 00:07:46.400]  用金老鼠像和金字瘡的物件
[00:07:46.400 --> 00:07:49.600]  去還這個賠罪
[00:07:49.600 --> 00:07:53.040]  結果他們當中都有一些掙扎
[00:07:53.040 --> 00:07:54.560]  有一些爭拗
[00:07:54.560 --> 00:07:58.160]  究竟這些事情是偶然還是真的有神
