
[00:00:00.000 --> 00:00:02.000]  當我們還記得上個星期
[00:00:02.000 --> 00:00:04.000]  方黎牧師說我們要持守什麼
[00:00:04.000 --> 00:00:05.500]  大家記不記得
[00:00:05.500 --> 00:00:06.500]  兩個字而已
[00:00:06.500 --> 00:00:07.500]  合
[00:00:07.500 --> 00:00:08.500]  合什麼呀
[00:00:08.500 --> 00:00:09.500]  合一呀
[00:00:09.500 --> 00:00:10.500]  我們竭力保守
[00:00:10.500 --> 00:00:11.500]  聖靈所賜
[00:00:11.500 --> 00:00:12.500]  合而為一心
[00:00:12.500 --> 00:00:13.500]  我們合一的時候
[00:00:13.500 --> 00:00:15.500]  當我們面對這麼多的聲音
[00:00:15.500 --> 00:00:16.500]  這麼多的意見的時候
[00:00:16.500 --> 00:00:18.000]  我們怎樣持守合一呢
[00:00:18.000 --> 00:00:21.000]  我們應該用什麼心態去面對呢
[00:00:21.000 --> 00:00:23.000]  或者不用說教會
[00:00:23.000 --> 00:00:24.500]  可能在你的家庭
[00:00:24.500 --> 00:00:26.000]  在你的朋友圈子
[00:00:26.000 --> 00:00:27.000]  在你的職場
[00:00:27.000 --> 00:00:28.000]  在你的鄰居裡面
[00:00:28.000 --> 00:00:30.000]  都可能會接觸到很多不同的意見
[00:00:30.000 --> 00:00:31.000]  不同的立場
[00:00:31.000 --> 00:00:32.000]  不同的看法
[00:00:32.000 --> 00:00:34.000]  我們又怎樣用聖經去面對呢
[00:00:34.000 --> 00:00:37.000]  如以今天我們去思想
[00:00:37.000 --> 00:00:38.000]  創世紀
[00:00:38.000 --> 00:00:41.000]  怎樣成為一個多元的群體
[00:00:41.000 --> 00:00:43.000]  讓我們在今天到之前
[00:00:43.000 --> 00:00:44.000]  我們做一個禱告
[00:00:44.000 --> 00:00:45.000]  求聖靈帶領我們
[00:00:45.000 --> 00:00:47.000]  我們同心祈禱
[00:00:47.000 --> 00:00:49.000]  天下天父我們求祢帶領我們這一刻
[00:00:49.000 --> 00:00:51.000]  求聖靈充滿在我們眾人當中
[00:00:51.000 --> 00:00:54.000]  願祢的聖靈充滿在禮堂裡面
[00:00:54.000 --> 00:00:55.500]  每一個弟兄姊妹
[00:00:55.500 --> 00:00:58.000]  讓我們的心心靈都被祢的靈所觸動
[00:00:58.000 --> 00:01:02.000]  讓在台上的孩子成為上帝的僕人
[00:01:02.000 --> 00:01:04.000]  讓我所宣講的是上帝的話語
[00:01:04.000 --> 00:01:07.000]  是聖靈的感召和祢的帶領
[00:01:07.000 --> 00:01:10.000]  祢的話語都進入在我們每一個弟兄姊妹的心靈裡面
[00:01:10.000 --> 00:01:12.000]  讓我們打開我們祖靈的耳朵
[00:01:12.000 --> 00:01:14.000]  讓我們打開我們祖靈的心
[00:01:14.000 --> 00:01:16.000]  願祢將祢的話語
[00:01:16.000 --> 00:01:18.000]  透過我們的頭腦去思想
[00:01:18.000 --> 00:01:20.000]  透過我們去明白
[00:01:20.000 --> 00:01:22.000]  如果有祢的靈的轉化
[00:01:22.000 --> 00:01:26.000]  我們就能夠活出來,走出來,成為生命的道
[00:01:26.000 --> 00:01:28.000]  願祢帶領我們此刻的時間
[00:01:28.000 --> 00:01:32.000]  禱告交託,奉耶穌基督得聖名致祈求,阿們
[00:01:32.000 --> 00:01:35.000]  很熟悉的經文
[00:01:35.000 --> 00:01:37.000]  可能小學開始已經看
[00:01:37.000 --> 00:01:39.000]  不過仍然邀請大家
[00:01:39.000 --> 00:01:41.000]  可以的話打開你的聖經第一頁
[00:01:41.000 --> 00:01:44.000]  創世紀的第一章
[00:01:44.000 --> 00:01:48.000]  今天我們會看第四個第一章
[00:01:48.000 --> 00:01:50.000]  不過不會逐節看
[00:01:50.000 --> 00:01:54.000]  我們會從一個創世的秩序去看
[00:01:54.000 --> 00:01:57.000]  上帝怎樣創造的心意是什麼
[00:01:57.000 --> 00:01:59.000]  可能我們一開始會覺得
[00:01:59.000 --> 00:02:00.000]  六天的創造
[00:02:00.000 --> 00:02:03.000]  上帝都有六個不同的安排
[00:02:03.000 --> 00:02:05.000]  但在這次我預備的時候
[00:02:05.000 --> 00:02:07.000]  我發覺可能
[00:02:07.000 --> 00:02:09.000]  頭三天和四五六天
[00:02:09.000 --> 00:02:11.000]  是有些關聯的
[00:02:11.000 --> 00:02:13.000]  我們很簡單去看
[00:02:13.000 --> 00:02:15.000]  一段段去看
[00:02:15.000 --> 00:02:16.000]  我們不會逐節讀的
[00:02:16.000 --> 00:02:17.000]  第三至五節先
[00:02:17.000 --> 00:02:18.000]  第三至五節你看到什麼
[00:02:18.000 --> 00:02:21.000]  上帝將光放在黑暗裡面
[00:02:21.000 --> 00:02:23.000]  已經分別了光暗
[00:02:23.000 --> 00:02:25.000]  有晝夜出現
[00:02:25.000 --> 00:02:27.000]  第二天的創造在六至八節
[00:02:27.000 --> 00:02:29.000]  上帝在眾水之中分開了
[00:02:29.000 --> 00:02:30.000]  有天上的水
[00:02:30.000 --> 00:02:32.000]  有地上的水
[00:02:32.000 --> 00:02:33.000]  中間有空氣
[00:02:33.000 --> 00:02:34.000]  有空間
[00:02:34.000 --> 00:02:35.000]  有天空
[00:02:35.000 --> 00:02:37.000]  這是第二天的創造
[00:02:37.000 --> 00:02:39.000]  第三天的創造就是
[00:02:39.000 --> 00:02:40.000]  祂把水聚合在一起
[00:02:40.000 --> 00:02:42.000]  有地有海
[00:02:42.000 --> 00:02:44.000]  然後生出各種其類的植物
[00:02:44.000 --> 00:02:46.000]  這是第三天的創造
[00:02:46.000 --> 00:02:48.000]  然後再仔細看下去
[00:02:48.000 --> 00:02:49.000]  第四天
[00:02:49.000 --> 00:02:51.000]  第十四至第十九節
[00:02:51.000 --> 00:02:53.000]  上帝創造了大光小光
[00:02:53.000 --> 00:02:55.000]  大家知道這個是太陽月亮和眾星
[00:02:55.000 --> 00:02:57.000]  然後上帝有一個吩咐給他們
[00:02:57.000 --> 00:02:58.000]  在第十八節
[00:02:58.000 --> 00:03:00.000]  我們不如一起讀第十八節
[00:03:00.000 --> 00:03:01.000]  你本聖經看到一起讀
[00:03:01.000 --> 00:03:02.000]  一二三
[00:03:02.000 --> 00:03:04.000]  管理晝夜
[00:03:04.000 --> 00:03:06.000]  分別黑暗
[00:03:06.000 --> 00:03:08.000]  神看著是好的
[00:03:08.000 --> 00:03:10.000]  去到這裡就可以了
[00:03:10.000 --> 00:03:12.000]  我們會看到
[00:03:12.000 --> 00:03:15.000]  上帝將太陽月亮
[00:03:15.000 --> 00:03:19.000]  放在了第一天創造的光暗系統裡面
[00:03:19.000 --> 00:03:21.000]  而祂就透過太陽月亮
[00:03:21.000 --> 00:03:22.000]  星星
[00:03:22.000 --> 00:03:23.000]  讓人知道
[00:03:23.000 --> 00:03:26.000]  管理時季令節
[00:03:26.000 --> 00:03:28.000]  人們看月亮星守就知道
[00:03:28.000 --> 00:03:29.000]  時季令節
[00:03:29.000 --> 00:03:30.000]  所以你看到
[00:03:30.000 --> 00:03:32.000]  好像上帝將一些物體
[00:03:32.000 --> 00:03:34.000]  放在了日月的空間裡面
[00:03:34.000 --> 00:03:38.000]  而且就開始有他們的變化在裡面
[00:03:38.000 --> 00:03:40.000]  去到第二天的創造
[00:03:40.000 --> 00:03:41.000]  去到第五天的創造
[00:03:41.000 --> 00:03:42.000]  二十節二十三節
[00:03:42.000 --> 00:03:43.000]  神創造了什麼呢
[00:03:43.000 --> 00:03:45.000]  海裡面有很多很多
[00:03:45.000 --> 00:03:46.000]  各重其類的
[00:03:46.000 --> 00:03:48.000]  海洋的生物
[00:03:48.000 --> 00:03:50.000]  在天空也有各重其類的
[00:03:50.000 --> 00:03:51.000]  很多天空的鳥鳥
[00:03:51.000 --> 00:03:53.000]  上帝有一個吩咐給他們
[00:03:53.000 --> 00:03:54.000]  在第二節是什麼呢
[00:03:54.000 --> 00:03:55.000]  第二節我們一起讀
[00:03:55.000 --> 00:03:56.000]  一二三
[00:03:56.000 --> 00:03:59.000]  神就召吸黑夜
[00:03:59.000 --> 00:04:00.000]  一起說
[00:04:00.000 --> 00:04:01.000]  滋生繁多
[00:04:01.000 --> 00:04:03.000]  充滿海中的水
[00:04:03.000 --> 00:04:07.000]  鳥鳥也要生存在地上
[00:04:07.000 --> 00:04:09.000]  滋生繁多要充滿的
[00:04:09.000 --> 00:04:11.000]  這個就是上帝創造了
[00:04:11.000 --> 00:04:12.000]  海中的生物
[00:04:12.000 --> 00:04:13.000]  天空的生物
[00:04:13.000 --> 00:04:15.000]  吩咐他們要充滿在
[00:04:15.000 --> 00:04:18.000]  這個天空和海洋裡面
[00:04:18.000 --> 00:04:20.000]  在第三天創造了陸地之後
[00:04:20.000 --> 00:04:22.000]  上帝就在第六天
[00:04:22.000 --> 00:04:23.000]  二十四三十節
[00:04:23.000 --> 00:04:24.000]  創造了很多地上的活物
[00:04:24.000 --> 00:04:25.000]  很多走獸
[00:04:25.000 --> 00:04:26.000]  很多生畜
[00:04:26.000 --> 00:04:27.000]  很多昆蟲
[00:04:27.000 --> 00:04:28.000]  然後創造了人類
[00:04:28.000 --> 00:04:30.000]  然後又有一個吩咐給他們
[00:04:30.000 --> 00:04:31.000]  我們讀二十八節
[00:04:31.000 --> 00:04:33.000]  一二三
[00:04:33.000 --> 00:04:35.000]  神就似呼吸他們
[00:04:35.000 --> 00:04:37.000]  又對他們說
[00:04:37.000 --> 00:04:39.000]  要生養眾多
[00:04:39.000 --> 00:04:40.000]  遍滿地面
[00:04:40.000 --> 00:04:42.000]  治理這地
[00:04:42.000 --> 00:04:44.000]  也要管理海裡的魚
[00:04:44.000 --> 00:04:45.000]  空中的鳥
[00:04:45.000 --> 00:04:48.000]  和地上各樣行動的活物
[00:04:48.000 --> 00:04:51.000]  我們今天沒有時間去再了解
[00:04:51.000 --> 00:04:54.000]  後面說什麼管理治理這麼多
[00:04:54.000 --> 00:04:58.000]  但其實當我再識經的時候
[00:04:58.000 --> 00:04:59.000]  這二十二至二十八節
[00:04:59.000 --> 00:05:02.000]  其實有一個共同的地方
[00:05:02.000 --> 00:05:05.000]  就是繁衍增多來充滿空間
[00:05:05.000 --> 00:05:08.000]  其實在新漢日本的翻譯創世紀
[00:05:08.000 --> 00:05:09.000]  這兩節裡面
[00:05:09.000 --> 00:05:10.000]  都是同樣的意思
[00:05:10.000 --> 00:05:11.000]  就是上帝要
[00:05:11.000 --> 00:05:14.000]  他所創造的居民活物
[00:05:14.000 --> 00:05:15.000]  要充滿在其中
[00:05:15.000 --> 00:05:16.000]  要有很多變化
[00:05:16.000 --> 00:05:17.000]  要繁衍增多
[00:05:17.000 --> 00:05:19.000]  不單是數目增多
[00:05:19.000 --> 00:05:21.000]  也要各從其類的變化
