
[00:00:00.000 --> 00:00:03.360]  今早想同大家一齊繼續思想
[00:00:03.360 --> 00:00:06.000]  我們「肥立比書」裏面的訊息
[00:00:06.000 --> 00:00:09.600]  「撥出天國子民的生命」
[00:00:09.600 --> 00:00:12.000]  我們一齊同聲讀出
[00:00:12.000 --> 00:00:14.000]  「和合本聖經」「肥立比書」
[00:00:14.000 --> 00:00:17.200]  三章十七至二十一節
[00:00:17.200 --> 00:00:19.200]  我們一齊同聲讀出
[00:00:19.200 --> 00:00:22.800]  弟兄們,你們要一同效法我
[00:00:22.800 --> 00:00:27.200]  也當留意看那些照我們榜樣行的人
[00:00:27.200 --> 00:00:32.400]  因為有許多人行事是基督十字架的受敵
[00:00:32.400 --> 00:00:34.400]  我屢次告訴你們
[00:00:34.400 --> 00:00:37.200]  現在又流淚的告訴你們
[00:00:37.200 --> 00:00:40.000]  他們的結局就是沉淪
[00:00:40.000 --> 00:00:43.200]  他們的神就是自己的禱福
[00:00:43.200 --> 00:00:46.400]  他們以自己的羞辱為榮耀
[00:00:46.400 --> 00:00:49.200]  先以地上的事為念
[00:00:49.200 --> 00:00:52.000]  我們卻是天上的國民
[00:00:52.000 --> 00:00:54.400]  並且等候救主
[00:00:54.400 --> 00:00:58.400]  就是主耶穌基督從天上降臨
[00:00:58.400 --> 00:01:01.600]  祂要按著那能叫萬有
[00:01:01.600 --> 00:01:03.600]  歸服自己的大能
[00:01:03.600 --> 00:01:07.600]  將我們這卑賤的身體改變形狀
[00:01:07.600 --> 00:01:11.600]  和祂自己榮耀的身體相似
[00:01:11.600 --> 00:01:15.600]  讓我們在聽到之前再一次禱告
[00:01:15.600 --> 00:01:19.600]  住在永恆深處
[00:01:19.600 --> 00:01:21.600]  全能的三一神
[00:01:21.600 --> 00:01:24.600]  我們向你禱告
[00:01:24.600 --> 00:01:28.600]  直賴耶穌基督你救贖的雄恩
[00:01:28.600 --> 00:01:32.600]  我們得以成為你自己的後製兒女
[00:01:32.600 --> 00:01:35.600]  如今,今天的裏面
[00:01:35.600 --> 00:01:37.600]  我們願意在擾攘的環境
[00:01:37.600 --> 00:01:41.600]  擾攘的人生當中靜心下來
[00:01:41.600 --> 00:01:46.600]  不要因為一個彎曲半路世代的衝擊
[00:01:46.600 --> 00:01:50.600]  消減我們對你的信心渴求
[00:01:50.600 --> 00:01:53.600]  讓我們的耳能夠聽到
[00:01:53.600 --> 00:01:56.600]  我們的心能夠領受
[00:01:56.600 --> 00:01:59.600]  你每一句提醒我們的說話
[00:01:59.600 --> 00:02:02.600]  求聖靈陪伴我們走過這條路
[00:02:02.600 --> 00:02:06.600]  讓聽的說的在你面前都蒙恩
[00:02:06.600 --> 00:02:09.600]  奉耶穌基督的名求
[00:02:09.600 --> 00:02:14.600]  有沒有想過移民呢?
[00:02:14.600 --> 00:02:16.600]  有的
[00:02:16.600 --> 00:02:19.600]  我也想過,不過很早年了
[00:02:19.600 --> 00:02:22.600]  我想在九七年前
[00:02:22.600 --> 00:02:25.600]  又或者最近這三年裏面
[00:02:25.600 --> 00:02:27.600]  一四一五一六,不算一七
[00:02:27.600 --> 00:02:30.600]  因為統計數字,保安局還沒有出
[00:02:30.600 --> 00:02:33.600]  近三年的港人移民數目
[00:02:33.600 --> 00:02:35.600]  確實是增加了
[00:02:35.600 --> 00:02:38.600]  回顧過去十二年的裏面
[00:02:38.600 --> 00:02:40.600]  其實陸陸續續都有六七千
[00:02:40.600 --> 00:02:43.600]  甚至乎二零零六年最早期
[00:02:43.600 --> 00:02:45.600]  一萬人
[00:02:45.600 --> 00:02:48.600]  他們都移民去美國、澳洲、加拿大
[00:02:48.600 --> 00:02:50.600]  其實如果這一次是落土
[00:02:50.600 --> 00:02:53.600]  有人就說我不用走了
[00:02:53.600 --> 00:02:56.600]  所以每一個人有他的他想
[00:02:56.600 --> 00:02:58.600]  或者有他的想法
[00:02:58.600 --> 00:03:00.600]  是無他的
[00:03:00.600 --> 00:03:03.600]  因為大家都想找一個安樂窩
[00:03:03.600 --> 00:03:07.600]  原來在外國的傳媒裏面
[00:03:07.600 --> 00:03:11.600]  統計過,它有五個最難移民的國家
[00:03:11.600 --> 00:03:15.600]  我就沒有求甚解究竟難成怎樣
[00:03:15.600 --> 00:03:18.600]  怎樣難發,但是它說美國
[00:03:18.600 --> 00:03:20.600]  隨便都五年
[00:03:20.600 --> 00:03:24.600]  但是瑞士、日本、德國八年十年
[00:03:24.600 --> 00:03:27.600]  但是來得及就是奧地利
[00:03:27.600 --> 00:03:31.600]  十五年至到三十年才入籍
[00:03:31.600 --> 00:03:34.600]  就是說我這個五十多歲的人
[00:03:34.600 --> 00:03:36.600]  如果我要去奧地利
[00:03:36.600 --> 00:03:39.600]  牧師你等到三十年之後
[00:03:39.600 --> 00:03:41.600]  即是八十歲
[00:03:41.600 --> 00:03:43.600]  我想我已經回天家了
[00:03:43.600 --> 00:03:46.600]  都不需要渴求這個地上的國籍
[00:03:46.600 --> 00:03:48.600]  但是我這樣說
[00:03:48.600 --> 00:03:50.600]  大家有沒有想到
[00:03:50.600 --> 00:03:54.600]  其實你已經是天國的子民
[00:03:54.600 --> 00:03:57.600]  只不過你有時不意識到
[00:03:57.600 --> 00:04:02.600]  正如我們何時才感覺到我們是香港人呢
[00:04:02.600 --> 00:04:05.600]  就是當我們在外國落難的時候
[00:04:05.600 --> 00:04:09.600]  我們打的電話保安局都不理我們
[00:04:09.600 --> 00:04:11.600]  我們就在那裏隱身
[00:04:11.600 --> 00:04:13.600]  你知不知道我是香港人
[00:04:13.600 --> 00:04:18.600]  你是香港人,你背後還有個老闆幫我們
[00:04:18.600 --> 00:04:20.600]  所以現在
[00:04:20.600 --> 00:04:22.600]  我們很多時候都是在淋迷裏面
[00:04:22.600 --> 00:04:28.600]  才意識到自己是香港人
[00:04:28.600 --> 00:04:32.600]  會不會在我們人生再出現困難的時候
[00:04:32.600 --> 00:04:38.600]  我們才意識到我們是天國的子民呢
[00:04:38.600 --> 00:04:41.600]  今天早上想和大家
[00:04:41.600 --> 00:04:43.600]  入題去談到
[00:04:43.600 --> 00:04:49.600]  我們作為天國籍的子民的一些事情
[00:04:49.600 --> 00:04:53.600]  班保羅他在一個監獄裏面
[00:04:53.600 --> 00:04:56.600]  紀念菲律賓的信眾
[00:04:56.600 --> 00:04:58.600]  他就寫了一封菲律賓書
[00:04:58.600 --> 00:04:59.600]  告訴他們
[00:04:59.600 --> 00:05:02.600]  我仍然喜樂
[00:05:02.600 --> 00:05:04.600]  因為我見到福音
[00:05:04.600 --> 00:05:06.600]  或多或少都被傳開
[00:05:06.600 --> 00:05:08.600]  無論在羅馬監獄
[00:05:08.600 --> 00:05:11.600]  或者在你們這班菲律賓的信眾裏面
[00:05:11.600 --> 00:05:16.600]  聽道,信道和跟從這個道
[00:05:16.600 --> 00:05:20.600]  你們是給我的心裏面有很大的喜樂
[00:05:20.600 --> 00:05:25.600]  但當保羅轉到第三章尾聲的時候
[00:05:25.600 --> 00:05:27.600]  他講了一個課題
[00:05:27.600 --> 00:05:30.600]  這個課題是要他們焦點看
[00:05:30.600 --> 00:05:35.600]  要好好活出天國子民的生命
[00:05:35.600 --> 00:05:39.600]  究竟保羅為何要這樣講呢
[00:05:39.600 --> 00:05:43.600]  我們會查知原來在彼得前書
[00:05:43.600 --> 00:05:45.600]  第二章裏面
[00:05:45.600 --> 00:05:47.600]  他有講的
[00:05:47.600 --> 00:05:51.600]  我們不妨一起再和聲讀出這段經文
[00:05:51.600 --> 00:05:54.600]  為有你們是被揀選的族類
[00:05:54.600 --> 00:05:56.600]  是有君尊的祭祀
[00:05:56.600 --> 00:05:58.600]  是聖潔的國度
[00:05:58.600 --> 00:06:00.600]  是屬神的子民
[00:06:00.600 --> 00:06:02.600]  要叫你們宣揚那
[00:06:02.600 --> 00:06:06.600]  召你們出黑暗入奇妙光明者的美德
[00:06:06.600 --> 00:06:09.600]  你們從前算不得子民
[00:06:09.600 --> 00:06:11.600]  現在卻作了神的子民
[00:06:11.600 --> 00:06:14.600]  從前未曾蒙連述
[00:06:14.600 --> 00:06:17.600]  現在卻蒙了連述
[00:06:17.600 --> 00:06:19.600]  不單止保羅
[00:06:19.600 --> 00:06:21.600]  更加彼得
[00:06:21.600 --> 00:06:24.600]  在他彼得前書開宗明義這樣講
[00:06:24.600 --> 00:06:26.600]  就說為有你們
[00:06:26.600 --> 00:06:28.600]  他的意思就是說
[00:06:28.600 --> 00:06:30.600]  不單止今天你們坐在這裏
[00:06:30.600 --> 00:06:32.600]  就是每一個口裏承認
[00:06:32.600 --> 00:06:34.600]  心裏相信的人
[00:06:34.600 --> 00:06:36.600]  你們就是被揀選的族類
[00:06:36.600 --> 00:06:38.600]  你們就是君尊的祭祀
[00:06:38.600 --> 00:06:40.600]  你們就是聖潔的國度
[00:06:40.600 --> 00:06:42.600]  簡單來說
[00:06:42.600 --> 00:06:44.600]  你們就是神的子民
[00:06:44.600 --> 00:06:46.600]  你們有著這樣的身份
[00:06:46.600 --> 00:06:48.600]  不過我們會說
[00:06:48.600 --> 00:06:50.600]  保羅之所以今天
[00:06:50.600 --> 00:06:52.600]  仍然要講這個課題
[00:06:52.600 --> 00:06:54.600]  是因為他知道
[00:06:54.600 --> 00:06:56.600]  我們在生命裏面
[00:06:56.600 --> 00:06:58.600]  有時會慢慢的模糊了
[00:06:58.600 --> 00:07:00.600]  甚至乎忘記了
[00:07:00.600 --> 00:07:04.600]  自己是天國子民的身份
[00:07:04.600 --> 00:07:06.600]  求主就今天早上
[00:07:06.600 --> 00:07:09.600]  再一次讓我們的視野看到
[00:07:09.600 --> 00:07:11.600]  如果剛才的詩歌
[00:07:11.600 --> 00:07:14.600]  很令我們擇心的
[00:07:14.600 --> 00:07:16.600]  有了基督的愛
[00:07:16.600 --> 00:07:19.600]  就眼界變改
[00:07:19.600 --> 00:07:22.600]  很多時候我在唱詩歌的時候
[00:07:22.600 --> 00:07:24.600]  都有靈修默想
[00:07:24.600 --> 00:07:26.600]  就是那句整場裏面觸動我的心
[00:07:26.600 --> 00:07:29.600]  我就在那裏默念神
[00:07:29.600 --> 00:07:32.600]  讓我的眼界看遠一點
[00:07:32.600 --> 00:07:33.600]  看大一點
[00:07:33.600 --> 00:07:35.600]  因為為你的愛
[00:07:35.600 --> 00:07:37.600]  求主就幫助我們看看
[00:07:37.600 --> 00:07:39.600]  天國子民在我們生中
[00:07:39.600 --> 00:07:41.600]  是怎樣去演繹
[00:07:41.600 --> 00:07:43.600]  保羅說
