
[00:00:00.000 --> 00:00:10.000]  雖然我們21天的禁食連鎖禱告結束,
[00:00:10.000 --> 00:00:15.000]  怎麼已經結束了,幹嘛還要講禱告?
[00:00:15.000 --> 00:00:22.000]  我們啟示錄到了今天,又要講禱告,
[00:00:22.000 --> 00:00:25.000]  那表示這也是何等重要的事情。
[00:00:25.000 --> 00:00:30.000]  而且今天你可以看見,這個禱告跟整個神的國度,
[00:00:30.000 --> 00:00:35.000]  跟主耶穌的再來有著密切的關係。
[00:00:35.000 --> 00:00:38.000]  所以今天這個是一個很不一樣的事情,
[00:00:38.000 --> 00:00:42.000]  在啟示錄裡面,我們看見第五章的時候,
[00:00:42.000 --> 00:00:47.000]  就講到了這樣子的一個禱告,眾聖徒的禱告。
[00:00:47.000 --> 00:00:51.000]  那麼到了第八章,又再一次會講這件事情。
[00:00:51.000 --> 00:00:55.000]  那我們先來看一下,我們先來了解一下,
[00:00:55.000 --> 00:00:57.000]  可能大家在讀啟示錄的時候,
[00:00:57.000 --> 00:01:01.000]  我也鼓勵弟兄姊妹,你在聽啟示錄的信息,
[00:01:01.000 --> 00:01:04.000]  你跟著要好好的讀神的話,
[00:01:04.000 --> 00:01:07.000]  也許你剛剛信主可能還不太懂,沒關係,
[00:01:07.000 --> 00:01:10.000]  但是你至少讀了,你了解,
[00:01:10.000 --> 00:01:14.000]  跟著這個講台知道怎麼樣子的一個情況,
[00:01:14.000 --> 00:01:17.000]  因為這是關乎一個末世的光景,
[00:01:17.000 --> 00:01:20.000]  整個現在的局勢,你可以看見,
[00:01:20.000 --> 00:01:22.000]  當我們更多的明白啟示錄,
[00:01:22.000 --> 00:01:25.000]  我們就會更知道在這個末世的情況,
[00:01:25.000 --> 00:01:28.000]  神的心意是怎麼樣,一件一件事情的發生,
[00:01:28.000 --> 00:01:32.000]  你都可以看見神的手在這其中。
[00:01:32.000 --> 00:01:36.000]  那麼你注意看,在這段聖經裡面講到說,
[00:01:36.000 --> 00:01:41.000]  當眾聖徒的禱告,在第八章後面講說,
[00:01:41.000 --> 00:01:45.000]  當天使把禪上的火倒在地上的時候,
[00:01:45.000 --> 00:01:50.000]  就有雷轟大聲閃電地震,這是什麼?
[00:01:50.000 --> 00:01:53.000]  這是審判,這是審判。
[00:01:53.000 --> 00:01:57.000]  我們講到啟示錄裡面,高揚揭開了七印,
[00:01:57.000 --> 00:02:01.000]  然後要展開這個七印的內容,
[00:02:01.000 --> 00:02:03.000]  然後接著就有七號七晚,
[00:02:03.000 --> 00:02:07.000]  這些就是災禍的一個一個的發生,
[00:02:07.000 --> 00:02:10.000]  那我們看見這裡提到地震,
[00:02:10.000 --> 00:02:12.000]  這也是主耶穌在來的時候,
[00:02:12.000 --> 00:02:15.000]  就預言說祂要來之前,
[00:02:15.000 --> 00:02:19.000]  這個地上會有越來越多的這些災害,
[00:02:19.000 --> 00:02:23.000]  旱災也好,饑荒也好,或者是各式各樣的災難,
[00:02:23.000 --> 00:02:28.000]  然後地震,地震是其中一個常常提到的,
[00:02:28.000 --> 00:02:31.000]  我不曉得丁生明知不知道在去年十月的時候,
[00:02:31.000 --> 00:02:36.000]  在土耳其就發生了一次的大地震,
[00:02:36.000 --> 00:02:40.000]  雖然這次的大地震並沒有像這個什麼汶川大地震,
[00:02:40.000 --> 00:02:44.000]  這些大地震一樣,好像是有這麼大的全世界的,
[00:02:44.000 --> 00:02:47.000]  但是它也是七點零的這個地震,
[00:02:47.000 --> 00:02:49.000]  這個地震發生在哪裡呢?
[00:02:49.000 --> 00:02:54.000]  這個地震發生在這個叫做這個,
[00:02:54.000 --> 00:02:57.000]  其實這個伊茲密爾,
[00:02:57.000 --> 00:03:05.000]  伊茲密爾就是中文把它翻成叫做伊茲密爾,
[00:03:05.000 --> 00:03:10.000]  其實它就是聖經上所說的斯美拉,
[00:03:10.000 --> 00:03:14.000]  就是當年的斯美拉,我去過這個地方,
[00:03:14.000 --> 00:03:19.000]  那麼我們新約的去參加新約之旅的都去過這個地方,
[00:03:19.000 --> 00:03:22.000]  這是一個很重要的地方,
[00:03:22.000 --> 00:03:29.000]  這是大概有四百多萬的人口的一個城市,
[00:03:29.000 --> 00:03:35.000]  那麼在這個地方,其實它發生地震的地方,
[00:03:35.000 --> 00:03:38.000]  事實上是接近那個地方,
[00:03:38.000 --> 00:03:42.000]  接近那個地方發生了這七點零的地震,
[00:03:42.000 --> 00:03:45.000]  好了,那我們看看這個大地震,
[00:03:45.000 --> 00:03:48.000]  那麼你可以看見從這個圖表裡面,
[00:03:48.000 --> 00:03:53.000]  我們看見這個地震也算是有蠻大的影響,
[00:03:53.000 --> 00:03:55.000]  你看這個房屋的倒塌等等這些,
[00:03:55.000 --> 00:03:59.000]  那我們這邊有一個表,你可以統計出來看見,
[00:03:59.000 --> 00:04:01.000]  當這個末世的情況你可以看見,
[00:04:01.000 --> 00:04:06.000]  從這個起初十幾世紀,十四世紀,十五世紀,十六世紀,
[00:04:06.000 --> 00:04:11.000]  這個整個的地震的頻率是越來越頻繁,越來越頻繁,
[00:04:11.000 --> 00:04:14.000]  而且是大家可以感覺到的這個地震,
[00:04:14.000 --> 00:04:16.000]  所以看見一件事情就是,
