
[00:00:00.000 --> 00:00:02.000]  電影姐妹早晨
[00:00:02.000 --> 00:00:05.400]  今天是《聖經培靈聖餐崇拜》
[00:00:05.400 --> 00:00:08.440]  我選了一個相信大家都會聽過
[00:00:08.440 --> 00:00:10.240]  會熟悉的一個故事
[00:00:10.240 --> 00:00:12.480]  跟大家去看一看
[00:00:12.480 --> 00:00:16.280]  這兩個月大家都聽了很多傳道書
[00:00:16.280 --> 00:00:18.720]  有沒有人聽得呆呆的?
[00:00:18.720 --> 00:00:21.320]  越聽就越覺得人生很灰暗
[00:00:21.320 --> 00:00:24.120]  好像做什麼都不確定
[00:00:24.120 --> 00:00:26.160]  沒什麼意思這樣
[00:00:26.160 --> 00:00:28.400]  思想到日光之下所發生的事
[00:00:28.400 --> 00:00:31.400]  傳道者感到很煩厭
[00:00:31.400 --> 00:00:36.000]  甚至地步去恨戶生命、厭戶生命
[00:00:36.000 --> 00:00:39.200]  面對現實是一件不容易的事
[00:00:39.200 --> 00:00:41.440]  看清楚現實的真相
[00:00:41.440 --> 00:00:47.000]  要繼續好好地生活下去就更加困難
[00:00:47.000 --> 00:00:48.600]  人生既然是這樣的時候
[00:00:48.600 --> 00:00:50.400]  究竟有什麼出路
[00:00:50.400 --> 00:00:54.200]  我們可以怎樣繼續走下去呢?
[00:00:54.200 --> 00:00:57.400]  今天我們暫時離開一下傳道書
[00:00:57.400 --> 00:01:01.400]  我們看看新約聖經有什麼要跟我們說
[00:01:01.400 --> 00:01:02.800]  《士林傳》三章一到十節
[00:01:02.800 --> 00:01:07.600]  是《士林傳》裡面第一個使徒施行的神蹟
[00:01:07.600 --> 00:01:13.200]  是作者路加筆下第一個緊接著彼得
[00:01:13.200 --> 00:01:16.200]  在五巡節講道之後發生的一個事件
[00:01:16.200 --> 00:01:18.600]  一個神蹟來的
[00:01:18.600 --> 00:01:20.800]  在五巡節裡面
[00:01:20.800 --> 00:01:26.000]  彼得引用《約爾書》二章二十八到三十二節
[00:01:26.000 --> 00:01:28.600]  他講了在末後的日子裡面
[00:01:28.600 --> 00:01:32.200]  上帝的靈要囂貫凡有血氣的
[00:01:32.200 --> 00:01:33.200]  在那個時候
[00:01:33.200 --> 00:01:37.200]  上帝的僕人和婢女要講預言
[00:01:37.200 --> 00:01:42.600]  天上地下都要有神蹟、奇事顯出來
[00:01:42.600 --> 00:01:44.400]  《士林傳》三章一到十節
[00:01:44.400 --> 00:01:49.200]  就是這個預言的一個應驗、一個開始
[00:01:49.200 --> 00:01:55.400]  上帝今天要在這個世界裡面有身世
[00:01:55.400 --> 00:01:56.400]  不單是這樣
[00:01:56.400 --> 00:02:00.000]  路加也要透過這個神蹟故事告訴我們
[00:02:00.000 --> 00:02:03.600]  主耶穌有這樣的權柄
[00:02:03.600 --> 00:02:05.800]  門徒他們都有
[00:02:05.800 --> 00:02:07.400]  耶穌基督要做的事
[00:02:07.400 --> 00:02:09.600]  他們都是需要去做
[00:02:09.600 --> 00:02:15.200]  門徒那些使徒是耶穌基督的接班人
[00:02:15.200 --> 00:02:17.200]  《路加福音》五章十七節記載
[00:02:17.200 --> 00:02:22.000]  耶穌在加伯隆醫好了一個癱子
[00:02:22.000 --> 00:02:25.600]  彼得在這裡作為使徒的代表
[00:02:25.600 --> 00:02:28.200]  在耶穌被接升天之後
[00:02:28.200 --> 00:02:30.600]  他奉拿撒勒人耶穌的名字
[00:02:30.600 --> 00:02:35.200]  叫一個生離渠腿的人起來行走
[00:02:35.200 --> 00:02:38.400]  接著保羅在《士林傳》十四章
[00:02:38.400 --> 00:02:45.200]  在路斯德同樣醫好了一個生離渠腿的人
[00:02:45.200 --> 00:02:49.400]  路德有這樣的記載絕對不是偶然的事
[00:02:49.400 --> 00:02:53.000]  生離渠腿的人德伊治是一個記號
[00:02:53.000 --> 00:02:54.800]  一個sign來的
[00:02:54.800 --> 00:02:56.000]  這個記號告訴我們
[00:02:56.000 --> 00:03:00.600]  彌賽亞的時候已經來臨了
[00:03:00.600 --> 00:03:01.800]  不單是這樣
[00:03:01.800 --> 00:03:05.000]  這個記號也證明這班使徒
[00:03:05.000 --> 00:03:07.200]  這班跟過耶穌基督的人
[00:03:07.200 --> 00:03:10.600]  他們要延續彌賽亞的使命
[00:03:10.600 --> 00:03:12.400]  主耶穌有這樣的權柄
[00:03:12.400 --> 00:03:13.400]  他們都有
[00:03:13.400 --> 00:03:15.200]  主耶穌基督要做的事
[00:03:15.200 --> 00:03:19.200]  他們都需要繼續去做
[00:03:19.200 --> 00:03:20.600]  三章一到十節是
[00:03:20.600 --> 00:03:24.600]  耶穌升天之後使徒施行第一局的神蹟
[00:03:24.600 --> 00:03:27.600]  三章二節說到一個從母腹裡面
[00:03:27.600 --> 00:03:31.000]  就是渠腿的人正被人抬離
[00:03:31.000 --> 00:03:33.600]  他們天天將他放在聖殿
[00:03:33.600 --> 00:03:38.000]  一個叫美門的門口求進聖殿的人施舍
[00:03:38.000 --> 00:03:39.400]  這個人是誰呢
[00:03:39.400 --> 00:03:40.600]  他有什麼背景呢
[00:03:40.600 --> 00:03:41.800]  其實我們也不是很清楚
[00:03:41.800 --> 00:03:44.000]  因為路加沒有說到
[00:03:44.000 --> 00:03:45.400]  關於這個人的資料
[00:03:45.400 --> 00:03:48.200]  大概在四章二十二節說到
[00:03:48.200 --> 00:03:51.200]  他應該是四十多歲的人
[00:03:51.200 --> 00:03:55.400]  就是說這個人生活了四十多年
[00:03:55.400 --> 00:03:58.000]  他每天都要靠人的施舍
[00:03:58.000 --> 00:04:00.400]  靠人的幫助來生活
[00:04:00.400 --> 00:04:03.200]  可以想像他的人生多麼艱苦
[00:04:03.200 --> 00:04:04.600]  多麼困難是吧
[00:04:04.600 --> 00:04:06.600]  不容易
[00:04:06.600 --> 00:04:10.000]  幾年前我隻右腳做過一個手術
[00:04:10.000 --> 00:04:13.200]  我想大家都有點印象是吧
[00:04:13.200 --> 00:04:15.800]  做手術是不辛苦的
[00:04:15.800 --> 00:04:17.200]  因為你全身麻醉之後
[00:04:17.200 --> 00:04:19.400]  一醒來就做完了
[00:04:19.400 --> 00:04:20.200]  最辛苦是什麼呢
[00:04:20.200 --> 00:04:22.600]  最辛苦的是康復的階段
[00:04:22.600 --> 00:04:23.800]  有很多的適應
[00:04:23.800 --> 00:04:25.200]  有很多的調整是吧
[00:04:25.200 --> 00:04:28.000]  要用拐杖走路
[00:04:28.000 --> 00:04:30.800]  在家裡有些很簡單的事情
[00:04:30.800 --> 00:04:33.400]  又拿不到要求兒子幫助
[00:04:33.400 --> 00:04:35.400]  甚至洗澡自己的褲子也脫不了
[00:04:35.400 --> 00:04:38.000]  要師母來幫忙去脫
[00:04:38.000 --> 00:04:39.800]  就是在那段時期
[00:04:39.800 --> 00:04:42.000]  其實真的沒有什麼尊嚴好說的
[00:04:42.000 --> 00:04:43.000]  很多的適應
[00:04:43.000 --> 00:04:45.000]  很多的難處
[00:04:45.000 --> 00:04:46.600]  不過也是對於我來說
[00:04:46.600 --> 00:04:48.400]  這個很短暫的時候
[00:04:48.400 --> 00:04:53.200]  很快又回到平常的狀態
[00:04:53.200 --> 00:04:54.600]  這個渠腿的人
[00:04:54.600 --> 00:04:57.000]  他幾十年都要靠人施捨
[00:04:57.000 --> 00:04:59.200]  靠人幫助這樣來生活
[00:04:59.200 --> 00:05:01.400]  很艱難很艱苦
[00:05:01.400 --> 00:05:03.400]  他的家人在哪裡呢
[00:05:03.400 --> 00:05:05.600]  他沒有親人嗎
[00:05:05.600 --> 00:05:08.200]  為什麼抬他到聖年
[00:05:08.200 --> 00:05:11.600]  都好像要靠其他人幫助呢
[00:05:11.600 --> 00:05:12.600]  聖經沒有說到
[00:05:12.600 --> 00:05:13.400]  我們不清楚
[00:05:13.400 --> 00:05:14.600]  很可能有家人的
[00:05:14.600 --> 00:05:17.000]  不過這個毯子
[00:05:17.000 --> 00:05:22.200]  不想他造成他家人很大的負擔
[00:05:22.200 --> 00:05:25.400]  又或者當時社會的保障
[00:05:25.400 --> 00:05:27.000]  對這些傷殘人士
[00:05:27.000 --> 00:05:29.200]  就不是很好不足夠
[00:05:29.200 --> 00:05:30.800]  我們不知道什麼原因
[00:05:30.800 --> 00:05:33.200]  需要每一天來到聖年去求施捨
[00:05:33.200 --> 00:05:37.000]  不過我們知道他的生活是很艱難
[00:05:37.000 --> 00:05:39.400]  一個這樣生活的人
[00:05:39.400 --> 00:05:41.600]  他人生的態度
[00:05:41.600 --> 00:05:45.000]  可以有多正面有多積極
[00:05:45.000 --> 00:05:47.000]  讓他再生活多十年
[00:05:47.000 --> 00:05:49.600]  二十年三十年
[00:05:49.600 --> 00:05:53.400]  他還可以有一個怎樣的將來呢
[00:05:53.400 --> 00:05:57.200]  他除了每一天寄望有人施捨
[00:05:57.200 --> 00:06:00.400]  一天的難處一天當
[00:06:00.400 --> 00:06:01.600]  每一天有飯開
[00:06:01.600 --> 00:06:05.200]  他還可以怎樣呢
[00:06:05.200 --> 00:06:07.400]  對於一個生來渠腿的人
[00:06:07.400 --> 00:06:09.400]  每一天都有人施捨給他
[00:06:09.400 --> 00:06:10.600]  每一天都有飯開
[00:06:10.600 --> 00:06:12.200]  已經是一個神蹟
[00:06:12.200 --> 00:06:15.800]  已經是從天上降下來的瑪娜
[00:06:15.800 --> 00:06:17.400]  他還可以期望什麼
[00:06:17.400 --> 00:06:21.800]  還可以有一個怎樣的將來
[00:06:21.800 --> 00:06:23.400]  有得吃就吃
[00:06:23.400 --> 00:06:25.400]  有得睡就睡
[00:06:25.400 --> 00:06:29.200]  過得一天就得一天
[00:06:29.200 --> 00:06:32.400]  今天社會上有不少健全的人
[00:06:32.400 --> 00:06:36.400]  他們的生活都幾似這個生來渠腿的人
[00:06:36.400 --> 00:06:39.200]  他們每一天都等運到
[00:06:39.200 --> 00:06:41.400]  沒什麼盼望沒什麼將來
[00:06:41.400 --> 00:06:43.000]  得過且過這樣
[00:06:43.000 --> 00:06:45.600]  其實都是一個悲劇
[00:06:45.600 --> 00:06:47.200]  沒人是想這樣的
[00:06:47.200 --> 00:06:50.000]  沒人想生活是這樣
[00:06:50.000 --> 00:06:54.800]  背後總是有多個人社會的因素存在的
[00:06:54.800 --> 00:06:57.200]  對於這樣生活的人
[00:06:57.200 --> 00:07:00.200]  一個生活得好似一個活死人那樣
[00:07:00.200 --> 00:07:01.400]  身體是活著的
[00:07:01.400 --> 00:07:03.600]  心靈卻是死了的人
[00:07:03.600 --> 00:07:05.000]  我們作為基督徒
[00:07:05.000 --> 00:07:06.400]  我們一班信耶穌的人
[00:07:06.400 --> 00:07:09.800]  有什麼給他們呢
[00:07:09.800 --> 00:07:12.200]  下午三點鐘禱告的時候
[00:07:12.200 --> 00:07:15.600]  彼得·約翰上聖殿
[00:07:15.600 --> 00:07:17.200]  按照猶太人的傳統
[00:07:17.200 --> 00:07:20.600]  一天有三次公開禱告的時間
[00:07:20.600 --> 00:07:24.000]  分別是神祖獻祭的時期
[00:07:24.000 --> 00:07:28.000]  接著就是下午三點鐘獻王分祭的時候
[00:07:28.000 --> 00:07:30.000]  最後就是日落的時候
[00:07:30.000 --> 00:07:33.200]  一天有三次公開禱告的時候
[00:07:33.200 --> 00:07:37.000]  彼得·約翰就選擇這個時候進聖殿
[00:07:37.000 --> 00:07:38.800]  傳講耶穌基督的福音
[00:07:38.800 --> 00:07:42.600]  這個應該是早期教會的一個做法
[00:07:42.600 --> 00:07:45.000]  一個慣常的做法
[00:07:45.000 --> 00:07:47.800]  當那個生理渠腿的人
[00:07:47.800 --> 00:07:50.600]  見到彼得·約翰進聖殿
[00:07:50.600 --> 00:07:52.200]  就怎樣呢
[00:07:52.200 --> 00:07:54.600]  就求他施捨
[00:07:54.600 --> 00:07:56.200]  求他施捨
[00:07:56.200 --> 00:07:57.400]  我們立刻會問的
[00:07:57.400 --> 00:08:00.800]  為什麼只是求施捨呢
[00:08:00.800 --> 00:08:05.200]  為什麼不求他們治好自己呢
[00:08:05.200 --> 00:08:06.800]  究竟他知不知道
