
[00:00:00.000 --> 00:00:04.000]  好,今天我們會看一個題目,就是「專心信靠」
[00:00:04.000 --> 00:00:09.000]  大家知不知道,我們在接下來的七月份教會一個新年度的時候
[00:00:09.000 --> 00:00:12.000]  會有一個新的,一整年的題目
[00:00:12.000 --> 00:00:15.000]  大家知不知道是圍繞著什麼來講的?
[00:00:15.000 --> 00:00:18.000]  信心,faith,是不是?信心
[00:00:18.000 --> 00:00:20.000]  信心七月份就開始講
[00:00:20.000 --> 00:00:23.000]  每一個月呢,我們都會討論一個人物
[00:00:23.000 --> 00:00:25.000]  就是關於信心的一些功課
[00:00:25.000 --> 00:00:27.000]  但是呢,與此同時呢
[00:00:27.000 --> 00:00:30.000]  我除了會講這些一個月一次的主題講道之外
[00:00:30.000 --> 00:00:36.000]  我們還會討論一個舊約的經文
[00:00:36.000 --> 00:00:40.000]  那我接下來這一年,我都會選取《貞賢書》來講
[00:00:40.000 --> 00:00:43.000]  每一次就會講一節或者兩節的貞賢
[00:00:43.000 --> 00:00:45.000]  貞賢其實都是很實際的經文
[00:00:45.000 --> 00:00:48.000]  而今天呢,我們想跟大家看一節的經文
[00:00:48.000 --> 00:00:50.000]  是比較短的經文
[00:00:50.000 --> 00:00:53.000]  雖然只有兩節,但是都是比較熟悉的經文
[00:00:53.000 --> 00:00:55.000]  大家知不知道,在《貞賢書》裡面
[00:00:55.000 --> 00:00:58.000]  其實很容易將它劃分成七個大的段落
[00:00:58.000 --> 00:01:00.000]  而這七個大的段落,怎樣劃分的呢?
[00:01:00.000 --> 00:01:02.000]  大家可以看一看,就會見到
[00:01:02.000 --> 00:01:05.000]  基本上是從七句很相似的說話
[00:01:05.000 --> 00:01:08.000]  就是什麼什麼人寫的貞賢
[00:01:08.000 --> 00:01:10.000]  什麼什麼人寫的貞賢
[00:01:10.000 --> 00:01:12.000]  總共有七句說話
[00:01:12.000 --> 00:01:15.000]  而這七句說話,就將貞賢斬成七個段落
[00:01:15.000 --> 00:01:19.000]  這個也都印證了,在《貞賢書》第九章裡曾經有提到
[00:01:19.000 --> 00:01:23.000]  「智慧建造房屋,作成七根的柱子」
[00:01:23.000 --> 00:01:26.000]  貞賢是智慧人所寫的
[00:01:26.000 --> 00:01:28.000]  所以他所寫的東西,當然會有智慧
[00:01:28.000 --> 00:01:30.000]  有學問在裡面,對不對?
[00:01:30.000 --> 00:01:33.000]  舉一個例子,就是這七個段落裡面
[00:01:33.000 --> 00:01:35.000]  每一個段落都有不同的人名
[00:01:35.000 --> 00:01:37.000]  或者有些重複了的人名
[00:01:37.000 --> 00:01:41.000]  而例如,今天我們讀的經文就是來自第三章
[00:01:41.000 --> 00:01:45.000]  第三章明顯是放在第一個的段落裡面
[00:01:45.000 --> 00:01:48.000]  第一個段落裡面,大家有沒有見到有幾個人名?
[00:01:48.000 --> 00:01:53.000]  清楚見到有以色列這個人名、大衛、所羅門
[00:01:53.000 --> 00:01:54.000]  這三個人名
[00:01:54.000 --> 00:01:56.000]  而這三個人名加起來
[00:01:56.000 --> 00:02:00.000]  因為你知希伯來文每一個字母都有一個數值
[00:02:00.000 --> 00:02:01.000]  都有一個數值
[00:02:01.000 --> 00:02:05.000]  這三個人物加起來的數字就是九百三十
[00:02:05.000 --> 00:02:07.000]  而在第一個段落裡面
[00:02:07.000 --> 00:02:10.000]  由第一章第一節到第九章第十八節
[00:02:10.000 --> 00:02:14.000]  其中一個抄本,總共是有九百三十節
[00:02:14.000 --> 00:02:16.000]  是九百三十節
[00:02:16.000 --> 00:02:18.000]  然後如果你再看下去
[00:02:18.000 --> 00:02:22.000]  其實還有四段是完全一樣的項數
[00:02:22.000 --> 00:02:25.000]  就是說,它的人名出來的數字
[00:02:25.000 --> 00:02:28.000]  跟接下來的項數是完全吻合的
[00:02:28.000 --> 00:02:32.000]  換句話說,這個《真言書》的作者寫《真言》的時候
[00:02:32.000 --> 00:02:37.000]  是用了高度的智慧來寫出《真言》裡面的學問
[00:02:37.000 --> 00:02:40.000]  你要知道《真言書》其實為什麼要寫
[00:02:40.000 --> 00:02:43.000]  為什麼要用《真言》來做一個題材呢?
[00:02:43.000 --> 00:02:48.000]  原因就是《真言》這個字希伯來文就是指比較
[00:02:48.000 --> 00:02:54.000]  不同的寫作的方式來做一些比較,做分析
[00:02:54.000 --> 00:02:58.000]  凸顯出人生裡面有很多不同的事發生
[00:02:58.000 --> 00:03:03.000]  生命裡面有很多東西來成為我們學習的課題
[00:03:03.000 --> 00:03:08.000]  所以《真言》就用了很複雜的一些《真言》的格言
[00:03:08.000 --> 00:03:10.000]  來挑戰我們的人生
[00:03:10.000 --> 00:03:14.000]  而這些格言本身其實不一定有宗教成分的
[00:03:14.000 --> 00:03:19.000]  它就收集了,然後就放在不同的類別裡面
[00:03:19.000 --> 00:03:20.000]  大家如果讀過《真言書》
[00:03:20.000 --> 00:03:23.000]  你就會發現頭九章比較容易讀
[00:03:23.000 --> 00:03:26.000]  因為頭九章有很清楚的段落
[00:03:26.000 --> 00:03:30.000]  但是第十章開始,你就會發現是散收收
[00:03:30.000 --> 00:03:31.000]  就那些像什麼呢?
[00:03:31.000 --> 00:03:33.000]  大家有沒有學過德文呢?
[00:03:33.000 --> 00:03:36.000]  我以前來英國讀書以前是有讀德文
[00:03:36.000 --> 00:03:38.000]  我記得我去報校的時候
[00:03:38.000 --> 00:03:42.000]  各個老師就問我,你報德文的時候是什麼班的?
[00:03:42.000 --> 00:03:45.000]  有初班,有中班,有進心班
[00:03:45.000 --> 00:03:47.000]  我當然是選擇初班,是不是?
[00:03:47.000 --> 00:03:50.000]  沒錯,初班就是一至頭九章
[00:03:50.000 --> 00:03:53.000]  就是一個初班,所以是比較容易讀的
[00:03:53.000 --> 00:03:56.000]  但是一去到第十章,就是一個非常複雜
[00:03:56.000 --> 00:04:00.000]  就好像你一個開車,開始考到車牌
[00:04:00.000 --> 00:04:03.000]  那你開車的路已經再不是專線小巴了
[00:04:03.000 --> 00:04:05.000]  開始是成熟一點了
[00:04:05.000 --> 00:04:08.000]  你知道我們香港人現在很喜歡開專線小巴的模式
[00:04:08.000 --> 00:04:09.000]  現在就不是了
[00:04:09.000 --> 00:04:13.000]  你要走出一個汪洋大海裡面來開車
[00:04:13.000 --> 00:04:17.000]  就好像去到法國那個麗謝大道那個灣阿包
[00:04:17.000 --> 00:04:20.000]  完全沒有線的,那裡是非常難開的
[00:04:20.000 --> 00:04:23.000]  你有信心了,你有知識了,你有經驗了
[00:04:23.000 --> 00:04:24.000]  你可以開那些
[00:04:24.000 --> 00:04:27.000]  十章之後,就是一個非常複雜的架構
[00:04:27.000 --> 00:04:29.000]  不過真言,我們不會講得這麼複雜的
[00:04:29.000 --> 00:04:32.000]  我們就是抽了十二句出來講
[00:04:32.000 --> 00:04:34.000]  或者多過十二句的多一點點
[00:04:34.000 --> 00:04:36.000]  可能每次都是講一句或兩句
[00:04:36.000 --> 00:04:38.000]  今天我們會講兩節
[00:04:38.000 --> 00:04:41.000]  而這兩節都是記載在第三章
[00:04:41.000 --> 00:04:44.000]  但是第三章也有一個很特別的結構
[00:04:44.000 --> 00:04:48.000]  智慧人寫東西,當然是要有一點心思的
[00:04:48.000 --> 00:04:52.000]  第三章一頭一尾是有兩個大的段落的
[00:04:52.000 --> 00:04:55.000]  三章第一到第十一節是第一個段落
[00:04:55.000 --> 00:04:59.000]  而第二十七到三十五節是最後一個段落
[00:04:59.000 --> 00:05:04.000]  而這兩個段落這麼巧也有六個章
[00:05:04.000 --> 00:05:06.000]  都有六個章在這裡
[00:05:06.000 --> 00:05:09.000]  就是每一個段落,下一個章
[00:05:09.000 --> 00:05:11.000]  再下多一個章
[00:05:11.000 --> 00:05:15.000]  你會見到,跳完了,謝謝
[00:05:15.000 --> 00:05:19.000]  你就會見到有些圈著的就是有那些章
[00:05:19.000 --> 00:05:22.000]  這個是第一個段落,一到第十一節
[00:05:22.000 --> 00:05:24.000]  一到第十二節
[00:05:24.000 --> 00:05:29.000]  然後整個真面書最後的部分也有六個章
[00:05:29.000 --> 00:05:32.000]  而中間的部分有兩個小段落
[00:05:32.000 --> 00:05:35.000]  就是三章十三節到第十八節
[00:05:35.000 --> 00:05:37.000]  三章十九節到第二十六節
[00:05:37.000 --> 00:05:41.000]  這兩個段落是開始的時候都提到一句話
[00:05:41.000 --> 00:05:44.000]  就是得智慧得聰明
[00:05:44.000 --> 00:05:47.000]  還有中間這個小段裡面
[00:05:47.000 --> 00:05:50.000]  第一個小段,十三到第十八節
[00:05:50.000 --> 00:05:55.000]  這個小段一開始的時候是提到有福這個字
[00:05:55.000 --> 00:05:59.000]  結束這個小段,第十八節又提到有福
[00:05:59.000 --> 00:06:01.000]  十九節開始提到耶和華
[00:06:01.000 --> 00:06:04.000]  這個小段結束,二十六節又提到耶和華
[00:06:04.000 --> 00:06:07.000]  所以你看到寫真言這個人
[00:06:07.000 --> 00:06:10.000]  他編排的時候,他寫作的時候是很有心思
[00:06:10.000 --> 00:06:13.000]  他想提醒我們,在耶和華裡面
[00:06:13.000 --> 00:06:16.000]  才找到真正的智慧,真正的聰明
[00:06:16.000 --> 00:06:21.000]  但也知道在信仰裡面,有可做也有不可做
[00:06:21.000 --> 00:06:24.000]  所以他也提到我們,可做的是什麼
[00:06:24.000 --> 00:06:26.000]  不可做的是什麼
[00:06:26.000 --> 00:06:30.000]  今天這段經文,三章第五到第六節
[00:06:30.000 --> 00:06:32.000]  不如我們一起讀一讀這段經文,好嗎
[00:06:32.000 --> 00:06:33.000]  好,我們一起請讀
[00:06:44.000 --> 00:06:48.000]  三章第五節開始的時候,其實是一個動詞
[00:06:48.000 --> 00:06:51.000]  這個動詞叫做ba-te-ka這個字
[00:06:51.000 --> 00:06:54.000]  ba-te-ka這個字其實就是指順靠
[00:06:54.000 --> 00:06:58.000]  或者叫做仰,中文這裡叫做仰賴這個字
[00:06:58.000 --> 00:07:00.000]  仰賴這個字,中文翻譯得很特別
