
[00:00:00.000 --> 00:00:05.340]  教會不單是一個信仰群體
[00:00:05.340 --> 00:00:06.920]  讓弟兄姊妹回來
[00:00:06.920 --> 00:00:08.660]  我們可以一同學習
[00:00:08.660 --> 00:00:09.320]  一同成長
[00:00:09.320 --> 00:00:10.120]  一同侍奉
[00:00:10.120 --> 00:00:13.120]  一同敬拜我們的天父上帝
[00:00:13.120 --> 00:00:14.300]  教會同一個時候
[00:00:14.300 --> 00:00:20.100]  也是一個面向世界為神做見證的地方
[00:00:20.100 --> 00:00:23.200]  所以教會如何跟這個世界交接
[00:00:23.200 --> 00:00:25.840]  跟這個世界有交往
[00:00:25.840 --> 00:00:28.080]  是有直接的關係
[00:00:28.080 --> 00:00:29.940]  去影響到這個世界
[00:00:29.940 --> 00:00:32.480]  如何理解我們的信仰
[00:00:32.480 --> 00:00:35.780]  如何理解我們所信的天父上帝
[00:00:35.780 --> 00:00:39.280]  在《提多書》最後這一章的經文裏面
[00:00:39.280 --> 00:00:42.560]  保羅就跟提多說
[00:00:42.560 --> 00:00:47.160]  叫提多來鼓勵、勸勉當時的信徒
[00:00:47.160 --> 00:00:52.800]  如何在一個和基督的信仰有衝突的文化
[00:00:52.800 --> 00:00:59.900]  甚至可能是敵對我們所信的信仰的一個世界
[00:00:59.900 --> 00:01:02.160]  如何在這個世界裏面生活
[00:01:02.160 --> 00:01:04.300]  活出一個敬虔的人生
[00:01:04.300 --> 00:01:08.360]  就在《提多書》最後這一章
[00:01:08.360 --> 00:01:10.080]  保羅來教導我們
[00:01:10.080 --> 00:01:14.320]  我們先看經文的第一節
[00:01:14.320 --> 00:01:16.000]  在第一節裏面
[00:01:16.000 --> 00:01:19.600]  保羅就叫提多提醒信徒
[00:01:19.600 --> 00:01:22.080]  要信服、作觀的、掌權的
[00:01:22.080 --> 00:01:23.360]  要遵他的命令
[00:01:23.360 --> 00:01:26.280]  預備行各樣的善事
[00:01:26.280 --> 00:01:29.400]  大家看到這個提醒
[00:01:29.400 --> 00:01:31.280]  很明顯提醒的意思就是說
[00:01:31.280 --> 00:01:33.800]  以下的教導並不是第一次說的
[00:01:33.800 --> 00:01:37.240]  是已經說過不止一次的了
[00:01:37.240 --> 00:01:42.280]  保羅其實除了跟提多說這個教導之外
[00:01:42.280 --> 00:01:45.680]  保羅也跟當時的其他的宗教領袖
[00:01:45.680 --> 00:01:49.680]  例如提摩太有同類型的教導
[00:01:49.680 --> 00:01:54.640]  也提醒他們要「信服掌權者」
[00:01:54.640 --> 00:01:58.440]  好了,什麼叫做「信服掌權者」呢?
[00:01:58.440 --> 00:02:00.600]  是否即是說作觀的
[00:02:00.600 --> 00:02:02.480]  或者是今天我們所說的政府
[00:02:02.480 --> 00:02:04.400]  是否他們要我們做什麼
[00:02:04.400 --> 00:02:06.640]  我們就要跟著做呢?
[00:02:06.640 --> 00:02:09.120]  是否這樣的意思呢?
[00:02:09.120 --> 00:02:11.840]  對,無論我們喜歡與否
[00:02:11.840 --> 00:02:14.880]  我相信我們大部分人今天都同意的
[00:02:14.880 --> 00:02:17.400]  作為一個現代社會的公民
[00:02:17.400 --> 00:02:19.520]  我們有一些的責任
[00:02:19.520 --> 00:02:20.800]  是需要做的
[00:02:20.800 --> 00:02:22.400]  無論我們喜不喜歡
[00:02:22.400 --> 00:02:23.080]  例如什麼?
[00:02:23.080 --> 00:02:24.760]  例如我們要交稅
[00:02:24.760 --> 00:02:26.320]  我們要守法
[00:02:26.320 --> 00:02:28.720]  我們要盡公民的責任
[00:02:28.720 --> 00:02:32.840]  作為基督徒更加要為我們當權者祈禱
[00:02:32.840 --> 00:02:34.040]  所以你會發覺
[00:02:34.040 --> 00:02:36.280]  我們每一次網上的祈禱會的時候
[00:02:36.280 --> 00:02:37.640]  我們都會為了什麼?
[00:02:37.640 --> 00:02:41.640]  為了國家、為了政府祈禱
[00:02:41.640 --> 00:02:46.760]  當然,如果對於一些在社會上的議題
[00:02:46.760 --> 00:02:48.600]  有爭議性的時候
[00:02:48.600 --> 00:02:55.760]  又或者當我們處於一個政治不穩定的時候
[00:02:55.760 --> 00:02:58.880]  我們是不是無論什麼事情
[00:02:58.880 --> 00:03:01.640]  我們都需要信服呢?
[00:03:01.640 --> 00:03:02.880]  是不是呢?
[00:03:02.880 --> 00:03:05.640]  首先我猜我們需要去理解
[00:03:05.640 --> 00:03:09.360]  這個信服掌權者的一個前提
[00:03:09.360 --> 00:03:12.960]  就是記載在這個第一節的最後那裡
[00:03:12.960 --> 00:03:18.960]  我們信服的是什麼?他為要行各樣的善事
[00:03:18.960 --> 00:03:21.160]  寶羅在羅馬書裡面
[00:03:21.160 --> 00:03:24.680]  關於這一個教導有更詳盡的描述
[00:03:24.680 --> 00:03:28.760]  是記載在羅馬書的十三章一到四節
[00:03:28.760 --> 00:03:30.320]  在這裡寶羅就說
[00:03:30.320 --> 00:03:32.800]  在上有權柄的
[00:03:32.800 --> 00:03:35.160]  人人都要信服掌權的
[00:03:35.160 --> 00:03:38.600]  因為沒有權柄不是出於神的
[00:03:38.600 --> 00:03:43.560]  犯掌權的,都是神所命的
[00:03:43.560 --> 00:03:44.960]  所以這裡很重要
[00:03:44.960 --> 00:03:48.120]  這裡說到如果我們抗拒掌權的
[00:03:48.120 --> 00:03:50.160]  就是抗拒神的命令
[00:03:50.160 --> 00:03:53.600]  作官的,原不是叫行善的懼怕
[00:03:53.600 --> 00:03:55.400]  而是叫作惡的懼怕
[00:03:55.400 --> 00:03:57.680]  所以,寶羅提醒我們
[00:03:57.680 --> 00:04:01.520]  只要行善,就可得他的稱讚
[00:04:01.520 --> 00:04:04.720]  因為他是神的用人
[00:04:04.720 --> 00:04:07.600]  是要我們有益的
[00:04:07.600 --> 00:04:11.240]  而寶羅之外的另外一個使徒
[00:04:11.240 --> 00:04:14.880]  使徒彼得也有同類型的教導
[00:04:14.880 --> 00:04:19.440]  是記載在彼得前書的二章十二到十五節
[00:04:19.440 --> 00:04:21.360]  彼得這樣說
[00:04:21.360 --> 00:04:23.520]  你們要為主的緣故
[00:04:23.520 --> 00:04:24.920]  為耶穌基督的緣故
[00:04:24.920 --> 00:04:30.080]  要信服人一切的制度
[00:04:30.080 --> 00:04:31.560]  不只是在上的君王
[00:04:31.560 --> 00:04:36.080]  也是君王所差派上善罰惡的神僕
[00:04:36.080 --> 00:04:37.760]  因為神的旨意
[00:04:37.760 --> 00:04:43.280]  是要每一個信神的人行善
[00:04:43.280 --> 00:04:45.280]  就是說,寶羅和彼得
[00:04:45.280 --> 00:04:47.520]  他們都指出神的心意
[00:04:47.520 --> 00:04:49.120]  神的旨意
[00:04:49.120 --> 00:04:53.160]  是要信神的人行善
[00:04:53.160 --> 00:04:58.560]  故此,我們當政權
[00:04:58.560 --> 00:05:04.600]  要我們做一些不是善行的事情的時候
[00:05:04.600 --> 00:05:06.600]  我們就不應該
[00:05:06.600 --> 00:05:13.040]  也不需要服從掌權者
[00:05:13.040 --> 00:05:14.160]  不過我們要問的就是
[00:05:14.160 --> 00:05:18.280]  在現在現今一個相對的世界裏面
[00:05:18.280 --> 00:05:19.440]  我們怎樣去判斷
[00:05:19.440 --> 00:05:22.720]  怎樣去辨別甚麼叫做良善
[00:05:22.720 --> 00:05:25.080]  甚麼叫做邪惡呢?
[00:05:25.080 --> 00:05:26.680]  從一個角度來看
[00:05:26.680 --> 00:05:30.320]  似乎這道聖經所說的信服掌權者
[00:05:30.320 --> 00:05:33.480]  很多時候,很大程度上
[00:05:33.480 --> 00:05:41.520]  是關乎我們如何的判斷、分辨善與惡
[00:05:41.520 --> 00:05:46.560]  在今天,我留意到一個很不健康的現象
[00:05:46.560 --> 00:05:48.400]  我不知道是刻意、有意
[00:05:48.400 --> 00:05:50.680]  還是無意
[00:05:50.680 --> 00:05:55.200]  很多時候,傳媒都會
[00:05:55.200 --> 00:05:57.280]  將一個人或者一個政權
[00:05:57.280 --> 00:05:58.880]  或者一個制度
[00:05:58.880 --> 00:06:02.040]  繪畫成「好」或「不好」
[00:06:02.040 --> 00:06:05.280]  而當傳媒將一個政權
[00:06:05.280 --> 00:06:08.160]  或者一個個別的領袖
[00:06:08.160 --> 00:06:12.360]  繪畫成是一個邪惡的時候
[00:06:12.360 --> 00:06:14.920]  這個人或者這個政權所做的任何事
[00:06:14.920 --> 00:06:17.080]  都是錯的、都是邪惡的
[00:06:17.080 --> 00:06:19.640]  相反,如果繪畫到這個人或者政權
[00:06:19.640 --> 00:06:23.760]  是一個善良、尊貴、公義的時候
[00:06:23.760 --> 00:06:29.080]  似乎所有的事都是好的、都是正確的
[00:06:29.080 --> 00:06:33.080]  很多時候今天教會其實很多時候
[00:06:33.080 --> 00:06:37.320]  都是陷入同一個錯誤之中
[00:06:37.320 --> 00:06:39.560]  有些地方教會
[00:06:39.560 --> 00:06:44.960]  甚至可以在一些社會運動上走到最前線
[00:06:44.960 --> 00:06:48.120]  以為正在做良善、公義的事情
[00:06:48.120 --> 00:06:49.480]  大家不要誤會
[00:06:49.480 --> 00:06:52.040]  我並不是說教會或者基督徒
[00:06:52.040 --> 00:06:54.480]  不應該走到社會運動的最前線
[00:06:54.480 --> 00:06:56.240]  但是我們在這裡需要很小心
[00:06:56.240 --> 00:07:02.480]  我們需要有一個很重要的屬靈的洞察力
[00:07:02.480 --> 00:07:05.360]  能夠去分辨屬靈上
[00:07:05.360 --> 00:07:07.680]  甚麼是正確、甚麼是不正確
[00:07:07.680 --> 00:07:10.040]  在神的眼中
[00:07:10.040 --> 00:07:12.680]  在神的眼中
[00:07:12.680 --> 00:07:16.840]  去定義、去分辨甚麼是正、甚麼是錯
[00:07:16.840 --> 00:07:20.960]  並不是按照今日地上的準則
[00:07:20.960 --> 00:07:22.400]  更加慘的是
[00:07:22.400 --> 00:07:30.520]  如果我們單是聽一些社會上的一些口號式的定義的時候
[00:07:30.520 --> 00:07:33.400]  來作出行動的時候
[00:07:33.400 --> 00:07:34.520]  很大的危險
[00:07:34.520 --> 00:07:35.920]  我們需要有屬靈的洞察力
[00:07:35.920 --> 00:07:38.800]  特別在這個資訊發達的年代裡面
[00:07:38.800 --> 00:07:42.680]  我們需要去判斷甚麼是事實
[00:07:42.680 --> 00:07:45.600]  甚麼是帶有偏見的評論
[00:07:45.600 --> 00:07:50.880]  甚至更加慘的是完全捏造出來的一些假新聞
[00:07:50.880 --> 00:07:53.400]  我相信,我自己相信
[00:07:53.400 --> 00:07:58.080]  除非一個人或者一個政權是完全被撒旦所控制
[00:07:58.080 --> 00:08:04.920]  否則不會有一個人所做的所有的事情都是錯、都是邪惡的
[00:08:04.920 --> 00:08:09.320]  如果神是願意使用或者是將一些不完全的人
[00:08:09.320 --> 00:08:12.160]  放在政權的底下的時候
[00:08:12.160 --> 00:08:15.720]  當權者的責任很明顯就是要上線罰惡
[00:08:15.720 --> 00:08:17.520]  是不是?
[00:08:17.520 --> 00:08:22.440]  這樣的時候,我們就需要信服掌權者
[00:08:22.440 --> 00:08:26.040]  以致,好像彼得這裡所說
[00:08:26.040 --> 00:08:32.120]  是堵住那些糊塗無知人的嘴
[00:08:32.120 --> 00:08:38.200]  那你說,咦?甚麼是糊塗?甚麼是無知的人呢?
[00:08:38.200 --> 00:08:43.080]  就是彼得這裡所說的第十二節
[00:08:43.080 --> 00:08:48.360]  就是我們會發現,有很多時候有一班的人
[00:08:48.360 --> 00:08:55.800]  來找機會、找藉口,毀謗基督徒是作惡的
[00:08:55.800 --> 00:09:00.320]  其實我們今天所面對的世界
[00:09:00.320 --> 00:09:04.080]  其實很類似當日彼得和保羅所面對的世界
[00:09:04.080 --> 00:09:06.240]  其實我們都是活在一個
[00:09:06.240 --> 00:09:10.520]  今天的世界對基督教可能並不友善
[00:09:10.520 --> 00:09:12.040]  甚至可能是敵對的
[00:09:12.040 --> 00:09:19.560]  因為當有不公義、不道德、不正確、不公平的事情發生的時候
[00:09:19.560 --> 00:09:22.680]  基督徒或者教會應該站出來
[00:09:22.680 --> 00:09:25.200]  來指出這個世代的不正確
[00:09:25.200 --> 00:09:29.720]  這是我們在世上神交付給我們的一個責任
[00:09:29.720 --> 00:09:31.280]  但當我們這樣做的時候
[00:09:31.280 --> 00:09:33.920]  當然教會或者基督徒
[00:09:33.920 --> 00:09:38.640]  並不能夠在這個世界成為一個受歡迎的一群
[00:09:38.640 --> 00:09:40.480]  我們都可以理解的
[00:09:40.480 --> 00:09:43.120]  所以也是這個原因
[00:09:43.120 --> 00:09:46.440]  你會發覺其實現今的世界
[00:09:46.440 --> 00:09:48.280]  有不同類型的群組的人
[00:09:48.280 --> 00:09:51.720]  其實對教會是有很多的挑剔
[00:09:51.720 --> 00:09:53.720]  很多的批評、指責
[00:09:53.720 --> 00:09:57.880]  甚至是找機會入圍來攻擊基督徒
[00:09:57.880 --> 00:10:01.720]  所以如果基督徒不能夠在一個最基本的法律上面
[00:10:01.720 --> 00:10:04.160]  就是持守法律的時候
[00:10:04.160 --> 00:10:08.560]  我們很難得到普羅大眾
[00:10:08.560 --> 00:10:11.880]  或者社會整體上的認同
[00:10:11.880 --> 00:10:13.400]  不要說這個認同
[00:10:13.400 --> 00:10:20.360]  更加我們很容易會提供這些社會的原因
[00:10:20.360 --> 00:10:23.880]  讓他們來批評與攻擊教會
[00:10:23.880 --> 00:10:26.040]  所以彼得在這裡提醒我們
[00:10:26.040 --> 00:10:29.080]  我們要為主的緣故
[00:10:29.080 --> 00:10:31.520]  信服制度和君王
[00:10:31.520 --> 00:10:37.200]  以至可以堵住那些毀謗我們的人
[00:10:37.200 --> 00:10:43.800]  除了教導信徒需要信服掌權者之外
[00:10:43.800 --> 00:10:49.280]  普羅在第二節也教導我們如何與世界交往
[00:10:49.280 --> 00:10:53.560]  在第二節普羅就用了兩個不要
[00:10:53.560 --> 00:10:57.680]  兩個需要來指出我們需要怎樣做
[00:10:57.680 --> 00:10:59.960]  不要毀謗、不要憎敬
[00:10:59.960 --> 00:11:01.760]  要做的就是我們要和平
[00:11:01.760 --> 00:11:06.040]  以及向眾人顯出溫柔
[00:11:06.040 --> 00:11:07.800]  不知道大家看完這次的經文
[00:11:07.800 --> 00:11:11.520]  你會不會和我一樣覺得很奇怪
[00:11:11.520 --> 00:11:14.080]  面向世界就是這麼簡單
[00:11:14.080 --> 00:11:18.160]  兩個不要、兩個需要就可以面向世界了嗎?
[00:11:18.160 --> 00:11:20.200]  是不是說這四點以外的東西
[00:11:20.200 --> 00:11:23.120]  我們就可以任我們自己來呢?
[00:11:23.120 --> 00:11:25.000]  是不是這個意思呢?
[00:11:25.000 --> 00:11:26.600]  當然不是了,對不對?
[00:11:26.600 --> 00:11:28.600]  我們需要理解
[00:11:28.600 --> 00:11:31.320]  新約的書信
[00:11:31.320 --> 00:11:34.840]  作者是特別針對或者回應
[00:11:34.840 --> 00:11:38.080]  當時某地區的教會信徒
[00:11:38.080 --> 00:11:41.160]  所面對當時的社會問題
[00:11:41.160 --> 00:11:46.560]  而寫的一個書信,對不對?
[00:11:46.560 --> 00:11:50.720]  所以在普羅的書信寫給不同的教會
[00:11:50.720 --> 00:11:54.480]  很多時候都是會按著當時教會的需要
[00:11:54.480 --> 00:11:58.880]  針對性去做教導
[00:11:58.880 --> 00:12:02.840]  所以我們需要在這些處境性的教導裡面
[00:12:02.840 --> 00:12:05.240]  來得出一些屬靈的原則
[00:12:05.240 --> 00:12:08.200]  以致可以運用這些屬靈原則
[00:12:08.200 --> 00:12:10.960]  而應用在我們今天的生活裡面
[00:12:10.960 --> 00:12:16.840]  這才是我們正確地去明白神話語
[00:12:16.840 --> 00:12:21.320]  當普羅叫當時在格里底的信徒
[00:12:21.320 --> 00:12:24.120]  說你們不要毀謗、不要爭辯
[00:12:24.120 --> 00:12:24.720]  什麼意思呢?
[00:12:24.720 --> 00:12:27.000]  很明顯當時有這樣的問題,對不對?
[00:12:27.000 --> 00:12:28.920]  如果不是普羅也不能這麼說
[00:12:28.920 --> 00:12:33.120]  亦都由於當時他們有毀謗、有爭辯的情況出現
[00:12:33.120 --> 00:12:37.880]  所以當時的教會裡面是沒有和平的,對不對?
[00:12:37.880 --> 00:12:44.200]  亦都是信徒與信徒之間互相沒有溫柔
[00:12:44.200 --> 00:12:46.280]  所以普羅就說你們需要和平
[00:12:46.280 --> 00:12:48.800]  你們需要溫柔
[00:12:48.800 --> 00:12:49.880]  為什麼教會需要和平?
[00:12:49.880 --> 00:12:52.920]  為什麼教會需要溫柔?
[00:12:52.920 --> 00:12:55.000]  為什麼?
[00:12:55.000 --> 00:12:56.480]  因為很簡單
[00:12:56.480 --> 00:12:58.920]  這是主耶穌自己的教訓
[00:12:58.920 --> 00:13:03.440]  主耶穌說:我心裡柔和謙卑
[00:13:03.440 --> 00:13:05.880]  你們當付我的厄辱
[00:13:05.880 --> 00:13:06.800]  學我的認識
[00:13:06.800 --> 00:13:11.280]  這樣的時候你們心裡就必享安息
[00:13:11.280 --> 00:13:14.240]  這是主耶穌自己的教導
[00:13:14.240 --> 00:13:16.200]  而主耶穌在這一節的經文裡說
[00:13:16.200 --> 00:13:18.200]  我心裡柔和
[00:13:18.200 --> 00:13:21.800]  「柔和」這個字正正是提多書所說的「溫柔」
[00:13:21.800 --> 00:13:23.680]  是同一個字
[00:13:23.680 --> 00:13:25.320]  當我們這樣理解的時候
[00:13:25.320 --> 00:13:29.480]  我們可以得出什麼屬靈原則?
[00:13:29.480 --> 00:13:33.600]  屬靈原則很簡單
[00:13:33.600 --> 00:13:37.760]  縱然使徒當時寫給不同的教會
[00:13:37.760 --> 00:13:41.080]  可能因應著當時的問題
[00:13:41.080 --> 00:13:44.760]  而得出有少少不同的教導
[00:13:44.760 --> 00:13:47.000]  但是這裡的屬靈原則讓我看到一件事情就是
[00:13:47.000 --> 00:13:48.560]  其實終極來說
[00:13:48.560 --> 00:13:51.320]  我們是需要在主耶穌基督的教導
[00:13:51.320 --> 00:13:58.480]  在新的表現上學習主耶穌的榜樣
[00:13:58.480 --> 00:13:59.320]  是不是?
[00:13:59.320 --> 00:14:03.400]  所以不僅當我們學習主耶穌基督的榜樣的時候
[00:14:03.400 --> 00:14:05.560]  我們可以得到屬靈的應傳
[00:14:05.560 --> 00:14:07.200]  也都可以同一個時間
[00:14:07.200 --> 00:14:11.360]  將神的榮耀在這個世界裡面彰顯
