
[00:00:00.000 --> 00:00:01.520]  我門主神童宮
[00:00:01.520 --> 00:00:05.040]  他勸你們不可徒受他的恩典
[00:00:05.040 --> 00:00:07.440]  以往你在西洋人大應該會懂的
[00:00:07.440 --> 00:00:08.320]  我告訴過你
[00:00:08.320 --> 00:00:10.320]  恩典的原文的意思是什麼
[00:00:10.320 --> 00:00:13.520]  禮物
[00:00:13.520 --> 00:00:16.880]  哎呀,只有師母和樂姑娘的反應
[00:00:16.880 --> 00:00:17.440]  禮物
[00:00:17.440 --> 00:00:18.800]  恩典,charise
[00:00:18.800 --> 00:00:19.680]  禮物
[00:00:19.680 --> 00:00:21.040]  成為英文就是grace
[00:00:21.040 --> 00:00:22.480]  如果你的名字是grace
[00:00:22.480 --> 00:00:23.520]  你更加會知道
[00:00:23.520 --> 00:00:25.200]  即是有人看著grace,是不是
[00:00:25.200 --> 00:00:26.400]  OK,好
[00:00:26.400 --> 00:00:27.200]  禮物
[00:00:27.200 --> 00:00:28.320]  禮物
[00:00:28.320 --> 00:00:29.440]  禮物
[00:00:29.440 --> 00:00:33.520]  你們收了他的禮物不可以浪費
[00:00:33.520 --> 00:00:36.160]  各位朋友,收過禮物沒有
[00:00:36.160 --> 00:00:37.760]  都有,是不是
[00:00:37.760 --> 00:00:40.320]  我又不好意思問有沒有沒收過舉手
[00:00:40.320 --> 00:00:42.720]  這些很傷心的,千萬不要做
[00:00:42.720 --> 00:00:44.960]  我猜大家都會收過禮物的
[00:00:44.960 --> 00:00:47.120]  送過禮物沒有
[00:00:47.120 --> 00:00:49.520]  都會送過,是不是
[00:00:49.520 --> 00:00:51.120]  問題來了
[00:00:51.120 --> 00:00:52.800]  收禮是收得很安樂的
[00:00:52.800 --> 00:00:53.840]  如果你送禮
[00:00:53.840 --> 00:00:55.680]  送了禮物給別人之後
[00:00:55.680 --> 00:00:58.880]  送禮那人收起來不用你會怎樣
[00:00:58.880 --> 00:01:00.880]  你會頂著
[00:01:00.880 --> 00:01:02.240]  是不是,預了沒有
[00:01:02.240 --> 00:01:04.400]  出去了又不講回報
[00:01:04.400 --> 00:01:06.400]  都可能會是
[00:01:06.400 --> 00:01:08.400]  但是有時候如果你送了禮物
[00:01:08.400 --> 00:01:10.960]  對象,即是送給那個人
[00:01:10.960 --> 00:01:13.760]  和你的關係都很重要
[00:01:13.760 --> 00:01:15.120]  送了禮物給他之後
[00:01:15.120 --> 00:01:16.320]  他你都不理
[00:01:16.320 --> 00:01:19.440]  你就開始越來越多懷疑和問號
[00:01:19.440 --> 00:01:22.400]  最近有些特映節目留意到一個現象
[00:01:22.400 --> 00:01:24.400]  說來有點羞家
[00:01:24.400 --> 00:01:27.440]  師母最近在穿新衣服
[00:01:27.440 --> 00:01:30.240]  有些笑聲,就是那些出聲的人
[00:01:30.240 --> 00:01:31.120]  是的
[00:01:31.120 --> 00:01:36.320]  你知不知道師母是其中一樣良好的品格就是樸素的
[00:01:36.320 --> 00:01:38.880]  怎麼會有這麼多新衣服呢
[00:01:38.880 --> 00:01:41.280]  原因就不是師母樸素
[00:01:41.280 --> 00:01:42.800]  是不是,師母是樸素
[00:01:42.800 --> 00:01:45.920]  原因她娶了一個老公比較想花費
[00:01:45.920 --> 00:01:49.920]  以往一直她老公的困難就是
[00:01:49.920 --> 00:01:52.560]  擺團,到現在都是
[00:01:52.560 --> 00:01:55.280]  沒辦法一個大男人走到鋪帖子裡面
[00:01:55.280 --> 00:01:58.640]  很異常的,一群女人在那裡
[00:01:58.640 --> 00:02:02.400]  由於實在科技發達,現在有網上的消費
[00:02:02.400 --> 00:02:03.840]  於是乎
[00:02:03.840 --> 00:02:07.280]  我只是在按,只是在電腦裡面進行這件事
[00:02:07.280 --> 00:02:09.840]  於是乎,你知道
[00:02:09.840 --> 00:02:12.240]  小心一點,按鍵是很容易的
[00:02:12.240 --> 00:02:14.960]  你會發現不是買一件的
[00:02:14.960 --> 00:02:16.880]  就會兩件三件的買
[00:02:16.880 --> 00:02:18.880]  所以你會看到最近的議題,不止一件新衣服
[00:02:18.880 --> 00:02:20.480]  但是有個背後的故事就是
[00:02:20.480 --> 00:02:21.360]  實情呢
[00:02:21.360 --> 00:02:24.080]  當我送了給他之後
[00:02:24.080 --> 00:02:26.080]  我有一點幻想
[00:02:26.080 --> 00:02:28.080]  這個禮拜應該會穿的了
[00:02:28.080 --> 00:02:31.600]  那又沒有
[00:02:31.600 --> 00:02:33.600]  我想可能這個禮拜有些東西
[00:02:33.600 --> 00:02:35.600]  不知道什麼原因拉了一些更重要的東西
[00:02:35.600 --> 00:02:37.600]  沒空穿,忙的,忙的
[00:02:37.600 --> 00:02:39.600]  過了一個禮拜
[00:02:39.600 --> 00:02:40.800]  咦?
[00:02:40.800 --> 00:02:43.760]  他收了我的衣服,已經全拖斜了
[00:02:43.760 --> 00:02:45.760]  但仍然原福賓獨吊在這裡
[00:02:45.760 --> 00:02:49.200]  我已經知道已經燙了
[00:02:49.200 --> 00:02:50.320]  不是還沒燙的
[00:02:50.320 --> 00:02:51.760]  兩個禮拜都還沒燙
[00:02:51.760 --> 00:02:53.200]  到三個禮拜
[00:02:53.200 --> 00:02:55.200]  我忍不住了
[00:02:55.200 --> 00:02:57.200]  終於,真是好與地
[00:02:57.200 --> 00:02:59.200]  就開口問了
[00:02:59.200 --> 00:03:01.200]  為什麼開口?
[00:03:01.200 --> 00:03:03.200]  牧師送了給他
[00:03:03.200 --> 00:03:05.200]  有時候又是回到剛才那件事
[00:03:05.200 --> 00:03:07.200]  有時候真的,平水相逢送的東西
[00:03:07.200 --> 00:03:09.200]  之後怎麼都不知道
[00:03:09.200 --> 00:03:11.200]  但那個人如果跟你關係緊,你送的東西
[00:03:11.200 --> 00:03:13.200]  你就開始有些期望了,影子們
[00:03:13.200 --> 00:03:15.200]  你想想
[00:03:15.200 --> 00:03:17.200]  不好意思,我用了我做的比喻
[00:03:17.200 --> 00:03:19.200]  我送東西給老婆
[00:03:19.200 --> 00:03:21.200]  可能你送給一個心儀的對象
[00:03:21.200 --> 00:03:23.200]  媽媽生日送了一個手錶
[00:03:23.200 --> 00:03:25.200]  或者送給你的兒子
[00:03:25.200 --> 00:03:27.200]  送了衣服給兒子
[00:03:27.200 --> 00:03:29.200]  也想他穿多一點
[00:03:29.200 --> 00:03:31.200]  可能他不選擇,結果你親手放上去
[00:03:31.200 --> 00:03:33.200]  我都希望
[00:03:33.200 --> 00:03:35.200]  如果那個人跟我關係好,我送東西給他
[00:03:35.200 --> 00:03:37.200]  他是會珍惜禮物
[00:03:37.200 --> 00:03:39.200]  當然他珍惜其中一樣東西,就是會用那個禮物
[00:03:39.200 --> 00:03:43.200]  上帝,一樣這樣對待我們
[00:03:43.200 --> 00:03:45.200]  我們與神同工的也勸你們
[00:03:45.200 --> 00:03:47.200]  幫我徒受他的恩典
[00:03:47.200 --> 00:03:49.200]  不可以徒受他的禮物
[00:03:49.200 --> 00:03:51.200]  現在講價了
[00:03:51.200 --> 00:03:53.200]  想要耶穌講數
[00:03:53.200 --> 00:03:55.200]  不是要他講數
[00:03:55.200 --> 00:03:57.200]  就不是要你捱,拼命
[00:03:57.200 --> 00:03:59.200]  要做
[00:03:59.200 --> 00:04:01.200]  而是那件事
[00:04:01.200 --> 00:04:03.200]  如果上帝有這麼好的東西給我們
[00:04:03.200 --> 00:04:05.200]  來的時候
[00:04:05.200 --> 00:04:07.200]  其實神很想告訴我們
[00:04:07.200 --> 00:04:09.200]  很簡單
[00:04:09.200 --> 00:04:11.200]  神給我們的禮物
[00:04:11.200 --> 00:04:13.200]  不用我們抱著,我們全國隔離就行了
[00:04:13.200 --> 00:04:15.200]  這份禮物很奇怪
[00:04:15.200 --> 00:04:17.200]  神給我們的禮物
[00:04:17.200 --> 00:04:19.200]  神給我們的恩典
[00:04:19.200 --> 00:04:21.200]  神給我們這麼莫大的
[00:04:21.200 --> 00:04:23.200]  關於救恩的禮物
[00:04:23.200 --> 00:04:25.200]  這兩個弟兄,之前說是信耶穌
[00:04:25.200 --> 00:04:27.200]  今天直接洗禮告訴別人
[00:04:27.200 --> 00:04:29.200]  我收了禮了
[00:04:29.200 --> 00:04:31.200]  收了
[00:04:31.200 --> 00:04:33.200]  這份禮物很過癮
[00:04:33.200 --> 00:04:35.200]  不是吃學徒
[00:04:35.200 --> 00:04:37.200]  不是穿上身,天天穿著
[00:04:37.200 --> 00:04:39.200]  而是這份禮物拿了之後,是傳過去的
[00:04:39.200 --> 00:04:41.200]  所以那件事叫傳福音
[00:04:41.200 --> 00:04:45.200]  那件事是傳過去的
[00:04:45.200 --> 00:04:47.200]  禮物是這麼過癮的
[00:04:47.200 --> 00:04:49.200]  竟然有這麼有趣的禮物
[00:04:49.200 --> 00:04:51.200]  你想想,你收了禮物
[00:04:51.200 --> 00:04:53.200]  收了之後,是傳過去的
[00:04:53.200 --> 00:04:55.200]  自己好像不要了
[00:04:55.200 --> 00:04:57.200]  但又傳的時候
[00:04:57.200 --> 00:04:59.200]  自己又經歷多一點,好奇的一件事
[00:04:59.200 --> 00:05:01.200]  福音有什麼事是這麼奇妙的
[00:05:01.200 --> 00:05:03.200]  你拿了
[00:05:03.200 --> 00:05:05.200]  傳出去,但你經歷又會更多
[00:05:05.200 --> 00:05:07.200]  你拿了,收了,不用
[00:05:07.200 --> 00:05:09.200]  好像經歷越來越少
[00:05:09.200 --> 00:05:11.200]  正如剛剛在說
[00:05:11.200 --> 00:05:13.200]  在Ruby的禱告裡面
[00:05:13.200 --> 00:05:15.200]  蒙英韻在禱告
[00:05:15.200 --> 00:05:19.200]  不可徒受她的恩典
[00:05:19.200 --> 00:05:21.200]  因為,時候到了
[00:05:21.200 --> 00:05:23.200]  時候到了
[00:05:23.200 --> 00:05:25.200]  可不可以幫旁邊的人說一句
[00:05:25.200 --> 00:05:27.200]  時候到了
[00:05:27.200 --> 00:05:29.200]  時候到了
[00:05:29.200 --> 00:05:31.200]  這句很可怕
[00:05:31.200 --> 00:05:33.200]  中國人一聽到這句,若言不報就
[00:05:33.200 --> 00:05:35.200]  你們這些特別的答案
[00:05:35.200 --> 00:05:37.200]  通常問聖經
[00:05:37.200 --> 00:05:39.200]  答得沒那麼好,這些答得比較快
[00:05:39.200 --> 00:05:41.200]  不過不是,神的時候是什麼時候
[00:05:41.200 --> 00:05:43.200]  是在說月立的時候
[00:05:43.200 --> 00:05:45.200]  拯救的日子
[00:05:45.200 --> 00:05:47.200]  開心的時間
[00:05:47.200 --> 00:05:49.200]  時候到了,原來我們的禮物收了回去
[00:05:49.200 --> 00:05:51.200]  傳出去,就是在說
[00:05:51.200 --> 00:05:53.200]  讓這個日子完成
