
[00:00:00.000 --> 00:00:06.380]  大家好 今天跟大家先誦誦一段聖經
[00:00:06.380 --> 00:00:09.660]  在哥倫多後書第九章六至十五節
[00:00:09.660 --> 00:00:12.860]  我也有powerpoint 大家可以一起來看
[00:00:12.860 --> 00:00:18.060]  哥倫多後書第九章六至十五節
[00:00:18.060 --> 00:00:21.060]  用一個輪流誦讀的方式
[00:00:21.060 --> 00:00:24.040]  雙節數我讀 單節數請匯總
[00:00:24.040 --> 00:00:27.200]  哥倫多後書第九章第六節
[00:00:27.200 --> 00:00:31.600]  小眾的小修 多眾的多修 者說是真的
[00:00:31.600 --> 00:00:40.200]  小眾的小修 多眾的多修 者說是真的
[00:00:40.200 --> 00:00:44.200]  神能將各樣的恩惠多多地加給你們
[00:00:44.200 --> 00:00:49.200]  使你們凡事常常充足 能多行各樣善事
[00:00:49.200 --> 00:00:56.200]  使你們凡事常常充足 能多行各樣善事
[00:00:56.200 --> 00:01:00.200]  那賜種給撒種的 賜糧給人吃的
[00:01:00.200 --> 00:01:03.200]  必多多加給你們種地的種子
[00:01:03.200 --> 00:01:06.200]  有增添你們仁義的果子
[00:01:06.200 --> 00:01:10.200]  使你們凡事忽眾 能多行各樣善事
[00:01:10.200 --> 00:01:14.200]  就必著我們以感謝歸於神
[00:01:14.200 --> 00:01:16.200]  因為伴者供給的事
[00:01:16.200 --> 00:01:19.200]  不但補聖徒的缺乏
[00:01:19.200 --> 00:01:22.200]  而且叫許多人越發感謝神
[00:01:22.200 --> 00:01:26.200]  他們也因神極大的恩賜
[00:01:26.200 --> 00:01:28.200]  顯在你們心裡
[00:01:28.200 --> 00:01:32.200]  就切切地想念你們 為你們祈禱
[00:01:32.200 --> 00:01:35.200]  他們也因神極大的恩賜
[00:01:35.200 --> 00:01:37.200]  顯在你們心裡
[00:01:37.200 --> 00:01:43.200]  就切切地想念你們 為你們祈禱
[00:01:43.200 --> 00:01:45.200]  作為神的管家的我們
[00:01:45.200 --> 00:01:47.200]  上帝將許多資源
[00:01:47.200 --> 00:01:52.200]  給我們 譬如給我們有時間
[00:01:52.200 --> 00:01:55.200]  給我們有生命 給我們有財綱 家庭
[00:01:55.200 --> 00:01:58.200]  都需要我們來好好管理
[00:01:58.200 --> 00:02:00.200]  當然上帝也賜了一方面
[00:02:00.200 --> 00:02:01.200]  就是財富金錢
[00:02:01.200 --> 00:02:04.200]  也需要我們來管理
[00:02:04.200 --> 00:02:05.200]  當有收入的時候
[00:02:05.200 --> 00:02:08.200]  一般我們要管理或者應用金錢
[00:02:08.200 --> 00:02:10.200]  都有四方面的思想
[00:02:10.200 --> 00:02:11.200]  第一方面就是支出
[00:02:11.200 --> 00:02:13.200]  因為我們有許多的開支
[00:02:13.200 --> 00:02:17.200]  另一方面我們會去做儲蓄
[00:02:17.200 --> 00:02:19.200]  第三方面就是投資
[00:02:19.200 --> 00:02:22.200]  投資有些人想賺錢
[00:02:22.200 --> 00:02:24.200]  其實投資不單止方便
[00:02:24.200 --> 00:02:27.200]  也可以在投資自我的裝備裡
[00:02:27.200 --> 00:02:31.200]  甚至有些人投資在自己的身體健康上
[00:02:31.200 --> 00:02:33.200]  第四方面就是捐獻
[00:02:33.200 --> 00:02:36.200]  可能有些人或事情
[00:02:36.200 --> 00:02:38.200]  我們覺得需要去幫助他們
[00:02:38.200 --> 00:02:40.200]  譬如NGO的團隊
[00:02:40.200 --> 00:02:44.200]  一些福音機構 甚至教會的團體
[00:02:44.200 --> 00:02:47.200]  而聖經裡很著重在金錢的管理裡
[00:02:47.200 --> 00:02:49.200]  其中一方面是捐獻
[00:02:49.200 --> 00:02:52.200]  因為這不是一種虧蝕
[00:02:52.200 --> 00:02:56.200]  因為這是一個祝福的渠道
[00:02:56.200 --> 00:02:59.200]  領受祝福的渠道
[00:02:59.200 --> 00:03:01.200]  剛才我們看那段聖經
[00:03:01.200 --> 00:03:02.200]  多倫多後書裡
[00:03:02.200 --> 00:03:05.200]  看到保羅教導我們奉獻
[00:03:05.200 --> 00:03:10.200]  那真諦是什麼
[00:03:10.200 --> 00:03:11.200]  我們先了解一個背景
[00:03:11.200 --> 00:03:13.200]  為什麼保羅很著重
[00:03:13.200 --> 00:03:16.200]  去到不同的外邦地方建立了教會
[00:03:16.200 --> 00:03:18.200]  很鼓勵人要做捐獻
[00:03:18.200 --> 00:03:21.200]  特別捐給耶路撒冷的教會
[00:03:21.200 --> 00:03:22.200]  在《斯大林傳》第十一章
[00:03:22.200 --> 00:03:24.200]  二十七至三十節告訴我們
[00:03:24.200 --> 00:03:26.200]  當時有先知告訴
[00:03:26.200 --> 00:03:29.200]  住在耶路撒冷的教會的人知道
[00:03:29.200 --> 00:03:31.200]  他將會有大基督
[00:03:31.200 --> 00:03:35.200]  後來真的發生了
[00:03:35.200 --> 00:03:37.200]  所以在不同地方的信徒
[00:03:37.200 --> 00:03:39.200]  都很樂意去捐錢
[00:03:39.200 --> 00:03:43.200]  來支持住在猶大耶路撒冷的聖徒
[00:03:43.200 --> 00:03:46.200]  他們變成一個貧窮的地方
[00:03:46.200 --> 00:03:49.200]  在《迦太書》第八至十節
[00:03:49.200 --> 00:03:50.200]  當保羅想去耶路撒冷
[00:03:50.200 --> 00:03:51.200]  看到基督
[00:03:51.200 --> 00:03:54.200]  即是彼得、約翰和雅各的時候
[00:03:54.200 --> 00:03:56.200]  他們有分享
[00:03:56.200 --> 00:03:58.200]  然後他們就提一提保羅
[00:03:58.200 --> 00:04:01.200]  當他們在外邦的時候
[00:04:01.200 --> 00:04:02.200]  傳福音建立了教會的時候
[00:04:02.200 --> 00:04:04.200]  請他們紀念我們
[00:04:04.200 --> 00:04:06.200]  即是在耶路撒冷的貧窮的聖徒
[00:04:06.200 --> 00:04:07.200]  保羅說
[00:04:07.200 --> 00:04:11.200]  這是我一向都很熱心要做的事情
[00:04:11.200 --> 00:04:13.200]  所以當保羅去到任何地方
[00:04:13.200 --> 00:04:15.200]  宣教建立了教會的時候
[00:04:15.200 --> 00:04:17.200]  他一定跟我們說一樣東西
[00:04:17.200 --> 00:04:18.200]  就是捐獻
[00:04:18.200 --> 00:04:21.200]  來支持耶路撒冷貧窮的信徒
[00:04:21.200 --> 00:04:24.200]  很希望他得到那個幫助
[00:04:24.200 --> 00:04:25.200]  他不單是一個
[00:04:25.200 --> 00:04:28.200]  因為物質上缺乏的幫助
[00:04:28.200 --> 00:04:29.200]  而是因為保羅認為
[00:04:29.200 --> 00:04:31.200]  福音從耶路撒冷
[00:04:31.200 --> 00:04:33.200]  帶到彼愛邦世界裡
[00:04:33.200 --> 00:04:34.200]  他領受到這個祝福
[00:04:34.200 --> 00:04:37.200]  當耶路撒冷的信徒有困難的時候
[00:04:37.200 --> 00:04:40.200]  他就回報他們
[00:04:40.200 --> 00:04:41.200]  來幫助他們
[00:04:41.200 --> 00:04:43.200]  這個都是合宜的
[00:04:43.200 --> 00:04:45.200]  所以當保羅去到不同的地方
[00:04:45.200 --> 00:04:47.200]  教會裡鼓勵這件事
[00:04:47.200 --> 00:04:50.200]  在臨後八章十四節裡提到
[00:04:50.200 --> 00:04:53.200]  當保羅去到馬其頓的地方
[00:04:53.200 --> 00:04:55.200]  馬其頓有什麼地方呢
[00:04:55.200 --> 00:04:57.200]  包括菲拉比
[00:04:57.200 --> 00:04:58.200]  鐵撒羅尼加
[00:04:58.200 --> 00:05:00.200]  暗非波尼亞
[00:05:00.200 --> 00:05:02.200]  暗非波尼尼
[00:05:02.200 --> 00:05:04.200]  和皮利亞這些地方
[00:05:04.200 --> 00:05:06.200]  都跟他說
[00:05:06.200 --> 00:05:10.200]  原來馬其頓宗教會
[00:05:10.200 --> 00:05:12.200]  很樂意來奉獻
[00:05:12.200 --> 00:05:15.200]  支持在遠方的耶路撒冷裡的眾聖徒
[00:05:15.200 --> 00:05:17.200]  並且一再的求許
[00:05:17.200 --> 00:05:20.200]  讓他們在這方面做得更多
[00:05:20.200 --> 00:05:23.200]  在羅馬書第十五章裡
[00:05:23.200 --> 00:05:25.200]  保羅也提及到
[00:05:25.200 --> 00:05:27.200]  馬其頓和亞伽亞的人
[00:05:27.200 --> 00:05:29.200]  很樂意抽錢出來
[00:05:29.200 --> 00:05:32.200]  捐獻出來支持耶路撒冷的窮人
[00:05:32.200 --> 00:05:35.200]  亞伽亞指的是哥林多
[00:05:35.200 --> 00:05:38.200]  堅格里這些城市
[00:05:38.200 --> 00:05:42.200]  去到臨前十六章一至四節裡
[00:05:42.200 --> 00:05:44.200]  看到保羅說
[00:05:44.200 --> 00:05:46.200]  加泰的宗教會
[00:05:46.200 --> 00:05:48.200]  他們每逢七天的第一天
[00:05:48.200 --> 00:05:50.200]  都願意收取奉獻
[00:05:50.200 --> 00:05:55.200]  來支持遠方耶路撒冷的貧窮人的需要
[00:05:55.200 --> 00:05:58.200]  加泰包括的地方是
[00:05:58.200 --> 00:06:01.200]  安提阿 以哥廉 路斯登
[00:06:01.200 --> 00:06:04.200]  特匹這些城市
[00:06:04.200 --> 00:06:06.200]  所以看到保羅去到很多地方
[00:06:06.200 --> 00:06:08.200]  都鼓勵當地的教會
[00:06:08.200 --> 00:06:11.200]  不要忘記福音是從耶路撒冷而來的
[00:06:11.200 --> 00:06:13.200]  現在領受了好處的時候
[00:06:13.200 --> 00:06:17.200]  回報他們今天的需要
[00:06:17.200 --> 00:06:20.200]  在哥林多後書今天我們看過一章的時候
[00:06:20.200 --> 00:06:21.200]  保羅也說
[00:06:21.200 --> 00:06:23.200]  哥林多人的教會裡面
[00:06:23.200 --> 00:06:25.200]  一早的時候一年前的時候
[00:06:25.200 --> 00:06:27.200]  已經有這個心意決定
[00:06:27.200 --> 00:06:32.200]  要籌募一些捐款來資助耶路撒冷的眾聖徒
[00:06:32.200 --> 00:06:33.200]  不過
[00:06:33.200 --> 00:06:35.200]  時間過去了
[00:06:35.200 --> 00:06:37.200]  他們就放下了這件事
[00:06:37.200 --> 00:06:39.200]  所以保羅在這裡提醒他們
[00:06:39.200 --> 00:06:40.200]  一年前你曾經有的
[00:06:40.200 --> 00:06:43.200]  現在就應該起來扮好這件事
[00:06:43.200 --> 00:06:46.200]  在哥林多後書九章六至十一節
[00:06:46.200 --> 00:06:48.200]  剛才我們所讀的經文裡面
[00:06:48.200 --> 00:06:51.200]  他就再提醒為什麼我們需要這樣做
[00:06:51.200 --> 00:06:53.200]  奉獻不是你們虧蝕了的
[00:06:53.200 --> 00:06:57.200]  而是鼓勵你們在當中領受更多上帝的祝福
[00:06:57.200 --> 00:07:00.200]  在臨後九章第六節
[00:07:00.200 --> 00:07:02.200]  保羅就這樣說
[00:07:02.200 --> 00:07:05.200]  小眾的少收 多眾的多收
[00:07:05.200 --> 00:07:07.200]  這話是真的
[00:07:07.200 --> 00:07:09.200]  小眾的少收 多眾的多收
[00:07:09.200 --> 00:07:12.200]  是當時的一個格言
[00:07:12.200 --> 00:07:15.200]  這個格言的意思很明顯
[00:07:15.200 --> 00:07:17.200]  你很懶的時候
[00:07:17.200 --> 00:07:18.200]  你很懶的時候
[00:07:18.200 --> 00:07:19.200]  沒什麼殺種的
[00:07:19.200 --> 00:07:21.200]  會不會有好收成
[00:07:21.200 --> 00:07:22.200]  當然不會有好收成
[00:07:22.200 --> 00:07:25.200]  如果你很勤力去殺種
[00:07:25.200 --> 00:07:26.200]  很努力去殺種
[00:07:26.200 --> 00:07:28.200]  是不是有很多收成
[00:07:28.200 --> 00:07:30.200]  這個就是當時的一個格言
[00:07:30.200 --> 00:07:33.200]  不過在這裡我就問你一個問題
[00:07:33.200 --> 00:07:37.200]  小眾的少收 多眾的多收
[00:07:37.200 --> 00:07:40.200]  這句話是不是真的
[00:07:40.200 --> 00:07:41.200]  你信不信
[00:07:41.200 --> 00:07:42.200]  我少點殺種
[00:07:42.200 --> 00:07:43.200]  不懶懶散散
[00:07:43.200 --> 00:07:45.200]  不殺種就沒什麼收成
[00:07:45.200 --> 00:07:47.200]  但我很勤力殺種
[00:07:47.200 --> 00:07:49.200]  是不是一定有很豐富的收成
[00:07:49.200 --> 00:07:50.200]  你信的
[00:07:50.200 --> 00:07:51.200]  你說這句話是真的
[00:07:51.200 --> 00:07:52.200]  你舉手
[00:07:52.200 --> 00:07:53.200]  你信的
[00:07:53.200 --> 00:07:54.200]  不舉手
[00:07:54.200 --> 00:07:55.200]  你不信這句話是真的
[00:07:55.200 --> 00:07:56.200]  你舉手
[00:07:56.200 --> 00:07:58.200]  你不舉手是什麼
[00:07:58.200 --> 00:08:00.200]  你不舉手是什麼
[00:08:00.200 --> 00:08:02.200]  不知道
[00:08:02.200 --> 00:08:05.200]  一般都這樣說
[00:08:05.200 --> 00:08:06.200]  你不勤力
[00:08:06.200 --> 00:08:07.200]  你懶的
[00:08:07.200 --> 00:08:08.200]  你在農間的時候
[00:08:08.200 --> 00:08:10.200]  哪會有好收成
[00:08:10.200 --> 00:08:11.200]  但你很勤力
[00:08:11.200 --> 00:08:12.200]  很努力去殺種
[00:08:12.200 --> 00:08:14.200]  會不會有好的收成
[00:08:14.200 --> 00:08:16.200]  你又覺得有些人冥冥頭
[00:08:16.200 --> 00:08:17.200]  未必的
[00:08:17.200 --> 00:08:19.200]  因為我知道有天災
[00:08:19.200 --> 00:08:21.200]  大風大雨的時候
[00:08:21.200 --> 00:08:24.200]  淹死了你所收成的東西
[00:08:24.200 --> 00:08:25.200]  沒有收成
[00:08:25.200 --> 00:08:26.200]  雖然我很努力
[00:08:26.200 --> 00:08:28.200]  所以學生很清楚這件事
[00:08:28.200 --> 00:08:30.200]  我很懶讀書
[00:08:30.200 --> 00:08:32.200]  我一定知道沒什麼好成績
[00:08:32.200 --> 00:08:33.200]  但我很勤力讀書
[00:08:33.200 --> 00:08:35.200]  很努力的溫習
[00:08:35.200 --> 00:08:36.200]  學習
[00:08:36.200 --> 00:08:38.200]  是不是一定會有好的成績
[00:08:38.200 --> 00:08:39.200]  當然不是
[00:08:39.200 --> 00:08:40.200]  有很多因素
[00:08:40.200 --> 00:08:41.200]  雖然我很努力讀書
[00:08:41.200 --> 00:08:42.200]  讀不通的東西
[00:08:42.200 --> 00:08:44.200]  我考試考不到
[00:08:44.200 --> 00:08:45.200]  或者我溫習的東西
[00:08:45.200 --> 00:08:47.200]  出了一些是我沒有出的
[00:08:47.200 --> 00:08:48.200]  我也不懂
[00:08:48.200 --> 00:08:51.200]  就沒有好的成績
[00:08:51.200 --> 00:08:54.200]  但是保羅怎麼說
[00:08:54.200 --> 00:08:55.200]  保羅說
[00:08:55.200 --> 00:08:56.200]  小眾的少收
[00:08:56.200 --> 00:08:58.200]  多眾的多收
[00:08:58.200 --> 00:09:00.200]  這話是真的
[00:09:00.200 --> 00:09:03.200]  保羅實話實說
[00:09:03.200 --> 00:09:04.200]  這句話是真的
[00:09:04.200 --> 00:09:05.200]  小眾的少收
[00:09:05.200 --> 00:09:06.200]  多眾的多收
[00:09:06.200 --> 00:09:08.200]  一定是對的
[00:09:08.200 --> 00:09:10.200]  為什麼保羅這麼說
[00:09:10.200 --> 00:09:14.200]  因為保羅後面有一個前提
[00:09:14.200 --> 00:09:15.200]  加在這裡
[00:09:15.200 --> 00:09:17.200]  這個前提我一起讀
[00:09:17.200 --> 00:09:19.200]  詩篇127篇第一節
[00:09:19.200 --> 00:09:20.200]  預備起
[00:09:20.200 --> 00:09:23.200]  若不是耶華建造房屋
[00:09:23.200 --> 00:09:26.200]  建造的人就枉然努力
[00:09:26.200 --> 00:09:29.200]  若不是耶華看守聖祠
[00:09:29.200 --> 00:09:31.200]  看守的人就枉然警醒
[00:09:31.200 --> 00:09:33.200]  我們知道很多人很勤力去做
[00:09:33.200 --> 00:09:34.200]  種植的時候
[00:09:34.200 --> 00:09:38.200]  但有些是非人所預計的因素發生
[00:09:38.200 --> 00:09:39.200]  當天災雷到的時候
[00:09:39.200 --> 00:09:40.200]  無論我多勤力
[00:09:40.200 --> 00:09:43.200]  我都會不好收成
[00:09:43.200 --> 00:09:46.200]  但保羅相信一件事
[00:09:46.200 --> 00:09:49.200]  假若上帝介入當中
[00:09:49.200 --> 00:09:51.200]  看守你的聖祠
[00:09:51.200 --> 00:09:53.200]  建造你的房屋
[00:09:53.200 --> 00:09:57.200]  雖然有些非人的因素我不能控制
[00:09:57.200 --> 00:09:58.200]  但上帝可以控制
[00:09:58.200 --> 00:10:00.200]  只要上帝介入當中
[00:10:00.200 --> 00:10:01.200]  必然保證
[00:10:01.200 --> 00:10:02.200]  小眾的少收
[00:10:02.200 --> 00:10:04.200]  多眾的多收
[00:10:04.200 --> 00:10:05.200]  這話是真的
[00:10:05.200 --> 00:10:06.200]  因為上帝在當中
[00:10:06.200 --> 00:10:09.200]  就可以掌管
