
[00:00:00.000 --> 00:00:02.000]  好,第一支妹妹晚安
[00:00:02.000 --> 00:00:04.000]  好,歡迎大家
[00:00:04.000 --> 00:00:07.000]  試隔一個禮拜,有些人試隔了幾個禮拜
[00:00:07.000 --> 00:00:09.000]  是啦,回來我是X熊敝啦
[00:00:09.000 --> 00:00:13.000]  那進入四月啦,是啦,那我們又開始一個新的系列啦
[00:00:13.000 --> 00:00:16.000]  那這個系列的名字呢,叫做"Take Heart"啦
[00:00:16.000 --> 00:00:21.000]  "Take Heart"呢,其實呢,是英文裡面的一句叫做"騙語"的東西啦
[00:00:21.000 --> 00:00:24.000]  那其實那些人通常是用來做什麼的呢
[00:00:24.000 --> 00:00:27.000]  就是用來鼓勵那些人呢,要提起勇氣,要振作
[00:00:27.000 --> 00:00:30.000]  那就很希望呢,聽到這句話的人呢
[00:00:30.000 --> 00:00:32.000]  可以受到鼓舞啦
[00:00:32.000 --> 00:00:35.000]  繼而呢,就從而可以重拾信心啦
[00:00:35.000 --> 00:00:37.000]  又或者增加他本身需要的信心
[00:00:37.000 --> 00:00:39.000]  可以繼續走下去的意思
[00:00:39.000 --> 00:00:41.000]  那關我們這個系列什麼事呢?
[00:00:41.000 --> 00:00:44.000]  那如果呢,大家有印象的話呢
[00:00:44.000 --> 00:00:47.000]  我們今年的YS的港台啦
[00:00:47.000 --> 00:00:51.000]  我們按照教會的興起發光的這個方向
[00:00:51.000 --> 00:00:54.000]  我們分開了兩個部分啦
[00:00:54.000 --> 00:00:59.000]  一個部分呢,我們就講講,我們希望可以透過認識神的不同的屬性啦
[00:00:59.000 --> 00:01:03.000]  去學習呢,我們生命可以走得更加好啦
[00:01:03.000 --> 00:01:05.000]  走得更加在神的裡面
[00:01:05.000 --> 00:01:07.000]  走得更加合神心意
[00:01:07.000 --> 00:01:09.000]  那就好像我們之前有講過的
[00:01:09.000 --> 00:01:12.000]  就是講講,神其實是一個充滿慈愛的神啦
[00:01:12.000 --> 00:01:15.000]  又說我們的神呢,是一個會憐憫人的神
[00:01:15.000 --> 00:01:17.000]  所以呢,我們要效法祂啦
[00:01:17.000 --> 00:01:19.000]  以致呢,我們要去到更加
[00:01:19.000 --> 00:01:22.000]  用更多的愛啦,去愛我們身邊的人啦
[00:01:22.000 --> 00:01:25.000]  我們又提到呢,神是那個充滿智慧的神啦
[00:01:25.000 --> 00:01:27.000]  所以,但是我們要知道的是
[00:01:27.000 --> 00:01:29.000]  講的是,神的那個智慧
[00:01:29.000 --> 00:01:32.000]  和地上的智慧呢,其實是不一樣的
[00:01:32.000 --> 00:01:35.000]  所以呢,我們不要用一些地上的智慧
[00:01:35.000 --> 00:01:37.000]  去過我們的生活
[00:01:37.000 --> 00:01:41.000]  那而除了這個認識神不同的屬性之外呢
[00:01:41.000 --> 00:01:43.000]  那另一部分我們分開了的就是
[00:01:43.000 --> 00:01:45.000]  我們很想透過大家認識自己
[00:01:45.000 --> 00:01:48.000]  認識自己一些不同的面向啦
[00:01:48.000 --> 00:01:50.000]  從而呢,可以看到呢
[00:01:50.000 --> 00:01:52.000]  當神降低創造我們的時候呢
[00:01:52.000 --> 00:01:55.000]  其實,我們每一個人都有很多不同的特質
[00:01:55.000 --> 00:01:57.000]  我們呢,很喜歡,就是透過了一個叫做
[00:01:57.000 --> 00:02:00.000]  shape 的一個
[00:02:00.000 --> 00:02:03.000]  它的一個工具啦,其實是呢
[00:02:03.000 --> 00:02:05.000]  認識自己的一個工具啦
[00:02:05.000 --> 00:02:07.000]  它有五個方向,分別就是代表著
[00:02:07.000 --> 00:02:10.000]  s-h-a-p-e,就是五個英文字母啦
[00:02:10.000 --> 00:02:12.000]  每個英文字母代表著一個方向
[00:02:12.000 --> 00:02:15.000]  那我們講的就是,希望透過這些方向呢
[00:02:15.000 --> 00:02:18.000]  我們可以呢,反思我們生命裡面
[00:02:18.000 --> 00:02:20.000]  不同的強和弱
[00:02:20.000 --> 00:02:22.000]  就是每個人永遠什麼都好,什麼都強
[00:02:22.000 --> 00:02:25.000]  有些人總會有些地方弱一點,有些地方是好一點
[00:02:25.000 --> 00:02:28.000]  那很盼望這些位呢,當我們認知到的時候呢
[00:02:28.000 --> 00:02:31.000]  讓神的說話去到我們當中
[00:02:31.000 --> 00:02:33.000]  繼而可以模造一下我們的生命
[00:02:33.000 --> 00:02:36.000]  究竟我們繼續去讓讓神去到改變一下我們
[00:02:36.000 --> 00:02:39.000]  那之前的一個系列,我們講的第一個系列
[00:02:39.000 --> 00:02:43.000]  是講p啦,我們講我們的性格啦,就是personality啦
[00:02:43.000 --> 00:02:47.000]  那而今個系列呢,就是這一部分的第二個系列
[00:02:47.000 --> 00:02:50.000]  我們會講個h,我們講heart
[00:02:50.000 --> 00:02:53.000]  那所以這個系列的名字就叫做take heart
[00:02:53.000 --> 00:02:56.000]  是很簡單的
[00:02:56.000 --> 00:02:59.000]  我們講我們的心智
[00:02:59.000 --> 00:03:03.000]  接著呢,也是講我們的passion,我們的熱情
[00:03:03.000 --> 00:03:06.000]  不知道大家有沒有想過
[00:03:06.000 --> 00:03:09.000]  其實有些什麼東西會令你很有passion呢
[00:03:09.000 --> 00:03:12.000]  有些什麼東西令你很有很大動力去做呢
[00:03:12.000 --> 00:03:15.000]  在我的觀察裡面,其實不同的人呢,其實都有一點
[00:03:15.000 --> 00:03:18.000]  但是除了這些之外呢,那有沒有想過
[00:03:18.000 --> 00:03:21.000]  其實我們人生裡面最關心的是什麼事情
[00:03:21.000 --> 00:03:24.000]  又或者可能在世界裡面
[00:03:24.000 --> 00:03:27.000]  我們看到有什麼需要,又或者可能看到
[00:03:27.000 --> 00:03:30.000]  有什麼人的,可能在教會裡面有什麼復仕
[00:03:30.000 --> 00:03:33.000]  其實是你最有負擔的呢
[00:03:33.000 --> 00:03:36.000]  不過當我去想呢
[00:03:36.000 --> 00:03:39.000]  這個topic的時候呢,其實我覺得我們這個世代
[00:03:39.000 --> 00:03:42.000]  要講這個topic呢,是一件很不容易的事
[00:03:42.000 --> 00:03:45.000]  因為呢,我們看到這個世界其實在鼓吹什麼呢
[00:03:45.000 --> 00:03:48.000]  這個世界在鼓吹我們叫躺平主義嘛
[00:03:48.000 --> 00:03:51.000]  那我也特意上網去維基一下
[00:03:51.000 --> 00:03:54.000]  什麼叫躺平主義,那是什麼意思呢
[00:03:54.000 --> 00:03:57.000]  我很喜歡這幅圖,我找到的時候覺得很貼切
[00:03:57.000 --> 00:04:00.000]  其實我們很多人都喜歡這樣
[00:04:00.000 --> 00:04:03.000]  躺平主義是在講什麼呢,就是講在年輕的群體裡面
[00:04:03.000 --> 00:04:06.000]  他們出現了一種想法
[00:04:06.000 --> 00:04:10.000]  就是講,與其我要跟隨這個社會的期望
[00:04:10.000 --> 00:04:13.000]  不斷地堅持奮鬥
[00:04:13.000 --> 00:04:16.000]  那不如我就選擇躺平,無慾無求啦
[00:04:16.000 --> 00:04:19.000]  是一個他們處事的態度
[00:04:19.000 --> 00:04:22.000]  那躺平的具體的內容包括什麼呢
[00:04:22.000 --> 00:04:25.000]  他們的,這個是內地的一些想法
[00:04:25.000 --> 00:04:28.000]  就是不買房子,不買車
[00:04:28.000 --> 00:04:31.000]  不拍拖,不結婚,不生小朋友
[00:04:31.000 --> 00:04:34.000]  把自己的生活呢,維持在一個
[00:04:34.000 --> 00:04:37.000]  很低很低很低很低的消費水平裡面
[00:04:37.000 --> 00:04:40.000]  維持最低的生存的標準
[00:04:40.000 --> 00:04:43.000]  拒絕呢,成為這個世界的
[00:04:43.000 --> 00:04:46.000]  那些資本家的一些機器啦
[00:04:46.000 --> 00:04:49.000]  拒絕成為那些被資本家剝削的奴隸
[00:04:49.000 --> 00:04:52.000]  這個是躺平主義他們在講的東西
[00:04:52.000 --> 00:04:55.000]  但是這種的態度
[00:04:55.000 --> 00:04:58.000]  其實正正就好像跟我們今天想講的
[00:04:58.000 --> 00:05:01.000]  我們講心智,我們說要有passion
[00:05:01.000 --> 00:05:04.000]  這件事其實是很相反的
[00:05:04.000 --> 00:05:07.000]  為什麼不容易講呢
