
[00:00:00.000 --> 00:00:03.140]  除了地點有些不同之外
[00:00:03.140 --> 00:00:05.200]  如果你有留意這段聖經講
[00:00:05.200 --> 00:00:08.240]  來到耶穌面前的群眾
[00:00:08.240 --> 00:00:10.680]  有些是來自耶路撒冷
[00:00:10.680 --> 00:00:13.280]  來自猶太地方
[00:00:13.280 --> 00:00:15.280]  不過還多了兩個地方
[00:00:15.280 --> 00:00:18.200]  就是特羅西頓
[00:00:18.200 --> 00:00:19.600]  或者叫做泰爾西頓
[00:00:19.600 --> 00:00:20.720]  看你怎麼形容
[00:00:20.720 --> 00:00:22.720]  那個地方是什麼地方呢
[00:00:22.720 --> 00:00:26.000]  原來那裡是住了外邦人的
[00:00:26.360 --> 00:00:28.880]  馬太福音比較多講猶太人
[00:00:28.880 --> 00:00:31.080]  怎樣經歷耶穌在理賽亞
[00:00:31.080 --> 00:00:33.560]  但這裡是將福音
[00:00:33.560 --> 00:00:35.320]  將耶穌的事
[00:00:35.320 --> 00:00:36.800]  祂的所謂工作
[00:00:36.800 --> 00:00:38.800]  延伸到外邦人的地方
[00:00:38.800 --> 00:00:41.480]  所以整個大地裡面
[00:00:41.480 --> 00:00:43.080]  在很多人
[00:00:43.080 --> 00:00:44.280]  整個耶路撒冷
[00:00:44.280 --> 00:00:45.560]  整個猶太傳遞
[00:00:45.560 --> 00:00:48.120]  以致遠到外邦的地方
[00:00:48.120 --> 00:00:50.320]  都有人聽到耶穌的風聲
[00:00:50.320 --> 00:00:52.920]  於是就走到耶穌面前
[00:00:52.920 --> 00:00:56.240]  一群群眾、百姓、外邦人滿途
[00:00:56.240 --> 00:00:57.520]  去到耶穌的面前
[00:00:57.520 --> 00:00:59.160]  有些人有病
[00:00:59.160 --> 00:01:01.440]  有些人有被鬼附
[00:01:01.440 --> 00:01:03.720]  很多人很想摸耶穌得醫治
[00:01:03.720 --> 00:01:05.040]  很多人帶著需要
[00:01:05.040 --> 00:01:07.160]  很多人想聽耶穌講話
[00:01:07.160 --> 00:01:09.680]  一大群的人去到耶穌面前
[00:01:09.680 --> 00:01:12.560]  於是耶穌就在這個平地的地方
[00:01:12.560 --> 00:01:14.360]  開始講
[00:01:14.360 --> 00:01:16.760]  對著這些大群很有需要的人
[00:01:16.760 --> 00:01:21.960]  今天我們也有很多人來到耶穌面前
[00:01:21.960 --> 00:01:24.040]  你來到耶穌面前
[00:01:24.040 --> 00:01:26.040]  你帶著什麼期望呢
[00:01:26.640 --> 00:01:29.240]  我們敬拜都是來到主的面前
[00:01:29.240 --> 00:01:31.800]  或者你可以說是透過耶穌來到父神的面前
[00:01:31.800 --> 00:01:32.680]  無論如何
[00:01:32.680 --> 00:01:34.240]  來到神面前的人
[00:01:34.240 --> 00:01:38.120]  不多不少都有一些期望
[00:01:38.120 --> 00:01:41.000]  這些人帶著什麼期望呢
[00:01:41.000 --> 00:01:43.160]  我們看看耶穌怎樣回應他們
[00:01:43.160 --> 00:01:46.240]  我想經文也有些長
[00:01:46.240 --> 00:01:48.000]  不過大家知道我的風格
[00:01:48.000 --> 00:01:49.600]  我不會說得很長
[00:01:49.600 --> 00:01:54.360]  我就會將這些假經文分開做四個段落
[00:01:54.360 --> 00:01:57.800]  看看耶穌是對著這群這麼複雜需要的人
[00:01:57.800 --> 00:02:01.080]  怎樣去展示一幅作為一個門徒
[00:02:01.080 --> 00:02:03.680]  怎樣去生活的幾個圖畫
[00:02:03.680 --> 00:02:08.480]  我想請姐妹先讀第一段
[00:02:08.480 --> 00:02:12.720]  二十節到二十三節
[00:02:12.720 --> 00:02:15.640]  弟兄讀二十四至二十六節
[00:02:15.640 --> 00:02:17.480]  姐妹先,請
[00:02:24.360 --> 00:02:26.880]  當那日你們要歡喜跳躍
[00:02:26.880 --> 00:02:29.960]  因為你們在天上的賞賜是大的
[00:02:29.960 --> 00:02:33.960]  他們的祖宗在先子也是這樣
[00:02:33.960 --> 00:02:37.080]  但你們付諸的人又禍了
[00:02:37.080 --> 00:02:38.680]  因為你們受禍
[00:02:38.680 --> 00:02:40.360]  受過了你們的安慰
[00:02:40.360 --> 00:02:41.560]  你們的飽受
[00:02:41.560 --> 00:02:42.680]  你們的苦受
[00:02:42.680 --> 00:02:45.240]  因為你們在天上的賞賜是大的
[00:02:45.240 --> 00:02:47.840]  他們的祖宗在先子也是這樣
[00:02:47.840 --> 00:02:50.080]  但你們付諸的人又禍了
[00:02:50.080 --> 00:02:51.800]  因為你們受禍
[00:02:51.800 --> 00:02:53.680]  受過了你們的安慰
[00:02:53.680 --> 00:02:55.800]  你們的飽足人也有禍了
[00:02:55.800 --> 00:02:58.080]  因為你們要將饑餓
[00:02:58.080 --> 00:03:00.520]  你們喜笑的人有禍了
[00:03:00.520 --> 00:03:02.560]  因為你們將要哀哭
[00:03:02.560 --> 00:03:03.760]  哀動哭泣
[00:03:03.760 --> 00:03:06.240]  你們都說你們好的時候
[00:03:06.240 --> 00:03:07.680]  你們就有禍了
[00:03:07.680 --> 00:03:12.440]  因為他們的祖宗在先子也是這樣
[00:03:12.440 --> 00:03:14.080]  人家說八幅
[00:03:14.080 --> 00:03:14.880]  其實不是的
[00:03:14.880 --> 00:03:17.920]  四幅四禍
[00:03:17.920 --> 00:03:20.080]  剛才我說
[00:03:20.080 --> 00:03:22.280]  盧家芳所說的群眾
[00:03:22.280 --> 00:03:25.640]  都是帶著需要來到他面前的人
[00:03:25.640 --> 00:03:28.600]  好想得著他們心目中想得著的東西
[00:03:28.600 --> 00:03:31.560]  耶穌在第二十節說
[00:03:31.560 --> 00:03:34.520]  耶穌舉目看著門徒說
[00:03:34.520 --> 00:03:37.560]  就是說他這番話主要是針對門徒
[00:03:37.560 --> 00:03:40.320]  真是認真跟隨耶穌的人
[00:03:40.320 --> 00:03:42.560]  之前剛剛說他選了十二個門徒
[00:03:42.560 --> 00:03:44.480]  其實應該還有不止的
[00:03:44.480 --> 00:03:46.680]  不過這是比較核心的團隊
[00:03:46.680 --> 00:03:53.760]  所以他向著一群很想跟隨耶穌的群眾說話
[00:03:53.760 --> 00:03:57.360]  不過他也知道在這群門徒的旁邊
[00:03:57.360 --> 00:04:00.400]  有其他人旁聽生活
[00:04:00.400 --> 00:04:02.600]  所以他在第二十七節說
[00:04:02.600 --> 00:04:04.920]  「只是我告訴你們者聽道的人」
[00:04:04.920 --> 00:04:08.600]  即是他知道他對著一群主要想聽的人說
[00:04:08.600 --> 00:04:10.040]  針對他們來說
[00:04:10.040 --> 00:04:11.880]  不過他知道旁邊有很多人聽著
[00:04:11.880 --> 00:04:14.520]  其實他在暗示他所說的話
[00:04:14.520 --> 00:04:18.240]  跟旁邊的人有不多不少的關係
[00:04:18.240 --> 00:04:20.360]  所以如果你打定心意
