
[00:00:00.000 --> 00:00:08.000]  今天我和大家繼續欣賞主耶穌是你我生命的答案。
[00:00:08.000 --> 00:00:19.000]  來到第六講,我們倒數一下,不過我今天不是去第八章,去第六章,因為第八章和第一章有關係,所以留待下次再說。
[00:00:19.000 --> 00:00:26.000]  今天我們看第六章,這個就是它使我們心靈飢餓者得到飽足。
[00:00:26.000 --> 00:00:46.000]  人生需要餵養,不只是在物質的豐富上,有很多人他們真的會發現到,我們心靈需要餵養,我們需要神的幫助才能夠達到真正的飽足。
[00:00:46.000 --> 00:01:07.000]  所以主耶穌說,祂是甚麼呢?祂是甚麼?是生命的糧,耶穌說我是生命的糧,I am the bread of life,這個名字應該很熟悉,因為是我們教會的名字,bread of life就是這樣來的。
[00:01:07.000 --> 00:01:32.000]  主耶穌的舊約,耶路華,哎呀,有和應呢!我不用說了,還不知道,他還不知道。
[00:01:32.000 --> 00:01:44.000]  因為拍機錄就想聽到,聽到就進來,我擔心。
[00:01:44.000 --> 00:02:12.000]  耶穌將舊約這位的I am that I am,第一次介紹他自己的名字,自由永遠的上帝,連起來,講明祂是在各個時空,各個人生的階段,各個人類的歷史當中,祂是我們生命的答案,祂就是那位,祂就是那位現在一直到永遠,也都掌管過去歷史的上帝。
[00:02:12.000 --> 00:02:19.000]  所以今天祂跟我們講,祂說很重要的一件事,就是祂就是我們生命的糧。
[00:02:19.000 --> 00:02:27.000]  大家有沒有吃過薯片?現在還有沒有吃?現在少吃一點吧!
[00:02:27.000 --> 00:02:34.000]  記得我們年輕的時候,不知道是花生也好,薯片也好,吃完一粒花生,然後又會怎樣?又會再吃一粒。
[00:02:34.000 --> 00:02:48.000]  那你告訴祂,我吃到十粒夠了,那吃完十粒之後又會怎樣?又繼續想吃。薯片更糟糕,吃完又一塊又一塊,結果一整包都沒了,有沒有試過這樣?
[00:02:48.000 --> 00:03:01.000]  現在要不要這樣做?還有肚子餓,哎呀,不要了!吃久一點吧!小時候一點吧!
[00:03:01.000 --> 00:03:15.000]  我們知道這些東西是會上癮的,事實上是有專門令你上癮的背後行程的,大家知不知道?
[00:03:15.000 --> 00:03:31.000]  原來很多這些垃圾食物,零食這些,是有人專門研究,用很多錢,甚至現在最大間的零食廠,即是製造廠,
[00:03:31.000 --> 00:03:47.000]  他們是專門找人怎樣吸引你,無論是廣告也好,還有他們的食物內涵裡面,怎樣放什麼進去,令你吃完之後繼續想吃,吃完之後會繼續想吃。
[00:03:47.000 --> 00:04:15.000]  所以有一間很出名的很大公司,每年用了三千萬美金,每一年專門請這些專家來找到一些方法,研製一些方法,來幫助這間公司賣出那些食品,而使人不買不得,不斷地吃,不斷地吃。
[00:04:15.000 --> 00:04:26.000]  原來有科學研究說,原來這些會影響我們的腦,它裡面的,為什麼我們會不斷地想吃呢?
[00:04:26.000 --> 00:04:53.000]  因為它是有一種物質去改變我們的腦裡面的一些化學,使我們好像跟食物上癮的東西,那個情況是一樣的,當然它就沒有那麼嚴重,而是它改變我們的腦的一些perception,就是看的東西,還有它在化學上面,在腦的一些化學成分裡面,在改變我們的。
[00:04:53.000 --> 00:05:04.000]  所以原來很多的飲食習慣其實是跟腦有關的,影響著我們對這件事,對這件事的看法,以及渴望的情況。
[00:05:04.000 --> 00:05:26.000]  但是抽出來看,你知道這些是害我們的,它叫什麼食物呢?它叫垃圾食物,不是真糧,不是真的糧食,不是真正令你有營養和得益處,不是那些真正的糧食,它不是人造的一些化學東西來的。
[00:05:26.000 --> 00:05:42.000]  而是當然它用了一些食物的製造,process做的,然後就令到我們得不到真正糧食的益處,反而是怎樣呢?反而是令到我們不吃那些真正的糧食。
[00:05:42.000 --> 00:05:57.000]  因為你越來越吃那些垃圾食物的時候,你的生命裡面的系統裡面就充滿著這些骯髒垃圾,垃圾有毒的東西,它裡面就反抗一些好的東西,所以這個更糟糕一點。
[00:05:57.000 --> 00:06:16.000]  所以我們看見,這個問題不單止在物質的食物上面,在我們靈性的裡面,一樣是有這樣的情況的。因為原來我們如果分不清楚哪些是垃圾食物,垃圾那些靈,那些所謂物質界的東西,
[00:06:16.000 --> 00:06:29.000]  我們就不能夠有空間給我們在靈裡面,或者在我們生命裡面很重要的我們的真正的我那裡,來領受真正的營養。
[00:06:29.000 --> 00:06:58.000]  很多今日的問題,在這個世界上的問題,很多人,為什麼這麼多社會問題,家庭問題,人際問題,脾氣問題,性格問題,有很多時候是可能因為其他那些東西,沖失了我們的生命,很多人他人生目標錯誤,尋求娛樂,尋求金錢,尋求發財,尋求美名等等,這些東西都不是錯的。
[00:06:58.000 --> 00:07:10.000]  不過如果你沖失著這些,以及人生追求這些東西,慢慢慢慢,它可能就是成為一種負累,成為一種佔有,你整個人生,你應該最重要的目的消失了。
[00:07:10.000 --> 00:07:27.000]  所以我們如果讓世界上這些東西,就好像其他所有這些,不是真正的真良,來沖失我們的時候,我們就會失去我們人生真正的豐盛的生命,以及我們應該有的成長。
[00:07:27.000 --> 00:07:55.000]  所以耶穌說要解決我們人生生命的答案,我們需要尋求真正的糧食,那怎樣尋求呢?你來對了這個地方,這個教會叫做什麼?叫做「凌良教會」,Blood of Life,希望你能夠在我們教會裏面,也真正的就是耶穌說的「I am」這位主耶穌身上,能夠找到答案。
[00:07:55.000 --> 00:08:14.000]  其實這個又不是很難明白的,當時的群眾是不明白的,如果你回去看《約翰福音》第六章,今天我們要看的經文,其實當時我們看這個背景很長的經文,我今天沒辦法全給大家看完。
[00:08:14.000 --> 00:08:34.000]  他發覺當時他們是,第六章開始的時候,耶穌用五個餅,多少條魚?五餅二魚,餵飽幾千人?餵飽五千的男丁,所以有可能連同婦女孩子,接近一萬人或者以上。
[00:08:34.000 --> 00:08:46.000]  就是說有一個很大的龐大的,耶穌行一個神蹟來餵飽肉身的需要,我們看見這個就是這個背景來的。
[00:08:46.000 --> 00:08:58.000]  但是後來發覺有很多人覺得「者道難明」,一會兒如果你有時間回去看前人章的時候,你會發覺他們不明白。
[00:08:58.000 --> 00:09:27.000]  其實很淺的,但是今天也有很多人是這樣,他們這麼簡單的道理,因為我們知道我們物質的生命,我們會生老病死,慢慢地過去,如果你不尋求一些永恆的,屬靈界的,那些事物的時候,你會知道我們今天所擁有的東西很快過眼雲煙就會消失,而且很多時候那些東西會令到我們人生很多的問題。
[00:09:27.000 --> 00:09:40.000]  但是今天仍然有很多人是不明白的。求主,開我們的心,讓我們都能夠明白,這個其實是一個很簡單的道理。耶穌說「我就是這個答案」。
[00:09:40.000 --> 00:09:59.000]  我們看看這些經文,我選讀一些,因為沒有辦法讀完,我特別是針對今天的題目的內容,選取下面這十字經文,大家一起朵讀好嗎?我們同聲讀出:他們說,主說:「常將這糧賜給我們。」
[00:09:59.000 --> 00:10:25.000]  耶穌說:「我就是生命的糧,到我這裡來的,必定不惡,信我的,永遠不渴。只是我對你們說過,你們已經看見我,還是不信?凡負所賜給我的人,必到我這裡來,到我這裡來的,我總不丟棄他。
[00:10:25.000 --> 00:10:44.000]  因為我從天上降下來,不是要按自己的意思行,乃是要按那差我來者的意思行。差我來者的意思就是,他所賜給我的,叫我一個也不失了。
[00:10:44.000 --> 00:10:59.000]  在末日,卻叫他復活,因為我賦的意思,是叫一切見止,而信的人得永生。並且在末日,我要叫他復活。」
[00:10:59.000 --> 00:11:28.000]  我們到第四十七節:「我實實在在地告訴你們,信的人有永生,我就是生命的糧。你們的祖宗,在曠野吃過瑪拿,還是死了?這是從天上降下來的糧,叫人吃了,就不死。我是從天上降下來生命的糧。
[00:11:28.000 --> 00:11:55.000]  人若吃這糧,就必永遠活著。我所要賜的糧,就是我的肉,為世人之生命所賜的。要人活著的乃是靈,肉體是無益的。我對你們所說的話,就是靈,就是生命。」
[00:11:55.000 --> 00:12:07.000]  這雖然是很長的經文,但主要是我們看到耶穌有兩個很重要的重點,今天我們一起重溫一下,也給錢遍例。
[00:12:07.000 --> 00:12:20.000]  我們說回,其實耶穌不是否定物質的重要,也不是不顧及人肉身的需要,我們不會這樣,否則我們會脫離現實。
[00:12:20.000 --> 00:12:33.000]  我們相信耶穌,最好馬上回到天下,不用在地上活著,又不用吃飯,又不用工作,免除很多問題,很多麻煩在這個世界上。
[00:12:33.000 --> 00:12:45.000]  不是的,因為我們在這個世界上仍然有很重要的使命,我們活著這個肉身,我們人的,雖然很短暫地上的生命,但是會有意義的,而且能夠有永恆的價值。
[00:12:45.000 --> 00:12:56.000]  所以耶穌不是不顧及人肉身的需要。為什麼呢?因為很明顯,當時祂用「五餅二魚」做什麼?為了餵飽那麼多人。
