
[00:00:00.000 --> 00:00:03.000]  今天講到的內容是驚喜
[00:00:03.000 --> 00:00:05.500]  不知道大家過去一個月
[00:00:05.500 --> 00:00:09.000]  有沒有什麼事情令你覺得驚喜?
[00:00:09.000 --> 00:00:10.000]  有沒有?
[00:00:10.000 --> 00:00:12.000]  有的揮手的,有沒有?
[00:00:12.000 --> 00:00:14.500]  也有很多,很開心
[00:00:14.500 --> 00:00:16.000]  也見到很多
[00:00:16.000 --> 00:00:18.000]  驚喜通常有一個很簡單的定義
[00:00:18.000 --> 00:00:24.000]  就是你的期望和實際發生是不同了
[00:00:24.000 --> 00:00:29.000]  如果實際發生的事情比你的期望差了
[00:00:29.000 --> 00:00:31.000]  那個就不是驚喜
[00:00:31.000 --> 00:00:34.000]  那個叫驚恐
[00:00:34.000 --> 00:00:37.000]  如果實際的事情發生比你的期望好了
[00:00:37.000 --> 00:00:39.000]  那個就叫驚喜
[00:00:39.000 --> 00:00:43.000]  當然驚喜和驚恐在同一件事上
[00:00:43.000 --> 00:00:44.000]  都有不同的看法
[00:00:44.000 --> 00:00:47.000]  不同的人可能面對也不同
[00:00:47.000 --> 00:00:49.000]  今天我會分享一件事
[00:00:49.000 --> 00:00:50.000]  從聖經看
[00:00:50.000 --> 00:00:54.000]  究竟驚喜驚恐是否劃分得這麼簡單
[00:00:54.000 --> 00:00:57.000]  驚喜驚恐會不會有相連
[00:00:57.000 --> 00:01:01.000]  當天這麼說,今天又代表什麼呢?
[00:01:01.000 --> 00:01:04.000]  所以我們先開始聆聽上帝的話語
[00:01:04.000 --> 00:01:07.000]  我們鼓勵大家再次站立
[00:01:07.000 --> 00:01:10.000]  再次用一首詩歌叫偶然遇上的驚喜
[00:01:10.000 --> 00:01:12.000]  我們敬拜我們的上帝
[00:01:12.000 --> 00:01:16.000]  再次集中我們的注意力在耶穌的身上
[00:01:16.000 --> 00:01:20.000]  沒錯,人生的確有時真的會有驚喜
[00:01:20.000 --> 00:01:22.000]  驚喜和驚恐有不同
[00:01:22.000 --> 00:01:24.000]  至少樣子也有分別
[00:01:24.000 --> 00:01:26.000]  驚恐是很害怕的
[00:01:26.000 --> 00:01:28.000]  當我們有驚喜的樣子
[00:01:28.000 --> 00:01:30.000]  可能會是這樣的
[00:01:30.000 --> 00:01:32.000]  就是有一份禮物
[00:01:32.000 --> 00:01:35.000]  你不知道它開上來是怎樣
[00:01:35.000 --> 00:01:37.000]  究竟有多好有多不好
[00:01:37.000 --> 00:01:39.000]  但如果是好的話
[00:01:39.000 --> 00:01:41.000]  會不會是這樣的樣子呢?
[00:01:41.000 --> 00:01:48.000]  我們看看旁邊的女孩有沒有這樣的樣子
[00:01:48.000 --> 00:01:52.000]  對於我兒子,在五月尾
[00:01:52.000 --> 00:01:55.000]  我記得有一次是黑色暴雨
[00:01:55.000 --> 00:01:59.000]  大家在上班前特別有黑色暴雨的感覺
[00:01:59.000 --> 00:02:02.000]  不是上班後,上班前最重要
[00:02:02.000 --> 00:02:06.000]  那天我知道凌晨四點多是黑色暴雨
[00:02:06.000 --> 00:02:09.000]  六點多,我就要和兒子說
[00:02:09.000 --> 00:02:11.000]  因為六點多起床就要進房
[00:02:11.000 --> 00:02:12.000]  我和兒子說
[00:02:12.000 --> 00:02:14.000]  兒子,今天是黑色暴雨
[00:02:14.000 --> 00:02:16.000]  那天是星期三
[00:02:16.000 --> 00:02:20.000]  我兒子當時還未很明白
[00:02:20.000 --> 00:02:22.000]  黑色暴雨代表甚麼
[00:02:22.000 --> 00:02:26.000]  黑色暴雨代表全世界的學生不用上學
[00:02:26.000 --> 00:02:28.000]  即是代表你不用上學
[00:02:28.000 --> 00:02:30.000]  他在床上很精神
[00:02:30.000 --> 00:02:31.000]  他看著我
[00:02:31.000 --> 00:02:34.000]  Daddy,thanks god
[00:02:34.000 --> 00:02:36.000]  感謝主
[00:02:36.000 --> 00:02:38.000]  他有另一個很開心的反應
[00:02:38.000 --> 00:02:41.000]  Daddy,give me five
[00:02:41.000 --> 00:02:44.000]  第三個反應就不再有反應
[00:02:44.000 --> 00:02:46.000]  因為他馬上躺下來再睡
[00:02:46.000 --> 00:02:49.000]  這對他來說是一個很大的驚喜
[00:02:49.000 --> 00:02:52.000]  其實小朋友的反應很直接
[00:02:52.000 --> 00:02:53.000]  雖然已經是中學生
[00:02:53.000 --> 00:02:55.000]  所以耶穌說得對
[00:02:55.000 --> 00:02:57.000]  我們像小朋友那麼簡單
[00:02:57.000 --> 00:02:58.000]  就很容易見到上帝
[00:02:58.000 --> 00:03:02.000]  老實說當時我的感受和他很相似
[00:03:02.000 --> 00:03:04.000]  很快我回到床上睡覺
[00:03:04.000 --> 00:03:07.000]  不過人生又不是那麼簡單
[00:03:07.000 --> 00:03:09.000]  因為當他幾天後上學
[00:03:09.000 --> 00:03:12.000]  他的老師問他們是否不用上學很開心
[00:03:12.000 --> 00:03:13.000]  他說當然
[00:03:13.000 --> 00:03:15.000]  但他的老師又說
[00:03:15.000 --> 00:03:19.000]  黑色暴雨時很多人水浸
[00:03:19.000 --> 00:03:21.000]  生命受威脅
[00:03:21.000 --> 00:03:23.000]  財產有危險
[00:03:23.000 --> 00:03:25.000]  他說完一番說話之後
[00:03:25.000 --> 00:03:27.000]  他再問同學
[00:03:27.000 --> 00:03:28.000]  如果讓你再選擇
[00:03:28.000 --> 00:03:31.000]  你想不想有黑色暴雨
[00:03:31.000 --> 00:03:34.000]  真是很難回答的問題
[00:03:34.000 --> 00:03:35.000]  接著我就問我兒子
[00:03:35.000 --> 00:03:37.000]  那你怎樣回答
[00:03:37.000 --> 00:03:39.000]  大家猜猜我兒子怎樣回答
[00:03:39.000 --> 00:03:40.000]  我兒子跟我說
[00:03:40.000 --> 00:03:43.000]  我當然不回答
[00:03:43.000 --> 00:03:48.000]  我兒子沒有老師那麼高深的智慧
[00:03:48.000 --> 00:03:50.000]  他跟楊黑色暴雨都很不開心
[00:03:50.000 --> 00:03:53.000]  原來因為那天他上學
[00:03:53.000 --> 00:03:57.000]  有派對和PE
[00:03:57.000 --> 00:04:00.000]  所以同一件事
[00:04:00.000 --> 00:04:01.000]  可能你覺得開心
[00:04:01.000 --> 00:04:02.000]  他覺得不開心
[00:04:02.000 --> 00:04:03.000]  你覺得驚恐
[00:04:03.000 --> 00:04:04.000]  他覺得驚喜
[00:04:04.000 --> 00:04:05.000]  你又覺得驚喜
[00:04:05.000 --> 00:04:06.000]  他又可能覺得驚喜
[00:04:06.000 --> 00:04:07.000]  你又覺得驚恐
[00:04:07.000 --> 00:04:08.000]  他又可能覺得驚恐
[00:04:08.000 --> 00:04:10.000]  真是看你怎樣看
[00:04:10.000 --> 00:04:13.000]  今天我一會兒會說一件事
[00:04:13.000 --> 00:04:15.000]  藉著這件事
[00:04:15.000 --> 00:04:19.000]  是真的在驚之後有喜
[00:04:19.000 --> 00:04:23.000]  而這個驚喜不是一時一刻的驚喜
[00:04:23.000 --> 00:04:26.000]  不單止是環境帶給你的驚喜
[00:04:26.000 --> 00:04:28.000]  更是有些事的發生
[00:04:28.000 --> 00:04:30.000]  這件事的背景發生在
[00:04:30.000 --> 00:04:33.000]  《使徒行傳》十六章
[00:04:33.000 --> 00:04:38.000]  當保羅聽到一個叫馬其頓的呼聲
[00:04:38.000 --> 00:04:40.000]  有沒有人聽過
[00:04:40.000 --> 00:04:42.000]  當時上帝跟他說
[00:04:42.000 --> 00:04:45.000]  進去歐洲第一站傳福音
[00:04:45.000 --> 00:04:49.000]  第一站有一個地方叫肥納比
[00:04:49.000 --> 00:04:51.000]  對初信的朋友或未信的朋友
[00:04:51.000 --> 00:04:53.000]  肥納比很難記
[00:04:53.000 --> 00:04:56.000]  你記住很肥的雞腿
[00:04:56.000 --> 00:04:57.000]  在這個地方
[00:04:57.000 --> 00:04:59.000]  在第一站短暫逗留
[00:04:59.000 --> 00:05:03.000]  發生了幾件很驚喜的事
[00:05:03.000 --> 00:05:06.000]  我將會說究竟什麼人驚喜
[00:05:06.000 --> 00:05:07.000]  為什麼驚喜
[00:05:07.000 --> 00:05:09.000]  對於二十一世紀的香港
[00:05:09.000 --> 00:05:11.000]  又代表什麼
[00:05:11.000 --> 00:05:12.000]  如果我們知道肥納比
[00:05:12.000 --> 00:05:17.000]  當時是羅馬帝國管轄的殖民地
[00:05:17.000 --> 00:05:19.000]  它屬於希臘的地方
[00:05:19.000 --> 00:05:20.000]  很複雜
[00:05:20.000 --> 00:05:22.000]  其實不是很複雜
[00:05:22.000 --> 00:05:23.000]  因為香港人很熟悉
[00:05:23.000 --> 00:05:24.000]  我們又是中國
[00:05:24.000 --> 00:05:26.000]  又當時是英國的殖民地
[00:05:26.000 --> 00:05:27.000]  我們有很多國籍的人
[00:05:27.000 --> 00:05:31.000]  印度人 歐洲人 俄羅斯人
[00:05:31.000 --> 00:05:33.000]  泰國人一齊來做生意
[00:05:33.000 --> 00:05:37.000]  當時很多人聚集在肥納比這個地方
[00:05:37.000 --> 00:05:39.000]  今日這個地方都是在希臘
[00:05:39.000 --> 00:05:40.000]  當時馬其頓裏面
