
[00:00:00.000 --> 00:00:02.000]  好 艇姊妹早安
[00:00:02.000 --> 00:00:04.840]  我們再一次低頭祈禱
[00:00:04.840 --> 00:00:06.840]  天父願祢教導我們
[00:00:06.840 --> 00:00:11.840]  當我們今天開始思想希伯來書的時候
[00:00:11.840 --> 00:00:14.340]  事實上有很多我們都承認
[00:00:14.340 --> 00:00:16.740]  好像是一個很陌生的世界
[00:00:16.740 --> 00:00:20.040]  因為希伯來書所講的當中很多的內容
[00:00:20.040 --> 00:00:21.840]  包括怎樣獻祭
[00:00:21.840 --> 00:00:23.240]  甚麼聖所
[00:00:23.240 --> 00:00:25.440]  甚麼祭司
[00:00:25.440 --> 00:00:27.740]  這些對於我們現代人來講
[00:00:27.740 --> 00:00:29.540]  我們坦白說
[00:00:29.540 --> 00:00:31.540]  我們真的一竅不通
[00:00:31.540 --> 00:00:33.840]  但是我們願祢的聖靈
[00:00:33.840 --> 00:00:36.440]  穿越我們的有限
[00:00:36.440 --> 00:00:38.840]  在我們今天的時候
[00:00:38.840 --> 00:00:40.840]  一起聆聽祢的話語的時候
[00:00:40.840 --> 00:00:42.540]  祢自己向我們講說話
[00:00:42.540 --> 00:00:44.040]  奉耶穌基督的名祈求
[00:00:44.040 --> 00:00:45.040]  阿們
[00:00:45.040 --> 00:00:50.540]  好了 接下來就會開始
[00:00:50.540 --> 00:00:53.340]  和大家來思想希伯來書
[00:00:53.340 --> 00:00:57.140]  因為我想這個希伯來書本身
[00:00:57.140 --> 00:01:00.140]  對於很多人來講
[00:01:00.140 --> 00:01:03.140]  都是一本挺特別的書
[00:01:03.140 --> 00:01:06.140]  因為當中講到很多的內容
[00:01:06.140 --> 00:01:08.140]  和舊約有關
[00:01:08.140 --> 00:01:09.640]  我相信很多艇姊妹
[00:01:09.640 --> 00:01:13.340]  其實你對舊約或多或少有些印象
[00:01:13.340 --> 00:01:17.340]  因為你一定會看過一些舊約的故事
[00:01:17.340 --> 00:01:20.340]  或者舊約一些基本的內容
[00:01:20.340 --> 00:01:23.340]  譬如憲制啊 回望啊那些
[00:01:23.340 --> 00:01:25.840]  你都應該是不會陌生的
[00:01:25.840 --> 00:01:30.340]  但是對比在希伯來書的時候
[00:01:30.340 --> 00:01:33.840]  就似乎又有一些
[00:01:33.840 --> 00:01:37.340]  似懂非懂的一種印象
[00:01:37.340 --> 00:01:40.340]  因為希伯來書本身又不單止是
[00:01:40.340 --> 00:01:43.340]  好像重新講回舊約那些東西
[00:01:43.340 --> 00:01:48.340]  它就好像再加多了一層的演繹下去
[00:01:48.340 --> 00:01:52.340]  將舊約的東西用另一個角度來演繹
[00:01:52.340 --> 00:01:57.840]  對於一些本來舊約你都不是很了解透徹的時候
[00:01:57.840 --> 00:02:00.340]  再疊多一層演繹上去
[00:02:00.340 --> 00:02:05.340]  你就會發覺有時候都好像摸不著頭腦
[00:02:05.340 --> 00:02:10.340]  所以就希望接下來講希伯來書
[00:02:10.340 --> 00:02:13.340]  事實上
[00:02:13.340 --> 00:02:15.340]  我相信很多艇姊妹
[00:02:15.340 --> 00:02:19.340]  如果你回到這裡教會一段時間
[00:02:19.340 --> 00:02:24.340]  你都必然會知道其實很多書
[00:02:24.340 --> 00:02:27.340]  我一卷一卷都講過了
[00:02:27.340 --> 00:02:31.340]  約翰福音講過兩次
[00:02:31.340 --> 00:02:33.340]  其實從頭到尾
[00:02:33.340 --> 00:02:36.340]  然後羅馬書又講過
[00:02:36.340 --> 00:02:38.340]  甚至乎啟示錄都講過
[00:02:38.340 --> 00:02:40.340]  就是以弗所啊
[00:02:40.340 --> 00:02:45.340]  菲勒比啊那些比得前書啊那些亞國書
[00:02:45.340 --> 00:02:46.340]  差不多全部很多都講過
[00:02:46.340 --> 00:02:48.340]  舊約那些都講過
[00:02:48.340 --> 00:02:53.340]  你都會問一個問題
[00:02:53.340 --> 00:02:57.340]  為什麼牧師一直都沒有講希伯來書呢
[00:02:57.340 --> 00:03:03.340]  而去到這次我去想要講希伯來書的時候
[00:03:03.340 --> 00:03:05.340]  其實我都有一些的
[00:03:05.340 --> 00:03:08.340]  又不是叫做掙扎的
[00:03:08.340 --> 00:03:12.340]  都有一些不是那麼自然的
[00:03:12.340 --> 00:03:15.340]  一想起還沒講過不如講一下
[00:03:15.340 --> 00:03:18.340]  因為我發覺希伯來書當中
[00:03:18.340 --> 00:03:21.340]  正如剛才所講
[00:03:21.340 --> 00:03:27.340]  你要某程度對於舊約有相當的了解
[00:03:27.340 --> 00:03:30.340]  因為希伯來書又不是只講舊約
[00:03:30.340 --> 00:03:31.340]  他將舊約
[00:03:31.340 --> 00:03:35.340]  如果你以前舊式的那些投影機
[00:03:35.340 --> 00:03:37.340]  或者一張張膠片
[00:03:37.340 --> 00:03:39.340]  你原本有一張東西
[00:03:39.340 --> 00:03:41.340]  然後再疊多一張上去
[00:03:41.340 --> 00:03:42.340]  再疊多一張上去
[00:03:42.340 --> 00:03:45.340]  你就發覺那些東西就開始模糊了
[00:03:45.340 --> 00:03:50.340]  有一點點是這樣的印象
[00:03:50.340 --> 00:03:51.340]  我覺得講希伯來書
[00:03:51.340 --> 00:03:55.340]  因為如果你原底舊約那些不是那麼清楚
[00:03:55.340 --> 00:03:57.340]  然後再講希伯來書
[00:03:57.340 --> 00:03:59.340]  其實他不是直接講舊約的
[00:03:59.340 --> 00:04:01.340]  他引用舊約
[00:04:01.340 --> 00:04:05.340]  但是他有他自己對舊約的一種很特別的演繹
[00:04:05.340 --> 00:04:07.340]  這樣的時候
[00:04:07.340 --> 00:04:09.340]  如果你不是很清楚原先舊約
[00:04:09.340 --> 00:04:14.340]  所以我就發覺有一定程度的困難
[00:04:14.340 --> 00:04:16.340]  所以我一直都很猶豫
[00:04:16.340 --> 00:04:17.340]  有一點點猶豫
[00:04:17.340 --> 00:04:20.340]  究竟是不是要講希伯來書呢
[00:04:20.340 --> 00:04:25.340]  但是經過討告又考慮過
[00:04:25.340 --> 00:04:27.340]  之後其實都很多都講過了
[00:04:27.340 --> 00:04:29.340]  那就試一下挑戰一下大家
[00:04:29.340 --> 00:04:31.340]  也挑戰一下自己
[00:04:31.340 --> 00:04:36.340]  因為講這些東西不只是我講完就可以了
[00:04:36.340 --> 00:04:38.340]  你們也要明白
[00:04:38.340 --> 00:04:40.340]  這個也是一個挑戰
[00:04:40.340 --> 00:04:44.340]  但是在這樣的思想過程當中
[00:04:44.340 --> 00:04:46.340]  我就發覺了一件事
[00:04:46.340 --> 00:04:55.340]  其實聖經是一個很特別或者很陌生的世界
[00:04:55.340 --> 00:05:01.340]  你對於今時今日的人來說,你會不會憲制呢
[00:05:01.340 --> 00:05:03.340]  你完全不會有想
[00:05:03.340 --> 00:05:06.340]  你直接想都不會想憲制的
[00:05:06.340 --> 00:05:08.340]  對於信仰的事情
[00:05:08.340 --> 00:05:12.340]  很多東西你都覺得是跟心靈有關的
[00:05:12.340 --> 00:05:14.340]  你怎麼會無端端
[00:05:14.340 --> 00:05:15.340]  不是無端端
[00:05:15.340 --> 00:05:17.340]  你怎麼會思想聯繫到
[00:05:17.340 --> 00:05:19.340]  拿一隻動物
[00:05:19.340 --> 00:05:21.340]  拿一隻新畜來殺了牠
[00:05:21.340 --> 00:05:24.340]  然後就會得到解放呢
[00:05:24.340 --> 00:05:26.340]  只是講憲制
[00:05:26.340 --> 00:05:29.340]  你細心來想想
[00:05:29.340 --> 00:05:32.340]  是一個很陌生的世界
[00:05:32.340 --> 00:05:35.340]  而不單只是憲制
[00:05:35.340 --> 00:05:37.340]  又有祭司
[00:05:37.340 --> 00:05:41.340]  又有回眸
[00:05:41.340 --> 00:05:48.340]  這些全部都是希伯來書的背景
[00:05:48.340 --> 00:05:51.340]  我就問一個問題
[00:05:51.340 --> 00:05:58.340]  其實是否需要這樣去講聖經呢
[00:05:58.340 --> 00:06:03.340]  當然我不是說聖經的內容不重要
[00:06:03.340 --> 00:06:05.340]  但我的意思是
[00:06:05.340 --> 00:06:10.340]  可不可以我不講那些憲制的內容
[00:06:10.340 --> 00:06:13.340]  而只是講那個精髓
[00:06:13.340 --> 00:06:15.340]  你明白我的意思嗎
[00:06:15.340 --> 00:06:18.340]  就好像收禮物
[00:06:18.340 --> 00:06:21.340]  你只是拿了盒子
[00:06:21.340 --> 00:06:25.340]  或者去超級市場見到有些人買粟米
[00:06:25.340 --> 00:06:28.340]  不停地撕
[00:06:28.340 --> 00:06:30.340]  撕掉衣服
[00:06:30.340 --> 00:06:31.340]  撕掉衣服
[00:06:31.340 --> 00:06:33.340]  只要心就行了
[00:06:33.340 --> 00:06:36.340]  可不可以這樣呢
[00:06:36.340 --> 00:06:40.340]  我自己的反省
[00:06:40.340 --> 00:06:41.340]  如果講聖經
[00:06:41.340 --> 00:06:44.340]  譬如我們有罪
[00:06:44.340 --> 00:06:45.340]  耶穌為我們贖罪
[00:06:45.340 --> 00:06:47.340]  死於十字架
[00:06:47.340 --> 00:06:50.340]  我們與神和好
[00:06:50.340 --> 00:06:54.340]  這些觀念我們完全是明白的
[00:06:54.340 --> 00:06:57.340]  我們也需要明白才能做到基督徒
[00:06:57.340 --> 00:07:01.340]  但是我可以講這些觀念
[00:07:01.340 --> 00:07:02.340]  講的很明白
[00:07:02.340 --> 00:07:04.340]  我不需要跟你講憲制
[00:07:04.340 --> 00:07:06.340]  你明白我的意思嗎
[00:07:06.340 --> 00:07:11.340]  所以我也明白為什麼有些基督徒
[00:07:11.340 --> 00:07:15.340]  他們說我信耶穌我就信了
[00:07:15.340 --> 00:07:17.340]  我看聖經看不明白
[00:07:17.340 --> 00:07:19.340]  不太有興趣看
[00:07:19.340 --> 00:07:23.340]  其實背後的心態如出一轍
[00:07:23.340 --> 00:07:26.340]  就是因為他覺得
[00:07:26.340 --> 00:07:28.340]  核心那些我明白就行了
[00:07:28.340 --> 00:07:30.340]  為什麼要看很多
[00:07:30.340 --> 00:07:32.340]  現在對於現代人來說
[00:07:32.340 --> 00:07:34.340]  這些又不是很明白
[00:07:34.340 --> 00:07:37.340]  又好像沒什麼關係的東西呢
[00:07:37.340 --> 00:07:42.340]  這個就是
[00:07:42.340 --> 00:07:44.340]  我相信對於現代的基督徒
[00:07:44.340 --> 00:07:47.340]  是一個很大的困惑
[00:07:47.340 --> 00:07:50.340]  你未必會問這個問題
[00:07:50.340 --> 00:07:52.340]  但是在實踐上
[00:07:52.340 --> 00:07:55.340]  其實你是正在遇到這個問題
[00:07:55.340 --> 00:08:01.340]  我究竟需不需要再用這些
[00:08:01.340 --> 00:08:04.340]  希伯來書自己也說
[00:08:04.340 --> 00:08:08.340]  舊約的原事後事得映而形體卻是基督
[00:08:08.340 --> 00:08:11.340]  這個時候
[00:08:11.340 --> 00:08:13.340]  形體已經是基督
[00:08:13.340 --> 00:08:14.340]  就行了
[00:08:14.340 --> 00:08:17.340]  為什麼要去看
[00:08:17.340 --> 00:08:22.340]  那些憲制舊約那些東西呢
[00:08:22.340 --> 00:08:25.340]  事實上在教會歷史當中
[00:08:25.340 --> 00:08:30.340]  其實這個也是經過一個很激烈的討論
[00:08:30.340 --> 00:08:33.340]  在早期的教會歷史的時候
[00:08:33.340 --> 00:08:37.340]  那時候甚至在馬吉安主義興起
[00:08:37.340 --> 00:08:40.340]  這些細節我不說了
[00:08:40.340 --> 00:08:46.340]  但是那時候聖經新約和舊約的正典還沒確立
[00:08:46.340 --> 00:08:49.340]  那時候已經有一些基督徒
[00:08:49.340 --> 00:08:50.340]  就發覺
[00:08:50.340 --> 00:08:51.340]  我現在相信耶穌
[00:08:51.340 --> 00:08:53.340]  我覺得耶穌是絕對超越的
[00:08:53.340 --> 00:08:57.340]  那還需要看舊約聖經嗎
[00:08:57.340 --> 00:08:59.340]  其實有些基督徒也是這樣問
[00:08:59.340 --> 00:09:02.340]  那時候在早期教會歷史的時候
[00:09:02.340 --> 00:09:07.340]  當然經過了很激烈的討論的時候
[00:09:07.340 --> 00:09:14.340]  正統的教會其實已經有一個共識
[00:09:14.340 --> 00:09:17.340]  就是我們是需要
[00:09:17.340 --> 00:09:23.340]  我們是需要進入去聖經的一個奇異的世界
[00:09:23.340 --> 00:09:26.340]  我所說的奇異的世界當然就是舊約那些
[00:09:26.340 --> 00:09:29.340]  但是其實某個程度對於我們今天來說
[00:09:29.340 --> 00:09:30.340]  不單是舊約
[00:09:30.340 --> 00:09:32.340]  新約有些東西我們都覺得很奇異
[00:09:32.340 --> 00:09:38.340]  那時候去理解信仰
[00:09:38.340 --> 00:09:41.340]  事實上我們就是需要這樣
[00:09:41.340 --> 00:09:45.340]  去進入聖經一個奇異的世界去理解信仰
[00:09:45.340 --> 00:09:47.340]  為什麼呢
[00:09:47.340 --> 00:09:50.340]  其中有一個很重要的問題
[00:09:50.340 --> 00:09:52.340]  就是有些東西
[00:09:52.340 --> 00:09:59.340]  如果你要明白它真實所要表達的意義的時候
[00:09:59.340 --> 00:10:03.340]  你說我好像撕粟米一樣
[00:10:03.340 --> 00:10:06.340]  撕掉表面的衣服
[00:10:06.340 --> 00:10:08.340]  竟然也可以吃粟米
[00:10:08.340 --> 00:10:10.340]  沒有分別的
[00:10:10.340 --> 00:10:13.340]  但是如果不是粟米呢
[00:10:13.340 --> 00:10:14.340]  是不是啊
[00:10:14.340 --> 00:10:16.340]  另外一個例子你可以想到
[00:10:16.340 --> 00:10:17.340]  洋蔥呢
[00:10:17.340 --> 00:10:19.340]  你撕掉多少層衣服
[00:10:19.340 --> 00:10:23.340]  可以吃到洋蔥的核心啊
[00:10:23.340 --> 00:10:25.340]  是沒有的
[00:10:25.340 --> 00:10:28.340]  如果你真的以為洋蔥有個核心
[00:10:28.340 --> 00:10:31.340]  撕完衣服就可以了
[00:10:31.340 --> 00:10:33.340]  撕著撕著撕到沒有了
[00:10:33.340 --> 00:10:35.340]  原來是沒有的
[00:10:35.340 --> 00:10:38.340]  事實上有時候
[00:10:38.340 --> 00:10:43.340]  可能是介乎兩者中間
[00:10:43.340 --> 00:10:47.340]  聖經是粟米還是洋蔥呢
[00:10:47.340 --> 00:10:51.340]  我不能夠很講實地告訴你
[00:10:51.340 --> 00:10:53.340]  一定是洋蔥
[00:10:53.340 --> 00:10:55.340]  撕掉一層層之後沒有東西
[00:10:55.340 --> 00:10:57.340]  我不能夠講實地告訴你
[00:10:57.340 --> 00:10:59.340]  一定不是粟米
[00:10:59.340 --> 00:11:01.340]  因為如果你撕掉衣服之後
[00:11:01.340 --> 00:11:04.340]  我也不知道你撕剩下的是什麼
[00:11:04.340 --> 00:11:06.340]  而事實上
[00:11:06.340 --> 00:11:09.340]  所以在早期的教父
[00:11:09.340 --> 00:11:11.340]  他們去讀聖經的時候
[00:11:11.340 --> 00:11:14.340]  他們已經體會到一件事
[00:11:14.340 --> 00:11:17.340]  如果你不高呼不明白舊約的時候
[00:11:17.340 --> 00:11:20.340]  你不能夠明白新約
[00:11:20.340 --> 00:11:23.340]  而希伯來書的作者
[00:11:23.340 --> 00:11:27.340]  當然他寫作的時候有他的背景
[00:11:27.340 --> 00:11:29.340]  當時的信徒
[00:11:29.340 --> 00:11:31.340]  他們是一些猶太的基督徒
[00:11:31.340 --> 00:11:32.340]  我相信是
[00:11:32.340 --> 00:11:34.340]  所以他們是非常明白舊約
[00:11:34.340 --> 00:11:35.340]  希伯來書的作者
[00:11:35.340 --> 00:11:38.340]  用舊約那些當然是魚得水的
[00:11:38.340 --> 00:11:39.340]  跟我們解釋
[00:11:39.340 --> 00:11:40.340]  但問題是
[00:11:40.340 --> 00:11:43.340]  希伯來書留在聖經的時候
[00:11:43.340 --> 00:11:45.340]  他也不只是給那些猶太基督徒
[00:11:45.340 --> 00:11:47.340]  你要明白
[00:11:47.340 --> 00:11:51.340]  他也是給你和我
[00:11:51.340 --> 00:11:53.340]  因為他留在聖經那裡
[00:11:53.340 --> 00:11:56.340]  聖經「都是神所物是的」
[00:11:56.340 --> 00:11:59.340]  「都是」這個字可以翻譯成
[00:11:59.340 --> 00:12:05.340]  聖經所有都是神的話語
[00:12:05.340 --> 00:12:10.340]  所以要高呼進入聖經的奇異世界
[00:12:10.340 --> 00:12:13.340]  是必不或缺的
[00:12:13.340 --> 00:12:15.340]  很多時候有時候
[00:12:15.340 --> 00:12:16.340]  我也明白
[00:12:16.340 --> 00:12:18.340]  有時候看聖經
[00:12:18.340 --> 00:12:20.340]  你似懂非懂的時候
[00:12:20.340 --> 00:12:23.340]  你會覺得
[00:12:23.340 --> 00:12:26.340]  是不是有這樣的必要呢
[00:12:26.340 --> 00:12:28.340]  有時候不如聽一下
[00:12:28.340 --> 00:12:31.340]  一些人解釋聖經就好過
[00:12:31.340 --> 00:12:33.340]  自己看聖經
[00:12:33.340 --> 00:12:34.340]  因為聽人解釋的時候
[00:12:34.340 --> 00:12:37.340]  人家都把衣服脫光了
[00:12:37.340 --> 00:12:40.340]  你只是吃個粟米
[00:12:40.340 --> 00:12:43.340]  或者你看看書就行了
[00:12:43.340 --> 00:12:46.340]  但是重點還是一樣
[00:12:46.340 --> 00:12:49.340]  我們每個人都需要
[00:12:49.340 --> 00:12:52.340]  好像自己進入聖經的世界
[00:12:52.340 --> 00:12:55.340]  去經歷聖經的世界
[00:12:55.340 --> 00:13:00.340]  所帶給我們的那種體會
[00:13:00.340 --> 00:13:06.340]  你才能夠明白那種衝擊力
[00:13:06.340 --> 00:13:08.340]  簡單來說
[00:13:08.340 --> 00:13:10.340]  我舉個例子來說
[00:13:10.340 --> 00:13:12.340]  對於今天的人
[00:13:12.340 --> 00:13:14.340]  犯罪
[00:13:14.340 --> 00:13:17.340]  求神饒恕
[00:13:17.340 --> 00:13:19.340]  這個經歷本身
[00:13:19.340 --> 00:13:21.340]  我相信每個基督徒都有
