
[00:00:00.000 --> 00:00:04.640]  好 今日就同大家一齊嚟到繼續睇馬可福音嘅訊息
[00:00:04.640 --> 00:00:06.840]  我想同大家嚟到睇一段嘅經文
[00:00:06.840 --> 00:00:13.080]  上次我哋去到馬可福音嘅第二第三章講到安息日
[00:00:13.080 --> 00:00:17.800]  我哋今日會睇呢個耶穌點樣嚟到去揀選設立咗
[00:00:17.800 --> 00:00:21.880]  佢自己一個好親密嘅對公十二位嘅門徒
[00:00:21.880 --> 00:00:25.840]  喺第三章嘅十三節
[00:00:25.840 --> 00:00:29.840]  同埋六章嘅一段經文
[00:00:30.000 --> 00:00:33.960]  呢個特別係讓我哋見到耶穌點樣嚟到去揀選擇之後
[00:00:33.960 --> 00:00:36.800]  差遣呢一班門徒出去
[00:00:36.800 --> 00:00:42.520]  然後呢佢哋點樣嚟到去為神嚟到工作
[00:00:42.520 --> 00:00:46.760]  十二個門徒可能我哋有時都曾經試過背過
[00:00:46.760 --> 00:00:50.600]  但我相信你就算唔係好記得佢哋嘅名都唔緊要
[00:00:50.600 --> 00:00:55.920]  最重要反而係記得神畀佢哋呢個差遣嘅內容係啲乜嘢
[00:00:55.920 --> 00:01:02.360]  我想同大家嚟到喺當中睇就係當佢哋領受從耶穌而嚟呢個差遣
[00:01:02.360 --> 00:01:04.400]  去嘅權柄之後
[00:01:04.400 --> 00:01:08.520]  其實喺我哋實際要為主嚟到工作
[00:01:08.520 --> 00:01:12.280]  或者你過佢哋嘅生活嘅時候呢佢哋所面對一個
[00:01:12.280 --> 00:01:15.600]  成為主嘅門徒嘅張力係點
[00:01:15.600 --> 00:01:21.080]  同樣呢個可能係喺我哋今日作為基督徒喺呢個嘅世代嘅時候
[00:01:21.080 --> 00:01:24.600]  我哋都有可能有機會嚟到去遇上
[00:01:24.600 --> 00:01:27.320]  所以我先同大家嚟到一齊讀兩段嘅經文
[00:01:27.320 --> 00:01:30.360]  第一段喺第三章第二段呢就會喺第六章
[00:01:30.360 --> 00:01:33.680]  耶穌再一次呢嚟到去召集呢一班門徒
[00:01:33.680 --> 00:01:35.680]  吩咐佢哋一啲嘅說話
[00:01:35.680 --> 00:01:38.000]  然後差遣佢哋出去
[00:01:38.000 --> 00:01:39.520]  你可以睇你手上嘅聖經
[00:01:39.520 --> 00:01:40.720]  又可以睇螢光幕
[00:01:40.720 --> 00:01:44.960]  我哋一齊嚟到讀完呢兩段嘅經文
[00:01:44.960 --> 00:01:46.160]  有睇到嘅我哋一齊嚟讀
[00:01:46.160 --> 00:01:47.520]  預備起
[00:01:47.520 --> 00:01:56.120]  耶穌上了山 隨自己的意思叫人來 他們便來到他那裡
[00:01:56.120 --> 00:02:02.320]  他就設立十二個人 要他們嘗和自己同在
[00:02:02.320 --> 00:02:09.520]  也要差他們去傳道 並給他們權柄趕鬼
[00:02:09.520 --> 00:02:13.040]  耶穌叫了十二個門徒來
[00:02:13.040 --> 00:02:16.960]  差遣他們兩個兩個地出去
[00:02:16.960 --> 00:02:21.600]  也賜給他們權柄制服污鬼
[00:02:21.600 --> 00:02:23.920]  並且祝福他們
[00:02:23.920 --> 00:02:28.360]  行路的時候不要帶食物和口袋
[00:02:28.360 --> 00:02:31.480]  腰袋裡也不要帶錢
[00:02:31.480 --> 00:02:33.960]  除了拐杖以外
[00:02:33.960 --> 00:02:36.440]  什麼都不要帶
[00:02:36.440 --> 00:02:41.360]  只要穿鞋也不要穿兩件褂子
[00:02:41.360 --> 00:02:43.240]  又對他們說
[00:02:43.240 --> 00:02:47.480]  你們無論到何處 盡了人的家
[00:02:47.480 --> 00:02:52.320]  就住在那裡 直到離開那地方
[00:02:52.320 --> 00:02:56.680]  何處的人不接待你們 不聽你們
[00:02:56.680 --> 00:02:59.680]  你們離開那裡的時候
[00:02:59.680 --> 00:03:03.400]  就把腳上的塵土堵下去
[00:03:03.400 --> 00:03:06.040]  對他們作見證
[00:03:06.040 --> 00:03:10.800]  門徒就出去傳道 叫人悔改
[00:03:10.800 --> 00:03:13.440]  又趕出許多的鬼
[00:03:13.440 --> 00:03:20.400]  用尤沒了許多病人 自好他們
[00:03:20.400 --> 00:03:25.480]  在這裡他們的張力有哪方面呢
[00:03:25.480 --> 00:03:27.600]  第一個其實很簡單
[00:03:27.600 --> 00:03:32.080]  就是他們雙重身份的張力
[00:03:32.080 --> 00:03:33.840]  這個雙重身份其實有少少像
[00:03:33.840 --> 00:03:36.960]  我們今天每一個基督徒
[00:03:36.960 --> 00:03:39.600]  我有時用一個比喻或一個例子是什麼呢
[00:03:39.600 --> 00:03:40.960]  我們作為基督徒
[00:03:40.960 --> 00:03:44.960]  我們有兩個國籍
[00:03:44.960 --> 00:03:47.280]  至少 可能你不止
[00:03:47.280 --> 00:03:49.360]  第一個國籍
[00:03:49.360 --> 00:03:51.800]  我們都當特區護照
[00:03:51.800 --> 00:03:54.240]  都是一個國籍身份的證明
[00:03:54.240 --> 00:03:55.840]  都用這個
[00:03:55.840 --> 00:04:02.160]  我們至少是香港特區公民的國籍
[00:04:02.160 --> 00:04:03.560]  當然這個大家要小心聽
[00:04:03.560 --> 00:04:06.200]  不要亂說
[00:04:06.200 --> 00:04:09.840]  你當一個國籍 或者當中國國民
[00:04:09.840 --> 00:04:12.920]  第二個國籍是什麼
[00:04:12.920 --> 00:04:15.560]  我們就是天國的子民
[00:04:15.560 --> 00:04:18.320]  這個就是我們有雙重國籍
[00:04:18.320 --> 00:04:22.560]  所以同樣雙重身份的張力就是這樣
[00:04:22.560 --> 00:04:24.120]  我們在地上的時候
[00:04:24.120 --> 00:04:27.560]  我們是有基督徒 有天國子民的身份
[00:04:27.560 --> 00:04:31.680]  我們是一個國家的國民
[00:04:31.680 --> 00:04:33.760]  這兩個身份就成為
[00:04:33.760 --> 00:04:37.000]  我們可能有時要面對的張力
[00:04:37.000 --> 00:04:40.160]  當然 應用上這個可以更深入
[00:04:40.160 --> 00:04:42.400]  可以發揮得多很多
[00:04:42.400 --> 00:04:43.840]  但這個最重要其實就是
[00:04:43.840 --> 00:04:46.680]  當我們成為主的門徒的時候
[00:04:46.680 --> 00:04:48.640]  我們的身份是不同了
[00:04:48.640 --> 00:04:52.880]  所以我們可能就會帶來一些張力的存在
[00:04:52.880 --> 00:04:55.000]  在剛才我們所讀的經文告訴我們
[00:04:55.000 --> 00:04:59.200]  我們是一個領受從主而來的權兵
[00:04:59.200 --> 00:05:00.480]  當然去講到權兵
[00:05:00.480 --> 00:05:01.400]  剛才提到的經文
[00:05:01.400 --> 00:05:04.560]  主要可能是講到他們要趕鬼
[00:05:04.560 --> 00:05:07.160]  他們面對一個需要
[00:05:07.160 --> 00:05:09.880]  耶穌就給了這個權兵去
[00:05:09.880 --> 00:05:13.760]  但我相信在權兵裡面不單單是趕鬼
[00:05:13.760 --> 00:05:15.760]  其他權兵我想從
[00:05:15.760 --> 00:05:19.840]  耶穌給他們一個更深入的吩咐是什麼呢
[00:05:19.840 --> 00:05:23.200]  在我們讀第六章的時候
[00:05:23.200 --> 00:05:25.520]  耶穌給他們的吩咐其實是什麼事件呢
[00:05:25.520 --> 00:05:29.600]  是一個出埃及的事件的重演
[00:05:29.600 --> 00:05:33.000]  如果你還記得耶穌叫他們什麼都不需要帶
[00:05:33.000 --> 00:05:34.800]  簡單來說就是什麼都不用帶
[00:05:34.800 --> 00:05:39.560]  你們就是簡單的行裝就可以出去了
