
[00:00:00.000 --> 00:00:06.160]  今早我選擇了C篇17篇跟大家分享
[00:00:06.160 --> 00:00:11.520]  我的題目是「兩種失滿而足」
[00:00:11.520 --> 00:00:14.240]  這幅圖畫在哪裏?
[00:00:14.240 --> 00:00:15.240]  香港
[00:00:15.240 --> 00:00:18.800]  我相信近幾個星期或一個月
[00:00:18.800 --> 00:00:21.040]  我們的心都是在香港
[00:00:21.040 --> 00:00:23.040]  特別是很多香港來的人
[00:00:23.040 --> 00:00:26.800]  可能會因為這個地方帶給我們很多思想
[00:00:26.800 --> 00:00:29.320]  或情緒上的起伏
[00:00:29.320 --> 00:00:32.760]  今早我也嘗試從C篇17篇裏面
[00:00:32.760 --> 00:00:34.760]  為我們自己人生
[00:00:34.760 --> 00:00:39.720]  看看可不可以帶來反省和安慰
[00:00:39.720 --> 00:00:43.240]  說到「失滿而足」
[00:00:43.240 --> 00:00:46.600]  我不知道你用甚麼方法來衡量
[00:00:46.600 --> 00:00:51.240]  你目前是否處於一個「失滿而足」的狀態裏面
[00:00:51.240 --> 00:00:53.240]  是嗎?
[00:00:53.240 --> 00:00:56.200]  如果我用「失滿而足」這個字
[00:00:56.200 --> 00:01:00.280]  在Google搜尋一下有幾個很特別的例子
[00:01:00.280 --> 00:01:01.920]  就在這裏
[00:01:01.920 --> 00:01:03.320]  究竟說了甚麼呢?
[00:01:03.320 --> 00:01:04.920]  譬如一個小朋友
[00:01:04.920 --> 00:01:07.120]  他很想得到一個玩具
[00:01:07.120 --> 00:01:08.640]  搶到手後
[00:01:08.640 --> 00:01:10.280]  「心滿意足」
[00:01:10.280 --> 00:01:13.040]  但下一分鐘見到別人有一個更好的
[00:01:13.040 --> 00:01:16.560]  馬上就不開心了
[00:01:16.560 --> 00:01:19.480]  或者在婚禮上
[00:01:19.480 --> 00:01:21.360]  你見到一個人含著嘴笑
[00:01:21.360 --> 00:01:22.880]  因為娶了一個很漂亮的老婆
[00:01:22.880 --> 00:01:24.000]  又很聰明
[00:01:24.000 --> 00:01:26.160]  覺得很「分滿意足」
[00:01:26.160 --> 00:01:28.320]  但沒多久老婆罵他的時候
[00:01:28.320 --> 00:01:31.120]  就覺得隔壁那個人更好
[00:01:31.120 --> 00:01:33.680]  或者你見到一間屋
[00:01:33.680 --> 00:01:35.280]  那間屋又大又漂亮
[00:01:35.280 --> 00:01:36.320]  如果我入住在這裏
[00:01:36.320 --> 00:01:39.160]  一輩子都死不瞑目
[00:01:39.160 --> 00:01:40.320]  我不知道有多少人
[00:01:40.320 --> 00:01:41.760]  在你入住自己的屋之前
[00:01:41.760 --> 00:01:44.560]  說過這些說話
[00:01:44.560 --> 00:01:45.080]  是嗎?
[00:01:45.080 --> 00:01:46.000]  現在你說
[00:01:46.000 --> 00:01:48.640]  「喂 好像隔壁那間更大」
[00:01:48.640 --> 00:01:52.880]  「我們搬到隔壁那區好像更好」
[00:01:52.880 --> 00:01:55.960]  或者簡單來說
[00:01:55.960 --> 00:01:57.800]  我不花費很多時間在這裏
[00:01:57.800 --> 00:01:59.960]  我的意思是
[00:01:59.960 --> 00:02:02.680]  很多時候你得不到的東西
[00:02:02.680 --> 00:02:05.240]  你覺得得到之後你會怎樣?
[00:02:05.240 --> 00:02:06.840]  「心滿意足」
[00:02:06.840 --> 00:02:09.200]  特別是那些越難想得到的東西
[00:02:09.200 --> 00:02:10.920]  你就越覺得
[00:02:10.920 --> 00:02:12.280]  你得到之後
[00:02:12.280 --> 00:02:14.760]  就是對你更有價值的
[00:02:14.760 --> 00:02:16.160]  是嗎?
[00:02:16.160 --> 00:02:19.440]  那這裏在做什麼?
[00:02:19.440 --> 00:02:21.760]  看房子活動
[00:02:21.760 --> 00:02:22.720]  我不知道你們有空
[00:02:22.720 --> 00:02:24.560]  會不會去隔壁看房子
[00:02:24.560 --> 00:02:26.800]  誰掛牌子出來說銷售
[00:02:26.800 --> 00:02:27.560]  明明你買了
[00:02:27.560 --> 00:02:29.480]  你也去隔壁看看
[00:02:29.480 --> 00:02:30.200]  隔壁回來
[00:02:30.200 --> 00:02:32.840]  「啊 那裏沒有我那麼漂亮」
[00:02:32.840 --> 00:02:35.440]  見到別人沒有自己那麼漂亮
[00:02:35.440 --> 00:02:36.360]  自己賺了錢
[00:02:36.360 --> 00:02:39.720]  突然間多了一份「心滿意足」
[00:02:39.720 --> 00:02:42.040]  但如果隔壁那個又便宜又划算
[00:02:42.040 --> 00:02:43.240]  最壞就是你
[00:02:43.240 --> 00:02:44.440]  叫我這麼快買
[00:02:44.440 --> 00:02:45.200]  等一下就好了
[00:02:45.200 --> 00:02:47.560]  隔壁那間更好
[00:02:47.560 --> 00:02:49.840]  我剛才說的是一種什麼心態
[00:02:49.840 --> 00:02:52.600]  其實很多時候我們的「心滿意足」
[00:02:52.600 --> 00:02:56.560]  都是一種比較易來的「心滿意足」
[00:02:56.560 --> 00:02:59.440]  所以這些「心滿意足」來得很短
[00:02:59.440 --> 00:03:04.000]  而且很快又會改變
[00:03:04.000 --> 00:03:06.280]  這個男孩
[00:03:06.280 --> 00:03:07.880]  那麼
[00:03:07.880 --> 00:03:10.800]  年輕人我們覺得找一份工作
[00:03:10.800 --> 00:03:12.360]  其實都很難
[00:03:12.360 --> 00:03:14.080]  就算你名牌大學出來
[00:03:14.080 --> 00:03:16.000]  如果你見工的時候
[00:03:16.000 --> 00:03:17.320]  說不到兩句話
[00:03:17.320 --> 00:03:19.640]  分分鐘都搶不到一份工作
[00:03:19.640 --> 00:03:23.440]  所以其實在我們去
[00:03:23.440 --> 00:03:26.200]  踏出社會的情況下
[00:03:26.200 --> 00:03:29.160]  你怎樣能夠創造你的未來
[00:03:29.160 --> 00:03:32.160]  掌控到你前面的日子
[00:03:32.160 --> 00:03:34.760]  其實都是花盡心思的
[00:03:34.760 --> 00:03:36.280]  我不知道有多少家長
[00:03:36.280 --> 00:03:38.040]  其實你現在是在佈局這件事
[00:03:38.040 --> 00:03:40.040]  就是在佈局你的小朋友讀名校
[00:03:40.040 --> 00:03:41.320]  或者是那個校區
[00:03:41.320 --> 00:03:42.960]  你是因為校區才住在你那裏
[00:03:42.960 --> 00:03:44.040]  麻煩你舉手
[00:03:44.040 --> 00:03:45.680]  坦白一點行不行
[00:03:45.680 --> 00:03:47.640]  有呀有呀手這樣
[00:03:47.640 --> 00:03:49.120]  舉高一點
[00:03:49.120 --> 00:03:50.760]  其實我們很多人
[00:03:50.760 --> 00:03:53.920]  萬無三千都是為了名校
[00:03:53.920 --> 00:03:55.440]  或者不是為了名校
[00:03:55.440 --> 00:03:56.640]  為了比較
[00:03:56.640 --> 00:03:59.320]  對你的小朋友有前途的學校
[00:03:59.320 --> 00:04:01.240]  近期我都發覺有些家長
[00:04:01.240 --> 00:04:03.320]  是找一些校區沒有那麼出名的
[00:04:03.320 --> 00:04:05.160]  因為小朋友不用那麼多壓力
[00:04:05.160 --> 00:04:06.640]  不會那麼容易死
[00:04:06.640 --> 00:04:09.840]  所以他們打算計算
[00:04:09.840 --> 00:04:12.480]  這樣的投資是更加長久
[00:04:12.480 --> 00:04:14.120]  所以換句話來說
[00:04:14.120 --> 00:04:16.600]  其實我們很多的籌算
[00:04:16.600 --> 00:04:18.240]  都是為了我們的小朋友
[00:04:18.240 --> 00:04:24.080]  其實有一個更好的將來
[00:04:24.080 --> 00:04:26.040]  很多時候我們的心滿意足
[00:04:26.040 --> 00:04:28.200]  是來自我們的家人
[00:04:28.200 --> 00:04:29.560]  或者我們自己
[00:04:29.560 --> 00:04:33.480]  擁有世人覺得有的福氣
[00:04:33.480 --> 00:04:35.040]  想請問你
[00:04:35.040 --> 00:04:37.640]  什麼叫做一般人覺得擁有福氣
[00:04:37.640 --> 00:04:38.680]  你可不可以和旁邊的人說一下
[00:04:38.680 --> 00:04:41.840]  什麼叫福氣
[00:04:41.840 --> 00:04:43.360]  健康
[00:04:43.360 --> 00:04:44.280]  快樂
[00:04:44.280 --> 00:04:47.160]  還有什麼
[00:04:47.160 --> 00:04:49.400]  就是心想事成
[00:04:49.400 --> 00:04:51.560]  我們說的都是這些
[00:04:51.560 --> 00:04:54.000]  這些素質的東西
[00:04:54.000 --> 00:04:56.240]  我就想和你看看詩篇
[00:04:56.240 --> 00:05:00.120]  都說到一個世人的福氣
[00:05:00.120 --> 00:05:03.480]  看詩篇這裡怎麼定義
[00:05:03.480 --> 00:05:05.400]  詩篇十七章的最後
[00:05:05.400 --> 00:05:07.280]  我們讀這篇《聖經》
[00:05:07.280 --> 00:05:08.800]  這篇詩篇的十七章
[00:05:08.800 --> 00:05:11.840]  十四節的上下半節
[00:05:11.840 --> 00:05:12.960]  我們一起讀
[00:05:12.960 --> 00:05:15.560]  在今生有福分的世人
[00:05:15.560 --> 00:05:19.400]  你把你的財寶充滿貪玩的圖福
[00:05:19.400 --> 00:05:22.160]  貪玩因有而累就心滿意足
[00:05:22.160 --> 00:05:26.360]  將其餘的財物留給貪玩的嬰孩
[00:05:26.360 --> 00:05:27.720]  這裡說的是
[00:05:27.720 --> 00:05:30.320]  其實世人都有一種願景
[00:05:30.320 --> 00:05:34.720]  這個願景就是有錢和有兒子
[00:05:34.720 --> 00:05:38.320]  你覺得這件事在這個社會還可行嗎
[00:05:38.320 --> 00:05:42.040]  有很多人以為很多人都不生
[00:05:42.040 --> 00:05:45.880]  但是近幾年英國做了一個研究
[00:05:45.880 --> 00:05:49.520]  發現原來大部分人仍然覺得有錢
[00:05:49.520 --> 00:05:52.160]  和有兒子生是更有福氣的
[00:05:52.160 --> 00:05:55.760]  就算到了今時今日這個現代的社會
[00:05:55.760 --> 00:05:57.800]  我們仍然有這種想法
[00:05:57.800 --> 00:05:59.800]  因為你賺了這麼多錢之後
[00:05:59.800 --> 00:06:01.960]  你死了之後你給誰呢
[00:06:01.960 --> 00:06:04.760]  有多少人會將所有的錢捐給慈善機構呢
[00:06:04.760 --> 00:06:06.600]  現在開始有人這樣做
[00:06:06.600 --> 00:06:08.280]  但是大部分的人
[00:06:08.280 --> 00:06:14.160]  仍然希望有子孫可以繼續保留他的遺產
[00:06:14.160 --> 00:06:15.920]  建立他的家族
[00:06:15.920 --> 00:06:20.560]  所以這種有錢和有兒子生的概念
