
[00:00:00.000 --> 00:00:03.000]  頂姐妹聖誕節蒙福快樂
[00:00:03.000 --> 00:00:08.000]  沒什麼反應
[00:00:08.000 --> 00:00:10.000]  是不是很猶豫呢
[00:00:10.000 --> 00:00:12.000]  不是過了聖誕節嗎
[00:00:12.000 --> 00:00:14.000]  頂姐妹如果聖誕節
[00:00:14.000 --> 00:00:16.000]  只不過是剛剛過的禮拜三
[00:00:16.000 --> 00:00:20.000]  那我們嬌徒的人生
[00:00:20.000 --> 00:00:23.000]  真的有很多的不足
[00:00:23.000 --> 00:00:25.000]  有很多的遺憾
[00:00:25.000 --> 00:00:28.000]  頂姐妹但願我們的聖誕節
[00:00:28.000 --> 00:00:33.000]  是每一天都是聖誕節
[00:00:33.000 --> 00:00:35.000]  因為我們一生
[00:00:35.000 --> 00:00:38.000]  都因為這位聖子的降生
[00:00:38.000 --> 00:00:43.000]  而能夠人生不再一樣
[00:00:43.000 --> 00:00:46.000]  所以頂姐妹聖誕節還沒過去
[00:00:46.000 --> 00:00:48.000]  不是因為教會節期
[00:00:48.000 --> 00:00:49.000]  現在仍然是聖誕期
[00:00:49.000 --> 00:00:51.000]  我想不在乎這些東西
[00:00:51.000 --> 00:00:53.000]  而是我覺得
[00:00:53.000 --> 00:00:55.000]  聖誕節應該是我們每時每刻
[00:00:55.000 --> 00:01:00.000]  提醒我們人生一個很大的提醒
[00:01:00.000 --> 00:01:02.000]  過去周三的聖誕崇拜
[00:01:02.000 --> 00:01:04.000]  我和大家一起思想過
[00:01:04.000 --> 00:01:06.000]  聖誕節的主角耶穌
[00:01:06.000 --> 00:01:08.000]  祂是誰呢
[00:01:08.000 --> 00:01:10.000]  有來聖誕崇拜的
[00:01:10.000 --> 00:01:12.000]  可不可以告訴我們
[00:01:12.000 --> 00:01:16.000]  祂是基督嗎
[00:01:16.000 --> 00:01:18.000]  祂是我們人類的彌賽亞
[00:01:18.000 --> 00:01:20.000]  祂是我們的真神
[00:01:20.000 --> 00:01:22.000]  祂不單是真神
[00:01:22.000 --> 00:01:24.000]  祂也賜給我們不同的生命
[00:01:25.000 --> 00:01:27.000]  有很尊貴的生命
[00:01:27.000 --> 00:01:29.000]  很聖潔的生命
[00:01:29.000 --> 00:01:32.000]  今天在這個主日裡面
[00:01:32.000 --> 00:01:35.000]  讓我們這群已經信耶穌的頂姐妹
[00:01:35.000 --> 00:01:37.000]  我們看看約翰
[00:01:37.000 --> 00:01:40.000]  向我們每一個人去宣告一個
[00:01:40.000 --> 00:01:44.000]  關乎基督徒應該有的重要的信念
[00:01:44.000 --> 00:01:46.000]  什麼信念呢
[00:01:46.000 --> 00:01:48.000]  就是我們在基督裡面
[00:01:48.000 --> 00:01:50.000]  是有永生的
[00:01:50.000 --> 00:01:54.000]  我們既然信了主
[00:01:54.000 --> 00:01:56.000]  我們就有永生
[00:01:56.000 --> 00:01:59.000]  那我們的生活應該怎樣呢
[00:01:59.000 --> 00:02:03.000]  信仰對於我們有什麼意義呢
[00:02:03.000 --> 00:02:07.000]  是不是只不過是一種精神寄託
[00:02:07.000 --> 00:02:09.000]  哎呀 剛失戀
[00:02:09.000 --> 00:02:11.000]  於是信耶穌很好
[00:02:11.000 --> 00:02:13.000]  給我一些寄託
[00:02:13.000 --> 00:02:16.000]  生意失敗 破產
[00:02:16.000 --> 00:02:18.000]  所以有些精神的寄託
[00:02:18.000 --> 00:02:23.000]  還是說信仰只不過是我們利益所在
[00:02:25.000 --> 00:02:28.000]  我們是不是真的知道自己所信
[00:02:28.000 --> 00:02:30.000]  我們是不是真的過著一個
[00:02:30.000 --> 00:02:32.000]  真正基督信仰的生活呢
[00:02:32.000 --> 00:02:35.000]  剛才所讀的經文
[00:02:35.000 --> 00:02:38.000]  是約翰一書的結語
[00:02:38.000 --> 00:02:43.000]  我們來到年終了
[00:02:43.000 --> 00:02:47.000]  我們一年的總結又如何呢
[00:02:47.000 --> 00:02:50.000]  在約翰這段的結語裡面
[00:02:50.000 --> 00:02:53.000]  有六次提到知道
[00:02:53.000 --> 00:02:56.000]  其實知道在約翰的書信裡面
[00:02:56.000 --> 00:02:58.000]  是經常強調的
[00:02:58.000 --> 00:03:01.000]  我們一起讀第十三節好不好
[00:03:01.000 --> 00:03:02.000]  第十三節
[00:03:02.000 --> 00:03:04.000]  螢幕可以顯示 一起讀
[00:03:04.000 --> 00:03:07.000]  我將這些話寫給你們
[00:03:07.000 --> 00:03:09.000]  信奉神而子之名的人
[00:03:09.000 --> 00:03:12.000]  要叫你們知道自己有永生
[00:03:12.000 --> 00:03:16.000]  約翰在第十三節裡面
[00:03:16.000 --> 00:03:18.000]  將約翰一書
[00:03:18.000 --> 00:03:20.000]  其中一個很重要的目的
[00:03:20.000 --> 00:03:24.000]  就是叫我們信奉神而子之名的人
[00:03:24.000 --> 00:03:27.000]  知道自己有永生
[00:03:27.000 --> 00:03:30.000]  原來約翰寫約翰一書
[00:03:30.000 --> 00:03:32.000]  其中一個目的就是要叫我們
[00:03:32.000 --> 00:03:33.000]  這群信耶穌的人
[00:03:33.000 --> 00:03:35.000]  什麼叫信奉神而子之名呢
[00:03:35.000 --> 00:03:38.000]  神的名就是祂自己本身
[00:03:38.000 --> 00:03:41.000]  意思就是說當我們去接受耶穌
[00:03:41.000 --> 00:03:43.000]  接受上帝的時候
[00:03:43.000 --> 00:03:44.000]  約翰告訴我們
[00:03:44.000 --> 00:03:48.000]  我們應該知道肯定我們有永生
[00:03:49.000 --> 00:03:50.000]  簡單來說
[00:03:50.000 --> 00:03:55.000]  永生是神的兒女獨家尊有
[00:03:55.000 --> 00:03:59.000]  我們不是在其他宗教裡面找到的
[00:03:59.000 --> 00:04:02.000]  你在其他的信仰裡面找不到的
[00:04:02.000 --> 00:04:04.000]  只有屬於上帝的兒女
[00:04:04.000 --> 00:04:07.000]  才有這份的永生
[00:04:07.000 --> 00:04:11.000]  約翰一書另外一個目的
[00:04:11.000 --> 00:04:14.000]  好像約翰在前面一章第四節所說
