
[00:00:00.000 --> 00:00:02.140]  各位頂姐妹 早安
[00:00:02.140 --> 00:00:06.060]  預祝大家聖誕快樂
[00:00:06.060 --> 00:00:07.520]  今天講題是
[00:00:07.520 --> 00:00:10.960]  「跟隨主呼召 終必得榮耀」
[00:00:10.960 --> 00:00:14.480]  葡萄園的比喻主要是講救恩
[00:00:14.480 --> 00:00:16.980]  是解答門徒的問題
[00:00:16.980 --> 00:00:18.740]  這樣誰能得救呢?
[00:00:18.740 --> 00:00:21.280]  當少年的官去問耶穌
[00:00:21.280 --> 00:00:24.560]  關於他要做些甚麼才可以得救的時候
[00:00:24.560 --> 00:00:27.140]  耶穌就用這個比喻
[00:00:27.140 --> 00:00:29.880]  解答了門徒的問題
[00:00:29.880 --> 00:00:33.060]  門徒在疑惑誰能得救呢?
[00:00:33.060 --> 00:00:35.780]  我昨天在黃昏堂已經講過了
[00:00:35.780 --> 00:00:37.220]  不過另一方面
[00:00:37.220 --> 00:00:41.400]  這個比喻也是用來解答彼得之前的問題
[00:00:41.400 --> 00:00:43.400]  所以我今天會從這個方向
[00:00:43.400 --> 00:00:45.500]  跟大家一齊思想
[00:00:45.500 --> 00:00:48.260]  這個比喻另一方面的意思
[00:00:48.260 --> 00:00:49.880]  彼得的問題是甚麼呢?
[00:00:49.880 --> 00:00:52.760]  在《馬太福音》第十九章二十七節
[00:00:52.760 --> 00:00:55.800]  我們已經撇下一切來跟從祢
[00:00:55.800 --> 00:00:57.580]  我們會得到甚麼呢?
[00:00:57.580 --> 00:00:59.900]  就是當少年的官離開了之後
[00:00:59.900 --> 00:01:02.800]  耶穌就解答了他們的疑問
[00:01:02.800 --> 00:01:04.280]  怎樣才能得救呢?
[00:01:04.280 --> 00:01:05.800]  然後彼得就說
[00:01:05.800 --> 00:01:07.960]  我們已經撇下一切來跟從祢
[00:01:07.960 --> 00:01:10.620]  我們會得到甚麼呢?
[00:01:10.620 --> 00:01:14.260]  這個問題會不會是你的疑問呢?
[00:01:14.260 --> 00:01:16.060]  大家為了我們的信仰
[00:01:16.060 --> 00:01:18.780]  曾經付過甚麼代價
[00:01:18.780 --> 00:01:21.000]  以致有時當你覺得
[00:01:21.000 --> 00:01:23.300]  沒有看到神給你有回報的時候
[00:01:23.300 --> 00:01:24.460]  你會有這個疑惑
[00:01:24.460 --> 00:01:26.340]  我們已經撇下一切來跟從祢
[00:01:26.340 --> 00:01:29.340]  我們會得到甚麼呢?
[00:01:29.340 --> 00:01:31.300]  主怎樣回答彼得呢?
[00:01:31.300 --> 00:01:34.340]  在第十九章二十八召三十節
[00:01:34.340 --> 00:01:36.000]  我讀給大家聽
[00:01:36.000 --> 00:01:37.240]  耶穌對他們說
[00:01:37.240 --> 00:01:39.320]  我實在告訴你們
[00:01:39.320 --> 00:01:41.400]  你們這些跟從我的人
[00:01:41.400 --> 00:01:43.080]  到你們萬物更生
[00:01:43.080 --> 00:01:45.980]  人子坐在他榮耀寶座上的時候
[00:01:45.980 --> 00:01:49.080]  你們也要坐在十二個寶座上
[00:01:49.080 --> 00:01:51.540]  審判以色列十二個支派
[00:01:51.540 --> 00:01:53.700]  凡為我的名片下房屋
[00:01:53.700 --> 00:02:00.640]  或是兄弟姐妹父親母親兒女田地的
[00:02:00.640 --> 00:02:04.920]  將得著百倍並且承受永生
[00:02:04.920 --> 00:02:08.420]  然而有許多在前的將要在後
[00:02:08.420 --> 00:02:13.220]  在後的將要在前
