
[00:00:00.000 --> 00:00:04.520]  今天我們會講《使徒行轉》第十二章
[00:00:04.520 --> 00:00:06.440]  我給他的題目叫做
[00:00:06.440 --> 00:00:10.300]  「在絕望或者是絕境之中的禱告」
[00:00:10.300 --> 00:00:11.980]  很多時候我們都會覺得
[00:00:11.980 --> 00:00:14.300]  我們自己好像面臨絕境
[00:00:14.300 --> 00:00:16.160]  面臨絕望
[00:00:16.160 --> 00:00:19.540]  禱告變成了我們唯一的希望
[00:00:19.540 --> 00:00:23.020]  是我們唯一的途徑
[00:00:23.020 --> 00:00:26.940]  我們看到《使徒行轉》的十二章
[00:00:26.940 --> 00:00:30.280]  講到彼得最後的一件事
[00:00:30.280 --> 00:00:34.740]  雖然在《使徒行轉》的十五章大公會
[00:00:34.740 --> 00:00:39.060]  彼得是會暫時出現很少的蝙蝠
[00:00:39.060 --> 00:00:41.980]  但是十二章之後在《使徒行轉》
[00:00:41.980 --> 00:00:44.320]  彼得就會引身而退
[00:00:44.320 --> 00:00:47.720]  我們看到保羅就會登場
[00:00:47.720 --> 00:00:51.920]  十三至二十八章都是有關保羅的事
[00:00:51.920 --> 00:00:53.820]  所以其實我們可以說
[00:00:53.820 --> 00:00:57.620]  講《使徒行轉》我們已經講了半部書
[00:00:57.620 --> 00:01:00.760]  就是一章至十二章是彼得的事
[00:01:00.760 --> 00:01:02.520]  我們會今天講完
[00:01:02.520 --> 00:01:06.340]  下一次就會開始講保羅的故事
[00:01:06.340 --> 00:01:11.240]  今天記載了彼得被捕入獄
[00:01:11.240 --> 00:01:15.280]  神怎樣用神蹟騎士救了他出來
[00:01:15.280 --> 00:01:19.640]  神的力量往往就在不可能的情形
[00:01:19.640 --> 00:01:22.200]  在絕境絕望的當中
[00:01:22.200 --> 00:01:24.880]  彰顯出祂的榮耀
[00:01:24.880 --> 00:01:28.080]  彰顯出祂的能力出來
[00:01:28.080 --> 00:01:32.120]  今天的經文是《使徒行傳》的十二章一節
[00:01:32.120 --> 00:01:34.760]  說那時希律王下手
[00:01:34.760 --> 00:01:38.200]  俘害教會中幾個人
[00:01:38.200 --> 00:01:41.200]  希律王是逮捕了幾個信徒
[00:01:41.200 --> 00:01:43.400]  其中一個就是瓦割
[00:01:43.400 --> 00:01:45.640]  將他處斬
[00:01:45.640 --> 00:01:50.680]  瓦割就成為第一個殉道的使徒
[00:01:50.680 --> 00:01:55.840]  我們說使徒有十二位門徒加上保羅
[00:01:55.840 --> 00:01:57.360]  十三位的使徒
[00:01:57.360 --> 00:02:01.760]  瓦割就是第一位殉道的使徒
[00:02:01.760 --> 00:02:04.640]  究竟希律又是誰呢
[00:02:04.640 --> 00:02:06.840]  在新約的聖經裡面
[00:02:06.840 --> 00:02:09.760]  起碼有五個希律
[00:02:09.760 --> 00:02:12.600]  第一個就是希律大帝
[00:02:12.600 --> 00:02:16.160]  這個就是耶穌基督在世的時候
[00:02:16.160 --> 00:02:19.520]  祂是掌管巴勒斯坦的那一位
[00:02:19.520 --> 00:02:21.720]  祂是非常之邪惡
[00:02:21.720 --> 00:02:25.480]  歷史記載祂曾經殺死自己的妻子
[00:02:25.480 --> 00:02:27.360]  以及祂的幾個兒子
[00:02:27.360 --> 00:02:31.160]  因為他們妨礙祂的計劃
[00:02:31.160 --> 00:02:33.560]  祂亦是下令殺死所有
[00:02:33.560 --> 00:02:36.800]  百里行裡面的男嬰兒
[00:02:36.800 --> 00:02:37.840]  男嬰孩
[00:02:37.840 --> 00:02:42.400]  就是因為祂想阻止耶穌基督來到世上
[00:02:42.400 --> 00:02:44.000]  第二個希律
[00:02:44.000 --> 00:02:45.880]  是希律亞基魯
[00:02:45.880 --> 00:02:50.000]  這個是希律大帝的兒子
[00:02:50.000 --> 00:02:52.640]  他這個人是更加可怕
[00:02:52.640 --> 00:02:57.000]  所以在馬太福音的二章二十二節告訴我們
[00:02:57.000 --> 00:02:59.760]  約瑟本來是想帶馬利亞
[00:02:59.760 --> 00:03:03.000]  耶穌基督回到以色列地
[00:03:03.000 --> 00:03:08.560]  就是聽見這個人繼承了他父親的皇位
[00:03:08.560 --> 00:03:15.760]  使約瑟逃到加利利逃避
[00:03:15.760 --> 00:03:20.680]  第三個是希律安提柏
[00:03:20.680 --> 00:03:24.120]  希律安提柏也是希律大帝的兒子
[00:03:24.120 --> 00:03:27.000]  是希律亞基魯的弟弟
[00:03:27.000 --> 00:03:30.640]  為什麼祂會繼承了祂哥哥的皇位
[00:03:30.640 --> 00:03:35.600]  因為希律亞基魯得不到猶太人的愛戴
[00:03:35.600 --> 00:03:39.440]  被羅馬政府將祂從寶座上拉下來
[00:03:39.440 --> 00:03:42.480]  由祂的弟弟繼位
[00:03:42.480 --> 00:03:45.200]  這個希律安提柏
[00:03:45.200 --> 00:03:48.880]  就是施捨約翰斬首的那一位
[00:03:48.880 --> 00:03:51.880]  馬太福音的十四章
[00:03:51.880 --> 00:03:54.760]  第四位就是希律亞基魯
[00:03:54.760 --> 00:03:56.760]  就是今天的主角
[00:03:56.760 --> 00:03:58.520]  是祂殺死雅各
[00:03:58.520 --> 00:04:00.160]  是祂捉拿彼得
[00:04:00.160 --> 00:04:03.120]  使徒行轉的第十二章
[00:04:03.120 --> 00:04:04.800]  還有最後一個
[00:04:04.800 --> 00:04:09.120]  第五個是希律亞基魯二世
[00:04:09.120 --> 00:04:12.080]  是亞基魯一世的兒子
[00:04:12.080 --> 00:04:15.200]  這就是使徒行轉的二十五章
[00:04:15.200 --> 00:04:17.760]  審判保羅的那個
[00:04:17.760 --> 00:04:22.800]  就是希律亞基魯二世
[00:04:22.800 --> 00:04:27.840]  究竟希律和猶太人的關係又是怎樣的呢
[00:04:27.840 --> 00:04:31.400]  原來希律的家族都是以東人
[00:04:31.400 --> 00:04:33.640]  大家記不記得以東人
[00:04:33.640 --> 00:04:35.760]  是以蘇的後人
[00:04:35.760 --> 00:04:40.400]  以東人和以色列人是世仇
[00:04:40.400 --> 00:04:44.240]  希律的家族是詭計多端
[00:04:44.240 --> 00:04:46.240]  非常兇殘
[00:04:46.240 --> 00:04:49.400]  猶太人非常鄙視他們
[00:04:49.400 --> 00:04:50.760]  但是很可惜
[00:04:50.760 --> 00:04:52.960]  猶太人是被他們的家族
[00:04:52.960 --> 00:04:56.760]  被以東人來統治他們
[00:04:56.760 --> 00:05:00.960]  今天這個希律亞基魯
[00:05:00.960 --> 00:05:04.760]  他是看到希律亞基魯
[00:05:04.760 --> 00:05:10.440]  怎樣被羅馬政府從寶座上拉他下來
[00:05:10.440 --> 00:05:11.520]  為什麼呢
[00:05:11.520 --> 00:05:14.440]  他得不到猶太人的愛戴
[00:05:14.440 --> 00:05:16.600]  所以這個希律亞基魯
[00:05:16.600 --> 00:05:20.480]  他是想盡辦法來討好猶太人
[00:05:20.480 --> 00:05:23.520]  因為他想保住自己的寶座
[00:05:23.520 --> 00:05:25.920]  他想最好的辦法是什麼呢
[00:05:25.920 --> 00:05:28.280]  就是攻擊教會
[00:05:28.280 --> 00:05:31.160]  猶太人不是很喜歡教會
[00:05:31.160 --> 00:05:32.200]  為什麼呢
[00:05:32.200 --> 00:05:36.240]  第一 因為教會教導那些信徒
[00:05:36.240 --> 00:05:39.440]  不需要守猶太人的律例典章
[00:05:39.440 --> 00:05:41.360]  能夠成為基督徒
[00:05:41.360 --> 00:05:43.160]  他們是很不喜歡
[00:05:43.160 --> 00:05:47.120]  第二 教會裏面是有很多的外邦人
[00:05:47.120 --> 00:05:50.680]  我們知道猶太人是很看低外邦人
[00:05:50.680 --> 00:05:53.240]  所以這個希律
[00:05:53.240 --> 00:05:55.520]  他認為只要攻擊教會
[00:05:55.520 --> 00:05:58.320]  就能夠得到猶太人的歡心
[00:05:58.320 --> 00:06:00.680]  所以他捉拿了亞國
[00:06:00.680 --> 00:06:02.280]  將他處斬
[00:06:02.280 --> 00:06:06.560]  然後等候看猶太人的反應如何
[00:06:06.560 --> 00:06:09.680]  誰知道反應良好
[00:06:09.680 --> 00:06:11.520]  大家都很開心
[00:06:11.520 --> 00:06:14.440]  所以他就繼續要捉拿彼得
[00:06:14.440 --> 00:06:17.360]  亦都希望將他處斬
[00:06:17.360 --> 00:06:20.600]  經文說希律將彼得收監
[00:06:20.600 --> 00:06:24.760]  今次已經是第三次彼得入獄
[00:06:24.760 --> 00:06:27.680]  而且他的命運已經注定了
[00:06:27.680 --> 00:06:30.280]  是要捕亞國的後塵
[00:06:30.280 --> 00:06:33.560]  他將會被處斬
[00:06:33.560 --> 00:06:36.200]  這就是彼得
[00:06:36.200 --> 00:06:39.120]  無可能的情形來救自己
[00:06:39.120 --> 00:06:41.080]  他是身處絕望
[00:06:41.080 --> 00:06:43.240]  他是身處絕境
[00:06:43.240 --> 00:06:46.920]  對他來說有四件事對他是很不利
[00:06:46.920 --> 00:06:48.680]  第一件事是甚麼
[00:06:48.680 --> 00:06:51.840]  巴勒斯坦最有權勢的人希律
[00:06:51.840 --> 00:06:54.320]  是要取他的命
[00:06:54.320 --> 00:06:59.000]  你想想如果美國的總統說要取你的命
[00:06:59.000 --> 00:07:01.440]  你想想你會不會害怕
[00:07:01.440 --> 00:07:03.000]  第二件事
[00:07:03.000 --> 00:07:05.200]  就是已經有了先例
[00:07:05.200 --> 00:07:07.400]  希律是心狠手辣
[00:07:07.400 --> 00:07:09.000]  他是言出必行
[00:07:09.000 --> 00:07:11.320]  他已經殺死了亞國
[00:07:11.320 --> 00:07:13.840]  接著還要殺死彼得
[00:07:13.840 --> 00:07:17.000]  為何他不立刻處斬彼得
[00:07:17.000 --> 00:07:19.400]  因為當時經文告訴我們
[00:07:19.400 --> 00:07:21.000]  是逾越節
[00:07:21.000 --> 00:07:23.160]  是除敲的日子
[00:07:23.160 --> 00:07:27.280]  猶太人不想在那個時候動刀動劍
[00:07:27.280 --> 00:07:29.960]  所以暫時留下他的性命
[00:07:29.960 --> 00:07:34.240]  要到逾越節之後才來判他的罪
[00:07:34.240 --> 00:07:38.080]  如果殺死亞國令猶太人如此高興
[00:07:38.080 --> 00:07:41.880]  殺死彼得就令他們更加興奮
[00:07:41.880 --> 00:07:45.120]  所以他的命運已經定了
[00:07:45.120 --> 00:07:47.560]  還有第三件事
[00:07:47.560 --> 00:07:50.520]  就是以前彼得也曾入獄
[00:07:50.520 --> 00:07:53.320]  但是神很快就救他出來
[00:07:53.320 --> 00:07:55.960]  這次彼得再次入獄
[00:07:55.960 --> 00:07:59.880]  希律說你這次沒那麼容易逃脫
[00:07:59.880 --> 00:08:04.560]  他派了四班士兵來看守著彼得
[00:08:04.560 --> 00:08:08.120]  兩個將自己鎖在彼得的身上
[00:08:08.120 --> 00:08:09.800]  一個左一個右
[00:08:09.800 --> 00:08:11.560]  兩個看守著門
[00:08:11.560 --> 00:08:15.000]  不讓別人開監獄的門
[00:08:15.000 --> 00:08:18.640]  四班士兵每班四個士兵
[00:08:18.640 --> 00:08:22.200]  一共十六個士兵一天來看守著彼得
[00:08:22.200 --> 00:08:25.000]  他插刺得難飛
[00:08:25.000 --> 00:08:29.520]  在逾越節之後就要提他出來審判
[00:08:29.520 --> 00:08:31.600]  日子也定了
[00:08:31.600 --> 00:08:34.800]  所以他根本是毫無希望
[00:08:34.800 --> 00:08:37.720]  不能夠脫離死亡的命運
[00:08:37.720 --> 00:08:42.200]  這就是彼得的絕境
[00:08:42.200 --> 00:08:46.920]  很多時候我們都好像去到絕境
[00:08:46.920 --> 00:08:48.920]  去到絕望的當中
[00:08:48.920 --> 00:08:52.280]  尤其是有很多神的僕人
[00:08:52.280 --> 00:08:55.080]  幫神來做侍功的時候
[00:08:55.080 --> 00:08:59.960]  他們都面臨有很多不可能做得到的事
[00:08:59.960 --> 00:09:04.920]  就是靠著神的力量來幫他們勝過一切
[00:09:04.920 --> 00:09:07.280]  當他們能夠靠著神的力量
[00:09:07.280 --> 00:09:10.560]  做到一些他們自己沒有辦法做的事
[00:09:10.560 --> 00:09:13.800]  就能夠將榮耀歸給神
[00:09:13.800 --> 00:09:16.680]  在《樹試圖行傳》的十二章給我們看到
