
[00:00:00.000 --> 00:00:06.000]  這場講道是神感動我去選擇這篇經文
[00:00:06.000 --> 00:00:08.000]  去和大家分享
[00:00:08.000 --> 00:00:11.000]  我們今天剛才一齊領主餐的時候
[00:00:11.000 --> 00:00:14.000]  我們明白到主耶穌基督是
[00:00:14.000 --> 00:00:18.000]  在預祀的期間進入耶路撒冷城
[00:00:18.000 --> 00:00:22.000]  在這個禮拜裏面
[00:00:22.000 --> 00:00:27.000]  祂就在耶路撒冷裏面
[00:00:27.000 --> 00:00:30.000]  去和門徒一同領主餐
[00:00:30.000 --> 00:00:32.000]  我們看到這個經文
[00:00:32.000 --> 00:00:34.000]  剛才這個經文當中
[00:00:34.000 --> 00:00:37.000]  我們上個主日
[00:00:37.000 --> 00:00:39.000]  Dr.Glennie就來到當中
[00:00:39.000 --> 00:00:42.000]  從約翰福音開始看
[00:00:42.000 --> 00:00:44.000]  我們接下來這三個禮拜
[00:00:44.000 --> 00:00:46.000]  都會在約翰福音去看
[00:00:46.000 --> 00:00:48.000]  去明白主耶穌基督的計劃
[00:00:48.000 --> 00:00:50.000]  神給我們的計劃
[00:00:50.000 --> 00:00:57.000]  在十二章的時候
[00:00:57.000 --> 00:01:01.000]  主耶穌基督去到伯大利一個家裏面
[00:01:01.000 --> 00:01:05.000]  去吃飯的時候
[00:01:05.000 --> 00:01:08.000]  穆大拉瑪尼亞就用祂的頭髮
[00:01:08.000 --> 00:01:11.000]  用祂的真拿達香膏和祂洗腳
[00:01:11.000 --> 00:01:14.000]  我們看到原來我們真是
[00:01:14.000 --> 00:01:17.000]  一個愛神的功課
[00:01:17.000 --> 00:01:18.000]  我們怎樣去愛神
[00:01:18.000 --> 00:01:21.000]  就是用將自己完全獻上
[00:01:21.000 --> 00:01:23.000]  我們看到十二節的時候
[00:01:23.000 --> 00:01:25.000]  就是十三章的時候
[00:01:25.000 --> 00:01:29.000]  主耶穌基督就去到耶路撒冷城
[00:01:29.000 --> 00:01:30.000]  干榮進城
[00:01:30.000 --> 00:01:32.000]  在中暑節期間
[00:01:32.000 --> 00:01:34.000]  剛才大家都看到
[00:01:34.000 --> 00:01:35.000]  和大家分享的時候說
[00:01:35.000 --> 00:01:36.000]  中暑節期間
[00:01:36.000 --> 00:01:37.000]  去到耶路撒冷城
[00:01:37.000 --> 00:01:40.000]  祂是受到很多人的歡迎
[00:01:40.000 --> 00:01:46.000]  但是背後一班的民事法律賽人
[00:01:46.000 --> 00:01:49.000]  已經預備去殺耶穌
[00:01:49.000 --> 00:01:51.000]  耶穌在如意節的時候
[00:01:51.000 --> 00:01:55.000]  如意節就是一個猶太人非常重要的節期
[00:01:55.000 --> 00:01:58.000]  猶太人會慶祝如意節
[00:01:58.000 --> 00:01:59.000]  七七節和駐盤節
[00:01:59.000 --> 00:02:00.000]  這三個節日
[00:02:00.000 --> 00:02:03.000]  猶太人會去到耶路撒冷去朝聖
[00:02:03.000 --> 00:02:07.000]  在如意節的期間裏面
[00:02:07.000 --> 00:02:11.000]  都會想起一個如意節的晚餐
[00:02:11.000 --> 00:02:13.000]  如意節晚餐裏面
[00:02:13.000 --> 00:02:15.000]  他們就會分洋
[00:02:15.000 --> 00:02:17.000]  有一隻羔羊去分來吃
[00:02:17.000 --> 00:02:21.000]  因為每個人都去耶路撒冷城
[00:02:21.000 --> 00:02:23.000]  守這個節期
[00:02:23.000 --> 00:02:26.000]  他們就要預備很多羔羊
[00:02:26.000 --> 00:02:29.000]  這些羔羊必須是沒有殘疾的羔羊
[00:02:29.000 --> 00:02:31.000]  沒有瑕疵的羔羊
[00:02:31.000 --> 00:02:36.000]  這裏是紀念到以色列出埃及的時候
[00:02:36.000 --> 00:02:37.000]  以色列人出埃及的時候
[00:02:37.000 --> 00:02:39.000]  神叫他們要殺一隻羔羊
[00:02:39.000 --> 00:02:42.000]  把羔羊的血塗在門框上面
[00:02:42.000 --> 00:02:46.000]  然後把羊烤了燒烤鹽
[00:02:46.000 --> 00:02:48.000]  然後以色列
[00:02:48.000 --> 00:02:52.000]  好使得那些奪命的天使
[00:02:52.000 --> 00:02:57.000]  會在經過這群以色列民的家裏的時候
[00:02:57.000 --> 00:02:59.000]  就不會進去他們的家裏
[00:02:59.000 --> 00:03:01.000]  殺他們的長子
[00:03:01.000 --> 00:03:04.000]  這就是記載在出埃及記的事情
[00:03:04.000 --> 00:03:07.000]  在第十三章的第一節這樣說
[00:03:07.000 --> 00:03:09.000]  如意節之前
[00:03:09.000 --> 00:03:15.000]  主耶穌基督已經知道自己離世歸父的時候到了
[00:03:15.000 --> 00:03:18.000]  他既然愛世間屬自己的人
[00:03:18.000 --> 00:03:21.000]  就愛他們到底
[00:03:21.000 --> 00:03:25.000]  愛他們到底直至到最後的時刻
[00:03:25.000 --> 00:03:30.000]  我們今天就會從十三章這個故事
[00:03:30.000 --> 00:03:32.000]  剛才大家所讀的經文當中
[00:03:32.000 --> 00:03:38.000]  去思考我們怎樣從主耶穌基督這個榜樣
[00:03:38.000 --> 00:03:41.000]  去明白我們做門徒的
[00:03:41.000 --> 00:03:43.000]  怎樣去愛
[00:03:43.000 --> 00:03:45.000]  可以愛愛到底
[00:03:45.000 --> 00:03:46.000]  實踐這個功課
[00:03:46.000 --> 00:03:48.000]  我們得到祈禱
[00:03:48.000 --> 00:03:50.000]  愛你主耶穌基督
[00:03:50.000 --> 00:03:51.000]  多謝你
[00:03:51.000 --> 00:03:55.000]  多謝你到成肉身住在我們中間
[00:03:55.000 --> 00:03:59.000]  又藉著你這個教導
[00:03:59.000 --> 00:04:01.000]  你的榜樣
[00:04:01.000 --> 00:04:03.000]  好使我們能夠明白
[00:04:03.000 --> 00:04:05.000]  怎樣去愛
[00:04:05.000 --> 00:04:07.000]  求聖靈去幫助我們
[00:04:07.000 --> 00:04:09.000]  加添我們力量
[00:04:09.000 --> 00:04:12.000]  幫助我們會眾去明白你的心意
[00:04:12.000 --> 00:04:16.000]  好使我們能夠行出來的時候
[00:04:16.000 --> 00:04:19.000]  能夠蒙到你給我們的福分
[00:04:19.000 --> 00:04:20.000]  我們以上禱告
[00:04:20.000 --> 00:04:22.000]  奉主耶穌德性的名字祈禱
[00:04:22.000 --> 00:04:23.000]  阿們
[00:04:37.000 --> 00:04:39.000]  到第二節的時候
[00:04:39.000 --> 00:04:41.000]  經文說他來到吃飯了
[00:04:41.000 --> 00:04:45.000]  但是魔鬼已經進入了他猶大的心裡
[00:04:45.000 --> 00:04:46.000]  這個猶大
[00:04:46.000 --> 00:04:48.000]  這個第十三章開始
[00:04:48.000 --> 00:04:50.000]  到第十六章
[00:04:50.000 --> 00:04:54.000]  是一個很親密的故事
[00:04:54.000 --> 00:04:56.000]  從第一章到十二章
[00:04:56.000 --> 00:04:58.000]  主耶穌基督
[00:04:58.000 --> 00:05:02.000]  首先就是被施洗約翰為他做見證
[00:05:02.000 --> 00:05:05.000]  說他是一個神的高揚
[00:05:05.000 --> 00:05:07.000]  然後主耶穌基督開始
[00:05:07.000 --> 00:05:09.000]  去到不同的地方
[00:05:09.000 --> 00:05:10.000]  去到加利里
[00:05:10.000 --> 00:05:11.000]  又去耶路撒冷
[00:05:11.000 --> 00:05:13.000]  在那裡穿梭往來的時候
[00:05:13.000 --> 00:05:15.000]  他行了八個神蹟
[00:05:15.000 --> 00:05:16.000]  神蹟的時候
[00:05:16.000 --> 00:05:18.000]  去證明他的身份
[00:05:18.000 --> 00:05:20.000]  看到主耶穌基督的身份
[00:05:20.000 --> 00:05:23.000]  但是去到十三章的時候
[00:05:23.000 --> 00:05:25.000]  在第十二章結束的時候
[00:05:25.000 --> 00:05:29.000]  穆大拉馬尼亞就打碎了那個瓶子
[00:05:29.000 --> 00:05:34.000]  那個瓶子就用真拿達香膏給他洗腳
[00:05:34.000 --> 00:05:38.000]  當中猶大就有一句說話
[00:05:38.000 --> 00:05:40.000]  就說了出來
[00:05:40.000 --> 00:05:41.000]  充口而出
[00:05:41.000 --> 00:05:44.000]  哇 這個這麼珍貴的真拿達香膏
[00:05:44.000 --> 00:05:46.000]  哇 一年人工才買得到
[00:05:46.000 --> 00:05:48.000]  三十塊錢
[00:05:48.000 --> 00:05:51.000]  結果主耶穌基督
[00:05:51.000 --> 00:05:54.000]  這幫主耶穌基督的見證
[00:05:54.000 --> 00:05:57.000]  這件事情就喝止了猶大
[00:05:59.000 --> 00:06:05.000]  這幫猶太人 法律賽人就決定想殺耶穌
[00:06:05.000 --> 00:06:07.000]  已經下定決心殺耶穌
[00:06:07.000 --> 00:06:08.000]  哇 怎麼行
[00:06:08.000 --> 00:06:10.000]  你又將拉撒路復活
[00:06:10.000 --> 00:06:13.000]  又每個人都當你是王
[00:06:13.000 --> 00:06:15.000]  用真拿達香膏去高你
[00:06:15.000 --> 00:06:17.000]  那怎麼行呢
[00:06:17.000 --> 00:06:20.000]  猶大的心 猶大自己
[00:06:20.000 --> 00:06:24.000]  都去跟這幫祭司
[00:06:24.000 --> 00:06:26.000]  想殺耶穌的人
[00:06:26.000 --> 00:06:28.000]  去有個計謀
[00:06:28.000 --> 00:06:31.000]  就是用了三十塊錢
[00:06:31.000 --> 00:06:33.000]  又同一個數字
[00:06:33.000 --> 00:06:35.000]  三十塊錢的銀紙
[00:06:35.000 --> 00:06:40.000]  他猶大在星期二晚就說會幫忙
[00:06:40.000 --> 00:06:43.000]  現在去到星期四晚
[00:06:43.000 --> 00:06:45.000]  去到星期四晚的時候
[00:06:45.000 --> 00:06:49.000]  他們在進食餘節晚餐
[00:06:49.000 --> 00:06:52.000]  在《老家福音》二十二章十二節
[00:06:52.000 --> 00:06:55.000]  《老家福音》二十二章這樣記載
[00:06:55.000 --> 00:06:56.000]  說主耶穌基督
[00:06:56.000 --> 00:06:59.000]  你們這幫門徒約翰 彼得
[00:06:59.000 --> 00:07:02.000]  你們就去耶路撒冷城找這個地方
[00:07:02.000 --> 00:07:04.000]  找這個地方吃餘節的晚餐
[00:07:04.000 --> 00:07:06.000]  說了一個故事
[00:07:06.000 --> 00:07:09.000]  結果轉折之間就帶到一間
[00:07:09.000 --> 00:07:11.000]  耶路撒冷上城的一間
[00:07:11.000 --> 00:07:15.000]  上城的部分去找到一個樓宇
[00:07:15.000 --> 00:07:18.000]  耶路撒冷的房屋通常是一層樓的
[00:07:18.000 --> 00:07:20.000]  但是去到這個上城的地區
[00:07:20.000 --> 00:07:23.000]  開始有些 好像類似的高尚住宅
[00:07:23.000 --> 00:07:26.000]  就開始有兩層樓
[00:07:26.000 --> 00:07:28.000]  去到這層樓裡面
[00:07:28.000 --> 00:07:30.000]  聖經這樣形容
[00:07:30.000 --> 00:07:33.000]  這個拿水的人
[00:07:33.000 --> 00:07:36.000]  就看到有一個男人
[00:07:36.000 --> 00:07:37.000]  就會拿著水
[00:07:37.000 --> 00:07:38.000]  然後就會帶你去一個
[00:07:38.000 --> 00:07:41.000]  擺設整齊的一間大樓裡面
[00:07:41.000 --> 00:07:43.000]  這個大樓就有兩層樓的
[00:07:43.000 --> 00:07:45.000]  現在所謂的洋房
[00:07:45.000 --> 00:07:49.000]  兩層樓的別墅性質的樓宇
[00:07:49.000 --> 00:07:52.000]  裡面是擺設整齊
[00:07:52.000 --> 00:07:55.000]  這個是一個富貴人家
[00:07:55.000 --> 00:07:57.000]  但是我們看到
[00:07:57.000 --> 00:07:59.000]  原來這個屋企
[00:07:59.000 --> 00:08:01.000]  很可能是馬可媽媽的屋企
[00:08:01.000 --> 00:08:02.000]  馬可樓房
[00:08:02.000 --> 00:08:04.000]  這個上層那裡
[00:08:04.000 --> 00:08:06.000]  上面那個房
[00:08:06.000 --> 00:08:08.000]  在飯廳擺設整齊
[00:08:08.000 --> 00:08:10.000]  這個擺設的字
[00:08:10.000 --> 00:08:14.000]  原來我們看到最後晚餐的圖畫
[00:08:14.000 --> 00:08:16.000]  有一張長的桌子
[00:08:16.000 --> 00:08:17.000]  擺在這裡
[00:08:17.000 --> 00:08:19.000]  耶穌可以吃飯了
[00:08:19.000 --> 00:08:22.000]  但是如果你看回
[00:08:22.000 --> 00:08:25.000]  在當時羅馬帝國和希臘時候
[00:08:25.000 --> 00:08:28.000]  這個第一世紀的情況
[00:08:28.000 --> 00:08:31.000]  原來這些房屋裡面
[00:08:31.000 --> 00:08:33.000]  是擺設了一個
[00:08:33.000 --> 00:08:35.000]  Triclinium的table
[00:08:35.000 --> 00:08:38.000]  你好像去吃日本菜鐵板燒
[00:08:38.000 --> 00:08:40.000]  圍著
[00:08:40.000 --> 00:08:43.000]  中間有個人在服侍我們
[00:08:43.000 --> 00:08:45.000]  去分東西吃
[00:08:45.000 --> 00:08:47.000]  有類似的感覺
[00:08:47.000 --> 00:08:49.000]  就這樣擺了三遍
[00:08:49.000 --> 00:08:51.000]  三遍的排好桌子
[00:08:51.000 --> 00:08:54.000]  這個擺設這個字
[00:08:54.000 --> 00:08:57.000]  為什麼是擺設整齊這個字呢
[00:08:57.000 --> 00:08:59.000]  當時第一世紀
[00:08:59.000 --> 00:09:01.000]  當時有個
[00:09:01.000 --> 00:09:03.000]  之後有個約瑟夫
[00:09:03.000 --> 00:09:04.000]  這個歷史學家
[00:09:04.000 --> 00:09:06.000]  他都用一個字
[00:09:06.000 --> 00:09:07.000]  用個furnish這個字
[00:09:07.000 --> 00:09:09.000]  是形容這個三邊
[00:09:09.000 --> 00:09:11.000]  擺這個桌子
[00:09:11.000 --> 00:09:13.000]  這個擺法
[00:09:13.000 --> 00:09:14.000]  擺好之後
[00:09:14.000 --> 00:09:16.000]  他怎樣坐位呢
[00:09:16.000 --> 00:09:18.000]  他去吃飯去分宴的時候
[00:09:18.000 --> 00:09:20.000]  都不要亂坐位
[00:09:20.000 --> 00:09:21.000]  你不會說
[00:09:21.000 --> 00:09:23.000]  我自己想坐那個位就坐那個位
[00:09:23.000 --> 00:09:25.000]  不會這樣做
[00:09:25.000 --> 00:09:27.000]  他們都有個習慣
[00:09:27.000 --> 00:09:28.000]  他們為什麼
[00:09:28.000 --> 00:09:30.000]  門徒很多時候說要爭位坐
[00:09:30.000 --> 00:09:31.000]  誰坐得高一點
[00:09:31.000 --> 00:09:33.000]  位置好一點
[00:09:33.000 --> 00:09:34.000]  有分別的
[00:09:34.000 --> 00:09:36.000]  代表你的地位
[00:09:36.000 --> 00:09:37.000]  你坐在哪裡
[00:09:37.000 --> 00:09:39.000]  主耶穌基督主人家
[00:09:39.000 --> 00:09:41.000]  就是坐在右手邊
[00:09:41.000 --> 00:09:43.000]  右手邊掃上一個U字形
[00:09:43.000 --> 00:09:45.000]  就開始這樣坐法
[00:09:45.000 --> 00:09:47.000]  右手邊那個
[00:09:47.000 --> 00:09:50.000]  約翰是最尊重的
[00:09:50.000 --> 00:09:52.000]  white hand man
[00:09:52.000 --> 00:09:54.000]  white hand man是最受歡迎
[00:09:54.000 --> 00:09:55.000]  最重視那個
[00:09:55.000 --> 00:09:57.000]  一路排
[00:09:57.000 --> 00:09:59.000]  排到尾
[00:09:59.000 --> 00:10:02.000]  就是最不重視那個
[00:10:02.000 --> 00:10:03.000]  因為為什麼
[00:10:03.000 --> 00:10:04.000]  他坐在門口
[00:10:04.000 --> 00:10:06.000]  坐在門口幫忙拿東西吃
[00:10:06.000 --> 00:10:07.000]  即是有什麼事呢
[00:10:07.000 --> 00:10:09.000]  叫人家幫忙你出去
[00:10:09.000 --> 00:10:11.000]  我們都幻想我們自己
[00:10:11.000 --> 00:10:13.000]  屋企裡面的dining table
[00:10:13.000 --> 00:10:15.000]  飯桌都有自己的
[00:10:15.000 --> 00:10:17.000]  坐位方法
[00:10:17.000 --> 00:10:19.000]  我們在聖經裡看到
[00:10:19.000 --> 00:10:21.000]  都看到最後晚餐
[00:10:21.000 --> 00:10:23.000]  聊天當中都明白到
[00:10:23.000 --> 00:10:25.000]  原來推測到他這樣坐法
[00:10:25.000 --> 00:10:28.000]  原來由耶穌的左手邊
[00:10:28.000 --> 00:10:30.000]  就是一個
[00:10:30.000 --> 00:10:32.000]  邀請的guest of honor
[00:10:32.000 --> 00:10:33.000]  即是一個嘉賓
[00:10:33.000 --> 00:10:34.000]  重要嘉賓
[00:10:34.000 --> 00:10:36.000]  就是坐在耶穌的左邊
[00:10:36.000 --> 00:10:38.000]  那個是誰
[00:10:38.000 --> 00:10:40.000]  右大
