
[00:00:00.000 --> 00:00:02.860]  保惠師感謝讚美你
[00:00:02.860 --> 00:00:04.700]  在這個祖日的清晨
[00:00:04.700 --> 00:00:07.000]  我們同心的來到你面前
[00:00:07.000 --> 00:00:09.460]  祖我們要聽你的話語
[00:00:09.460 --> 00:00:12.600]  我們要明白祖你從創世以來
[00:00:12.600 --> 00:00:15.060]  在你兒女身上的心意
[00:00:15.060 --> 00:00:18.940]  祖啊今天藉著我們聚會對我們說話
[00:00:18.940 --> 00:00:21.300]  讓我們在這末後的世代中
[00:00:21.300 --> 00:00:24.560]  學習警醒不偏左右
[00:00:24.560 --> 00:00:27.760]  走在祖你聖潔公義的路上
[00:00:27.760 --> 00:00:30.600]  祖我們要盡心盡力盡意
[00:00:30.600 --> 00:00:32.400]  愛主我們的神
[00:00:32.400 --> 00:00:34.140]  也要愛人如己
[00:00:34.140 --> 00:00:37.500]  我們要遵循祖你的教導
[00:00:37.500 --> 00:00:40.200]  活出祖你的美好
[00:00:40.200 --> 00:00:42.960]  讓我們能夠在這個黑暗的世代中
[00:00:42.960 --> 00:00:45.700]  做光做眼做燈塔
[00:00:45.700 --> 00:00:47.840]  成為神你的好兒女
[00:00:47.840 --> 00:00:49.540]  我們就能夠蒙福
[00:00:49.540 --> 00:00:51.760]  也不落在最終
[00:00:51.760 --> 00:00:52.760]  幫助我們
[00:00:52.760 --> 00:00:54.260]  親愛的聖靈
[00:00:54.260 --> 00:00:56.700]  願納我們願意的心
[00:00:56.700 --> 00:00:58.860]  祖我們願你的國降臨
[00:00:58.860 --> 00:01:01.060]  願你的旨意行在地上
[00:01:01.060 --> 00:01:03.460]  如同行在天上
[00:01:03.460 --> 00:01:05.460]  奉耶穌的名禱告
[00:01:05.460 --> 00:01:07.400]  阿們
[00:01:07.400 --> 00:01:09.940]  那我們今天就來看一看
[00:01:09.940 --> 00:01:12.040]  這個挪亞方舟
[00:01:12.040 --> 00:01:15.160]  故事的來源跟它的起源
[00:01:15.160 --> 00:01:17.840]  是為什麼會有這件事情發生
[00:01:17.840 --> 00:01:22.660]  那我們這樣子就要從
[00:01:22.660 --> 00:01:26.360]  第一個就是隨意簡選
[00:01:26.360 --> 00:01:28.560]  這個隨意簡選
[00:01:28.560 --> 00:01:32.000]  我們現在聚會我們都很少戴身巾
[00:01:32.000 --> 00:01:34.160]  以前我們聚會都要戴身巾的
[00:01:34.160 --> 00:01:36.740]  所以今天你們就聽聽
[00:01:36.740 --> 00:01:38.540]  那聽完之後回家
[00:01:38.540 --> 00:01:39.860]  如果你還有什麼感動
[00:01:39.860 --> 00:01:41.540]  你就自己去把創世紀
[00:01:41.540 --> 00:01:45.240]  剛才我講的六章到九章好好讀一下
[00:01:45.240 --> 00:01:46.440]  因為我們時間不夠
[00:01:46.440 --> 00:01:47.800]  所以我們也沒有辦法
[00:01:47.800 --> 00:01:50.200]  把每一個經節都列出來
[00:01:50.200 --> 00:01:53.360]  那第一個隨意挑選
[00:01:53.360 --> 00:01:54.540]  就是要講到什麼
[00:01:54.540 --> 00:01:57.460]  講到在創世紀第六章第二節的時候
[00:01:57.460 --> 00:02:01.960]  那神的兒子們看見人的女子美貌
[00:02:01.960 --> 00:02:05.440]  就隨意挑選娶來為妻
[00:02:05.440 --> 00:02:08.300]  那這裡講到神的兒子是指誰啊
[00:02:08.300 --> 00:02:09.300]  神的兒子
[00:02:09.300 --> 00:02:11.300]  神的兒子有人說是天使
[00:02:11.300 --> 00:02:14.660]  但是有的人說是賽特的後代
[00:02:14.660 --> 00:02:18.840]  是進前愛主的人
[00:02:18.840 --> 00:02:22.240]  是進前信神的人
[00:02:22.240 --> 00:02:25.740]  那人的女子是指什麼
[00:02:25.740 --> 00:02:27.400]  就是指我們人類嘛
[00:02:27.400 --> 00:02:32.760]  指該隱的後代
[00:02:32.760 --> 00:02:35.800]  所以今天我講的東西
[00:02:35.800 --> 00:02:36.960]  如果你不懂的
[00:02:36.960 --> 00:02:38.160]  你要去讀聖經
[00:02:38.160 --> 00:02:40.900]  你讀聖經你就知道誰是該隱
[00:02:40.900 --> 00:02:42.240]  是該隱的後代
[00:02:42.240 --> 00:02:45.300]  那這個隨意挑選啊
[00:02:45.300 --> 00:02:46.740]  你聽起來好像
[00:02:46.740 --> 00:02:51.400]  這句事情好像不太合神的心意
[00:02:51.400 --> 00:02:53.160]  但是你再想想
[00:02:53.160 --> 00:02:55.960]  如果是賽特的後裔
[00:02:55.960 --> 00:02:58.100]  這個虔誠信神的人
[00:02:58.100 --> 00:03:00.000]  那娶了美貌的女子
[00:03:00.000 --> 00:03:03.060]  為什麼會不合神的心意呢
[00:03:03.060 --> 00:03:04.960]  那我們繼續再看一下
[00:03:04.960 --> 00:03:07.260]  這個第四節就講到說
[00:03:07.260 --> 00:03:12.240]  神的兒子們和人的女子交合生子
[00:03:12.240 --> 00:03:16.540]  然後就有偉人出生
[00:03:16.540 --> 00:03:18.840]  那神的兒子
[00:03:18.840 --> 00:03:23.260]  如果是指的不是天使
[00:03:23.260 --> 00:03:24.240]  那是什麼
[00:03:24.240 --> 00:03:26.900]  但是有人說不可能是天使的
[00:03:26.900 --> 00:03:28.600]  為什麼不可能是天使
[00:03:28.600 --> 00:03:31.600]  因為在馬太福音二十二章裡面
[00:03:31.600 --> 00:03:33.000]  主耶穌就講過了
[00:03:33.000 --> 00:03:35.500]  祂說天使是不娶也不嫁的
[00:03:35.500 --> 00:03:37.500]  那怎麼可能會是天使呢
[00:03:37.500 --> 00:03:39.240]  但是有人解釋說
[00:03:39.240 --> 00:03:43.400]  是天使的靈在人的身上
[00:03:43.400 --> 00:03:46.240]  就好像創世紀第二章裡面
[00:03:46.240 --> 00:03:48.640]  撒旦附在蛇的身上
[00:03:48.640 --> 00:03:50.040]  所以才會因此
[00:03:50.040 --> 00:03:53.240]  會生出高大鸚鵡的巨人來
[00:03:53.240 --> 00:03:55.900]  我們知道探子到了迦南地那時候
[00:03:55.900 --> 00:03:58.860]  也看到很多巨人在那裡
[00:03:58.860 --> 00:04:01.760]  那因為這樣子的事情
[00:04:01.760 --> 00:04:03.440]  就讓上帝
[00:04:03.440 --> 00:04:05.840]  其實這種事情發生
[00:04:05.840 --> 00:04:08.600]  是違背上帝的律的
[00:04:08.600 --> 00:04:11.900]  而且也可能就是因為這件事情
[00:04:11.900 --> 00:04:13.440]  這件之一
[00:04:13.440 --> 00:04:15.500]  神惹動神的怒氣
[00:04:15.500 --> 00:04:19.800]  所以造成神動了要毀滅這世界
[00:04:19.800 --> 00:04:21.960]  重新再來的念頭
[00:04:21.960 --> 00:04:23.600]  那第二個我們再看
[00:04:23.600 --> 00:04:27.300]  就是在創世紀六章的第三節
[00:04:27.300 --> 00:04:29.800]  耶和華說人寄屬夫血氣
[00:04:29.800 --> 00:04:33.600]  我的靈就永遠在他的裡面
[00:04:33.600 --> 00:04:37.160]  那這個屬夫血氣的原因
[00:04:37.160 --> 00:04:39.200]  也是可能也是原因之一
[00:04:39.200 --> 00:04:39.760]  為什麼呢
[00:04:39.760 --> 00:04:43.000]  因為當初神造亞當的時候
[00:04:43.000 --> 00:04:45.400]  神在亞當的鼻孔裡面
[00:04:45.400 --> 00:04:46.700]  吹了一口氣
[00:04:46.700 --> 00:04:49.460]  所以亞當是成了有靈的活人
[00:04:49.460 --> 00:04:53.600]  所以屬夫血氣就是沒有神的氣息
[00:04:53.600 --> 00:04:56.240]  這邊講到說他們屬夫血氣
[00:04:56.240 --> 00:04:57.140]  就表示說
[00:04:57.140 --> 00:05:00.300]  他們不再有屬神的生命在他們的裡面
[00:05:00.300 --> 00:05:01.660]  因為當時的人
[00:05:01.660 --> 00:05:06.000]  他們都是已經淪為屬肉體的
[00:05:06.000 --> 00:05:09.360]  而且完全疏忽了神的管教
[00:05:09.360 --> 00:05:11.400]  他們不服神的管教
[00:05:11.400 --> 00:05:15.300]  那神的靈就不能夠住在他們的裡面
[00:05:15.300 --> 00:05:17.860]  當人偏行己見的時候
[00:05:17.860 --> 00:05:20.300]  照著自己的肉體血氣的時候
[00:05:20.300 --> 00:05:23.800]  神的氣息就不能住在我們的裡面了
[00:05:23.800 --> 00:05:25.440]  所以我們講到說
[00:05:25.440 --> 00:05:28.800]  為什麼我們要信主之後
[00:05:28.800 --> 00:05:31.700]  我們裡面那個靈才又活過來
[00:05:31.700 --> 00:05:33.200]  在我們信主之前
