
[00:00:00.000 --> 00:00:03.140]  各位觀眾姐妹 大家平安
[00:00:03.140 --> 00:00:05.560]  今天要跟大家分享的題目是
[00:00:05.560 --> 00:00:07.740]  如何逆轉勝
[00:00:07.740 --> 00:00:12.060]  大家不知道我們人生有多少的逆
[00:00:12.060 --> 00:00:15.260]  這裡看見 我們的人生有多少逆呢
[00:00:15.260 --> 00:00:18.660]  逆境就是我們會遇到的苦難
[00:00:18.660 --> 00:00:21.000]  有多少逆境呢
[00:00:21.000 --> 00:00:23.740]  天災人禍
[00:00:23.740 --> 00:00:29.740]  這個是最近在國內河南發生的爆炸
[00:00:29.740 --> 00:00:32.340]  方圓三公里就是大概兩麥的左右
[00:00:32.340 --> 00:00:34.860]  這個玻璃可能都碎掉了
[00:00:34.860 --> 00:00:36.940]  所以是遇到這種事情的時候
[00:00:36.940 --> 00:00:37.760]  心裡面覺得
[00:00:37.760 --> 00:00:40.360]  我的房子玻璃怎麼破了呢
[00:00:40.360 --> 00:00:43.360]  我車子怎麼玻璃也破了呢
[00:00:43.360 --> 00:00:45.900]  那在我們今天的處境
[00:00:45.900 --> 00:00:50.040]  我們可能會遇到我們的孩子不孝順
[00:00:50.040 --> 00:00:53.700]  孩子悖逆 然後這個工作不順利
[00:00:53.700 --> 00:00:56.000]  然後有時候我們會
[00:00:56.000 --> 00:00:59.400]  我們不小心 無意間
[00:00:59.400 --> 00:01:01.860]  我們失去了我們的愛人
[00:01:01.860 --> 00:01:04.960]  那也有可能全身痠痛
[00:01:04.960 --> 00:01:05.560]  各位觀眾姐妹
[00:01:05.560 --> 00:01:07.960]  你現在有沒有全身痠痛呢
[00:01:07.960 --> 00:01:10.120]  不是這裡痛就是那裡痛對不對
[00:01:10.120 --> 00:01:12.320]  好像人活著每天都會有一
[00:01:12.320 --> 00:01:14.260]  說不出來的這樣的一個困難
[00:01:14.260 --> 00:01:15.400]  在我們生命中
[00:01:15.400 --> 00:01:19.000]  如果一個禮拜有七件事情
[00:01:19.000 --> 00:01:21.200]  一年有幾個禮拜
[00:01:21.200 --> 00:01:22.360]  52個禮拜
[00:01:22.360 --> 00:01:24.820]  一個禮拜一件事情就好了
[00:01:24.820 --> 00:01:26.320]  一年就有50件
[00:01:26.320 --> 00:01:29.000]  10年500件
[00:01:29.000 --> 00:01:30.960]  所以我們活著會快樂嗎
[00:01:30.960 --> 00:01:35.400]  常常我們會陷入在這個憂愁苦盡當中
[00:01:35.400 --> 00:01:37.220]  所以我們多麼希望
[00:01:37.220 --> 00:01:40.000]  就跟我們所看到的球賽一樣
[00:01:40.000 --> 00:01:42.160]  球賽和電影
[00:01:42.160 --> 00:01:45.860]  我們都希望看到的電影可以逆轉勝
[00:01:45.860 --> 00:01:48.460]  看到好人可以把壞人給打敗
[00:01:48.460 --> 00:01:49.720]  看見這個球賽
[00:01:49.720 --> 00:01:51.200]  原來我們支持的隊伍
[00:01:51.200 --> 00:01:53.060]  原來是已經快輸掉了
[00:01:53.060 --> 00:01:55.060]  最後可以怎樣
[00:01:55.060 --> 00:01:56.560]  逆轉勝
[00:01:56.560 --> 00:01:59.660]  需要有一個投手出來幫助我們逆轉勝
[00:01:59.660 --> 00:02:02.300]  我們的生命好像有時候
[00:02:02.300 --> 00:02:04.060]  我們也真的巴不得豬啊
[00:02:04.060 --> 00:02:08.860]  你就像這位投手可以來幫助我們逆轉勝
[00:02:08.860 --> 00:02:12.560]  這位投手他跟你不太一樣
[00:02:12.560 --> 00:02:15.020]  他跟一般的投手不太一樣
[00:02:15.020 --> 00:02:17.060]  他是經過訓練的
[00:02:17.060 --> 00:02:21.020]  他出來就可以叫對方被三振
[00:02:21.020 --> 00:02:25.360]  所以他可以幫助我們逆轉勝
[00:02:25.360 --> 00:02:27.660]  什麼是逆境呢
[00:02:27.660 --> 00:02:38.060]  我們現在要從聖經裡面來看逆境
[00:02:38.060 --> 00:02:43.860]  這是我們剛剛所讀的經文
[00:02:43.860 --> 00:02:48.920]  大衛在他的人生的旅程裡面
[00:02:48.920 --> 00:02:52.460]  他幾次經到逆境
[00:02:52.460 --> 00:02:57.120]  他的逆境就是幾乎就叫他生命絕了希望
[00:02:57.120 --> 00:02:59.560]  快要死亡這樣
[00:02:59.560 --> 00:03:03.720]  那在這裡我們剛剛所讀的詩篇第五篇
[00:03:03.720 --> 00:03:06.860]  它是一首哀歌
[00:03:06.860 --> 00:03:09.160]  哀歌是什麼歌呢
[00:03:09.160 --> 00:03:12.160]  哀歌不是哀聲嘆氣
[00:03:12.160 --> 00:03:13.620]  哀聲到底的歌
[00:03:13.620 --> 00:03:15.720]  電視節目什麼時候會唱哀歌
[00:03:15.720 --> 00:03:18.160]  大衛在他生命中遇到惡人的時候
[00:03:18.160 --> 00:03:20.160]  他會唱哀歌
[00:03:20.160 --> 00:03:23.060]  那我們有沒有哀歌
[00:03:23.060 --> 00:03:24.720]  有沒有哀歌
[00:03:24.720 --> 00:03:27.960]  有 我們有哀歌在心裡裡面
[00:03:27.960 --> 00:03:30.160]  有時候唱不出來
[00:03:30.160 --> 00:03:33.060]  你不知道為什麼就是苦悶
[00:03:33.060 --> 00:03:35.360]  然後常常會在主的面前
[00:03:35.360 --> 00:03:37.320]  就跟主來訴苦
[00:03:37.320 --> 00:03:38.820]  這是我們的哀歌
[00:03:38.820 --> 00:03:41.580]  在聖經裡面的哀歌有一個特點
[00:03:41.580 --> 00:03:43.620]  就是當你唱這首歌的時候
[00:03:43.620 --> 00:03:45.520]  到最後的結局
[00:03:45.520 --> 00:03:50.080]  一定就是主起來為我們得勝
[00:03:50.080 --> 00:03:52.620]  主起來為我們征戰
[00:03:52.620 --> 00:03:54.280]  有一個轉換
[00:03:54.280 --> 00:03:56.480]  有一個轉折
[00:03:56.480 --> 00:03:59.720]  大衛在他遇見惡人的時候
[00:03:59.720 --> 00:04:03.220]  他就對惡人有一個描述在這上面
[00:04:03.220 --> 00:04:08.120]  有七件事情他說是神所憎惡的
[00:04:08.120 --> 00:04:08.920]  哪些事呢
[00:04:08.920 --> 00:04:11.560]  有惡人有惡事有說謊的
[00:04:11.560 --> 00:04:13.580]  有作孽的
[00:04:13.580 --> 00:04:15.280]  還有好流人寫的
[00:04:15.280 --> 00:04:17.180]  有喜歡弄鬼詐的
[00:04:17.180 --> 00:04:19.780]  大衛可能都經歷過這些
[00:04:19.780 --> 00:04:22.460]  生命中的這些的壓迫
[00:04:22.460 --> 00:04:23.860]  還有時候呢
[00:04:23.860 --> 00:04:26.880]  他會覺得這些的惡人怎樣呢
[00:04:26.880 --> 00:04:28.220]  他們的口
[00:04:28.220 --> 00:04:29.620]  他們的心
[00:04:29.620 --> 00:04:34.820]  他們所吐出來的話
[00:04:34.820 --> 00:04:39.860]  都是壓迫他的
[00:04:39.860 --> 00:04:41.520]  我覺得這裡面有一幅畫面
[00:04:41.520 --> 00:04:42.160]  你們看喔
[00:04:42.160 --> 00:04:46.060]  他說他們的喉嚨像是什麼呢
[00:04:46.060 --> 00:04:47.980]  敞開的墳墓
[00:04:47.980 --> 00:04:51.080]  敞開的墳墓香嗎
[00:04:51.080 --> 00:04:53.020]  敞開的墳墓不好聞的
[00:04:53.020 --> 00:04:55.020]  我以前在念書的時候
[00:04:55.020 --> 00:04:57.420]  我在國中念書的時候
[00:04:57.420 --> 00:05:00.080]  我們的餐廳的圍牆
[00:05:00.080 --> 00:05:02.660]  外面就是公墓
[00:05:02.660 --> 00:05:05.320]  公墓常常就會燒什麼呢
[00:05:05.320 --> 00:05:07.560]  燒棺材
[00:05:07.560 --> 00:05:10.980]  燒棺材就會有煙冒出來
[00:05:10.980 --> 00:05:13.460]  所以我們常常就是
[00:05:13.460 --> 00:05:15.020]  看見那個煙
[00:05:15.020 --> 00:05:16.880]  你也沒地方可以逃
[00:05:16.880 --> 00:05:19.180]  但是很想摀住
[00:05:19.180 --> 00:05:20.360]  你也跑不掉
[00:05:20.360 --> 00:05:23.060]  生活在好像墳墓旁邊
[00:05:23.060 --> 00:05:25.220]  就是在墳墓旁邊
[00:05:25.220 --> 00:05:26.120]  這個你要
[00:05:26.120 --> 00:05:27.680]  這個吹煙鳥鳥
[00:05:27.680 --> 00:05:29.880]  他不是吹煙啦
[00:05:29.880 --> 00:05:31.020]  這個燒棺材的煙
[00:05:31.020 --> 00:05:32.320]  鳥鳥飄上來
[00:05:32.320 --> 00:05:34.080]  你就聞到這個味道
[00:05:34.080 --> 00:05:39.260]  配合你的中午的便當
[00:05:39.260 --> 00:05:43.160]  所以我對我的學習這種
[00:05:43.160 --> 00:05:45.380]  要選擇居住的地方很重要
[00:05:45.380 --> 00:05:46.980]  學校也很重要
[00:05:46.980 --> 00:05:50.180]  不要在這個公墓旁邊
[00:05:50.180 --> 00:05:51.580]  就是我特別
[00:05:51.580 --> 00:05:53.860]  所以我在選擇居住點的時候
[00:05:53.860 --> 00:05:57.660]  我會看說附近有沒有這種廢棄
[00:05:57.660 --> 00:06:00.020]  這題外話
[00:06:00.020 --> 00:06:01.160]  大家會說惡人
[00:06:01.160 --> 00:06:03.980]  他們的口就像敞開的墳墓
[00:06:03.980 --> 00:06:06.180]  你最好不要張開來
[00:06:06.180 --> 00:06:07.280]  你張開來
[00:06:07.280 --> 00:06:10.580]  他就會聞到這個墳墓裡面的味道
[00:06:10.580 --> 00:06:14.320]  所以大衛就描述惡人
[00:06:14.320 --> 00:06:17.620]  他是不想跟惡人在一起的
[00:06:17.620 --> 00:06:18.080]  兄弟姐妹
[00:06:18.080 --> 00:06:21.380]  我們生命中有沒有惡人啊
[00:06:21.380 --> 00:06:23.020]  有沒有惡人
[00:06:23.020 --> 00:06:27.180]  惡人有時候隱藏在你看不見的地方
[00:06:27.180 --> 00:06:28.780]  在這裡我今天放了一個
