
[00:00:00.000 --> 00:00:04.620]  大家好,趙牧師很高興和大家一齊去敬拜
[00:00:04.620 --> 00:00:08.200]  剛才陳牧師在祈禱的時候也提到
[00:00:08.200 --> 00:00:10.400]  其實中東現在很亂
[00:00:10.400 --> 00:00:14.560]  特別是那些ISIS說有宗教信仰
[00:00:14.560 --> 00:00:18.220]  但是做出一些很殘暴的行為
[00:00:18.220 --> 00:00:19.500]  所以基督徒全部都離開了
[00:00:19.500 --> 00:00:22.580]  離不開的那些,見一個就殺一個
[00:00:22.580 --> 00:00:24.080]  所以當我們聽到這些消息的時候
[00:00:24.080 --> 00:00:26.020]  其實心裏面也很難過
[00:00:26.020 --> 00:00:28.020]  不但如此,兩天前
[00:00:28.020 --> 00:00:31.280]  大家如果有看電視新聞或者上網都會看到
[00:00:31.280 --> 00:00:35.900]  美國採訪的記者James Foley
[00:00:35.900 --> 00:00:37.740]  跪在沙漠裏
[00:00:37.740 --> 00:00:41.860]  結果是因為他們勒索一億美元不遂
[00:00:41.860 --> 00:00:46.400]  加上他們抱怨美國去炸他們的地方
[00:00:46.400 --> 00:00:49.580]  於是就把記者斬頭
[00:00:49.580 --> 00:00:51.580]  我們聽到的時候是很令人害怕的
[00:00:51.580 --> 00:00:52.780]  見到這樣的事情的時候
[00:00:52.780 --> 00:00:54.120]  這樣也可以做得出來的
[00:00:54.120 --> 00:00:57.140]  竟然有這樣的事情在發生在我們的世界上
[00:00:57.140 --> 00:00:59.140]  很難令我們想像
[00:00:59.140 --> 00:01:03.020]  在美國也有一些令我們難以明白的事情
[00:01:03.020 --> 00:01:06.120]  例如那個Michael Brown在Ferguson City
[00:01:06.120 --> 00:01:08.120]  大家最近經常聽到
[00:01:08.120 --> 00:01:08.820]  為什麼呢?
[00:01:08.820 --> 00:01:12.280]  因為他被一個白人警察開槍打死
[00:01:12.280 --> 00:01:14.780]  身中六彈
[00:01:14.780 --> 00:01:15.780]  什麼事情呢?
[00:01:15.780 --> 00:01:18.980]  你要disable他,何必打那麼多槍呢?
[00:01:18.980 --> 00:01:20.980]  當然我不知道是對還是錯
[00:01:20.980 --> 00:01:23.460]  沒有人知道,現在正在調查
[00:01:23.460 --> 00:01:25.100]  但是因為這樣的緣故
[00:01:25.100 --> 00:01:30.220]  就引發了一些種族的矛盾衝突的事件
[00:01:30.220 --> 00:01:31.380]  於是你會看到
[00:01:31.380 --> 00:01:34.060]  雖然政府說要宵禁
[00:01:34.060 --> 00:01:35.260]  人們都不理會
[00:01:35.260 --> 00:01:37.460]  照樣去示威,照樣去遊行
[00:01:37.460 --> 00:01:39.220]  去搗亂
[00:01:39.220 --> 00:01:44.700]  今早大家都聽到陳牧師說有地震
[00:01:44.700 --> 00:01:46.980]  其實我們去四川
[00:01:46.980 --> 00:01:48.300]  短暫的時間
[00:01:48.300 --> 00:01:51.460]  去了不久,雲南又有地震發生
[00:01:51.460 --> 00:01:54.180]  接著又聽到在台灣
[00:01:54.180 --> 00:01:56.620]  天然氣爆炸,已經不是第一次了
[00:01:56.620 --> 00:01:58.620]  很短時間,第二次
[00:01:58.620 --> 00:02:01.300]  又造成很多死傷
[00:02:01.300 --> 00:02:03.780]  在河北的時候
[00:02:03.780 --> 00:02:05.340]  我們去探望一個孤兒院
[00:02:05.340 --> 00:02:07.260]  這個孤兒院裡面
[00:02:07.260 --> 00:02:10.060]  全部所收養的
[00:02:10.060 --> 00:02:12.740]  都是先天生下來
[00:02:12.740 --> 00:02:17.820]  有殘缺的嬰兒和小朋友
[00:02:17.820 --> 00:02:20.180]  父母生出來的時候看到有殘缺
[00:02:20.180 --> 00:02:21.700]  於是就放在孤兒院門口
[00:02:21.700 --> 00:02:24.500]  或者放在街邊就算了,就走了
[00:02:24.500 --> 00:02:25.580]  有時候我們想
[00:02:25.580 --> 00:02:26.820]  怎麼能夠做得到呢?
[00:02:26.820 --> 00:02:28.980]  自己生出來的子女
[00:02:28.980 --> 00:02:30.340]  雖然是有殘缺
[00:02:30.340 --> 00:02:32.340]  但是你就把它丟給孤兒院
[00:02:32.340 --> 00:02:35.060]  或者把它放在一邊,不去理會
[00:02:35.060 --> 00:02:36.740]  我們覺得是難以想像
[00:02:36.740 --> 00:02:37.940]  但是似乎這些
[00:02:37.940 --> 00:02:40.580]  就是發生在我們今天社會裡面
[00:02:40.580 --> 00:02:42.940]  一些這樣的事情
[00:02:42.940 --> 00:02:44.740]  前兩天我回來的時候
[00:02:44.740 --> 00:02:46.420]  又聽到一個故事
[00:02:46.420 --> 00:02:47.900]  說到一個女兒
[00:02:47.900 --> 00:02:50.460]  在她爸爸的病床前面
[00:02:50.460 --> 00:02:52.420]  爸爸已經昏迷了
[00:02:52.420 --> 00:02:54.140]  聽不聽到也不知道
[00:02:54.140 --> 00:02:57.500]  不過這個女兒受牧師的感動
[00:02:57.500 --> 00:02:58.380]  跟她爸爸說
[00:02:58.380 --> 00:03:01.460]  「爸爸,你放心吧,我不再生你的氣了」
[00:03:01.460 --> 00:03:03.180]  「你也不要再生別人的氣了」
[00:03:03.180 --> 00:03:06.020]  因為她知道她爸爸一生裡面
[00:03:06.020 --> 00:03:07.980]  心裡面充滿了苦毒
[00:03:07.980 --> 00:03:09.340]  兩次婚姻都失敗
[00:03:09.340 --> 00:03:10.620]  第一次不行了
[00:03:10.620 --> 00:03:12.780]  第二次結婚就好一點了
[00:03:12.780 --> 00:03:13.940]  怎知道太太後來
[00:03:13.940 --> 00:03:15.580]  不知道什麼原因就逃跑了
[00:03:15.580 --> 00:03:17.380]  不知所蹤
[00:03:17.380 --> 00:03:18.820]  於是她知道她爸爸
[00:03:18.820 --> 00:03:21.060]  在一生裡面面對死亡
[00:03:21.060 --> 00:03:23.580]  但是心裡面充滿了苦毒
[00:03:23.580 --> 00:03:26.340]  充滿了煩惱
[00:03:26.340 --> 00:03:27.620]  所以跟爸爸說
[00:03:27.620 --> 00:03:29.380]  「你不要再生你媽媽的氣了」
[00:03:29.380 --> 00:03:30.660]  「不要再生你太太的氣了」
[00:03:30.660 --> 00:03:31.860]  「不要再生別人的氣了」
[00:03:31.860 --> 00:03:35.620]  「你安心上路吧」
[00:03:35.620 --> 00:03:39.700]  如果我再講一些例子的話
[00:03:39.700 --> 00:03:41.580]  可以講很多的
[00:03:41.580 --> 00:03:42.900]  甚至不需要我講
[00:03:42.900 --> 00:03:43.860]  大家睜開眼睛
[00:03:43.860 --> 00:03:44.820]  打開耳朵
[00:03:44.820 --> 00:03:46.860]  到處都可以看到
[00:03:46.860 --> 00:03:49.020]  在我們今天的世界裡面
[00:03:49.020 --> 00:03:53.060]  仍然有很多邪惡的事情存在
[00:03:53.060 --> 00:03:54.660]  也有很多的苦難
[00:03:54.660 --> 00:03:56.100]  令我們不知所措
[00:03:56.100 --> 00:03:59.060]  不知應該如何去面對
[00:03:59.060 --> 00:04:01.580]  當我們聽到、看到
[00:04:01.580 --> 00:04:05.500]  這些事情發生在我們這個世界和社會當中的時候
[00:04:05.500 --> 00:04:09.700]  不知我們心裡面會不會也有一個疑問
[00:04:09.700 --> 00:04:12.020]  如果真的有神的話
[00:04:12.020 --> 00:04:13.820]  我不知道你們神的認識是什麼
[00:04:13.820 --> 00:04:15.140]  如果真的有神的話
[00:04:15.140 --> 00:04:17.140]  為何神不做些什麼呢?
[00:04:17.140 --> 00:04:18.540]  為何神不做些什麼呢?
[00:04:18.540 --> 00:04:23.500]  為何神會容許這些苦難和邪惡的事情
[00:04:23.500 --> 00:04:26.380]  繼續存留在這個世界裡面呢?
[00:04:26.380 --> 00:04:29.900]  特別當你曾經落入類似這樣的境況當中
[00:04:29.900 --> 00:04:31.300]  你也覺得很苦
[00:04:31.300 --> 00:04:34.420]  你也覺得很困擾
[00:04:34.420 --> 00:04:38.660]  不知我們會不會有大衛一樣的經驗
[00:04:38.660 --> 00:04:39.900]  大衛在詩篇
[00:04:39.900 --> 00:04:42.460]  即是三十五篇和九十四篇那裡說
[00:04:42.460 --> 00:04:47.300]  主啊,祢看著不理要到何時呢?
[00:04:47.300 --> 00:04:51.260]  求祢救我的靈魂脫離他們的殘害
[00:04:51.260 --> 00:04:53.900]  救我的生命脫離少壯的獅子
[00:04:53.900 --> 00:04:57.780]  耶和華啊,惡人跨性要到何時呢?
[00:04:57.780 --> 00:04:59.460]  要到何時呢?
[00:04:59.460 --> 00:05:03.340]  是私人心中發出的呼喊
[00:05:03.340 --> 00:05:06.540]  大家會不會有類似這樣的感覺呢?
[00:05:06.540 --> 00:05:08.380]  有一個短片跟大家分享
[00:05:08.380 --> 00:05:13.860]  看完之後有沒有短片裡發出的問題呢?
[00:05:38.380 --> 00:05:40.380]  (音樂)
[00:06:08.380 --> 00:06:11.140]  我總覺得有點難過
[00:06:11.140 --> 00:06:16.420]  我死去的夢想都是我最好的一天
[00:06:16.420 --> 00:06:19.620]  我總覺得很難告訴你
[00:06:19.620 --> 00:06:22.060]  我總覺得很難去解釋
[00:06:22.060 --> 00:06:24.900]  當人們在圈圈圈圈地走來走去
[00:06:24.900 --> 00:06:26.980]  這就是一個非常非常
[00:06:26.980 --> 00:06:31.420]  瘋狂的世界
[00:06:31.420 --> 00:06:36.900]  瘋狂的世界
[00:06:36.900 --> 00:07:04.380]  (音樂)
[00:07:04.380 --> 00:07:08.740]  先看到這裡,我看到這裡就夠了
[00:07:08.740 --> 00:07:13.020]  不知道大家對這個問題有什麼看法呢?
