
[00:00:00.000 --> 00:00:02.000]  各位敵視的姐妹早
[00:00:02.000 --> 00:00:04.000]  感謝昨天安檢
[00:00:04.000 --> 00:00:08.000]  讓我們再有機會在這個地方來聊一聊她的話
[00:00:08.000 --> 00:00:12.000]  最近看新聞
[00:00:12.000 --> 00:00:14.000]  大概你們都知道在香港
[00:00:14.000 --> 00:00:16.000]  最大的新聞就是
[00:00:16.000 --> 00:00:18.000]  關注青少年
[00:00:18.000 --> 00:00:20.000]  自殺這個問題
[00:00:20.000 --> 00:00:22.000]  幾個月之內已經21位
[00:00:22.000 --> 00:00:24.000]  少年人
[00:00:24.000 --> 00:00:26.000]  自殺 留下了他們的生命
[00:00:26.000 --> 00:00:28.000]  另外一方面
[00:00:28.000 --> 00:00:30.000]  在看新聞的時間
[00:00:30.000 --> 00:00:32.000]  我也相信
[00:00:32.000 --> 00:00:34.000]  很多弟兄姊妹也關注到
[00:00:34.000 --> 00:00:36.000]  我們現在的童工最近
[00:00:36.000 --> 00:00:38.000]  都有些
[00:00:38.000 --> 00:00:40.000]  嬉鬱
[00:00:40.000 --> 00:00:44.000]  因為這個緣故
[00:00:44.000 --> 00:00:46.000]  分散
[00:00:46.000 --> 00:00:48.000]  這個都是我們心中感覺到非常悲痛
[00:00:48.000 --> 00:00:50.000]  難過的事情
[00:00:50.000 --> 00:00:56.000]  有關少年人
[00:00:56.000 --> 00:00:58.000]  學生自殺
[00:00:58.000 --> 00:01:00.000]  老實講
[00:01:00.000 --> 00:01:04.000]  我們最近都跟一些教母童工
[00:01:04.000 --> 00:01:06.000]  一些輔導的人
[00:01:06.000 --> 00:01:08.000]  都來去談論
[00:01:08.000 --> 00:01:10.000]  如何來回應現在
[00:01:10.000 --> 00:01:12.000]  這個社會的風氣
[00:01:12.000 --> 00:01:14.000]  因為當這個報章
[00:01:14.000 --> 00:01:16.000]  賣出
[00:01:16.000 --> 00:01:18.000]  記載到有關學生自殺
[00:01:18.000 --> 00:01:20.000]  這個風氣的事件
[00:01:20.000 --> 00:01:22.000]  這個很容易會影響到
[00:01:22.000 --> 00:01:24.000]  有些人
[00:01:24.000 --> 00:01:26.000]  他們已經是悶悶不樂
[00:01:26.000 --> 00:01:28.000]  心中不快
[00:01:28.000 --> 00:01:30.000]  一點不如意的事情
[00:01:30.000 --> 00:01:32.000]  他們也很容易走上
[00:01:32.000 --> 00:01:34.000]  這條的路
[00:01:34.000 --> 00:01:36.000]  是什麼東西
[00:01:36.000 --> 00:01:38.000]  令到那麼多的學生
[00:01:38.000 --> 00:01:40.000]  感覺到不快呢
[00:01:40.000 --> 00:01:42.000]  當然我們看見每天
[00:01:42.000 --> 00:01:44.000]  你看的新聞都沒有什麼東西
[00:01:44.000 --> 00:01:46.000]  是值得好高興的
[00:01:46.000 --> 00:01:48.000]  這個社會好像是
[00:01:48.000 --> 00:01:50.000]  撕裂的社會
[00:01:50.000 --> 00:01:52.000]  這個世界是撕裂的世界
[00:01:52.000 --> 00:01:54.000]  各地
[00:01:54.000 --> 00:01:56.000]  不是天災就是人禍
[00:01:56.000 --> 00:01:58.000]  歐洲
[00:01:58.000 --> 00:02:00.000]  瀰漫著
[00:02:00.000 --> 00:02:02.000]  一切你可以說
[00:02:02.000 --> 00:02:04.000]  不愉快的事情
[00:02:04.000 --> 00:02:06.000]  住在歐洲的人一點也不快樂
[00:02:06.000 --> 00:02:08.000]  原因在哪裡
[00:02:08.000 --> 00:02:10.000]  因為這個難民潮
[00:02:10.000 --> 00:02:12.000]  已經令到他們沒有安全感
[00:02:12.000 --> 00:02:14.000]  他們對他們的前景
[00:02:14.000 --> 00:02:16.000]  已經失去一種信心
[00:02:16.000 --> 00:02:18.000]  美國本身是怎麼樣呢
[00:02:18.000 --> 00:02:20.000]  香港這是自殺
[00:02:20.000 --> 00:02:22.000]  美國這是他殺
[00:02:22.000 --> 00:02:24.000]  他們每天的新聞
[00:02:24.000 --> 00:02:26.000]  都是一些人
[00:02:26.000 --> 00:02:28.000]  無故無端端的被槍殺
[00:02:28.000 --> 00:02:30.000]  這個槍殺的事件
[00:02:30.000 --> 00:02:32.000]  在家裡舉行
[00:02:32.000 --> 00:02:34.000]  有些甚至是在教會
[00:02:34.000 --> 00:02:36.000]  舉行
[00:02:36.000 --> 00:02:38.000]  有些是市場
[00:02:38.000 --> 00:02:40.000]  在一些人口密集的地方
[00:02:40.000 --> 00:02:42.000]  發生
[00:02:42.000 --> 00:02:44.000]  看到這一切的東西
[00:02:44.000 --> 00:02:46.000]  我都相信
[00:02:46.000 --> 00:02:48.000]  要是成年人都不開心的話
[00:02:48.000 --> 00:02:50.000]  青少年
[00:02:50.000 --> 00:02:52.000]  也會同樣不開心
[00:02:52.000 --> 00:02:54.000]  我都記得
[00:02:54.000 --> 00:02:56.000]  我還在中學教書的時間
[00:02:56.000 --> 00:02:58.000]  第二年
[00:02:58.000 --> 00:03:04.000]  1975年
[00:03:04.000 --> 00:03:06.000]  那段的時間
[00:03:06.000 --> 00:03:08.000]  香港的聯考
[00:03:08.000 --> 00:03:10.000]  完了以後
[00:03:10.000 --> 00:03:12.000]  有一些的學生
[00:03:12.000 --> 00:03:14.000]  告訴我說
[00:03:14.000 --> 00:03:16.000]  有兩位的同學
[00:03:16.000 --> 00:03:18.000]  他們
[00:03:18.000 --> 00:03:20.000]  想尋死
[00:03:20.000 --> 00:03:22.000]  想自殺
[00:03:22.000 --> 00:03:24.000]  這兩位的同學
[00:03:24.000 --> 00:03:26.000]  有四年的時間
[00:03:26.000 --> 00:03:28.000]  都是
[00:03:28.000 --> 00:03:30.000]  頭十名的成績
[00:03:30.000 --> 00:03:32.000]  但是
[00:03:32.000 --> 00:03:34.000]  當這個會考的成績
[00:03:34.000 --> 00:03:36.000]  頒布了以後
[00:03:36.000 --> 00:03:38.000]  一個
[00:03:38.000 --> 00:03:40.000]  就考到
[00:03:40.000 --> 00:03:42.000]  九個D
[00:03:42.000 --> 00:03:44.000]  九個D
[00:03:44.000 --> 00:03:46.000]  其實
[00:03:46.000 --> 00:03:48.000]  當時老師對他們的期望
[00:03:48.000 --> 00:03:50.000]  非常高
[00:03:50.000 --> 00:03:52.000]  覺得每一科不是A
[00:03:52.000 --> 00:03:54.000]  這是B的
[00:03:54.000 --> 00:03:56.000]  但是結果
[00:03:56.000 --> 00:03:58.000]  他連一個
[00:03:58.000 --> 00:04:00.000]  零的成績都沒有
[00:04:00.000 --> 00:04:02.000]  另外一個
[00:04:02.000 --> 00:04:04.000]  都是非常好的學生
[00:04:04.000 --> 00:04:06.000]  是八個D
[00:04:06.000 --> 00:04:08.000]  一個C
[00:04:08.000 --> 00:04:10.000]  但是在當時
[00:04:10.000 --> 00:04:12.000]  這種的成績也沒有辦法
[00:04:12.000 --> 00:04:14.000]  讓自己的學校
[00:04:14.000 --> 00:04:16.000]  繼續
[00:04:16.000 --> 00:04:18.000]  來讀大學的育科
[00:04:18.000 --> 00:04:20.000]  當時是大學育科
[00:04:20.000 --> 00:04:22.000]  因此
[00:04:22.000 --> 00:04:24.000]  他們很想了結他們的生命
[00:04:24.000 --> 00:04:26.000]  因為回到家
[00:04:26.000 --> 00:04:28.000]  家長罵他們
[00:04:28.000 --> 00:04:30.000]  回到學校
[00:04:30.000 --> 00:04:32.000]  學校的老師
[00:04:32.000 --> 00:04:34.000]  也是用一個不同的臉孔
[00:04:34.000 --> 00:04:36.000]  來對他們
[00:04:36.000 --> 00:04:38.000]  令到他們感覺非常難受
[00:04:38.000 --> 00:04:40.000]  他們覺得沒有面目
[00:04:40.000 --> 00:04:42.000]  見人
[00:04:42.000 --> 00:04:44.000]  我當時
[00:04:44.000 --> 00:04:46.000]  知道這個事情的時間
[00:04:46.000 --> 00:04:48.000]  感覺非常難過
[00:04:48.000 --> 00:04:50.000]  因為這個緣故
[00:04:50.000 --> 00:04:52.000]  我都約了這兩個同學
[00:04:52.000 --> 00:04:54.000]  先後見他們
[00:04:54.000 --> 00:04:56.000]  我記得當時
[00:04:56.000 --> 00:04:58.000]  我在輔導他們的時間
[00:04:58.000 --> 00:05:00.000]  我就問了他
[00:05:00.000 --> 00:05:02.000]  為什麼
[00:05:02.000 --> 00:05:04.000]  要選擇走這樣的一條路
[00:05:04.000 --> 00:05:08.000]  他們不約而同的對我說
[00:05:10.000 --> 00:05:12.000]  他一家
[00:05:12.000 --> 00:05:14.000]  對他的期望很高
[00:05:14.000 --> 00:05:16.000]  他自己對自己的期望
[00:05:16.000 --> 00:05:18.000]  也很高
[00:05:18.000 --> 00:05:20.000]  讀那麼多年的書
[00:05:20.000 --> 00:05:22.000]  辛辛苦苦
[00:05:22.000 --> 00:05:24.000]  為的就是為了會考
[00:05:24.000 --> 00:05:26.000]  到會考
[00:05:26.000 --> 00:05:28.000]  考到這個樣子
[00:05:28.000 --> 00:05:30.000]  他覺得沒臉
[00:05:30.000 --> 00:05:32.000]  見家人
[00:05:32.000 --> 00:05:34.000]  辜負了家人
[00:05:34.000 --> 00:05:36.000]  對他的期望
[00:05:36.000 --> 00:05:38.000]  也辜負了老師對他的期望
[00:05:38.000 --> 00:05:40.000]  我剛才下來
[00:05:40.000 --> 00:05:42.000]  我就問他
[00:05:42.000 --> 00:05:44.000]  要是
[00:05:44.000 --> 00:05:46.000]  十班
[00:05:46.000 --> 00:05:48.000]  明天漲價
[00:05:48.000 --> 00:05:52.000]  漲到
[00:05:52.000 --> 00:05:54.000]  一千塊錢一斤
[00:05:54.000 --> 00:05:56.000]  你會自殺嗎
[00:05:56.000 --> 00:05:58.000]  他看著我
[00:05:58.000 --> 00:06:00.000]  不知道怎麼樣回應
[00:06:00.000 --> 00:06:02.000]  老師
[00:06:02.000 --> 00:06:06.000]  為什麼你問這樣的問題
[00:06:08.000 --> 00:06:10.000]  我說
[00:06:10.000 --> 00:06:12.000]  你先回答我吧
[00:06:12.000 --> 00:06:14.000]  我等一下告訴你
[00:06:14.000 --> 00:06:16.000]  十班魚漲價
[00:06:16.000 --> 00:06:18.000]  漲到一千塊錢一斤
[00:06:18.000 --> 00:06:20.000]  你會自殺嗎
[00:06:20.000 --> 00:06:22.000]  他說當然不會了
[00:06:22.000 --> 00:06:24.000]  我就問他為什麼
[00:06:24.000 --> 00:06:26.000]  漲到一千塊錢一斤
[00:06:26.000 --> 00:06:28.000]  為什麼你不自殺
[00:06:28.000 --> 00:06:30.000]  他說
[00:06:30.000 --> 00:06:32.000]  我為什麼一定有吃十班呢
[00:06:32.000 --> 00:06:34.000]  很好
[00:06:34.000 --> 00:06:36.000]  還有呢
[00:06:36.000 --> 00:06:38.000]  明天漲價
[00:06:38.000 --> 00:06:40.000]  不一定是永遠的漲價
[00:06:40.000 --> 00:06:42.000]  很好啊
[00:06:42.000 --> 00:06:44.000]  還有呢
[00:06:44.000 --> 00:06:46.000]  我不吃魚
[00:06:46.000 --> 00:06:48.000]  也可以吃其他的東西啊
[00:06:48.000 --> 00:06:50.000]  我聽完了以後
[00:06:50.000 --> 00:06:54.000]  你答得非常非常對
[00:06:54.000 --> 00:06:58.000]  我不吃魚
[00:06:58.000 --> 00:07:00.000]  也可以吃其他的東西
[00:07:00.000 --> 00:07:02.000]  明天漲價
[00:07:02.000 --> 00:07:04.000]  不一定永遠都漲價
[00:07:06.000 --> 00:07:08.000]  還有很多東西
[00:07:08.000 --> 00:07:10.000]  是有營養的
[00:07:10.000 --> 00:07:12.000]  為什麼一定要選擇
[00:07:12.000 --> 00:07:14.000]  吃十班呢
[00:07:14.000 --> 00:07:16.000]  我剛才下來
[00:07:16.000 --> 00:07:18.000]  就把我自己個人的見證
[00:07:18.000 --> 00:07:20.000]  從中國大學偷渡出來
[00:07:20.000 --> 00:07:22.000]  因為那個時間
[00:07:22.000 --> 00:07:24.000]  我已經十四歲多十五歲
[00:07:24.000 --> 00:07:26.000]  我連
