
[00:00:00.000 --> 00:00:02.240]  「我是復活,我是生命」
[00:00:02.240 --> 00:00:06.440]  為什麼耶穌基督會突然說出這兩個宣告呢?
[00:00:06.440 --> 00:00:07.880]  背景很簡單
[00:00:07.880 --> 00:00:09.520]  就是在約翰福音第十一章
[00:00:09.520 --> 00:00:13.200]  約翰福音第十一章是我們比較熟悉的一章聖經
[00:00:13.200 --> 00:00:16.200]  特別是記載了一個很特別的神蹟奇事
[00:00:16.200 --> 00:00:19.200]  就是拉薩路從死裡復活
[00:00:19.200 --> 00:00:21.320]  很明顯在十一章開始的時候
[00:00:21.320 --> 00:00:24.880]  當時馬大一群人去找耶穌
[00:00:24.880 --> 00:00:28.720]  「耶穌啊!你所愛的拉薩路病了」
[00:00:28.720 --> 00:00:30.640]  他只是病了
[00:00:30.640 --> 00:00:32.680]  所以當耶穌聽到有人跟他說
[00:00:32.680 --> 00:00:34.040]  拉薩路病了
[00:00:34.040 --> 00:00:37.000]  但是耶穌卻好像很無動於衷
[00:00:37.000 --> 00:00:37.960]  沒有反應
[00:00:37.960 --> 00:00:39.000]  聖經告訴他
[00:00:39.000 --> 00:00:40.400]  當時他無所事事
[00:00:40.400 --> 00:00:42.040]  走了兩天都不知道去哪裡
[00:00:42.040 --> 00:00:43.400]  聖經沒有記載
[00:00:43.400 --> 00:00:45.080]  應該耶穌不會無所事事的
[00:00:45.080 --> 00:00:47.880]  不過耶穌沒有即時去找拉薩路
[00:00:47.880 --> 00:00:50.080]  兩天之後他就跟門徒說
[00:00:50.080 --> 00:00:52.720]  「好啊!我們現在去猶太一個地方」
[00:00:52.720 --> 00:00:54.920]  意思就是去找拉薩路
[00:00:54.920 --> 00:00:56.240]  在路上的時候
[00:00:56.240 --> 00:00:57.720]  他忽然跟門徒說
[00:00:57.720 --> 00:01:01.520]  「啊!拉薩路睡著了」
[00:01:01.520 --> 00:01:04.840]  他說拉薩路的病不至於死
[00:01:04.840 --> 00:01:07.920]  當時其實在耶穌的全知裡
[00:01:07.920 --> 00:01:10.400]  耶穌已經知道拉薩路是死了
[00:01:10.400 --> 00:01:12.320]  不過耶穌就說他睡著了
[00:01:12.320 --> 00:01:13.360]  所以那群門徒就說
[00:01:13.360 --> 00:01:15.040]  「哦!他只是睡著了」
[00:01:15.040 --> 00:01:16.760]  他的病不至於死
[00:01:16.760 --> 00:01:18.840]  給他們有一個很大的安慰
[00:01:18.840 --> 00:01:20.240]  於是在過程裡
[00:01:20.240 --> 00:01:21.840]  還沒有到他家之前
[00:01:21.840 --> 00:01:24.200]  已經有馬大有出來跟耶穌
[00:01:24.200 --> 00:01:26.800]  「耶穌啊!耶穌啊!太遲了!太遲了!」
[00:01:26.800 --> 00:01:31.320]  「你來遲了的!拉薩路已經放在墳墓那邊」
[00:01:31.320 --> 00:01:33.800]  「已經有四天之久」
[00:01:33.800 --> 00:01:36.280]  即是他已經埋葬了四天
[00:01:36.280 --> 00:01:39.680]  為甚麼聖經那邊那麼標榜說四天呢?
[00:01:39.680 --> 00:01:41.640]  因為在猶太人的傳統那邊
[00:01:41.640 --> 00:01:43.160]  一個人死了
[00:01:43.160 --> 00:01:44.800]  放在墳墓那邊四天
[00:01:44.800 --> 00:01:46.800]  是證明他真的死了
[00:01:46.800 --> 00:01:48.720]  如果他三天都未必真的死
[00:01:48.720 --> 00:01:49.720]  四天才真的死
[00:01:49.720 --> 00:01:51.640]  所以他真的死了
[00:01:51.640 --> 00:01:53.160]  是有一個這樣的背景
[00:01:53.160 --> 00:01:56.160]  就帶來了馬大跟耶穌的一個對話
[00:01:56.160 --> 00:01:57.960]  我們讀一讀這四節的對話
[00:01:57.960 --> 00:01:59.960]  準備 1 2 3
[00:01:59.960 --> 00:02:03.120]  「耶穌說:你兄弟必然復活」
[00:02:03.120 --> 00:02:06.840]  「馬大說:我知道在末日復活的時候」
[00:02:06.840 --> 00:02:08.400]  「他必復活」
[00:02:08.400 --> 00:02:11.040]  「耶穌對他說:復活在我」
[00:02:11.040 --> 00:02:12.560]  「生命也在我」
[00:02:12.560 --> 00:02:16.440]  「信我的人雖然死了也必復活」
[00:02:16.440 --> 00:02:20.360]  「凡活著信我的人必永遠不死」
[00:02:20.360 --> 00:02:22.280]  「你信這話麼?」
[00:02:22.280 --> 00:02:23.280]  很有趣
[00:02:23.280 --> 00:02:27.080]  「耶穌說:你的兄弟必然復活」
[00:02:27.080 --> 00:02:28.440]  「他說:已經死了沒錯」
[00:02:28.440 --> 00:02:29.680]  「耶穌知道他死了」
[00:02:29.680 --> 00:02:30.880]  「馬大知道他死了」
[00:02:30.880 --> 00:02:34.480]  「但耶穌說:這個兄弟必然會復活」
[00:02:34.480 --> 00:02:36.000]  「而馬大的神學觀」
[00:02:36.000 --> 00:02:38.880]  「正正跟我們今天的神學觀完全一樣」
[00:02:38.880 --> 00:02:41.440]  「馬大就說:信 我信復活」
[00:02:41.440 --> 00:02:43.920]  「不過是將來的事 是末日的事」
[00:02:43.920 --> 00:02:45.720]  「將來耶穌基督再回來那天」
[00:02:45.720 --> 00:02:47.120]  「我們個個都會復活」
[00:02:47.120 --> 00:02:51.400]  「是面對耶穌基督的白色大寶座的審判」
[00:02:51.400 --> 00:02:56.720]  「所以馬大的神學觀跟我們今天的神學觀完全一致」
[00:02:56.720 --> 00:02:59.480]  「所以馬大沒有錯 他完全是對的」
[00:02:59.480 --> 00:03:02.280]  「今天我們都相信我們會復活」
[00:03:02.280 --> 00:03:06.560]  「不過是耶穌基督將來第二次回來的時候」
[00:03:06.560 --> 00:03:07.800]  「每個人都會復活」
[00:03:07.800 --> 00:03:10.960]  「能夠去面對耶穌的審判」
[00:03:10.960 --> 00:03:12.120]  在這樣的背景
[00:03:12.120 --> 00:03:14.120]  在這樣的神學觀裏
[00:03:14.120 --> 00:03:15.760]  耶穌忽然間說
[00:03:15.760 --> 00:03:19.360]  「復活在我 生命也在我」
[00:03:19.360 --> 00:03:23.400]  「信我的人 雖然死了 也必復活」
[00:03:23.400 --> 00:03:28.680]  而且說「凡活著信我的 就必永遠不死」
[00:03:28.680 --> 00:03:30.000]  你信不信?
[00:03:30.000 --> 00:03:36.160]  第一 究竟耶穌為何忽然間會說了一句這樣的說話?
[00:03:36.160 --> 00:03:38.080]  當然我們看到聖經裏面
[00:03:38.080 --> 00:03:39.440]  耶穌的生平當中
[00:03:39.440 --> 00:03:42.920]  的確有幾次是叫「死人復活」的
[00:03:42.920 --> 00:03:43.840]  所以換言之
[00:03:43.840 --> 00:03:45.920]  其實在耶穌的觀點當中
[00:03:45.920 --> 00:03:48.360]  「死人復活」並不是一件新事
[00:03:48.360 --> 00:03:50.160]  甚至我們很深信
[00:03:50.160 --> 00:03:51.920]  耶穌基督是昨日 今日
[00:03:51.920 --> 00:03:52.840]  直到永遠
[00:03:52.840 --> 00:03:54.320]  是永不改變的時候
[00:03:54.320 --> 00:03:56.240]  我們仍然是要信
[00:03:56.240 --> 00:03:59.640]  耶穌基督今天可以叫「死人復活」
[00:03:59.640 --> 00:04:01.760]  不過我沒有見過
[00:04:01.760 --> 00:04:04.520]  所以我也不夠膽去殯儀館
[00:04:04.520 --> 00:04:06.040]  忽然間見到一個遺體
[00:04:06.040 --> 00:04:07.040]  然後跟我說
