
[00:00:00.000 --> 00:00:02.660]  成為生命的好管家
[00:00:02.660 --> 00:00:07.820]  今天我們再次承接著上一回我們再看《馬太福音》
[00:00:07.820 --> 00:00:11.740]  上回我們說到基督會再來的那個消息
[00:00:11.740 --> 00:00:13.340]  那個風聲
[00:00:13.340 --> 00:00:18.980]  但我想說耶穌基督在祂整卷的《馬太福音》裏面
[00:00:18.980 --> 00:00:24.100]  其實祂對祂自己受死復活並且再來這些消息
[00:00:24.100 --> 00:00:27.100]  其實祂多次多方地去告訴我們
[00:00:27.100 --> 00:00:30.260]  但很好奇的就是人總是這樣
[00:00:30.260 --> 00:00:31.820]  大家還記不記得
[00:00:31.820 --> 00:00:34.860]  我們過去讀的聖經裏面我們有聽過
[00:00:34.860 --> 00:00:39.740]  主耶穌為了祂要釘在十字架上這件事多次去說明
[00:00:39.740 --> 00:00:41.300]  人子要被害
[00:00:41.300 --> 00:00:42.660]  人子要被死
[00:00:42.660 --> 00:00:44.660]  然後三日復活
[00:00:44.660 --> 00:00:48.500]  祂那班門徒聽過
[00:00:48.500 --> 00:00:50.500]  但沒有聽入心
[00:00:50.500 --> 00:00:54.260]  所以當後來我們再看耶穌釘十字架的時候
[00:00:54.260 --> 00:00:56.260]  那班門徒很震驚
[00:00:56.260 --> 00:00:58.260]  甚至好像彼得那樣
[00:00:58.260 --> 00:01:00.740]  忘記了去應耶穌為主
[00:01:00.740 --> 00:01:05.060]  同時期耶穌復活的消息
[00:01:05.060 --> 00:01:08.420]  祂也說過給一班門徒聽
[00:01:08.420 --> 00:01:10.420]  第三日會復活
[00:01:10.420 --> 00:01:15.340]  但當耶穌真的復活展現在那班門徒面前的時候
[00:01:15.340 --> 00:01:19.820]  你會見到那班門徒「是,我聽過,不過我沒有放入心」
[00:01:19.820 --> 00:01:22.740]  然後那件事發生的時候就好像多瑪說
[00:01:22.740 --> 00:01:26.180]  「耶穌會復活,你讓我看看祂釘上的手」
[00:01:26.180 --> 00:01:28.180]  「我摸到,我就相信了」
[00:01:28.180 --> 00:01:32.860]  然後他們見到耶穌的復活,充滿震驚
[00:01:32.860 --> 00:01:36.980]  今天耶穌要告訴我們祂會再來
[00:01:36.980 --> 00:01:41.220]  祂再來的消息多次多方
[00:01:41.220 --> 00:01:42.980]  我們聽見
[00:01:42.980 --> 00:01:46.140]  究竟我們是怎樣去面對
[00:01:46.140 --> 00:01:49.420]  會不會好像那班門徒一樣聽過
[00:01:49.420 --> 00:01:50.820]  沒有聽入心
[00:01:50.820 --> 00:01:52.700]  以致耶穌再來的時候
[00:01:52.700 --> 00:01:54.420]  我們又充滿震驚
[00:01:54.420 --> 00:01:56.420]  還是像今天聖經所說
[00:01:56.420 --> 00:01:58.420]  祂說你們要準備妥當
[00:01:58.420 --> 00:02:01.940]  以致人子在你不知道來的時候
[00:02:01.940 --> 00:02:03.940]  你能夠預備好
[00:02:03.940 --> 00:02:09.180]  耶穌也在這段經文提醒我們要準備
[00:02:09.180 --> 00:02:11.620]  祂提醒我們要準備些甚麼
[00:02:11.620 --> 00:02:16.020]  其實耶穌會再來或者末日這些消息
[00:02:16.020 --> 00:02:19.940]  其實在我們這個時代或者再早的時代
[00:02:19.940 --> 00:02:22.860]  也有不少人有反應
[00:02:22.860 --> 00:02:26.300]  有些人怎樣呢?有些人就去召集一些人
[00:02:26.300 --> 00:02:27.300]  不知道大家聽過沒有
[00:02:27.300 --> 00:02:29.700]  2012年12月某日
[00:02:29.700 --> 00:02:31.100]  就是末日的時候
[00:02:31.100 --> 00:02:32.260]  有沒有印象?
[00:02:32.260 --> 00:02:35.940]  當時有一套電影拍得很轟動
[00:02:35.940 --> 00:02:37.540]  後來真的有人
[00:02:37.540 --> 00:02:40.340]  因為他們說有甚麼馬雅曆法
[00:02:40.340 --> 00:02:42.100]  計算出來的數字
[00:02:42.100 --> 00:02:43.700]  嘩!就是那天了
[00:02:43.700 --> 00:02:45.980]  所以有人深信不疑
[00:02:45.980 --> 00:02:49.580]  有人就說那個地方有得救
[00:02:49.580 --> 00:02:53.140]  去到法國一個西南一個村很漂亮
[00:02:53.140 --> 00:02:53.660]  是很漂亮的
[00:02:53.660 --> 00:02:55.860]  不過他們不是欣賞風景
[00:02:55.860 --> 00:02:57.220]  很早就在那裏準備
[00:02:57.220 --> 00:03:01.700]  好像我們排隊買票或者排隊買東西的時候
[00:03:01.700 --> 00:03:02.700]  一大早
[00:03:02.700 --> 00:03:03.340]  應該不是
[00:03:03.340 --> 00:03:04.860]  半夜那麼晚
[00:03:04.860 --> 00:03:06.620]  就排好位置
[00:03:06.620 --> 00:03:08.620]  所以曾經就說在那裏有得救
[00:03:08.620 --> 00:03:11.540]  因為UFO那個外星人會來救我們
[00:03:11.540 --> 00:03:13.660]  所以有些人就在這個末日準備
[00:03:13.660 --> 00:03:15.100]  一年前已經紮好營
[00:03:15.100 --> 00:03:16.300]  霸佔好位置
[00:03:16.300 --> 00:03:18.300]  很誇張
[00:03:18.300 --> 00:03:21.540]  現在有些人走到山上準備
[00:03:21.540 --> 00:03:22.660]  召集一些人
[00:03:22.660 --> 00:03:25.460]  與其被那個末日那麼恐怖嚇死
[00:03:25.460 --> 00:03:26.420]  或者殺了
[00:03:26.420 --> 00:03:27.500]  不如我們集體自殺
[00:03:27.500 --> 00:03:31.340]  一起一二三,一把刀
[00:03:31.340 --> 00:03:33.140]  甚麼都有
[00:03:33.140 --> 00:03:33.980]  所以聖經說
[00:03:33.980 --> 00:03:36.460]  人子回來的時候日期
[00:03:36.460 --> 00:03:38.540]  是沒有人能夠知道
[00:03:38.540 --> 00:03:39.780]  耶穌甚至說
[00:03:39.780 --> 00:03:42.860]  子也不知道,得父知道
[00:03:42.860 --> 00:03:44.700]  為甚麼不讓我們知道?
[00:03:44.700 --> 00:03:47.660]  那麼孤寒假讓我們知道
[00:03:47.660 --> 00:03:50.780]  我們就會好像他們那樣準備
[00:03:50.780 --> 00:03:51.460]  但我想說
[00:03:51.460 --> 00:03:55.340]  上帝不讓我們知道日期有祂美妙的心意
[00:03:55.340 --> 00:03:57.860]  但上帝提醒我們要有一個準備
[00:03:57.860 --> 00:03:59.340]  今天我特別想跟大家分享
[00:03:59.340 --> 00:04:01.860]  那個準備
[00:04:01.860 --> 00:04:05.460]  是上帝鼓勵我們要活好今日
[00:04:05.460 --> 00:04:06.740]  活出今日
[00:04:06.740 --> 00:04:08.380]  上帝給我們的生命
[00:04:08.380 --> 00:04:09.780]  我們一起讀這段經文
[00:04:09.780 --> 00:04:10.860]  我們看看
[00:04:10.860 --> 00:04:11.980]  上帝今天的心意
[00:04:11.980 --> 00:04:15.420]  藉著這次和下兩次的講道
[00:04:15.420 --> 00:04:17.100]  我們一起去發現
[00:04:17.100 --> 00:04:20.820]  我們一起去成為神喜悅的生命
[00:04:20.820 --> 00:04:22.420]  我們一起讀這段經文
[00:04:22.420 --> 00:04:24.300]  大家請讀
[00:04:24.300 --> 00:04:27.140]  誰是忠心有見識的僕人
[00:04:27.140 --> 00:04:30.500]  為主人所派管理家裡的人
[00:04:30.500 --> 00:04:33.060]  按時分難給他們
[00:04:33.060 --> 00:04:35.980]  主人來到看見他這樣行
[00:04:35.980 --> 00:04:38.180]  那僕人就有福了
[00:04:38.180 --> 00:04:40.100]  我實在告訴你們
[00:04:40.100 --> 00:04:43.820]  主人要派他管理一切所有的
[00:04:43.820 --> 00:04:46.140]  倘若那惡僕心裡說
[00:04:46.140 --> 00:04:49.300]  我的主人必來得遲
[00:04:49.300 --> 00:04:51.900]  就動手打他的同伴
[00:04:51.900 --> 00:04:55.500]  又和酒醉的人同吃喝
[00:04:55.500 --> 00:04:57.500]  在想不到的日子
[00:04:57.500 --> 00:04:59.220]  不知道的時辰
[00:04:59.220 --> 00:05:01.460]  那僕人的主人要來
[00:05:01.460 --> 00:05:03.260]  重重地處置他
[00:05:03.260 --> 00:05:05.420]  這裡有說他腰斬
[00:05:05.420 --> 00:05:06.500]  很厲害
[00:05:06.500 --> 00:05:07.620]  再讀下去
[00:05:07.620 --> 00:05:11.300]  定他和假冒為善的人同罪
[00:05:11.300 --> 00:05:14.900]  在那裡必要哀哭切齒了
[00:05:14.900 --> 00:05:17.380]  今天這段經文說到兩個僕人
[00:05:17.380 --> 00:05:21.180]  一個被稱讚為忠心並且有見識
[00:05:21.180 --> 00:05:22.540]  一個被稱為惡
[00:05:22.540 --> 00:05:25.380]  而他們的行為有一個相反性
[00:05:25.380 --> 00:05:27.820]  但最重要是上帝說
[00:05:27.820 --> 00:05:29.620]  好像這個故事一樣
[00:05:29.620 --> 00:05:31.500]  他好像暫時離別
[00:05:31.500 --> 00:05:33.580]  不過他會再來
[00:05:33.580 --> 00:05:35.820]  這個主人好像吩咐了他們的僕人
[00:05:35.820 --> 00:05:36.860]  要做一些事
[00:05:36.860 --> 00:05:38.300]  他沒有說他何時回來
[00:05:38.300 --> 00:05:41.300]  不過他說他要再來
[00:05:41.300 --> 00:05:43.060]  而他的再來
[00:05:43.060 --> 00:05:45.500]  帶來的是福
[00:05:45.500 --> 00:05:46.820]  是禍
[00:05:46.820 --> 00:05:48.260]  是讚賞
[00:05:48.260 --> 00:05:50.660]  還是處置呢
[00:05:50.660 --> 00:05:54.860]  原來關鍵是我們有沒有認定
[00:05:54.860 --> 00:05:56.580]  第一件事我們要去學習
[00:05:56.580 --> 00:05:58.500]  今天有兩大點
[00:05:58.500 --> 00:06:00.180]  關乎認定
[00:06:00.180 --> 00:06:02.180]  我們需要有一個認定
[00:06:02.180 --> 00:06:03.780]  我們要認定
[00:06:03.780 --> 00:06:08.500]  我和你的生命都有一位主人
[00:06:08.500 --> 00:06:11.540]  我純粹說我們每一個人不相同
[00:06:11.540 --> 00:06:14.340]  甚至我們不同展現出來的生命
[00:06:14.340 --> 00:06:16.180]  是多麼精彩
[00:06:16.180 --> 00:06:18.020]  但我們需要去了解
