
[00:00:00.000 --> 00:00:04.820]  各位弟兄姊妹 朋友們早安
[00:00:04.820 --> 00:00:08.520]  今天是聖誕主日 聖誕禮拜
[00:00:08.520 --> 00:00:10.820]  我們歡喜 我們快樂
[00:00:10.820 --> 00:00:13.020]  因為在這一切的事情上
[00:00:13.020 --> 00:00:15.420]  神都已經為我們預備了
[00:00:15.420 --> 00:00:16.420]  Hallelujah
[00:00:16.420 --> 00:00:18.520]  各位如果記得清楚的話
[00:00:18.520 --> 00:00:21.220]  前個禮拜是我們的獻堂主日
[00:00:21.220 --> 00:00:24.520]  我們那天有一個大的聖會
[00:00:24.520 --> 00:00:27.520]  劉同睦師爺來為我們分享信息
[00:00:27.520 --> 00:00:31.320]  各位記得他分享的是什麼信息嗎
[00:00:31.320 --> 00:00:34.520]  十篇八十四篇主的居所
[00:00:34.520 --> 00:00:36.020]  萬鈞之耶和華
[00:00:36.020 --> 00:00:38.120]  你的居所何等可愛
[00:00:38.120 --> 00:00:41.420]  我羨慕可想耶和華的願意
[00:00:41.420 --> 00:00:43.320]  我的心腸我的肉體
[00:00:43.320 --> 00:00:45.620]  向永生神呼籲
[00:00:45.620 --> 00:00:47.320]  這首好像很熟
[00:00:47.320 --> 00:00:52.120]  萬鈞之耶和華
[00:00:52.120 --> 00:00:53.720]  已經有人譜成曲子了
[00:00:53.720 --> 00:00:55.320]  感謝讚美神
[00:00:55.320 --> 00:00:57.420]  他接著又說萬鈞之耶和華
[00:00:57.420 --> 00:00:59.320]  我的王我的神
[00:00:59.320 --> 00:01:01.320]  你的祭壇在那
[00:01:01.320 --> 00:01:03.720]  麻雀為自己找著房屋
[00:01:03.720 --> 00:01:07.220]  燕子為自己找到抱竹之窩
[00:01:07.220 --> 00:01:09.920]  如此住在你殿中的便為有福
[00:01:09.920 --> 00:01:12.520]  他們仍要讚美你
[00:01:12.520 --> 00:01:14.320]  這首十篇八十四篇
[00:01:14.320 --> 00:01:16.620]  他是用一到四節
[00:01:16.620 --> 00:01:19.020]  他說你們這個堂真的好可愛
[00:01:19.020 --> 00:01:21.120]  神的居所真的好可愛
[00:01:21.120 --> 00:01:22.920]  就如這邊所說的
[00:01:22.920 --> 00:01:25.420]  你的居所何等可愛
[00:01:25.420 --> 00:01:27.820]  我聽了也是好高興
[00:01:27.820 --> 00:01:30.320]  但是令我感觸最深的
[00:01:30.320 --> 00:01:32.720]  就從第五節開始
[00:01:32.720 --> 00:01:35.220]  靠你有力量心中往西安大道
[00:01:35.220 --> 00:01:36.620]  這人便為有福
[00:01:36.620 --> 00:01:38.020]  他們經過流淚谷
[00:01:38.020 --> 00:01:40.220]  教這谷便為泉源之地
[00:01:40.220 --> 00:01:42.820]  並有秋雨之福蓋滿了泉谷
[00:01:42.820 --> 00:01:44.920]  他們行走歷上佳里
[00:01:44.920 --> 00:01:47.620]  各人到西安召見神
[00:01:47.620 --> 00:01:49.220]  哦是的
[00:01:49.220 --> 00:01:50.820]  我感觸很深
[00:01:50.820 --> 00:01:52.820]  因為我們今年二零一四年
[00:01:52.820 --> 00:01:54.320]  我們教會的意向就是
[00:01:54.320 --> 00:01:56.420]  建造永生神上帝的居所
[00:01:56.420 --> 00:01:57.820]  不是嗎
[00:01:57.820 --> 00:02:00.220]  哦就是從這個意向開始
[00:02:00.220 --> 00:02:02.120]  我們果然成就了
[00:02:02.120 --> 00:02:04.620]  這不是說我們怎麼樣做
[00:02:04.620 --> 00:02:08.120]  這是神保守祂自己的話
[00:02:08.120 --> 00:02:11.020]  神祂為祂的子民帶領
[00:02:11.020 --> 00:02:13.220]  這是神祂的應許
[00:02:13.220 --> 00:02:14.420]  我們只不過是來
[00:02:14.420 --> 00:02:15.720]  take it for granted
[00:02:15.720 --> 00:02:16.720]  sometimes
[00:02:16.720 --> 00:02:17.320]  我們好像是
[00:02:17.320 --> 00:02:18.320]  哦神謝謝你
[00:02:18.320 --> 00:02:20.020]  哦高興不得了
[00:02:20.020 --> 00:02:21.120]  但是您知道嗎
[00:02:21.120 --> 00:02:24.120]  這一切在神的作為
[00:02:24.120 --> 00:02:27.920]  對祂來講是輕而易舉的事情
[00:02:27.920 --> 00:02:29.820]  最近才聽到一個教會
[00:02:29.820 --> 00:02:32.920]  他們從美國人那邊接手教堂來
[00:02:32.920 --> 00:02:34.320]  free
[00:02:34.320 --> 00:02:35.920]  幾乎是一百萬的房子
[00:02:35.920 --> 00:02:38.020]  給他們free
[00:02:38.020 --> 00:02:39.720]  感謝讚美神
[00:02:39.720 --> 00:02:42.020]  這個事情我再三聽說
[00:02:42.020 --> 00:02:44.720]  但是這次真正碰到這個牧師
[00:02:44.720 --> 00:02:45.820]  就有這回事
[00:02:45.820 --> 00:02:46.720]  您知道嗎
[00:02:46.720 --> 00:02:49.220]  所以你不要小看了神的作為
[00:02:49.220 --> 00:02:51.420]  你不要認為說我們人少
[00:02:51.420 --> 00:02:53.220]  我們一路辛苦
[00:02:53.220 --> 00:02:54.620]  我們錢不多
[00:02:54.620 --> 00:02:55.620]  我常常有的時候說
[00:02:55.620 --> 00:02:57.120]  哎對不起
[00:02:57.120 --> 00:02:59.420]  我們教會很少師
[00:02:59.420 --> 00:03:02.620]  除了牧師師母還有廚師以外
[00:03:02.620 --> 00:03:03.720]  就沒有工程師
[00:03:03.720 --> 00:03:04.620]  沒有牙醫師
[00:03:04.620 --> 00:03:05.420]  沒有醫師
[00:03:05.420 --> 00:03:06.320]  沒有會計師
[00:03:06.320 --> 00:03:07.420]  沒有律師
[00:03:07.420 --> 00:03:08.320]  都是這些師
[00:03:08.320 --> 00:03:09.520]  我們都沒有
[00:03:09.520 --> 00:03:11.520]  就是堂官有了
[00:03:11.520 --> 00:03:12.520]  廚師有了
[00:03:12.520 --> 00:03:13.220]  牧師有了
[00:03:13.220 --> 00:03:14.120]  師母有了
[00:03:14.120 --> 00:03:15.220]  也很好
[00:03:15.220 --> 00:03:17.120]  因為我們有阿爸父
[00:03:17.120 --> 00:03:19.020]  那是最大的師
[00:03:19.020 --> 00:03:22.220]  他是我們的一切的寄託
[00:03:22.220 --> 00:03:24.620]  他是我們所求所想
[00:03:24.620 --> 00:03:26.020]  他是我們要的
[00:03:26.020 --> 00:03:29.020]  所以即使是我們經過流位谷
[00:03:29.020 --> 00:03:32.020]  但是我們要叫他變為全元之地
[00:03:32.020 --> 00:03:33.220]  不是靠我們
[00:03:33.220 --> 00:03:35.220]  你可以哭一個晚上
[00:03:35.220 --> 00:03:37.020]  如大衛王所說的
[00:03:37.020 --> 00:03:39.020]  我那個眼淚都飄起來
[00:03:39.020 --> 00:03:42.320]  連那桌子椅子都跟著浮起來的時候
[00:03:42.320 --> 00:03:44.620]  你還解決不了問題的
[00:03:44.620 --> 00:03:46.720]  但是唯有他
[00:03:46.720 --> 00:03:49.520]  讓他變為全元之地
[00:03:49.520 --> 00:03:51.220]  在神的家中
[00:03:51.220 --> 00:03:53.220]  這是多麼的美好
[00:03:53.220 --> 00:03:54.620]  我們常常說
[00:03:54.620 --> 00:03:55.720]  我們在520往東
[00:03:55.720 --> 00:03:56.520]  90號往東
[00:03:56.520 --> 00:03:57.820]  我常常說
[00:03:57.820 --> 00:03:59.520]  我車輪所壓之地
[00:03:59.520 --> 00:04:01.020]  腳掌所踏之地
[00:04:01.020 --> 00:04:02.920]  手掌所觸之地
[00:04:02.920 --> 00:04:04.920]  都要被神所得著
[00:04:04.920 --> 00:04:06.220]  其實唯有私心
[00:04:06.220 --> 00:04:08.820]  我是說都要被我們所得著
[00:04:08.820 --> 00:04:09.720]  您知道嗎
[00:04:09.720 --> 00:04:11.520]  當然是當你真正想說
[00:04:11.520 --> 00:04:12.320]  神啊
[00:04:12.320 --> 00:04:13.620]  由你來得著
[00:04:13.620 --> 00:04:16.820]  我們只不過來配合你來做事情
[00:04:16.820 --> 00:04:19.820]  就算是你流了再多的眼淚
[00:04:19.820 --> 00:04:22.820]  那流淚骨要變為全元地
[00:04:22.820 --> 00:04:25.320]  有的時候我們花了很多的力氣
[00:04:25.320 --> 00:04:26.820]  若干年前
[00:04:26.820 --> 00:04:29.520]  我每個禮拜一的早上
[00:04:29.520 --> 00:04:31.120]  牧師放假
[00:04:31.120 --> 00:04:32.820]  11點鐘
[00:04:32.820 --> 00:04:33.820]  跑到Bellevue
[00:04:33.820 --> 00:04:36.420]  跑到這附近的餐館
[00:04:36.420 --> 00:04:39.720]  去接這些廚師來教誨
[00:04:39.720 --> 00:04:41.620]  一直做到1點多
[00:04:41.620 --> 00:04:44.920]  師母也準備了東西給他們吃
[00:04:44.920 --> 00:04:46.020]  我們想說
[00:04:46.020 --> 00:04:46.920]  廚師嘛
[00:04:46.920 --> 00:04:48.220]  他平常做菜做多了
[00:04:48.220 --> 00:04:49.920]  他才不願意做這些了
[00:04:49.920 --> 00:04:51.820]  所以都幫他們準備做
[00:04:51.820 --> 00:04:52.720]  做的
[00:04:52.720 --> 00:04:53.320]  換句話
[00:04:53.320 --> 00:04:54.820]  現在的人來講是
[00:04:54.820 --> 00:04:57.020]  一點果效都沒有
[00:04:57.020 --> 00:04:58.820]  你知道花了一年的時間
[00:04:58.820 --> 00:05:00.720]  苦得不得了
[00:05:00.720 --> 00:05:03.520]  最後沒人來了也沒辦法了
[00:05:03.520 --> 00:05:05.020]  收了
[00:05:05.020 --> 00:05:06.520]  好像沒有辦法
[00:05:06.520 --> 00:05:08.020]  好像沒有果效
[00:05:08.020 --> 00:05:10.420]  但是您知道嗎
[00:05:10.420 --> 00:05:11.920]  我們種下的種子
[00:05:11.920 --> 00:05:13.720]  你不知道
[00:05:13.720 --> 00:05:15.320]  有的時候有人在我們教會
[00:05:15.320 --> 00:05:16.820]  忽然間要受洗
[00:05:16.820 --> 00:05:19.220]  我還以為我們了不起
[00:05:19.220 --> 00:05:19.720]  No
[00:05:19.720 --> 00:05:22.620]  人家在別的地方有人撒了種子
[00:05:22.620 --> 00:05:25.720]  多少人辛苦地耕耘
[00:05:25.720 --> 00:05:28.620]  多少人辛苦地除蟲除害
[00:05:28.620 --> 00:05:30.420]  施肥灌溉
[00:05:30.420 --> 00:05:31.620]  流淚骨
[00:05:31.620 --> 00:05:33.820]  灌的都是淚水
[00:05:33.820 --> 00:05:36.420]  要變為泉源之地
[00:05:36.420 --> 00:05:37.420]  Hallelujah
[00:05:37.420 --> 00:05:40.820]  在猶太人的喪禮裡面
[00:05:40.820 --> 00:05:43.420]  他們會傳一個瓶子
[00:05:43.420 --> 00:05:45.920]  那個瓶子是專門給你
