
[00:00:00.000 --> 00:00:04.580]  周六上午堂的弟兄姊妹平安
[00:00:04.580 --> 00:00:07.560]  很開心見到大家
[00:00:07.560 --> 00:00:11.460]  相信有一年多的時間沒有來周六上午堂
[00:00:11.460 --> 00:00:13.140]  跟大家一起崇拜
[00:00:13.140 --> 00:00:15.700]  今天見到很多熟悉的弟兄姊妹的面孔
[00:00:15.700 --> 00:00:19.180]  大家打招呼的時候很感恩見到大家
[00:00:19.180 --> 00:00:25.420]  也很相信信靠上帝 上帝賜平安
[00:00:25.420 --> 00:00:28.460]  在過去一段時間 大家都經歷不同的事情
[00:00:28.460 --> 00:00:32.340]  有些弟兄姊妹知道我曾經有一段手術的時間
[00:00:32.340 --> 00:00:35.340]  但是每當想起一些過去的事情
[00:00:35.340 --> 00:00:40.440]  就會想到師哥所說「當轉眼仰望耶穌」
[00:00:40.440 --> 00:00:42.460]  一轉眼仰望耶穌的時候
[00:00:42.460 --> 00:00:45.160]  就經歷神所賜的平安
[00:00:45.160 --> 00:00:47.680]  所以我坐在這裡來向大家問安
[00:00:47.680 --> 00:00:52.000]  願主的平安 常與大家同在
[00:00:52.000 --> 00:00:54.540]  我們也很想在這段時間透過傳道書
[00:00:54.540 --> 00:00:57.180]  來領受上帝對我們的說話
[00:00:57.180 --> 00:00:59.420]  我們今天再一起來思想
[00:00:59.420 --> 00:01:02.680]  我今天會從聖經第七章十五節
[00:01:02.680 --> 00:01:04.920]  一直到八章最後
[00:01:04.920 --> 00:01:07.100]  跟大家思想有關的信息
[00:01:07.100 --> 00:01:08.060]  大家再一起祈禱
[00:01:08.060 --> 00:01:13.100]  我們讓夢主帶領我們
[00:01:13.100 --> 00:01:15.460]  我們主我們的神
[00:01:15.460 --> 00:01:18.400]  你是那位滿有慈愛
[00:01:18.400 --> 00:01:22.420]  滿有公義 信實的主
[00:01:22.420 --> 00:01:24.780]  主我們知道 你有永生之道
[00:01:24.780 --> 00:01:28.200]  我們不跟隨你 跟隨誰
[00:01:28.200 --> 00:01:29.900]  雖然我們常常在生活當中
[00:01:29.900 --> 00:01:33.060]  經歷很多好像矛盾的事情
[00:01:33.060 --> 00:01:34.860]  但主我們知道
[00:01:34.860 --> 00:01:38.460]  這些一切一切都在你的掌權中
[00:01:38.460 --> 00:01:39.780]  主你應許過
[00:01:39.780 --> 00:01:42.900]  凡是敬畏你的人必不羞愧
[00:01:42.900 --> 00:01:47.780]  凡是信靠你的人必得了此的福樂
[00:01:47.780 --> 00:01:49.260]  如今我們在你面前
[00:01:49.260 --> 00:01:51.700]  打開聖經思想你的說話
[00:01:51.700 --> 00:01:56.860]  求主將這份信靠的心 敬畏的心賜給我們
[00:01:56.860 --> 00:01:58.420]  讓我們在敬畏你
[00:01:58.420 --> 00:02:00.980]  聽從你的話語的過程中
[00:02:00.980 --> 00:02:05.260]  我們進入了給我們的永恆的福樂
[00:02:05.260 --> 00:02:07.500]  我們願望主帶領我們
[00:02:07.500 --> 00:02:10.020]  祈禱奉耶穌聖名祈求
[00:02:10.020 --> 00:02:13.940]  阿門
[00:02:13.940 --> 00:02:16.020]  我最近收到一本書
[00:02:16.020 --> 00:02:20.740]  這本書是我一位認識的香港牧師
[00:02:20.740 --> 00:02:22.060]  他所寫的
[00:02:22.060 --> 00:02:25.180]  這本書特別是講述他過去這麼多年
[00:02:25.180 --> 00:02:27.980]  一些苦難的過程
[00:02:27.980 --> 00:02:29.860]  所以這本書的書名叫做
[00:02:29.860 --> 00:02:33.180]  《與苦難共舞》
[00:02:33.180 --> 00:02:36.220]  這位牧師本身在過去我有幾次見到他
[00:02:36.220 --> 00:02:39.300]  都知道他是在治療
[00:02:39.300 --> 00:02:41.740]  但後來聽到說康復了
[00:02:41.740 --> 00:02:44.380]  但為什麼還是在治療呢?
[00:02:44.380 --> 00:02:47.340]  原來在過去的十四年裏面
[00:02:47.340 --> 00:02:52.300]  他的癌症康復又復發了四次
[00:02:52.300 --> 00:02:53.860]  最初是鼻咽癌
[00:02:53.860 --> 00:02:56.100]  後來是腮腺癌
[00:02:56.100 --> 00:02:57.700]  接著是鎖骨癌
[00:02:57.700 --> 00:03:01.260]  接著是淋巴癌
[00:03:01.260 --> 00:03:02.380]  四個過程裏面
[00:03:02.380 --> 00:03:05.940]  他有很多很多痛苦的描述
[00:03:05.940 --> 00:03:07.540]  但在看這本書的時候
[00:03:07.540 --> 00:03:08.780]  他一直在講述
[00:03:08.780 --> 00:03:11.140]  上帝在當中怎樣一直看顧他
[00:03:11.140 --> 00:03:12.700]  雖然有困難
[00:03:12.700 --> 00:03:16.340]  但他仍然看到上帝的保守
[00:03:16.340 --> 00:03:19.180]  所以今天他仍然在侍奉上帝
[00:03:19.180 --> 00:03:24.380]  仍然有神給他的生命繼續來服侍
[00:03:24.380 --> 00:03:25.700]  很多認識他的人
[00:03:25.700 --> 00:03:26.500]  包括我
[00:03:26.500 --> 00:03:27.940]  有時候都會問
[00:03:27.940 --> 00:03:32.260]  為什麼會發生在他身上?
[00:03:32.260 --> 00:03:33.780]  一位侍奉神的
[00:03:33.780 --> 00:03:35.980]  一位敬虔的弟兄
[00:03:35.980 --> 00:03:40.100]  為什麼會有這樣的事情在他身上發生?
[00:03:40.100 --> 00:03:42.580]  但是見到這位牧者
[00:03:42.580 --> 00:03:48.220]  過去這麼多年沒有聽到他有埋怨
[00:03:48.220 --> 00:03:49.860]  只是聽到他想說
[00:03:49.860 --> 00:03:52.500]  我仍然想侍奉神
[00:03:52.500 --> 00:03:54.540]  仍然存著敬畏神的心
[00:03:54.540 --> 00:03:57.300]  來過他的生活
[00:03:57.300 --> 00:03:59.300]  我心裏就知道
[00:03:59.300 --> 00:04:01.100]  我不必要問一個問題
[00:04:01.100 --> 00:04:04.140]  就是為什麼他會有這些事情
[00:04:04.140 --> 00:04:08.060]  只是去留意神在他身上的工作
[00:04:08.060 --> 00:04:12.500]  知道這位上帝仍然是信實的
[00:04:12.500 --> 00:04:14.900]  當我們看到很多生活上有很多不同
[00:04:14.900 --> 00:04:16.180]  好像很矛盾
[00:04:16.180 --> 00:04:17.420]  很不合理
[00:04:17.420 --> 00:04:20.860]  我們人的眼光覺得不合理的事情
[00:04:20.860 --> 00:04:23.380]  我們想回聖經裏面有兩個方向
[00:04:23.380 --> 00:04:25.140]  告訴我們知道
[00:04:25.140 --> 00:04:26.940]  第一方面聖經內瑪書第八章
[00:04:26.940 --> 00:04:29.300]  大家讀到的時候會想起
[00:04:29.300 --> 00:04:30.300]  聖經提到
[00:04:30.300 --> 00:04:35.620]  一切受造之物活在虛空之下
[00:04:35.620 --> 00:04:38.060]  整個世界是一個虛空的情況
[00:04:38.060 --> 00:04:40.980]  所以你發覺虛空不單止傳教書說
[00:04:40.980 --> 00:04:42.980]  羅馬書也有提到
[00:04:42.980 --> 00:04:45.460]  他說這些虛空情況之下
[00:04:45.460 --> 00:04:51.060]  所有的萬物都指望脫離敗壞的合制
[00:04:51.060 --> 00:04:55.420]  這個世界是一個敗壞的情況的控制之下
[00:04:55.420 --> 00:05:01.860]  大家都指望能夠得到神的兒女榮耀的一天
[00:05:01.860 --> 00:05:03.580]  但是在等候過程裏面
[00:05:03.580 --> 00:05:06.980]  聖經說我們嘆息勞苦
[00:05:06.980 --> 00:05:12.500]  等到將來上帝自己的榮耀再來
[00:05:12.500 --> 00:05:14.820]  這是一個角度讓我們了解到
[00:05:14.820 --> 00:05:17.620]  這個世界是一個敗壞的世界
[00:05:17.620 --> 00:05:21.260]  因此你和我都會經歷很多不同的傷害
[00:05:21.260 --> 00:05:24.780]  甚至我們傷害別人的狀況
[00:05:24.780 --> 00:05:28.780]  自然帶給我們各種的難處
[00:05:28.780 --> 00:05:30.780]  但另一方面我們看回傳道書的時候
[00:05:30.780 --> 00:05:33.580]  傳道書就很清楚說了一件事情
[00:05:33.580 --> 00:05:37.260]  在日光之下 大家經常聽到這句話
[00:05:37.260 --> 00:05:41.260]  日光之下所發生的事情很多時候感覺很矛盾
[00:05:41.260 --> 00:05:44.580]  好像是非顛倒一樣
[00:05:44.580 --> 00:05:47.860]  但在這個情況下我們想明白為什麼會這樣
[00:05:47.860 --> 00:05:51.740]  但聖經多次說是查不出
[00:05:51.740 --> 00:05:55.780]  上帝沒有讓我們知道為什麼
[00:05:55.780 --> 00:05:57.060]  但在讀的時候
[00:05:57.060 --> 00:06:00.100]  傳道書有一個很清楚的訊息告訴我們
[00:06:00.100 --> 00:06:01.980]  不是要知道為什麼
[00:06:01.980 --> 00:06:05.980]  而是繼續去敬畏神
[00:06:05.980 --> 00:06:11.660]  方向永遠是因為信心去敬畏神
[00:06:11.660 --> 00:06:14.140]  而繼續在這個環境當中
[00:06:14.140 --> 00:06:17.300]  來享受我們能夠享受的
[00:06:17.300 --> 00:06:20.940]  也學習去信靠這位上帝
[00:06:20.940 --> 00:06:22.140]  我們讀傳道書的時候
[00:06:22.140 --> 00:06:24.620]  大家都會有一種感覺
[00:06:24.620 --> 00:06:26.900]  好像我也有一樣
[00:06:26.900 --> 00:06:29.100]  有時候讀的時候好像有些明白
[00:06:29.100 --> 00:06:32.460]  有些不明白 有些一知半解的感覺
[00:06:32.460 --> 00:06:34.780]  但過去我們很感謝一位的目者
[00:06:34.780 --> 00:06:36.860]  大家可能都很熟悉
[00:06:36.860 --> 00:06:40.060]  就是楊錫昌醫生楊牧師
[00:06:40.060 --> 00:06:42.260]  在他離世之前
[00:06:42.260 --> 00:06:43.460]  有一段很長的時間
[00:06:43.460 --> 00:06:45.660]  他常常講傳道書
[00:06:45.660 --> 00:06:48.060]  很多的網上講座
[00:06:48.060 --> 00:06:50.540]  有分享他的訊息
[00:06:50.540 --> 00:06:53.260]  我自己也從他身上得到很多的學習
[00:06:53.260 --> 00:06:58.180]  今天的分享也有很多參考他給我的教導
[00:06:58.180 --> 00:07:01.020]  在楊牧師他過世之前
[00:07:01.020 --> 00:07:03.260]  他一直講述到傳道書裏面
[00:07:03.260 --> 00:07:05.460]  一個很重要的訊息
[00:07:05.460 --> 00:07:07.540]  要我們學習去明白
[00:07:07.540 --> 00:07:10.420]  接受這個世界的秩序
[00:07:10.420 --> 00:07:14.380]  楊醫生他稱呼傳道書裏面的兩種秩序
[00:07:14.380 --> 00:07:17.260]  一種是物質的秩序
[00:07:17.260 --> 00:07:19.860]  一種是道德的秩序
[00:07:19.860 --> 00:07:22.060]  物質的秩序就是在世上
[00:07:22.060 --> 00:07:24.940]  我們人生的狀況
[00:07:24.940 --> 00:07:28.340]  我們所經歷的在日光之下所發生的事情
[00:07:28.340 --> 00:07:30.780]  無論是好人壞人
[00:07:30.780 --> 00:07:34.620]  都會有神所決定給他的一份
[00:07:34.620 --> 00:07:38.020]  這一份可能是福可能是禍
[00:07:38.020 --> 00:07:41.180]  這個是物質的秩序
[00:07:41.180 --> 00:07:43.500]  楊牧師有講到有道德的秩序
[00:07:43.500 --> 00:07:46.460]  這個道德秩序正是指向這位上帝
[00:07:46.460 --> 00:07:50.620]  他會按公義去審判各樣的事情
[00:07:50.620 --> 00:07:53.540]  世界上仍然有道德的秩序
[00:07:53.540 --> 00:07:57.580]  行義的會得生命得福氣
[00:07:57.580 --> 00:08:02.620]  行惡的會受到災禍
[00:08:02.620 --> 00:08:04.780]  兩者之間有時我們一路看的時候
[00:08:04.780 --> 00:08:07.780]  就發覺好像有些矛盾
[00:08:07.780 --> 00:08:09.260]  但是當我們讀傳道書的時候
[00:08:09.260 --> 00:08:13.740]  就會體會到這兩種秩序是同時進行的
[00:08:13.740 --> 00:08:15.220]  同時出現的
[00:08:15.220 --> 00:08:18.540]  所以表面看就好像有矛盾的感覺
[00:08:18.540 --> 00:08:23.020]  一些在地上短暫的物質秩序
[00:08:23.020 --> 00:08:26.500]  和一個有終極意義的道德秩序
[00:08:26.500 --> 00:08:28.940]  並行在我們中間
[00:08:28.940 --> 00:08:31.100]  你會發覺在這種情況
[00:08:31.100 --> 00:08:34.620]  想帶出一個很重要的訊息
[00:08:34.620 --> 00:08:36.060]  就是弟兄姊妹
[00:08:36.060 --> 00:08:40.340]  你和我要明白
[00:08:40.340 --> 00:08:43.420]  不因為你得福你敬畏神
[00:08:43.420 --> 00:08:45.100]  不因為你受禍
[00:08:45.100 --> 00:08:48.220]  你就因此來拒絕神
[00:08:48.220 --> 00:08:51.980]  所以講述道神自己的終極計劃
[00:08:51.980 --> 00:08:55.500]  是由這個世界有這種設計
[00:08:55.500 --> 00:08:58.140]  但是重要的方向仍然是
[00:08:58.140 --> 00:09:00.260]  我們無論在什麼情況之下
[00:09:00.260 --> 00:09:02.940]  我們仍然去敬畏神
[00:09:02.940 --> 00:09:06.340]  我們去信靠祂
[00:09:06.340 --> 00:09:08.580]  所以你會發覺當傳道書講敬畏神的時候
[00:09:08.580 --> 00:09:12.580]  其實背後就有一個很清晰的方向
[00:09:12.580 --> 00:09:15.420]  因為相信神是神
[00:09:15.420 --> 00:09:19.700]  相信祂所宣告的是真實的
[00:09:19.700 --> 00:09:23.820]  而因此繼續去敬畏祂
[00:09:23.820 --> 00:09:26.100]  一個幼稚園的學生
[00:09:26.100 --> 00:09:31.180]  他在學校放學的時候
[00:09:31.180 --> 00:09:32.940]  每個同學都有家人
[00:09:32.940 --> 00:09:36.980]  或者有某些姐姐來接他們
[00:09:36.980 --> 00:09:41.100]  但是不知為何一直沒有人來接他
[00:09:41.100 --> 00:09:43.980]  老師問:你爸爸平時來接你的
[00:09:43.980 --> 00:09:46.540]  為什麼不見他?
[00:09:46.540 --> 00:09:52.220]  孩子好像若無任何不安的情緒
[00:09:52.220 --> 00:09:56.540]  他說:爸爸說了,他會來接我的
[00:09:56.540 --> 00:09:59.060]  然後繼續玩他手上的東西
[00:09:59.060 --> 00:10:00.940]  繼續等
[00:10:00.940 --> 00:10:03.260]  等了很久,發覺所有同學都走了
[00:10:03.260 --> 00:10:06.140]  甚至部份老師都要走了
[00:10:06.140 --> 00:10:09.420]  然後又問他:為什麼沒有人來接你?
[00:10:09.420 --> 00:10:15.300]  孩子說:爸爸說了,他會來接我的
[00:10:15.300 --> 00:10:19.700]  繼續安心等候
[00:10:19.700 --> 00:10:24.020]  弟兄姊妹,我們很多時候說我們信神
[00:10:24.020 --> 00:10:26.700]  很多時候因為祂給我們一些利益
[00:10:26.700 --> 00:10:29.700]  給我們一些福氣,我們相信祂
[00:10:29.700 --> 00:10:31.300]  但有些時候好像得不到
[00:10:31.300 --> 00:10:32.900]  我們想得到的時候
[00:10:32.900 --> 00:10:36.020]  就覺得祂不可信
[00:10:36.020 --> 00:10:37.380]  但是聖經裡面清楚講到
[00:10:37.380 --> 00:10:40.700]  這位上帝祂清楚宣告
[00:10:40.700 --> 00:10:42.980]  祂的慈愛上達諸天
[00:10:42.980 --> 00:10:45.940]  祂的信實直到穹蒼
[00:10:45.940 --> 00:10:48.740]  祂是全然公義的上帝
[00:10:48.740 --> 00:10:52.900]  你是否相信祂所說的話?
[00:10:52.900 --> 00:10:55.980]  如果你真實相信上帝
[00:10:55.980 --> 00:10:59.180]  你會在一切所經歷的遭遇裡面
[00:10:59.180 --> 00:11:03.340]  你仍然可以繼續去敬畏祂
[00:11:03.340 --> 00:11:04.540]  因此讀傳道書的時候
[00:11:04.540 --> 00:11:07.060]  你讀到很多這些聖經所講述到
[00:11:07.060 --> 00:11:09.740]  世代、世間有的矛盾
[00:11:09.740 --> 00:11:12.020]  你仍然要問一句問題
[00:11:12.020 --> 00:11:17.580]  我是否相信這位上帝所說的話是確實的
[00:11:17.580 --> 00:11:22.020]  而我樂意去相信祂所說的
[00:11:22.020 --> 00:11:23.460]  在這樣的前提之下
[00:11:23.460 --> 00:11:25.260]  我們再讀今天的經文
[00:11:25.260 --> 00:11:26.940]  你會再體會到
[00:11:26.940 --> 00:11:29.100]  聖經都是這樣來一路鼓勵我們
[00:11:29.100 --> 00:11:33.300]  在一切情況之下去敬畏祂、去信靠祂
[00:11:33.300 --> 00:11:35.220]  我們今天讀的第七章十五節
[00:11:35.220 --> 00:11:37.220]  剛才大家沒有機會讀的
[00:11:37.220 --> 00:11:38.820]  首先我們會看到一件事情
[00:11:38.820 --> 00:11:41.260]  就是經威神的人
[00:11:41.260 --> 00:11:44.580]  他們不是因為積福而行義
[00:11:44.580 --> 00:11:48.780]  或者不是因為利益而行惡
[00:11:48.780 --> 00:11:52.980]  得到利益所以就作惡了
[00:11:52.980 --> 00:11:54.940]  在第七章十五節
[00:11:54.940 --> 00:11:58.060]  聖經有一句話這樣說
[00:11:58.060 --> 00:12:00.060]  聖經說
[00:12:00.060 --> 00:12:01.740]  在我虛空的日子裡
[00:12:01.740 --> 00:12:03.500]  我見過這兩件事
[00:12:03.500 --> 00:12:06.060]  有義人行義反而滅亡
[00:12:06.060 --> 00:12:09.700]  有惡人行惡保享長壽
[00:12:09.700 --> 00:12:11.460]  這裡一直在描述一件事情
[00:12:11.460 --> 00:12:14.260]  就是在世上我們所見到的情況
[00:12:14.260 --> 00:12:20.020]  那個福、樂、報、應好像顛倒了
[00:12:20.020 --> 00:12:21.020]  很多時候都說到
[00:12:21.020 --> 00:12:22.340]  為什麼我們見到的情況
[00:12:22.340 --> 00:12:23.620]  義人反而滅亡
[00:12:23.620 --> 00:12:25.780]  惡人保享長壽呢?
[00:12:25.780 --> 00:12:28.180]  我們好像覺得很難接受
[00:12:28.180 --> 00:12:30.220]  這正是剛才我們所說及的
[00:12:30.220 --> 00:12:33.700]  一個物質秩序我們所見到的情況
[00:12:33.700 --> 00:12:34.660]  但是雖然是這樣
[00:12:34.660 --> 00:12:36.540]  然後經文就提醒我們
[00:12:36.540 --> 00:12:39.660]  要留心應然去敬畏神
[00:12:39.660 --> 00:12:42.860]  在下面的十六、十七節裡面提到
[00:12:42.860 --> 00:12:44.300]  不要過分公義
[00:12:44.300 --> 00:12:46.620]  也不要太過有智慧
[00:12:46.620 --> 00:12:48.700]  何必自取滅亡呢?
[00:12:48.700 --> 00:12:49.700]  不要過分作惡
[00:12:49.700 --> 00:12:51.660]  也不要作愚無人
[00:12:51.660 --> 00:12:54.780]  何必事後未到就死呢?
[00:12:54.780 --> 00:12:55.980]  經文我們讀的時候
[00:12:55.980 --> 00:12:57.620]  有些時候會覺得
[00:12:57.620 --> 00:13:00.100]  不是太明白
[00:13:00.100 --> 00:13:01.940]  不要過分公義
[00:13:01.940 --> 00:13:06.300]  是不是說我們間中公義一下就行了
[00:13:06.300 --> 00:13:10.820]  不要太多做好人
[00:13:10.820 --> 00:13:12.020]  不要過分作惡
[00:13:12.020 --> 00:13:16.500]  是不是說做少少惡就可以了
[00:13:16.500 --> 00:13:19.300]  不要做大惡就行了
