
[00:00:00.000 --> 00:00:06.900]  最近我和師母去一個四十三年沒有去的地方旅遊
[00:00:06.900 --> 00:00:10.760]  這是台灣的阿里山和日月潭
[00:00:10.760 --> 00:00:14.560]  那個地方是我們定情的地方
[00:00:14.560 --> 00:00:16.160]  為什麼這樣說呢?
[00:00:16.160 --> 00:00:18.900]  當時大概是七一年左右
[00:00:18.900 --> 00:00:20.400]  我在讀書
[00:00:20.400 --> 00:00:23.900]  學校組織了一個性惡的報導團
[00:00:23.900 --> 00:00:27.760]  在台灣環島唱詩報導
[00:00:27.760 --> 00:00:30.920]  當時要上阿里山就不像今天這樣
[00:00:30.920 --> 00:00:32.300]  有個旅遊巴士上去
[00:00:32.300 --> 00:00:33.820]  要坐一輛小火車
[00:00:33.820 --> 00:00:36.660]  又沒有冷氣很炎熱
[00:00:36.660 --> 00:00:39.660]  就在一個很炎熱的下午裡面
[00:00:39.660 --> 00:00:44.060]  穿著旗袍的少女不勝疲倦
[00:00:44.060 --> 00:00:49.020]  就將她的頭垂下來
[00:00:49.020 --> 00:00:51.000]  那邊有個男同學
[00:00:51.000 --> 00:00:53.800]  如果她睡在那邊的故事就完全不同了
[00:00:53.800 --> 00:00:57.400]  不知道為什麼她的頭睡在這邊
[00:00:57.400 --> 00:01:00.000]  我又不忍她的頭掉下去
[00:01:00.000 --> 00:01:02.000]  用肩膀托上去
[00:01:02.000 --> 00:01:06.000]  一托就托了四十三年
[00:01:06.000 --> 00:01:14.260]  看見四十三年很大的對比
[00:01:14.260 --> 00:01:15.960]  當年我們坐小火車
[00:01:15.960 --> 00:01:17.960]  山洞山是傾石
[00:01:17.960 --> 00:01:20.160]  就要很危險
[00:01:20.160 --> 00:01:23.160]  在山洞邊緣那個峭壁
[00:01:23.160 --> 00:01:25.760]  繞過那個山洞
[00:01:25.760 --> 00:01:27.760]  再找車接
[00:01:27.760 --> 00:01:31.060]  當然是攙扶著這個少女
[00:01:31.060 --> 00:01:33.660]  我看見四十三年
[00:01:33.660 --> 00:01:38.360]  當時自己是一個在讀書求學的青年人
[00:01:38.360 --> 00:01:41.060]  又沒有結婚
[00:01:41.060 --> 00:01:43.160]  前路是怎樣呢
[00:01:43.160 --> 00:01:45.660]  完全是不知道
[00:01:45.660 --> 00:01:47.060]  四十三年後
[00:01:47.060 --> 00:01:49.660]  大家一同經歷過很多的事情
[00:01:49.660 --> 00:01:52.360]  甚至看到自己的孫兒
[00:01:52.360 --> 00:01:56.960]  還有侍奉也來到一個里程碑
[00:01:56.960 --> 00:02:01.560]  有點好像很蒼涼和唏噓的感覺
[00:02:01.560 --> 00:02:05.160]  一生人前面有多少的時間
[00:02:05.160 --> 00:02:07.560]  上帝才知道
[00:02:07.560 --> 00:02:09.960]  我今天講這個題目
[00:02:09.960 --> 00:02:14.160]  不單止是因為有一個這樣的對比
[00:02:14.160 --> 00:02:16.160]  也看見
[00:02:16.160 --> 00:02:19.160]  其實作為一個牧師
[00:02:19.160 --> 00:02:24.160]  半跑的人在這接近二十年廣福裏面
[00:02:24.160 --> 00:02:28.360]  我陪了很多人走他生命的最後一程
[00:02:28.360 --> 00:02:30.760]  有一天我也會知道
[00:02:30.760 --> 00:02:32.760]  是有很多千幾個
[00:02:32.760 --> 00:02:36.060]  是這十幾年來來的會眾
[00:02:36.060 --> 00:02:40.560]  很可能陪我走生命最後的一個階段
[00:02:40.560 --> 00:02:44.360]  其實死亡不是限於長者
[00:02:44.360 --> 00:02:51.360]  任何年紀的人你都可以發現到死亡是隨時擦身而過
[00:02:51.360 --> 00:02:54.360]  孔子說未知生焉知死
[00:02:54.360 --> 00:02:57.160]  站在我們基督徒角度來說
[00:02:57.160 --> 00:02:58.760]  剛剛相反
[00:02:58.760 --> 00:03:01.560]  我們需要先了解死亡
[00:03:01.560 --> 00:03:04.960]  對人的局限和造成的後果
[00:03:04.960 --> 00:03:09.760]  我們才能夠明白和掌握生命的意義
[00:03:09.760 --> 00:03:13.760]  古人也說人生自古誰無死
[00:03:13.760 --> 00:03:16.760]  留取丹心照寒星
[00:03:16.760 --> 00:03:20.360]  死有重於泰山
[00:03:20.360 --> 00:03:22.760]  死有輕於鴻毛
[00:03:22.760 --> 00:03:25.960]  會否知道是甚麼呢?
[00:03:25.960 --> 00:03:29.960]  就是說生命結束的時候
[00:03:29.960 --> 00:03:32.960]  如果你能夠總結你的一生
[00:03:32.960 --> 00:03:36.760]  是覺得活得有意義和有見證
[00:03:36.760 --> 00:03:38.560]  滿有盼望
[00:03:38.560 --> 00:03:40.760]  你就不需要懼怕死亡
[00:03:40.760 --> 00:03:45.960]  因為死亡就是生命一個自然的旅程
[00:03:45.960 --> 00:03:49.960]  今天我們要學習耶穌基督如何面對死亡
[00:03:49.960 --> 00:03:51.960]  因為我們說做門徒
[00:03:51.960 --> 00:03:56.960]  我們就要在凡事上學習耶穌基督
[00:03:56.960 --> 00:03:58.760]  希伯來書也說
[00:03:58.760 --> 00:04:03.360]  耶穌基督是慈悲忠信的大祭司
[00:04:03.360 --> 00:04:07.360]  祂在凡事上為我們立下榜樣
[00:04:07.360 --> 00:04:12.160]  如果耶穌的言行舉止足以成為我們的榜樣
[00:04:12.160 --> 00:04:13.960]  中國人也有句話
[00:04:13.960 --> 00:04:16.960]  人子將死其言也是
[00:04:16.960 --> 00:04:20.560]  一個人臨到生命最終結的時候
[00:04:20.560 --> 00:04:23.360]  是可能他流露真情
[00:04:23.360 --> 00:04:27.360]  講最真心的一些說話的時刻
[00:04:27.360 --> 00:04:28.960]  因此我們想
[00:04:28.960 --> 00:04:32.960]  耶穌在祂生命最後那幾個鐘頭裡面
[00:04:32.960 --> 00:04:34.560]  祂做了甚麼
[00:04:34.560 --> 00:04:36.360]  祂說了甚麼
[00:04:36.360 --> 00:04:39.360]  是足以我們去面對死亡
[00:04:39.360 --> 00:04:42.560]  人類這麼可怕的一個囚敵
[00:04:42.560 --> 00:04:46.560]  成為我們一種的信心和力量
[00:04:46.560 --> 00:04:49.760]  所以我今天要用一個很特別的方式
[00:04:49.760 --> 00:04:53.160]  來理解傳統的十誡七言
[00:04:53.160 --> 00:04:55.360]  一般來說十誡七言
[00:04:55.360 --> 00:05:00.960]  我們就會在受苦節的時候來理解
[00:05:00.960 --> 00:05:02.160]  但是其實
[00:05:02.160 --> 00:05:06.560]  耶穌所講的七句說話或者八句說話
[00:05:06.560 --> 00:05:08.960]  是祂有針對的對象
[00:05:08.960 --> 00:05:10.760]  相應的情景
[00:05:10.760 --> 00:05:15.560]  和要表達一些特別的訊息
[00:05:15.560 --> 00:05:18.160]  當我們讀方書的時候
[00:05:18.160 --> 00:05:20.960]  和一般偉人的傳記
[00:05:20.960 --> 00:05:24.360]  或者名人的自傳不同的地方
[00:05:24.360 --> 00:05:26.160]  方書很特別
[00:05:26.160 --> 00:05:30.560]  它的篇幅十分之不均勻
[00:05:30.560 --> 00:05:33.760]  你看看耶穌三十歲以前
[00:05:33.760 --> 00:05:35.360]  十二歲以前
[00:05:35.360 --> 00:05:38.160]  和祂出生的事跡
[00:05:38.160 --> 00:05:40.360]  除了路加福音第二章
[00:05:40.360 --> 00:05:44.360]  和馬太福音有少量的記載之外
[00:05:44.360 --> 00:05:48.560]  你發現到幾乎是空白的
[00:05:48.560 --> 00:05:52.760]  最後的三年比前面的三十年
[00:05:52.760 --> 00:05:54.560]  是豐富很多
[00:05:54.560 --> 00:05:57.160]  因為方書是要記載耶穌出來
[00:05:57.160 --> 00:05:59.160]  傳天國的道理
[00:05:59.160 --> 00:06:02.760]  和祂的言行
[00:06:02.760 --> 00:06:06.760]  怎樣告訴人生命得以改變
[00:06:06.760 --> 00:06:10.760]  而最後一個禮拜
[00:06:10.760 --> 00:06:13.960]  就是我們所謂的壽蘭週
[00:06:13.960 --> 00:06:17.560]  又比祂三年的篇幅上
[00:06:17.560 --> 00:06:19.960]  比例來說多很多
[00:06:19.960 --> 00:06:21.760]  最後的三天
[00:06:21.760 --> 00:06:25.960]  又比最後一週的篇幅來得多
[00:06:25.960 --> 00:06:29.960]  因此其實說整個方書的核心
[00:06:29.960 --> 00:06:33.360]  是耶穌基督的受苦和復活
[00:06:33.360 --> 00:06:37.560]  而揭示人類生命新的可能性
[00:06:37.560 --> 00:06:39.760]  所以我覺得它在十字架上
[00:06:39.760 --> 00:06:43.360]  所說的七句說話或者八句說話
[00:06:43.360 --> 00:06:45.360]  是很有啟示性
[00:06:45.360 --> 00:06:47.360]  為什麼是八句說話呢?
[00:06:47.360 --> 00:06:50.360]  我這裡列出一個表
[00:06:50.360 --> 00:06:52.560]  你會發現到馬太馬漢
[00:06:52.560 --> 00:06:54.960]  是重複有一句
[00:06:54.960 --> 00:06:58.760]  就是說我的神為什麼來棄我
[00:06:58.760 --> 00:07:01.360]  而路加福音說了三句
[00:07:01.360 --> 00:07:03.360]  是其他方書沒有說
[00:07:03.360 --> 00:07:07.960]  而約翰福音也說了三句不同的說話
[00:07:07.960 --> 00:07:09.960]  組成七句
[00:07:09.960 --> 00:07:12.360]  但是關鍵點就是
[00:07:12.360 --> 00:07:14.560]  約翰福音第十九章
[00:07:14.560 --> 00:07:17.760]  耶穌將他的母親交付給約翰
[00:07:17.760 --> 00:07:20.160]  將約翰交付給母親
[00:07:20.160 --> 00:07:23.160]  是一句話還是兩句話?
[00:07:23.160 --> 00:07:25.360]  有一次我在美國
[00:07:25.360 --> 00:07:28.360]  和一班大陸學者開一個學術會議
[00:07:28.360 --> 00:07:31.160]  我發表完我的論文之後
[00:07:31.160 --> 00:07:34.560]  我就說我要再補充兩句
[00:07:34.560 --> 00:07:38.160]  可能會議的氣氛很悶
[00:07:38.160 --> 00:07:40.160]  有人說已經一句了
[00:07:40.160 --> 00:07:42.160]  我沒有說兩句
[00:07:42.160 --> 00:07:44.160]  終止發言
[00:07:44.160 --> 00:07:47.160]  那你補充呢?
[00:07:47.160 --> 00:07:50.160]  你不會說我現在要補充十四句半
[00:07:50.160 --> 00:07:52.960]  你當然說我補充多兩句
[00:07:52.960 --> 00:07:55.160]  誰知他說你已經說了一句
[00:07:55.160 --> 00:07:56.360]  我沒有說過
[00:07:56.360 --> 00:07:58.160]  他說已經兩句了
[00:07:58.160 --> 00:07:59.560]  終止發言
[00:07:59.560 --> 00:08:01.160]  所以究竟
[00:08:01.160 --> 00:08:02.160]  就是
[00:08:02.160 --> 00:08:05.760]  耶穌將母親交付給約翰
[00:08:05.760 --> 00:08:07.960]  約翰交付給耶穌
[00:08:07.960 --> 00:08:09.560]  是一句兩句
[00:08:09.560 --> 00:08:11.760]  所以就有十加七言
[00:08:11.760 --> 00:08:13.560]  或者十加八言
[00:08:13.560 --> 00:08:15.360]  但是無論如何
[00:08:15.360 --> 00:08:18.360]  這七句或者八句的說話
[00:08:18.360 --> 00:08:21.760]  我們可以歸納成四組的事情
[00:08:21.760 --> 00:08:23.360]  來理解
[00:08:23.360 --> 00:08:25.160]  耶穌為長
[00:08:25.160 --> 00:08:27.560]  祂最後的安排
[00:08:27.560 --> 00:08:29.960]  祂在節期的時候
[00:08:29.960 --> 00:08:31.560]  朝聚門徒
[00:08:31.560 --> 00:08:35.160]  是一同來用餐
[00:08:35.160 --> 00:08:36.960]  聖經說到耶穌是一個
[00:08:36.960 --> 00:08:39.760]  很知道自己生命去向的人
[00:08:39.760 --> 00:08:43.960]  在約翰福音第十三章到第十六章
[00:08:43.960 --> 00:08:47.360]  特別是十三章第一節那裡說
[00:08:47.360 --> 00:08:52.760]  耶穌知道自己離世歸附的時候到了
[00:08:52.760 --> 00:08:55.960]  祂既然愛世間屬自己的人
[00:08:55.960 --> 00:08:58.760]  就愛他們到底
[00:08:58.760 --> 00:09:00.560]  我不知道你讀有什麼感受
[00:09:00.560 --> 00:09:03.360]  我讀這句話是很passionate
[00:09:03.360 --> 00:09:04.960]  意思就是說
[00:09:04.960 --> 00:09:07.760]  你讀完是感覺到
