
[00:00:00.000 --> 00:00:02.160]  好,丙姊妹不安
[00:00:02.160 --> 00:00:04.480]  讓我們一同祈禱
[00:00:04.480 --> 00:00:07.160]  以祈禱開始我們今天的訊息
[00:00:07.160 --> 00:00:10.400]  原諒口中的言語
[00:00:10.400 --> 00:00:13.000]  丙姊妹的心思、意念
[00:00:13.000 --> 00:00:14.680]  都無常主理月立
[00:00:14.680 --> 00:00:17.240]  我們要禱告是奉耶穌基督的名
[00:00:17.240 --> 00:00:18.240]  下門
[00:00:18.240 --> 00:00:21.760]  那明天就是父親節
[00:00:21.760 --> 00:00:25.160]  先在這裡祝願
[00:00:25.160 --> 00:00:28.800]  在座和在網上崇拜的父親
[00:00:29.320 --> 00:00:32.000]  提早跟大家說一聲父親節快樂
[00:00:32.000 --> 00:00:34.920]  在上帝裡面能夠得力
[00:00:34.920 --> 00:00:40.560]  勇敢而且堅強地去承擔做父親的天職
[00:00:40.560 --> 00:00:44.720]  記得在十幾年前
[00:00:44.720 --> 00:00:48.320]  可能有些年輕的丙姊妹未出生
[00:00:48.320 --> 00:00:52.000]  十幾年前有一個銀行的廣告
[00:00:52.000 --> 00:00:53.320]  不知道有沒有聽過
[00:00:53.320 --> 00:00:59.240]  找了香港第一位奧運金牌得主李麗珊去拍攝
[00:00:59.360 --> 00:01:00.560]  是不是有點印象
[00:01:00.560 --> 00:01:03.560]  說起找李麗珊拍攝銀行的廣告
[00:01:03.560 --> 00:01:06.200]  那時候就說
[00:01:06.200 --> 00:01:09.280]  養一個小朋友
[00:01:09.280 --> 00:01:10.520]  就要
[00:01:10.520 --> 00:01:14.120]  四百萬
[00:01:14.120 --> 00:01:19.520]  呼籲家長要為子女未雨綢繆
[00:01:19.520 --> 00:01:22.440]  其實這個廣告是有下集的
[00:01:22.440 --> 00:01:23.880]  下集是什麼呢
[00:01:23.880 --> 00:01:26.280]  兩年前都是同一間銀行
[00:01:26.280 --> 00:01:29.000]  找李麗珊出來
[00:01:29.000 --> 00:01:30.080]  就說
[00:01:30.080 --> 00:01:31.920]  以前就說四百萬而已
[00:01:31.920 --> 00:01:34.520]  現在要六百萬
[00:01:34.520 --> 00:01:37.240]  就是說在十年左右
[00:01:37.240 --> 00:01:40.200]  那個資產的價格
[00:01:40.200 --> 00:01:41.480]  你要有六百萬
[00:01:41.480 --> 00:01:44.720]  就要養一個小朋友要六百萬
[00:01:44.720 --> 00:01:46.240]  說真的
[00:01:46.240 --> 00:01:50.920]  如果今時今日你叫我拿六百萬出來
[00:01:50.920 --> 00:01:54.040]  然後就可以讓子女安寢無憂
[00:01:54.040 --> 00:01:56.240]  我想是很便宜的
[00:01:56.240 --> 00:01:58.640]  我想是很便宜的
[00:01:59.040 --> 00:02:01.720]  有沒有父親
[00:02:01.720 --> 00:02:02.800]  有啊有父親
[00:02:02.800 --> 00:02:04.520]  我也是
[00:02:04.520 --> 00:02:06.360]  有兩三位
[00:02:06.360 --> 00:02:08.680]  後面副堂都有
[00:02:08.680 --> 00:02:10.160]  如果問一問父親
[00:02:10.160 --> 00:02:12.200]  如果你拿六百萬出來
[00:02:12.200 --> 00:02:14.720]  然後你的子女就可以安寢無憂
[00:02:14.720 --> 00:02:16.680]  你會不會覺得很便宜
[00:02:16.680 --> 00:02:17.960]  會啊會覺得很便宜
[00:02:17.960 --> 00:02:19.280]  Steven會不會
[00:02:19.280 --> 00:02:23.320]  笑著六百萬未必可以
[00:02:23.320 --> 00:02:24.560]  不知道
[00:02:24.560 --> 00:02:26.320]  對我來說
[00:02:26.320 --> 00:02:28.280]  如果我有六百萬
[00:02:28.280 --> 00:02:29.760]  我覺得我值給
[00:02:29.760 --> 00:02:32.000]  我儲多少我都給
[00:02:32.000 --> 00:02:33.800]  然後安寢無憂是可以的
[00:02:33.800 --> 00:02:35.200]  那很便宜
[00:02:35.200 --> 00:02:37.400]  我也是一個父親大家都知道
[00:02:37.400 --> 00:02:40.000]  有時候會看到兒子在這裡
[00:02:40.000 --> 00:02:41.320]  我想
[00:02:41.320 --> 00:02:45.760]  我兒子出生頭那一年半的時候
[00:02:45.760 --> 00:02:47.960]  應該是我人生裡面比較
[00:02:47.960 --> 00:02:50.840]  覺得最具考驗的時候
[00:02:50.840 --> 00:02:52.120]  就是頭那一年半
[00:02:52.120 --> 00:02:55.120]  從零歲到歲半的時候
[00:02:55.120 --> 00:02:59.640]  那段時間考驗我什麼呢
[00:02:59.640 --> 00:03:00.800]  就是考驗我怎樣
[00:03:00.800 --> 00:03:03.640]  不只是考驗我怎樣照顧一個寶寶
[00:03:03.640 --> 00:03:05.720]  例如沖奶換尿片
[00:03:05.720 --> 00:03:08.240]  幫寶寶洗澡這些
[00:03:08.240 --> 00:03:12.040]  我很記得我第一次抱著初生
[00:03:12.040 --> 00:03:14.280]  就是兒子洗澡的時候
[00:03:14.280 --> 00:03:16.560]  我幫他洗完澡
[00:03:16.560 --> 00:03:18.560]  我自己要去洗澡
[00:03:18.560 --> 00:03:19.360]  原因是
[00:03:19.360 --> 00:03:20.880]  那時候是冬天
[00:03:20.880 --> 00:03:24.640]  我全身緊張到流汗
[00:03:24.640 --> 00:03:26.960]  然後我老婆問我
[00:03:26.960 --> 00:03:28.920]  你為什麼全身都濕了
[00:03:28.920 --> 00:03:29.520]  然後我說
[00:03:29.520 --> 00:03:31.440]  因為我很緊張
[00:03:31.440 --> 00:03:32.920]  又怕扭傷他
[00:03:32.920 --> 00:03:33.800]  又怕弄傷他
[00:03:33.800 --> 00:03:35.440]  幫他換衣服都好像
[00:03:35.440 --> 00:03:38.080]  然後他又一邊洗澡一邊哭
[00:03:38.080 --> 00:03:39.680]  但是
[00:03:39.680 --> 00:03:41.280]  漸漸地其實是
[00:03:41.280 --> 00:03:43.800]  這些沖奶換尿片
[00:03:43.800 --> 00:03:45.240]  洗澡其實是
[00:03:45.240 --> 00:03:47.440]  慢慢是熟能生效的
[00:03:47.440 --> 00:03:48.960]  其實後來我都覺得
[00:03:48.960 --> 00:03:51.280]  幫他洗澡也很容易而已
[00:03:51.280 --> 00:03:54.360]  但是我覺得更加大的考驗是
[00:03:54.360 --> 00:03:56.720]  我怎樣去對這個小朋友
[00:03:56.720 --> 00:03:59.920]  去付出愛和忍耐去照顧
[00:03:59.920 --> 00:04:03.040]  和教養這個小朋友
[00:04:03.040 --> 00:04:04.480]  例如呢
[00:04:04.480 --> 00:04:07.880]  如果小朋友出了什麼病
[00:04:07.880 --> 00:04:11.480]  例如可能我兒子第一次病發燒
[00:04:11.480 --> 00:04:14.040]  我覺得那一晚我都不用睡覺
[00:04:14.040 --> 00:04:15.680]  又或者可能大一點
[00:04:15.680 --> 00:04:17.080]  例如小學的時候
[00:04:17.080 --> 00:04:18.440]  如果是有些成績
[00:04:18.440 --> 00:04:21.160]  或者他覺得他的品行不是那麼好
[00:04:21.160 --> 00:04:23.960]  做父母都會特別擔心的
[00:04:23.960 --> 00:04:25.480]  就是
[00:04:25.480 --> 00:04:29.320]  我的兒子是在第四波疫情的時候出生的
[00:04:29.320 --> 00:04:31.360]  就是2020年12月
[00:04:31.360 --> 00:04:34.120]  那時候我沒有得賠償的
[00:04:34.120 --> 00:04:36.160]  而他出生的時候
[00:04:36.160 --> 00:04:39.600]  醫生就已經馬上和我老婆說
[00:04:39.600 --> 00:04:42.480]  就說發現他的呼吸有雜聲
[00:04:42.480 --> 00:04:45.600]  然後就說可能心臟和肺部有事
[00:04:45.600 --> 00:04:47.320]  然後又說他不懂得哭
[00:04:47.320 --> 00:04:49.320]  就是出生的時候不懂得哭
[00:04:49.320 --> 00:04:50.440]  要哭的
[00:04:50.440 --> 00:04:52.400]  不哭就不懂得呼吸
[00:04:52.400 --> 00:04:56.360]  所以一出生就馬上要把他放進醫療箱裡
[00:04:56.360 --> 00:04:59.040]  那時候我看著照片
[00:04:59.040 --> 00:05:01.920]  看著他的手腳插著一些針斗
[00:05:01.920 --> 00:05:04.640]  要打足七天抗生素
[00:05:04.640 --> 00:05:09.800]  那時候我第一次見面
[00:05:09.800 --> 00:05:11.400]  他在箱子裡
[00:05:11.400 --> 00:05:13.560]  然後他就插著針斗
[00:05:13.560 --> 00:05:14.880]  然後我就心想
[00:05:14.880 --> 00:05:16.680]  唉 真是
[00:05:16.680 --> 00:05:18.480]  真是肉都痛了
[00:05:18.480 --> 00:05:21.640]  然後還是疫情的時候
[00:05:21.640 --> 00:05:25.680]  就很擔心兒子會中新冠肺炎
[00:05:25.680 --> 00:05:27.760]  又擔心他的肺部出事
[00:05:27.760 --> 00:05:28.800]  最記得的是什麼呢
[00:05:28.800 --> 00:05:30.440]  好像有很多最記得的
[00:05:30.440 --> 00:05:31.520]  那是什麼呢
[00:05:31.520 --> 00:05:32.120]  第一天
[00:05:32.120 --> 00:05:34.800]  第一晚抱他回家睡覺
[00:05:34.800 --> 00:05:38.720]  那我兒子就一邊睡覺的時候
[00:05:38.720 --> 00:05:41.920]  就有些呼吸
[00:05:41.920 --> 00:05:44.520]  有些好像鼻鼾聲一樣
[00:05:44.520 --> 00:05:45.960]  但只有第七天
[00:05:45.960 --> 00:05:48.080]  即是他是一個出生八天的嬰兒
[00:05:48.080 --> 00:05:49.520]  他有鼻鼾
[00:05:49.520 --> 00:05:51.680]  我們自己就心想
[00:05:51.680 --> 00:05:53.040]  不是吧
[00:05:53.040 --> 00:05:54.200]  是不是他的肺部出事了
[00:05:54.200 --> 00:05:55.600]  其實是不是要看醫生
[00:05:55.600 --> 00:05:58.520]  我最記得的那一晚是我沒有睡覺
[00:05:58.520 --> 00:06:01.000]  我和我老婆一邊看著他
[00:06:01.000 --> 00:06:02.840]  其實他的肺部是不是有事呢
[00:06:02.840 --> 00:06:03.560]  這樣
[00:06:03.560 --> 00:06:04.520]  好了
[00:06:04.520 --> 00:06:08.280]  然後出院之後又怕他吃得不好
[00:06:08.280 --> 00:06:11.400]  他的生長線由五十
[00:06:11.400 --> 00:06:12.680]  即是一百是最高
[00:06:12.680 --> 00:06:15.440]  出生的時候五十平均
[00:06:15.440 --> 00:06:19.800]  好了,然後呢,就一邊出生的時候一邊見證著他
[00:06:19.800 --> 00:06:21.840]  就跌出生長線
[00:06:21.840 --> 00:06:23.320]  負數的
[00:06:23.320 --> 00:06:24.400]  我真的負數
[00:06:24.400 --> 00:06:27.240]  所以現在我兒子還是在醫院覆診的
[00:06:27.240 --> 00:06:30.600]  就是覆診要看著他的體重
[00:06:30.600 --> 00:06:31.800]  那總之好像
[00:06:31.800 --> 00:06:33.800]  兒女出生之後
[00:06:33.800 --> 00:06:35.120]  就有很多掛心
[00:06:35.120 --> 00:06:37.400]  即是我自己做父親的時候有很多掛心
[00:06:37.400 --> 00:06:40.160]  那我老婆當然也有更加掛心
[00:06:40.160 --> 00:06:44.400]  就好像整副心機都投放在兒子身上
[00:06:44.400 --> 00:06:46.560]  那可能父母也是
[00:06:46.560 --> 00:06:49.720]  很多時候就是當兒女出生的時候
[00:06:49.720 --> 00:06:53.920]  就很多掛心就投放在兒女身上
[00:06:53.920 --> 00:06:58.840]  好像很多苦惱很多擔心的事情發生
[00:06:58.840 --> 00:07:03.680]  做父母其實很容易投入今天的經課
[00:07:03.680 --> 00:07:07.280]  約翰福音四章四十三節五十四節
