
[00:00:00.000 --> 00:00:03.040]  那個很壞的人放監出來中六合彩
[00:00:03.040 --> 00:00:06.440]  那個很壞的人就是坐牢出來中六合彩
[00:00:06.440 --> 00:00:08.920]  就是似乎解釋不了這些常理
[00:00:08.920 --> 00:00:11.560]  就是好有好報,惡有惡報的常理
[00:00:11.560 --> 00:00:12.800]  似乎很難解釋
[00:00:12.800 --> 00:00:15.360]  就是好有好報,惡有惡報的常理
[00:00:15.360 --> 00:00:18.760]  尤其是我們中國人就比較上覺得難以接受這件事
[00:00:18.760 --> 00:00:22.560]  而且我們中國人是更加容易接受
[00:00:22.560 --> 00:00:24.800]  另外一個最吃虧的是什麼呢?
[00:00:24.800 --> 00:00:27.080]  另外一個最吃虧的是什麼呢?
[00:00:27.080 --> 00:00:29.880]  就是我們的神是看不到摸不到嘛
[00:00:29.880 --> 00:00:31.960]  就是我們的神是看不到摸不到
[00:00:31.960 --> 00:00:35.080]  你叫祂有些東西讓祂看到,祂摸到,祂就會信
[00:00:35.080 --> 00:00:37.560]  你就有一些事情祂可以看到摸到
[00:00:37.560 --> 00:00:40.640]  所以祂寧願去信王大仙,因為祂見到
[00:00:40.640 --> 00:00:44.560]  祂可能就是寧願去信王大仙
[00:00:44.560 --> 00:00:47.720]  因為祂寧願去拜觀音,因為觀音祂可以摸到
[00:00:47.720 --> 00:00:50.320]  祂寧願去拜觀音,因為祂可以摸得到
[00:00:50.320 --> 00:00:53.880]  但是我們的神偏偏就是祢看不到,見不到的
[00:00:53.880 --> 00:00:57.320]  但我們的神是偏偏祢看不見,摸不到
[00:00:57.320 --> 00:00:58.720]  那你怎麼辦呢?
[00:00:58.720 --> 00:01:00.320]  那你怎麼辦呢?
[00:01:00.320 --> 00:01:04.720]  我們早前在真理班就說到神的屬性
[00:01:04.720 --> 00:01:06.960]  早前我們在真理班說到神的屬性
[00:01:06.960 --> 00:01:08.880]  有些人研究神學的朋友
[00:01:08.880 --> 00:01:10.880]  他就花很多時間去研究
[00:01:10.880 --> 00:01:13.320]  究竟我們的神有什麼特性
[00:01:13.320 --> 00:01:17.360]  研究神學的朋友就花很多時間去研究
[00:01:17.360 --> 00:01:18.840]  我們的神是有什麼特性
[00:01:18.840 --> 00:01:23.640]  原來我們的神是一個自有永有的神
[00:01:23.640 --> 00:01:26.400]  原來我們的神是自有永有的神
[00:01:26.400 --> 00:01:29.120]  即是祂自然已經有的,和永遠都有的
[00:01:29.120 --> 00:01:31.040]  祂是自然有,永遠已經有
[00:01:31.040 --> 00:01:32.920]  所以你不可以問祂從哪裡來
[00:01:32.920 --> 00:01:34.880]  所以你不可以問祂從哪裡來
[00:01:34.880 --> 00:01:36.520]  但是我們的神是獨一的
[00:01:36.520 --> 00:01:38.680]  我們的神是獨一的
[00:01:38.680 --> 00:01:41.880]  聖經說得很清楚,除了祂以外就沒有其他神了
[00:01:41.880 --> 00:01:45.120]  聖經說得很清楚,除了祂以外沒有其他的神
[00:01:45.120 --> 00:01:48.400]  我們的神不是用人手的偶像去做出來的
[00:01:48.400 --> 00:01:51.080]  我們的神不是用人手的偶像做出來的
[00:01:51.080 --> 00:01:52.440]  因為神是一個靈
[00:01:52.440 --> 00:01:54.160]  因為神就是一個靈
[00:01:54.160 --> 00:01:59.120]  我們的神是無所不在的
[00:01:59.120 --> 00:02:00.840]  我們的神是無所不在的
[00:02:00.840 --> 00:02:02.760]  今天我們去敬拜我們的神
[00:02:02.760 --> 00:02:05.920]  我們不需要去耶路撒冷的聖殿
[00:02:05.920 --> 00:02:07.720]  今天我們去敬拜我們的神
[00:02:07.720 --> 00:02:09.760]  不需要去耶路撒冷的聖殿
[00:02:09.760 --> 00:02:11.880]  也不需要去哪一間大教堂
[00:02:11.880 --> 00:02:13.560]  也不需要去哪一間大教堂
[00:02:13.560 --> 00:02:15.600]  我們在家裡都可以敬拜
[00:02:15.600 --> 00:02:17.080]  我們在這裡可以敬拜
[00:02:17.080 --> 00:02:20.800]  為什麼?因為我們的神就住在我們每一個人中間
[00:02:20.800 --> 00:02:23.640]  為什麼?因為神就住在我們每一個人的心中
[00:02:23.640 --> 00:02:24.840]  神是無所不在
[00:02:24.840 --> 00:02:26.200]  神是無所不在
[00:02:26.200 --> 00:02:27.600]  神是無所不知
[00:02:27.600 --> 00:02:29.080]  神是無所不知
[00:02:29.080 --> 00:02:30.280]  也是無所不能
[00:02:30.280 --> 00:02:31.320]  也是無所不能
[00:02:31.320 --> 00:02:32.880]  這是神的屬性
[00:02:32.880 --> 00:02:34.080]  這就是神的屬性
[00:02:34.080 --> 00:02:38.480]  我們覺得神距離我們很遠,是不是?
[00:02:38.480 --> 00:02:41.000]  我們可能覺得神距離我們很遠
[00:02:41.000 --> 00:02:42.600]  但是他看不到,摸不到
[00:02:42.600 --> 00:02:44.480]  因為他是看不到,摸不到
[00:02:44.480 --> 00:02:47.800]  但是他又無所不知,無所不在
[00:02:47.800 --> 00:02:50.720]  但他又是無所不知,無所不在的
[00:02:50.720 --> 00:02:52.640]  你感覺到神的同在嗎?
[00:02:52.640 --> 00:02:54.080]  你可以感覺到神的同在嗎?
[00:02:54.080 --> 00:02:55.520]  有時候很難感覺到,是不是?
[00:02:55.520 --> 00:02:56.800]  可能有時候很難感覺到
[00:02:56.800 --> 00:02:58.920]  但原來神還有一個屬性
[00:02:58.920 --> 00:03:00.040]  原來神還有一個屬性
[00:03:00.040 --> 00:03:01.720]  就是今天我們所說的話題
[00:03:01.720 --> 00:03:03.000]  就是今天我們所要說的話題
[00:03:03.000 --> 00:03:04.960]  原來神就是愛
[00:03:04.960 --> 00:03:06.080]  因為神就是愛
[00:03:06.080 --> 00:03:08.760]  這是一個很重要的話題
[00:03:08.760 --> 00:03:10.240]  這是一個很重要的話題
[00:03:10.240 --> 00:03:12.560]  原來神本身的屬性就是愛
[00:03:12.560 --> 00:03:14.600]  原來神本身的屬性就是愛
[00:03:14.600 --> 00:03:17.320]  愛這件事情,大家都可以感覺到,是不是?
[00:03:17.320 --> 00:03:19.040]  愛這件事情,大家可能感覺到
[00:03:19.040 --> 00:03:21.240]  有沒有人沒感覺過愛這件事情?
[00:03:21.240 --> 00:03:23.040]  有沒有人沒感覺過愛這件事情?
[00:03:23.040 --> 00:03:24.320]  一定有感覺到的,是不是?
[00:03:24.320 --> 00:03:25.240]  一定會感覺到的
[00:03:25.240 --> 00:03:26.720]  你自小父母對你的愛
[00:03:26.720 --> 00:03:28.120]  你應該是感受到的
[00:03:28.120 --> 00:03:30.520]  你從小就是父母對你的愛
[00:03:30.520 --> 00:03:31.920]  是感覺到的
[00:03:31.920 --> 00:03:32.760]  但我們自小的時候
[00:03:32.760 --> 00:03:34.880]  我們很多時候是感受不到的
[00:03:34.880 --> 00:03:36.040]  可能我們小的時候
[00:03:36.040 --> 00:03:36.920]  很多時候感受不到
[00:03:36.920 --> 00:03:39.480]  通常長大之後回想才感受到的,是不是?
[00:03:39.480 --> 00:03:42.920]  通常都是長大後回想過去就感覺到
[00:03:42.920 --> 00:03:47.200]  是的,但是愛這件事情是從神而來的
[00:03:47.200 --> 00:03:48.760]  但愛是從神而來的
[00:03:48.760 --> 00:03:50.760]  因為神本身的屬性就是愛
[00:03:50.760 --> 00:03:52.200]  因為神本身的屬性就是愛
[00:03:52.200 --> 00:03:53.360]  所以大家要明白一件事
[00:03:53.360 --> 00:03:56.280]  就會感受到神今天是同愛同在
[00:03:56.280 --> 00:03:57.440]  所以大家要明白
[00:03:57.440 --> 00:03:59.160]  今天神是以我們存在的
[00:03:59.160 --> 00:04:01.840]  雖然我們看不到,摸不到祂
[00:04:01.840 --> 00:04:03.800]  雖然我們是看不到,摸不到祂
[00:04:03.800 --> 00:04:05.640]  但我們感覺到神的同在
[00:04:05.640 --> 00:04:07.160]  但我們感覺到神的存在
[00:04:07.160 --> 00:04:08.560]  因為神就是愛
[00:04:08.560 --> 00:04:09.880]  因為神就是愛
[00:04:09.880 --> 00:04:12.840]  不是說只有神愛我們這麼簡單
[00:04:12.840 --> 00:04:14.840]  不單只是神愛我們這麼簡單
[00:04:14.840 --> 00:04:17.120]  不是說神很有愛心這麼簡單
[00:04:17.120 --> 00:04:18.760]  不是說神很有愛心這麼簡單
[00:04:18.760 --> 00:04:20.800]  神本身就是愛
[00:04:20.800 --> 00:04:21.920]  神本身就是愛
[00:04:21.920 --> 00:04:25.040]  這個世界所有愛其實是出於神
[00:04:25.040 --> 00:04:27.760]  這個世界有這麼多愛其實是出於神
[00:04:27.760 --> 00:04:30.080]  聖經說得比我們更清楚
[00:04:30.080 --> 00:04:32.040]  這是聖經告訴我們很清楚的一件事情
[00:04:32.040 --> 00:04:34.600]  神就是愛
[00:04:34.600 --> 00:04:35.520]  神就是愛
[00:04:35.520 --> 00:04:37.600]  不是神愛我們這麼簡單
