
[00:00:00.000 --> 00:00:02.900]  並且在我們進入今天的經文之前
[00:00:02.900 --> 00:00:06.600]  我們都會為世上受苦難的人去祈禱
[00:00:06.600 --> 00:00:09.100]  在過去的多個星期
[00:00:09.100 --> 00:00:11.800]  我們看到電視裏面的報導
[00:00:11.800 --> 00:00:13.000]  或者網上的新聞
[00:00:13.000 --> 00:00:15.400]  我們都會知道耳巴的衝突很嚴重
[00:00:15.400 --> 00:00:17.700]  有數千人已經沒了生命
[00:00:17.700 --> 00:00:21.600]  也在另外阿富汗的地區有地震
[00:00:21.600 --> 00:00:24.200]  同樣也是有幾千人沒了生命
[00:00:24.200 --> 00:00:26.900]  在這麼短時間裏面很多人受災
[00:00:26.900 --> 00:00:29.700]  我們都是一起去先擺上陶局
[00:00:30.000 --> 00:00:35.100]  天上的創造主
[00:00:35.100 --> 00:00:40.200]  當我們在這個安全舒適的教堂裏面
[00:00:40.200 --> 00:00:41.900]  去敬拜的時候
[00:00:41.900 --> 00:00:47.100]  讓我們都不忘記那些身處在艱苦困難當中的人
[00:00:47.100 --> 00:00:50.400]  我們首先為了在地震裏面
[00:00:50.400 --> 00:00:54.200]  受災喪命的阿富汗人祈禱
[00:00:54.200 --> 00:00:58.000]  祝他們經歷很不容易的數十年
[00:00:58.600 --> 00:01:02.000]  來到今天依然是生活在不安定的當中
[00:01:02.000 --> 00:01:04.800]  而且他們受到地震的困擾
[00:01:04.800 --> 00:01:07.000]  已經有很多人沒了生命
[00:01:07.000 --> 00:01:09.600]  寇主保守他們在重建
[00:01:09.600 --> 00:01:11.600]  在救災的過程當中
[00:01:11.600 --> 00:01:14.200]  真的有悉切的幫助
[00:01:14.200 --> 00:01:16.900]  主我們都知道有你的門徒
[00:01:16.900 --> 00:01:18.800]  是在阿富汗這個地區
[00:01:18.800 --> 00:01:20.900]  主啊都保守他們
[00:01:20.900 --> 00:01:24.500]  也讓他們能夠在其中為你去發光
[00:01:24.500 --> 00:01:27.300]  主我們都去學習去紀念
[00:01:28.300 --> 00:01:30.700]  那些身處在巴勒斯坦和以色列的人
[00:01:30.700 --> 00:01:35.000]  他們正是活在惶恐驚慌之中
[00:01:35.000 --> 00:01:39.400]  主我們祈求的是暴力和殺戮得以終結
[00:01:39.400 --> 00:01:42.800]  主我們承認我們認識得很少
[00:01:42.800 --> 00:01:44.700]  我們知得不透徹
[00:01:44.700 --> 00:01:48.300]  但我們去祈求就是無論你的簡算是怎樣
[00:01:48.300 --> 00:01:52.100]  但願所有人都是能夠竭力活在和平當中
[00:01:52.100 --> 00:01:55.100]  並且能夠起來服侍他們的鄰舍
[00:01:55.100 --> 00:01:57.500]  無論他們是哪一個種族的人
[00:01:58.000 --> 00:01:59.900]  主啊知道你會憐憫
[00:01:59.900 --> 00:02:04.500]  求你去真正幫助那塊土地上的每一個人
[00:02:04.500 --> 00:02:07.100]  主我們都擺上這些禱告
[00:02:07.100 --> 00:02:08.800]  是我們不配的
[00:02:08.800 --> 00:02:10.700]  但我們都求你去遂聽
[00:02:10.700 --> 00:02:15.200]  我們一會兒都會進入你的話語當中
[00:02:15.200 --> 00:02:17.100]  去學習哥倫多後書的信息
[00:02:17.100 --> 00:02:19.100]  願主你引導我們
[00:02:19.100 --> 00:02:20.700]  你的靈指教我們
[00:02:20.700 --> 00:02:21.600]  多謝你
[00:02:21.600 --> 00:02:22.400]  我們的祈禱
[00:02:22.400 --> 00:02:24.900]  是奉主耶穌基督得聖名節祈求
[00:02:24.900 --> 00:02:25.900]  阿們
[00:02:28.000 --> 00:02:37.300]  哥倫多教會是保羅在第二次宣教行程當中建立的
[00:02:37.300 --> 00:02:40.600]  這是哥倫多的廢墟
[00:02:40.600 --> 00:02:45.300]  但你知道有些柱子表達他昔日是很輝煌
[00:02:45.300 --> 00:02:48.600]  在哥倫多的一年半裏面
[00:02:48.600 --> 00:02:50.700]  保羅每逢安息日
[00:02:50.700 --> 00:02:53.700]  他都會去到會堂裏面去和人去辯論
[00:02:53.700 --> 00:02:55.100]  去勸導
[00:02:55.100 --> 00:02:56.500]  去傳福音
[00:02:57.200 --> 00:03:02.900]  去將耶穌基督的真理教導給猶太人和希臘人
[00:03:02.900 --> 00:03:07.800]  後來當地的猶太人向官府控告保羅
[00:03:07.800 --> 00:03:12.100]  雖然那次的控告並沒有直接對保羅帶來有影響
[00:03:12.100 --> 00:03:16.000]  不過保羅仍然是需要離開那個地方
[00:03:16.000 --> 00:03:23.000]  當保羅在第三次宣教行程當中
[00:03:23.000 --> 00:03:26.900]  他聽到哥倫多教會很多的消息
[00:03:27.500 --> 00:03:29.900]  於是他便寫了哥倫多前書
[00:03:29.900 --> 00:03:35.600]  他指出教會當中仍然充斥著文化裏面那種道德低落的行為
[00:03:35.600 --> 00:03:40.000]  他在書裏面亦都教導信徒怎樣糾正信仰上的偏差
[00:03:40.000 --> 00:03:45.500]  去處理教會裏面的那些爭論不和的情況
[00:03:45.500 --> 00:03:49.800]  這個教會的問題很多時候就是一個社群的縮影
[00:03:49.800 --> 00:03:52.000]  這幾年我們不陌生的
[00:03:52.000 --> 00:03:55.100]  當我們在外面怎樣去經歷社會發生的事
[00:03:55.500 --> 00:04:00.300]  在我們的群體裏面都會同樣承受著這些外在的問題
[00:04:00.300 --> 00:04:04.400]  哥倫多的城市因為他身處的地形很特別
[00:04:04.400 --> 00:04:06.600]  所以他的貿易很繁盛
[00:04:06.600 --> 00:04:09.000]  他的製造業的亦都很豐富
[00:04:09.000 --> 00:04:11.600]  在文化思想上他們有一個特色
[00:04:11.600 --> 00:04:18.100]  男士就是去追求比較 追求成功
[00:04:18.100 --> 00:04:21.900]  學術是這樣的 運動是這樣的
[00:04:22.600 --> 00:04:25.600]  在很多方面他們都是有很多比較 去爭勝
[00:04:25.600 --> 00:04:28.800]  而女士亦都著重外表和裝飾
[00:04:28.800 --> 00:04:31.000]  亦都是一種比較的文化
[00:04:31.000 --> 00:04:35.500]  由於這個城市裏面有很多各式各樣的宗教
[00:04:35.500 --> 00:04:40.200]  有學者計算到 大約參考一些文獻
[00:04:40.200 --> 00:04:45.200]  發現有62種偶像的神廟在哥倫多城當中供奉
[00:04:45.200 --> 00:04:48.500]  其中他們最流行去拜祭的是愛神
[00:04:50.100 --> 00:04:54.600]  他們以宗教之名在這個愛神的廟當中去表記
[00:04:54.600 --> 00:04:59.200]  所以這個城的道德是十分低落
[00:04:59.200 --> 00:05:02.800]  不要說基督徒對它怎樣看
[00:05:02.800 --> 00:05:04.500]  或者屬神的人怎樣看
[00:05:04.500 --> 00:05:07.900]  在他們自己希臘文化當中
[00:05:07.900 --> 00:05:09.700]  對於哥倫多人一提起
[00:05:09.700 --> 00:05:12.100]  他們就想起兩個詞彙
[00:05:12.100 --> 00:05:14.700]  醉酒 淫亂
[00:05:14.700 --> 00:05:17.800]  這是他們當代的人對他們的評價
[00:05:18.800 --> 00:05:22.100]  所以你看到這個城市的風氣是多麼敗壞
[00:05:22.100 --> 00:05:28.000]  保羅於是寫信去幫這個教會
[00:05:28.000 --> 00:05:31.000]  他甚至短暫回到那裏去處理
[00:05:31.000 --> 00:05:32.800]  不過似乎不是很成功
[00:05:32.800 --> 00:05:35.300]  後來保羅又再寫了一封嚴厲
[00:05:35.300 --> 00:05:37.800]  但是流著眼淚所寫的信
[00:05:37.800 --> 00:05:39.600]  這封信是失傳了的
[00:05:39.600 --> 00:05:42.400]  不過教會就因為這封信悔改
[00:05:42.400 --> 00:05:45.000]  保羅知道了教會的進步
[00:05:45.800 --> 00:05:49.400]  同時也有人對他提出質疑
[00:05:49.400 --> 00:05:53.600]  於是他就再寫今天我們所讀的哥倫多後書
[00:05:53.600 --> 00:05:55.200]  去否白他的心跡
[00:05:55.200 --> 00:05:58.600]  今天的選段其實應該比較完整
[00:05:58.600 --> 00:06:01.100]  一路應該去到一章的二十二節
[00:06:01.100 --> 00:06:03.300]  四個小段很快地說
[00:06:03.300 --> 00:06:06.300]  一至二節是信件開頭的問安
[00:06:06.300 --> 00:06:08.200]  三至七節
[00:06:08.200 --> 00:06:12.300]  他其中強調重複了十次講安慰
[00:06:12.300 --> 00:06:15.100]  你看到這是一個最主要的詞彙
[00:06:16.000 --> 00:06:16.800]  八至十一節
[00:06:16.800 --> 00:06:19.300]  保羅去講到自己曾經面對過的絕境
[00:06:19.300 --> 00:06:21.700]  十二節到二十二節
[00:06:21.700 --> 00:06:25.900]  保羅開始去回應哥倫多教會對於他這個保羅
[00:06:25.900 --> 00:06:28.800]  他自己使徒身份的一些疑問
[00:06:28.800 --> 00:06:31.200]  現在我們就看看這封信的開頭
[00:06:31.200 --> 00:06:34.600]  不如我們一起讀這兩節預備起
[00:06:34.600 --> 00:06:39.600]  奉神旨意作基督耶穌使徒的保羅
[00:06:39.600 --> 00:06:41.800]  和弟兄提摩太
[00:06:41.800 --> 00:06:45.600]  寫信給在哥倫多神的教會
[00:06:46.000 --> 00:06:48.800]  和全亞哥亞的眾聖徒
[00:06:48.800 --> 00:06:56.200]  願因為平安從我們的父神和主耶穌基督歸給你們
[00:06:56.200 --> 00:06:59.400]  開頭的這兩節我想你留意三個地方
[00:06:59.400 --> 00:07:02.600]  首先保羅在一開頭的第一句
[00:07:02.600 --> 00:07:06.500]  他重申自己是基督耶穌的使徒
[00:07:06.500 --> 00:07:07.800]  剛才說過了
[00:07:07.800 --> 00:07:11.600]  因為這個教會質疑他使徒的權柄和身份
[00:07:11.600 --> 00:07:15.300]  所以保羅在這裡簡單直接講出自己使徒的角色
[00:07:16.300 --> 00:07:20.400]  但他有的證明不是他有什麼出身或學識
[00:07:20.400 --> 00:07:23.900]  他沒有將他以前的資歷拉出來
[00:07:23.900 --> 00:07:30.200]  他甚至沒有提到他在大馬式遇到耶穌向他顯現的事情
[00:07:30.200 --> 00:07:32.200]  他只是很簡單地說
[00:07:32.200 --> 00:07:34.000]  是奉神旨意作
[00:07:34.000 --> 00:07:37.400]  他知道他以往有任何的事情
[00:07:37.400 --> 00:07:39.400]  都不是最重要
[00:07:39.400 --> 00:07:42.200]  最重要的是他現在所做的事是否神叫他去做
[00:07:43.000 --> 00:07:46.500]  他是否得到神的吩咐要這樣去牧養教會
[00:07:46.500 --> 00:07:49.300]  所以他說奉神旨意去做
[00:07:49.300 --> 00:07:54.000]  在這裡他已經一開手提出一個資歷的問題資格的問題
[00:07:54.000 --> 00:07:57.900]  當然後面的篇章繼續有討論這些問題
[00:07:57.900 --> 00:07:59.900]  第二個地方你留意
[00:07:59.900 --> 00:08:04.400]  和哥倫多前書去相比
[00:08:04.400 --> 00:08:07.000]  你看看這兩句
[00:08:07.000 --> 00:08:10.600]  上面那句是哥倫多前書的開頭的第二節
[00:08:10.600 --> 00:08:12.400]  寫信給誰
[00:08:12.400 --> 00:08:13.100]  講的對象
[00:08:13.100 --> 00:08:17.500]  而在後書又講他寫信給誰
[00:08:17.500 --> 00:08:18.500]  你有沒有留意到
[00:08:18.500 --> 00:08:20.600]  除了寫給哥倫多
[00:08:20.600 --> 00:08:23.500]  後書多了一個地名
[00:08:23.500 --> 00:08:26.200]  阿哥亞
[00:08:26.200 --> 00:08:28.400]  阿哥亞是什麼地方
[00:08:28.400 --> 00:08:31.900]  其實哥倫多城就是身處在這個阿哥亞地區
[00:08:31.900 --> 00:08:35.600]  就好像我們講廣東省
[00:08:35.600 --> 00:08:39.300]  你知道首府或者最大的城市是廣州
[00:08:40.400 --> 00:08:43.700]  要講到廣西就知道省會在南寧
[00:08:43.700 --> 00:08:46.500]  在這一點
[00:08:46.500 --> 00:08:51.900]  原來哥倫多教會他們的福音已經擴展到附近的地方
[00:08:51.900 --> 00:08:56.900]  就是說我們經常都說哥倫多教會很差
[00:08:56.900 --> 00:08:58.800]  但這裡給我們看到
[00:08:58.800 --> 00:09:00.500]  不是一面倒不差的
[00:09:00.500 --> 00:09:05.100]  這個教會雖然有很多的問題很多的掙扎
[00:09:05.100 --> 00:09:07.100]  但是當他們得到真理的教導
