
[00:00:00.000 --> 00:00:01.740]  好 今日想同大家讀一節經文
[00:00:01.740 --> 00:00:04.760]  這節經文是來自《尊嚴書》第十二章 第二十七節
[00:00:04.760 --> 00:00:07.400]  《懶惰出執》
[00:00:07.400 --> 00:00:09.400]  我們一齊讀一讀這節經文 請讀
[00:00:09.400 --> 00:00:12.900]  懶惰的人不孝打獵所得的
[00:00:12.900 --> 00:00:15.600]  殷勤的人卻得寶貴的財物
[00:00:15.600 --> 00:00:16.600]  我們讀多一次
[00:00:16.600 --> 00:00:19.700]  懶惰的人不孝打獵所得的
[00:00:19.700 --> 00:00:22.900]  殷勤的人卻得寶貴的財物
[00:00:22.900 --> 00:00:25.300]  大家都知道
[00:00:25.300 --> 00:00:29.600]  蜜蜂基本上是象徵著勤力的代表
[00:00:29.600 --> 00:00:33.500]  大家知不知道要製造一公斤的蜂蜜
[00:00:33.500 --> 00:00:36.900]  整個蜂巢的蜂蜂總共要飛多遠呢
[00:00:36.900 --> 00:00:39.200]  總共要飛十四萬公里
[00:00:39.200 --> 00:00:42.900]  概念就是足足圍繞著地球三圈半
[00:00:42.900 --> 00:00:47.300]  他們要探訪至少四百萬朵花
[00:00:47.300 --> 00:00:49.100]  才可以做到這樣的效果
[00:00:49.100 --> 00:00:51.500]  而一隻夏季的蜂蜂
[00:00:51.500 --> 00:00:54.100]  其實牠的生命力只有六個星期
[00:00:54.100 --> 00:00:55.900]  嘩 原來非常短
[00:00:55.900 --> 00:00:58.900]  夏季的蜂蜂只有六個星期的壽命
[00:00:58.900 --> 00:01:00.900]  而蜂蜂雖然是男生
[00:01:00.900 --> 00:01:03.300]  但是牠們全部都是化育不健全
[00:01:03.300 --> 00:01:05.300]  所以牠們不能夠生小孩
[00:01:05.300 --> 00:01:07.300]  所以牠們的老大賀爾蒙
[00:01:07.300 --> 00:01:09.700]  退化到只剩下一樣的衝動
[00:01:09.700 --> 00:01:11.700]  就是瘋狂地做
[00:01:11.700 --> 00:01:14.200]  不斷地做 所謂的蜂蜂
[00:01:14.200 --> 00:01:16.700]  而牠們會隨著年齡來升職
[00:01:16.700 --> 00:01:18.000]  例如牠會做清潔
[00:01:18.000 --> 00:01:20.600]  由清潔會做保姆 照顧
[00:01:20.600 --> 00:01:22.300]  然後就起蜂巢
[00:01:22.300 --> 00:01:24.400]  最後就會去到最危險的前線
[00:01:24.400 --> 00:01:26.400]  就是外勤的財物
[00:01:26.400 --> 00:01:29.400]  蜂蜂的老大基本上是沒有放假
[00:01:29.400 --> 00:01:31.400]  也沒有退休這個概念
[00:01:31.400 --> 00:01:32.400]  所以牠們的人生
[00:01:32.400 --> 00:01:35.400]  不是 蜂蜂的生命裡面只有兩個字
[00:01:35.400 --> 00:01:37.400]  就是儲糧
[00:01:37.400 --> 00:01:40.400]  儲糧 然後都是儲糧
[00:01:40.400 --> 00:01:43.400]  當蜂蜂飛到翅膀斷的時候
[00:01:43.400 --> 00:01:44.900]  再飛不起的時候
[00:01:44.900 --> 00:01:49.400]  牠們就會選擇寧願死在蜂巢外面
[00:01:49.400 --> 00:01:50.900]  慢慢爬出去
[00:01:50.900 --> 00:01:53.400]  希望不要白佔了蜂巢的空間
[00:01:53.400 --> 00:01:55.400]  所以牠們的勤奮一生
[00:01:55.400 --> 00:01:58.400]  都是為別人 不是為自己
[00:01:58.400 --> 00:02:01.400]  都是用牠的生命來換整個族裔的賢族
[00:02:01.400 --> 00:02:03.400]  這一種奉獻
[00:02:03.400 --> 00:02:07.400]  勤奮 殷勤的相對就是懶惰
[00:02:07.400 --> 00:02:11.400]  不知道大家覺得自己是殷勤還是懶惰呢
[00:02:11.400 --> 00:02:14.400]  你的小朋友是殷勤還是懶惰呢
[00:02:14.400 --> 00:02:16.400]  心裡有個數 相信大家
[00:02:16.400 --> 00:02:19.400]  大家知道 前幾天 也不是前幾天
[00:02:19.400 --> 00:02:21.400]  今天也是熱到出汁
[00:02:21.400 --> 00:02:24.400]  大家看到你潑到這樣就知道熱到出汁
[00:02:24.400 --> 00:02:26.400]  你就算什麼都不用做
[00:02:26.400 --> 00:02:30.400]  只是坐著 你也會開始慢慢流汗
[00:02:30.400 --> 00:02:32.400]  真的熱到出汁
[00:02:32.400 --> 00:02:34.400]  那麼懶惰到出汁又怎麼樣呢
[00:02:34.400 --> 00:02:38.400]  懶惰到出汁就明明是懶惰到什麼都不做
[00:02:38.400 --> 00:02:40.400]  但是都居然出汁
[00:02:40.400 --> 00:02:43.400]  懶惰到出汁 是不是
[00:02:43.400 --> 00:02:45.400]  其實這個意思就是說
[00:02:45.400 --> 00:02:47.400]  人懶惰的那個點
[00:02:47.400 --> 00:02:49.400]  是連汁都逼出來
[00:02:49.400 --> 00:02:52.400]  帶出一種人去到盡
[00:02:52.400 --> 00:02:54.400]  這種懶惰 懶惰到盡
[00:02:54.400 --> 00:02:56.400]  懶惰到極致
[00:02:56.400 --> 00:02:58.400]  那種逼真感
[00:02:58.400 --> 00:03:02.400]  大家知不知道這個世界衛生組織裡面有一個調查
[00:03:02.400 --> 00:03:06.400]  原來每年有200萬人死於懶惰出汁病
[00:03:06.400 --> 00:03:13.400]  其中有六成的人有心臟病 中風 糖尿病 腎病 癌症等等的疾病
[00:03:13.400 --> 00:03:16.400]  專家更指出 懶的病因是什麼呢
[00:03:16.400 --> 00:03:18.400]  懶去廁所
[00:03:18.400 --> 00:03:20.400]  有沒有試過懶到不去廁所
[00:03:20.400 --> 00:03:22.400]  忍 頂住
[00:03:22.400 --> 00:03:25.400]  試過有多少小時沒有去過廁所
[00:03:25.400 --> 00:03:27.400]  大家想想那個數字
[00:03:27.400 --> 00:03:29.400]  有一次我女兒和我搭飛機
[00:03:29.400 --> 00:03:31.400]  她13個小時沒有去過廁所
[00:03:31.400 --> 00:03:33.400]  真的嚇到我
[00:03:33.400 --> 00:03:35.400]  懶去廁所
[00:03:35.400 --> 00:03:37.400]  懶得喝水
[00:03:37.400 --> 00:03:39.400]  懶得煮飯
[00:03:39.400 --> 00:03:41.400]  還有懶做運動
[00:03:41.400 --> 00:03:43.400]  這些都是致命的點
[00:03:43.400 --> 00:03:46.400]  但是今天我們要講的是懶到出汁
[00:03:46.400 --> 00:03:49.400]  其實這個是一個很悲的畫面
[00:03:49.400 --> 00:03:50.400]  為什麼呢
[00:03:50.400 --> 00:03:52.400]  因為根據經文告訴我們
[00:03:52.400 --> 00:03:55.400]  一隻本來新鮮獲得的獵物
[00:03:55.400 --> 00:03:57.400]  因為主人懶得去處理它
[00:03:57.400 --> 00:04:03.400]  最後變成腐爛 發臭 出汁
[00:04:03.400 --> 00:04:05.400]  徹底地報銷
[00:04:05.400 --> 00:04:08.400]  今天就和大家看一節的真面
[00:04:08.400 --> 00:04:09.400]  十二章的第27節
[00:04:09.400 --> 00:04:12.400]  看看怎麼樣我們能夠拆解
[00:04:12.400 --> 00:04:14.400]  拒絕成為一個懶到出汁的人
[00:04:14.400 --> 00:04:19.400]  第一件事我們要別再爛尾收場
[00:04:19.400 --> 00:04:20.400]  我們先看看上半句
[00:04:20.400 --> 00:04:24.400]  懶惰人就不孝打獵所得
[00:04:24.400 --> 00:04:27.400]  這句說話如果放在古代的世界裏
[00:04:27.400 --> 00:04:29.400]  其實是一個很諷刺的語境
[00:04:29.400 --> 00:04:31.400]  孝 不是英文
[00:04:31.400 --> 00:04:34.400]  是火字邊的孝
[00:04:34.400 --> 00:04:38.400]  孝這個字在整本舊約聖經裏是很罕見的
[00:04:38.400 --> 00:04:43.400]  是指透過火的溫度來燒烤
[00:04:43.400 --> 00:04:45.400]  而所謂孝是什麼呢
[00:04:45.400 --> 00:04:47.400]  就是這個短句的最後一個字
[00:04:47.400 --> 00:04:48.400]  就是獵物
[00:04:48.400 --> 00:04:50.400]  到底是誰孝呢
[00:04:50.400 --> 00:04:52.400]  是懶惰的人
[00:04:52.400 --> 00:04:56.400]  其實懶惰給人的感覺就是
[00:04:56.400 --> 00:04:57.400]  什麼都不動
[00:04:57.400 --> 00:04:59.400]  像不像你家的貓呢
