
[00:00:00.000 --> 00:00:03.080]  今天想和大家分享一個甚麼訊息呢
[00:00:03.080 --> 00:00:05.880]  今天想和大家分享的訊息是
[00:00:05.880 --> 00:00:10.760]  參與建造神的家
[00:00:10.760 --> 00:00:16.040]  先給大家看一個建築物
[00:00:16.040 --> 00:00:23.120]  這個建築物會反映建築師背後的一些想法和堅持
[00:00:23.120 --> 00:00:25.440]  這是一個甚麼建築物呢
[00:00:25.440 --> 00:00:27.840]  是美國一位知名的設計師
[00:00:27.840 --> 00:00:32.480]  他在1935年所設計的一幢很有意思的建築
[00:00:32.480 --> 00:00:34.000]  我很喜歡的
[00:00:34.000 --> 00:00:36.880]  這幢建築物叫作Falling Water
[00:00:36.880 --> 00:00:39.800]  中文翻譯叫作流水山莊
[00:00:39.800 --> 00:00:40.720]  好像流水一樣
[00:00:40.720 --> 00:00:42.120]  為甚麼呢
[00:00:42.120 --> 00:00:44.320]  因為最初一個有錢的家族
[00:00:44.320 --> 00:00:48.320]  他請他在一個偏遠的地方建造這幢別墅的時候
[00:00:48.320 --> 00:00:52.680]  本來他想建造一個別墅可以看到瀑布
[00:00:52.680 --> 00:00:56.040]  但這個設計師就說
[00:00:56.040 --> 00:00:57.160]  這樣不夠
[00:00:57.160 --> 00:01:03.080]  他竟然將建築物的別墅放在瀑布的上面
[00:01:03.080 --> 00:01:04.720]  他的想法是甚麼呢
[00:01:04.720 --> 00:01:11.360]  他說他覺得這種叫做有機建築
[00:01:11.360 --> 00:01:17.040]  他覺得建築物和大自然應該可以融為一體
[00:01:17.040 --> 00:01:20.200]  所以他不只是在那個地方刮個洞去建造建築物
[00:01:20.200 --> 00:01:20.720]  不是
[00:01:20.720 --> 00:01:26.280]  他將建築物按著那個地勢陷進去
[00:01:26.280 --> 00:01:29.640]  不單止將建築物放在那個瀑布上面
[00:01:29.640 --> 00:01:32.960]  他更加將裡面的壁爐
[00:01:32.960 --> 00:01:35.120]  陷進去當時牆壁的中間
[00:01:35.120 --> 00:01:37.720]  你看到那些樹都遷就了那個位置
[00:01:37.720 --> 00:01:41.200]  陷進去了
[00:01:41.200 --> 00:01:42.320]  住在裏面的時候
[00:01:42.320 --> 00:01:48.920]  你的四季大自然就好像和你融為一體一樣
[00:01:48.920 --> 00:01:52.000]  這個建築物很有名
[00:01:52.000 --> 00:01:53.000]  很有意思
[00:01:53.000 --> 00:01:56.440]  基本上我聽聞所有讀設計的一定要讀這個建築物
[00:01:56.440 --> 00:01:59.400]  而且這個建築物是拿了很多的獎的
[00:01:59.400 --> 00:02:01.760]  而且最近的一個我知道的就是
[00:02:01.760 --> 00:02:03.840]  2019年7月
[00:02:03.840 --> 00:02:05.800]  聯合國的教科文組織
[00:02:05.800 --> 00:02:09.720]  將流水山莊和七個萊特的建築
[00:02:09.720 --> 00:02:14.560]  都納入了世界文化遺產的名錄裏面
[00:02:14.560 --> 00:02:17.440]  這棟建築物現在已經變成了一個博物館
[00:02:17.440 --> 00:02:19.240]  對外去開放
[00:02:19.240 --> 00:02:20.120]  雖然偏遠
[00:02:20.120 --> 00:02:23.400]  但是每一年仍然有很多人去參觀這個建築物
[00:02:23.400 --> 00:02:30.960]  成為了影響現代建築其中一個最重要的作品
[00:02:30.960 --> 00:02:32.760]  大家知不知道
[00:02:32.760 --> 00:02:36.560]  上帝祂也有一個心儀的建築
[00:02:36.560 --> 00:02:39.760]  就是教會
[00:02:39.760 --> 00:02:42.320]  上帝祂也有一個心儀的建築
[00:02:42.320 --> 00:02:44.160]  就是我們這些信耶穌的人
[00:02:44.160 --> 00:02:45.800]  去建立這個教會
[00:02:45.800 --> 00:02:50.000]  聖經用了兩個比喻去形容教會
[00:02:50.000 --> 00:02:51.720]  一個是身體
[00:02:51.720 --> 00:02:53.640]  一個是房屋
[00:02:53.640 --> 00:02:55.400]  你也有些印象
[00:02:55.400 --> 00:02:56.840]  但是無論是身體還是房屋
[00:02:56.840 --> 00:02:59.120]  這兩個比喻有一個共通點
[00:02:59.120 --> 00:03:04.400]  就是我們既是教會的一部分
[00:03:04.400 --> 00:03:10.480]  同時我們也是參與建造教會的其中一分子
[00:03:10.480 --> 00:03:13.800]  上帝祂作為教會的設計師
[00:03:13.800 --> 00:03:17.640]  也有祂的一些想法和堅持
[00:03:17.640 --> 00:03:21.480]  我們明不明白
[00:03:21.480 --> 00:03:22.920]  你試想像一下
[00:03:22.920 --> 00:03:26.720]  如果在流水山莊的工人收到一個設計圖
[00:03:26.720 --> 00:03:29.240]  萊特說你應該要這樣建造
[00:03:29.240 --> 00:03:30.360]  如果我們工人說
[00:03:30.360 --> 00:03:31.880]  嘖 哪有可能的
[00:03:31.880 --> 00:03:33.320]  這是天方夜譚
[00:03:33.320 --> 00:03:34.960]  在大自然裡面
[00:03:34.960 --> 00:03:36.280]  你不懂的 我教你吧
[00:03:36.280 --> 00:03:39.200]  應該這樣這樣這樣
[00:03:39.200 --> 00:03:41.040]  如果工人是這樣的時候
[00:03:41.040 --> 00:03:42.840]  一幢全世界的建築
[00:03:42.840 --> 00:03:45.080]  一幢這麼漂亮的建築物
[00:03:45.080 --> 00:03:46.360]  這麼有意思的建築物
[00:03:46.360 --> 00:03:49.400]  就不會流了下來
[00:03:49.400 --> 00:03:50.560]  同樣
[00:03:50.560 --> 00:03:55.280]  作為等候迎接耶穌基督再來的信仰群體
[00:03:55.280 --> 00:03:56.880]  即是教會
[00:03:56.880 --> 00:04:00.800]  我們對神的想法和堅持
[00:04:00.800 --> 00:04:03.240]  又有多麼的掌握呢
[00:04:03.240 --> 00:04:06.360]  今天很想透過已不鎖書的一段經文
[00:04:06.360 --> 00:04:10.160]  和大家分享和反思一下
[00:04:10.160 --> 00:04:15.680]  耶穌想我們怎樣去參與建造祂的這個家
[00:04:15.680 --> 00:04:21.520]  而祂這個家有些什麼特質呢
[00:04:21.520 --> 00:04:22.800]  讓我們再一次站下去吧
[00:04:22.800 --> 00:04:31.680]  奇異因典
[00:04:31.680 --> 00:04:38.720]  耶穌是何等的心恩
[00:04:38.720 --> 00:04:46.440]  祢的愛萬古不變
[00:04:46.440 --> 00:04:52.200]  主讓祢的愛充滿我們這裡每一個靈子們
[00:04:52.200 --> 00:04:57.120]  預備我們去與祢相遇
[00:04:57.120 --> 00:04:58.720]  讓我們的心
[00:04:58.720 --> 00:05:00.440]  讓我們的靈
[00:05:00.440 --> 00:05:05.240]  等候渴望祢對我們說話
[00:05:05.240 --> 00:05:08.600]  多謝祢祈禱奉耶穌的名
[00:05:08.600 --> 00:05:10.480]  Amen
[00:05:10.480 --> 00:05:11.680]  好 剛才我講過了
[00:05:11.680 --> 00:05:14.160]  會和大家分享已不鎖書的一段經文
[00:05:14.160 --> 00:05:19.000]  經文記載在第四章一到十六節
[00:05:19.000 --> 00:05:25.680]  已不鎖書是保羅在宣教晚期的時候所寫的一封書信
[00:05:25.680 --> 00:05:26.920]  和另外三卷書
[00:05:26.920 --> 00:05:29.840]  哥羅西書 肥勒比書 肥利門書
