
[00:00:00.000 --> 00:00:05.220]  這個故事的標題是浪子的比喻
[00:00:05.220 --> 00:00:10.000]  我改了它為慈父的比喻
[00:00:10.000 --> 00:00:15.800]  因為故事中的主角也可以是父親
[00:00:15.800 --> 00:00:20.000]  整個故事強調了父親對離家失落的兒子的愛
[00:00:20.000 --> 00:00:23.700]  整個故事都強調了父親對離家失落兒子的愛
[00:00:23.700 --> 00:00:26.620]  如果我們從這個焦點去看這個比喻
[00:00:26.620 --> 00:00:28.420]  如果我們從這個焦點去看這個比喻
[00:00:28.420 --> 00:00:30.500]  我們更加瞭解到天父的慈愛
[00:00:30.500 --> 00:00:32.200]  我們更加瞭解到天父的慈愛
[00:00:32.200 --> 00:00:35.800]  從而啓發了我們明白肉身父親所彰顯的愛
[00:00:35.800 --> 00:00:38.600]  從而我們更加明白天父所彰顯的愛
[00:00:38.600 --> 00:00:42.100]  這個比喻讓我們看到慈父的特徵
[00:00:42.100 --> 00:00:44.100]  讓我們看到慈父的特徵
[00:00:44.100 --> 00:00:46.900]  當小兒子向他爸爸請求
[00:00:46.900 --> 00:00:48.500]  當這個小兒子向他爸爸請求
[00:00:48.500 --> 00:00:51.000]  將他應得的家產分給他
[00:00:51.000 --> 00:00:52.600]  將他應得的家產分給他
[00:00:52.600 --> 00:00:55.000]  每一次看到這裡我都不太明白
[00:00:55.000 --> 00:00:57.200]  每次看到這裡都有時候會不明白
[00:00:57.200 --> 00:00:58.400]  什麼叫應得的呢?
[00:00:58.400 --> 00:00:59.500]  什麼叫應得的呢?
[00:00:59.500 --> 00:01:01.000]  明明是他爸爸
[00:01:01.000 --> 00:01:02.500]  明明是你的爸爸
[00:01:02.500 --> 00:01:06.200]  突然間他應得的
[00:01:06.200 --> 00:01:07.200]  突然間變得應得的
[00:01:07.200 --> 00:01:08.500]  就是他有份的了
[00:01:08.500 --> 00:01:10.200]  就是意思他有份了
[00:01:10.200 --> 00:01:13.600]  我經常都沒辦法明白什麼叫他應得的
[00:01:13.600 --> 00:01:16.400]  就是我緊張的不明白什麼叫應得
[00:01:16.400 --> 00:01:19.300]  他父親又沒有猶疑到就分給他了
[00:01:19.300 --> 00:01:21.500]  這個父親並沒有猶疑就分給他了
[00:01:21.500 --> 00:01:24.300]  結果小兒子耗盡了他所有的錢
[00:01:24.300 --> 00:01:26.400]  反而這個小兒子就耗盡了所有的錢
[00:01:26.400 --> 00:01:28.200]  走投無路
[00:01:28.200 --> 00:01:30.000]  他就鼓起勇氣回家
[00:01:30.000 --> 00:01:31.400]  他就鼓起勇氣回到家
[00:01:31.400 --> 00:01:34.600]  竟然父親還熱情地款待他
[00:01:34.600 --> 00:01:36.400]  竟然得到父親的熱情管待他
[00:01:36.400 --> 00:01:38.000]  引起大兒子不滿
[00:01:38.000 --> 00:01:39.200]  引起了大兒子的不滿
[00:01:39.200 --> 00:01:40.800]  父親就對大兒子說了
[00:01:40.800 --> 00:01:41.900]  父親對大兒子說
[00:01:41.900 --> 00:01:42.800]  大兒子說
[00:01:42.800 --> 00:01:43.400]  他說兒啊
[00:01:43.400 --> 00:01:44.600]  你常與我同在
[00:01:44.600 --> 00:01:45.700]  你常與我同在
[00:01:45.700 --> 00:01:47.400]  我一切所有的都是你的了
[00:01:47.400 --> 00:01:48.900]  我一切所有的都是你的了
[00:01:48.900 --> 00:01:49.900]  三十一節
[00:01:49.900 --> 00:01:50.600]  三十一節
[00:01:50.600 --> 00:01:52.800]  表示父親提醒你個兒子
[00:01:52.800 --> 00:01:54.200]  表示父親提醒這個兒子
[00:01:54.200 --> 00:01:56.600]  父親一切的所有的都是你的了
[00:01:56.600 --> 00:01:58.000]  父親一切所有的都是
[00:01:58.000 --> 00:02:00.700]  我從來都沒有虧待過你
[00:02:00.700 --> 00:02:01.900]  從來都沒有虧待過你
[00:02:01.900 --> 00:02:02.700]  意思就是說
[00:02:02.700 --> 00:02:04.400]  這個父親對兒子
[00:02:04.400 --> 00:02:08.100]  完全沒有責備過他
[00:02:08.100 --> 00:02:09.600]  意思是父親對大兒子
[00:02:09.600 --> 00:02:10.900]  是完全沒有責備過他
[00:02:10.900 --> 00:02:12.600]  也沒有說這個大兒子錯
[00:02:12.600 --> 00:02:14.100]  也沒有說過這個大兒子錯
[00:02:14.100 --> 00:02:16.900]  所以強調我和你之間的親密關係
[00:02:16.900 --> 00:02:18.100]  只是強調了我跟
[00:02:18.100 --> 00:02:20.500]  他跟這個兒子之間的親密關係
[00:02:20.500 --> 00:02:21.800]  我的東西都是你的嘛
[00:02:21.800 --> 00:02:22.800]  我的東西都是你的嘛
[00:02:22.800 --> 00:02:26.400]  顯然這個父親不只是顧他自己
[00:02:26.400 --> 00:02:28.200]  顯然這個父親不只是顧他自己
[00:02:28.200 --> 00:02:31.600]  他有盡他所能滿足兒子的需要
[00:02:31.600 --> 00:02:34.000]  他有盡其所能去滿足兒子的需要
[00:02:34.000 --> 00:02:36.500]  世上有很多的父親
[00:02:36.500 --> 00:02:37.800]  世上有很多的父親
[00:02:37.800 --> 00:02:39.600]  只是專注於自己的事業
[00:02:39.600 --> 00:02:41.000]  只是專注於自己的事業
[00:02:41.000 --> 00:02:42.600]  甚少理會了子女
[00:02:42.600 --> 00:02:44.100]  和瞭解他們的需要
[00:02:44.100 --> 00:02:48.600]  很少去理解子女和瞭解子女的需求
[00:02:48.600 --> 00:02:51.900]  這個比喻中父親反映了天父的特性
[00:02:51.900 --> 00:02:51.900]  這個比喻中父親反映了天父的特性
[00:02:51.900 --> 00:02:54.200]  這個比喻中父親反映了天父的特性
[00:02:54.200 --> 00:02:56.800]  天父是瞭解每一個兒女的需要
[00:02:56.800 --> 00:02:58.900]  天父是瞭解每一個子女的需要
[00:02:58.900 --> 00:03:01.200]  甚至包容他們
[00:03:01.200 --> 00:03:03.600]  等候他們迷失的時候回頭
[00:03:03.600 --> 00:03:05.600]  等候他們迷失的時候回頭
[00:03:05.600 --> 00:03:07.500]  另外天父是無所不在
[00:03:07.500 --> 00:03:09.000]  另外天父是無所不在
[00:03:09.000 --> 00:03:11.700]  所以神可以隨時隨地和我們一起
[00:03:11.700 --> 00:03:13.400]  所以神是可以隨隨地和我們同在
[00:03:13.400 --> 00:03:15.200]  又願意聽我們的祈禱
[00:03:15.200 --> 00:03:16.500]  又願意聽我們的禱告
[00:03:16.500 --> 00:03:16.500]  又願意聽我們的禱告
[00:03:16.500 --> 00:03:16.500]  又願意聽我們的禱告
[00:03:16.500 --> 00:03:16.500]  又願意聽我們的禱告
[00:03:16.500 --> 00:03:16.500]  又願意聽我們的禱告
[00:03:16.500 --> 00:03:16.500]  又願意聽我們的禱告
[00:03:16.500 --> 00:03:17.000]  又願意聽我們的禱告
[00:03:17.000 --> 00:03:22.000]  又願意解決我們的問題
[00:03:22.000 --> 00:03:23.000]  直到聖靈幫助解開我們心裡的困憂
[00:03:23.000 --> 00:03:23.000]  直到聖靈幫助解開我們心裡的困憂
[00:03:23.000 --> 00:03:25.000]  直到聖靈幫助解開我們心裡的困憂
[00:03:25.000 --> 00:03:27.000]  撫慰了我們每一個人的心靈
[00:03:27.000 --> 00:03:28.000]  撫慰了我們每一個人的心靈
[00:03:28.000 --> 00:03:30.000]  從天父這個特性來看
[00:03:30.000 --> 00:03:31.000]  從天父這個特性來看
[00:03:31.000 --> 00:03:34.500]  實在是給身為父親的一個好的啓發
[00:03:34.500 --> 00:03:34.500]  實在是給身為父親的一個好的啓發
[00:03:34.500 --> 00:03:34.500]  實在是給身為父親的一個好的啓發
[00:03:34.500 --> 00:03:38.000]  實在是給父親一個很好的啓發
[00:03:38.000 --> 00:03:41.000]  做父親的給子女足夠的時間
[00:03:41.000 --> 00:03:44.000]  做父親的要給子女足夠的時間
[00:03:44.000 --> 00:03:47.000]  在今天這個忙忙碌碌的社會
[00:03:47.000 --> 00:03:47.000]  在今天這個忙忙碌碌的社會
[00:03:47.000 --> 00:03:48.000]  在今天這個忙忙碌碌的社會
[00:03:48.000 --> 00:03:49.000]  要求高
[00:03:49.000 --> 00:03:50.000]  要求高
[00:03:50.000 --> 00:03:51.000]  壓力又很大
[00:03:51.000 --> 00:03:51.000]  壓力又很大
[00:03:51.000 --> 00:03:52.000]  壓力又很大
[00:03:52.000 --> 00:03:53.000]  壓力又很大的時代
[00:03:53.000 --> 00:03:54.000]  因為做男人都很難
[00:03:54.000 --> 00:03:55.000]  因為做男人都很難
[00:03:55.000 --> 00:03:56.000]  有人說做男人好難
[00:03:56.000 --> 00:03:57.000]  做父親更加難
[00:03:57.000 --> 00:03:58.000]  做父親更加難
[00:03:58.000 --> 00:03:59.000]  為了賺錢
[00:03:59.000 --> 00:04:00.000]  為了賺錢
[00:04:00.000 --> 00:04:02.000]  我們花了很多精力在工作上
[00:04:02.000 --> 00:04:02.000]  我們花了很多精力在工作上
[00:04:02.000 --> 00:04:03.000]  我們花了很多精力在工作上
[00:04:03.000 --> 00:04:04.000]  花了很多精力
[00:04:04.000 --> 00:04:07.000]  要應付工作上的人際關係
[00:04:07.000 --> 00:04:07.000]  要應付工作上的人際關係
[00:04:07.000 --> 00:04:09.000]  要面對工作上的人際關係
[00:04:09.000 --> 00:04:14.000]  以致我們削弱了很多家庭的生活
[00:04:14.000 --> 00:04:14.000]  以致我們削弱了很多家庭的生活
[00:04:14.000 --> 00:04:18.000]  有些父親的心雖然在家裡
[00:04:18.000 --> 00:04:18.000]  有些父親的心雖然在家裡
[00:04:18.000 --> 00:04:21.000]  有些父親的心雖然在家裡
[00:04:21.000 --> 00:04:22.000]  心就不在家裡
[00:04:22.000 --> 00:04:23.000]  心就不在家裡
[00:04:23.000 --> 00:04:24.000]  心就不在家裡
[00:04:24.000 --> 00:04:27.000]  只是拼命的玩電腦
[00:04:27.000 --> 00:04:27.000]  只是拼命的玩電腦
[00:04:27.000 --> 00:04:30.000]  甚少和子女溝通
[00:04:30.000 --> 00:04:31.000]  甚少和子女溝通
[00:04:31.000 --> 00:04:33.000]  或者可以說不太會溝通
[00:04:33.000 --> 00:04:33.000]  或者可以說不太會溝通
[00:04:33.000 --> 00:04:34.000]  或者可以說不太會溝通
[00:04:34.000 --> 00:04:35.000]  或者可以說不太會溝通
[00:04:35.000 --> 00:04:35.000]  一般父親真的不太會和子女溝通
[00:04:35.000 --> 00:04:36.000]  或者可以說不太會溝通
[00:04:36.000 --> 00:04:39.000]  一般父親真的不太會和子女溝通
[00:04:39.000 --> 00:04:40.000]  一般父親真的不太會和子女溝通
[00:04:40.000 --> 00:04:41.000]  一般父親真的不太會和子女溝通
[00:04:41.000 --> 00:04:42.000]  不是全部
[00:04:42.000 --> 00:04:43.000]  不是全部
[00:04:43.000 --> 00:04:46.000]  這個社會裡面你會發覺這是一個很不幸的現象
[00:04:46.000 --> 00:04:49.000]  這個社會裡面你會發覺這是一個很不幸的現象
[00:04:49.000 --> 00:04:50.000]  實在做父親的
[00:04:50.000 --> 00:04:52.000]  實在做父親的
[00:04:52.000 --> 00:04:55.000]  要重新考慮我們人生裡面的優先次序
[00:04:55.000 --> 00:04:56.000]  要重新考慮我們人生裡面的優先次序
[00:04:56.000 --> 00:04:58.000]  要重新考慮我們人生裡面的優先次序
[00:04:58.000 --> 00:05:00.000]  詩篇一百二十七篇三節
[00:05:00.000 --> 00:05:02.000]  詩篇一百二十七篇三節
[00:05:02.000 --> 00:05:06.000]  讓我們很清楚地知道兒女是神所賜給我們的產業
[00:05:06.000 --> 00:05:07.000]  讓我們很清楚地知道兒女是神所賜給我們的產業
[00:05:07.000 --> 00:05:09.000]  讓我們很清楚地知道兒女是神所賜給我們的產業
[00:05:09.000 --> 00:05:11.000]  我們需要珍惜這份產業
[00:05:11.000 --> 00:05:12.000]  我們需要珍惜這份產業
[00:05:12.000 --> 00:05:13.000]  我們需要珍惜這份產業
[00:05:13.000 --> 00:05:14.000]  要負上照顧和教養的責任
[00:05:14.000 --> 00:05:15.000]  要負上照顧和教養的責任
[00:05:15.000 --> 00:05:16.000]  要負上照顧和教養的責任
[00:05:16.000 --> 00:05:17.000]  要負上照顧和教養的責任
[00:05:17.000 --> 00:05:18.000]  要負上照顧和教養的責任
[00:05:18.000 --> 00:05:19.000]  要負上照顧和教養的責任
[00:05:19.000 --> 00:05:36.000]  要負上照顧和教養的責任
[00:05:36.000 --> 00:05:37.000]  要負上照顧和教養的責任
[00:05:37.000 --> 00:05:38.000]  要負上照顧和教養的責任
[00:05:38.000 --> 00:05:39.000]  要負上照顧和教養的責任
[00:05:39.000 --> 00:05:40.000]  要負上照顧和教養的責任
[00:05:40.000 --> 00:05:41.000]  要負上照顧和教養的責任
[00:05:41.000 --> 00:05:42.000]  要負上照顧和教養的責任
[00:05:42.000 --> 00:05:43.000]  要負上照顧和教養的責任
