
[00:00:00.000 --> 00:00:02.520]  陳柱銘問候弟兄姊妹平安
[00:00:02.520 --> 00:00:04.700]  公主的名問候弟兄姊妹安
[00:00:04.700 --> 00:00:08.000]  我今天講的題目是
[00:00:08.000 --> 00:00:10.000]  「亞馬遮之死」
[00:00:10.000 --> 00:00:12.000]  今天的題目是「亞馬遮之死」
[00:00:12.000 --> 00:00:14.700]  和「北郭耶羅波安之治」
[00:00:14.700 --> 00:00:16.700]  和這個「北郭耶羅波安之治」
[00:00:16.700 --> 00:00:18.700]  這是陳柱銘的朋友講的
[00:00:18.700 --> 00:00:26.340]  在講到之前我想更正我上次講到的一點
[00:00:26.340 --> 00:00:29.700]  在今天講到之前先更正一下上次的一點
[00:00:29.700 --> 00:00:35.000]  南郭猶大王是亞馬遮
[00:00:35.000 --> 00:00:37.000]  南郭猶大王是亞馬遮
[00:00:37.000 --> 00:00:43.700]  他和北郭以色列王的前朝有親戚關係
[00:00:43.700 --> 00:00:47.700]  他和北郭以色列前朝的王族有親戚關係
[00:00:47.700 --> 00:00:53.700]  前朝是亞哈王的家族
[00:00:53.700 --> 00:00:59.700]  亞哈王的女兒叫做亞卡麗亞
[00:00:59.700 --> 00:01:08.700]  是南郭亞哈遮的曾祖母
[00:01:08.700 --> 00:01:15.700]  這段聖經在《黃帖下》八章十八節和十一章一節可以看到
[00:01:15.700 --> 00:01:20.700]  《黃帖下》八章十八節和十一章一節可以看到
[00:01:20.700 --> 00:01:27.700]  亞馬遮的祖父叫做亞哈遮
[00:01:27.700 --> 00:01:32.700]  就是亞卡麗亞的兒子
[00:01:32.700 --> 00:01:34.700]  是甚麼關係?
[00:01:34.700 --> 00:01:38.700]  你爺爺是亞哈的女兒生的
[00:01:38.700 --> 00:01:43.700]  爺爺的媽媽是不是叫曾祖母?
[00:01:43.700 --> 00:01:46.700]  爺爺的媽媽叫曾祖母
[00:01:46.700 --> 00:01:50.700]  爺爺的太太叫祖母
[00:01:50.700 --> 00:01:52.700]  爺爺的太太是祖母
[00:01:52.700 --> 00:01:56.700]  再上一輩就是曾祖母
[00:01:56.700 --> 00:02:06.700]  亞哈遮是亞馬遮的祖父
[00:02:06.700 --> 00:02:14.700]  殺死他的人叫做耶護
[00:02:14.700 --> 00:02:22.700]  現時在北郭的王是約阿斯
[00:02:22.700 --> 00:02:28.700]  約阿斯的祖父是耶護
[00:02:28.700 --> 00:02:39.700]  即是說亞馬遮和現時北郭的王朝有家仇
[00:02:39.700 --> 00:02:45.700]  所以亞哈遮打贏了亞馬遮
[00:02:45.700 --> 00:02:48.700]  還抓了他去亞馬遮做人質
[00:02:48.700 --> 00:02:52.700]  亞哈遮打贏了亞哈斯
[00:02:52.700 --> 00:02:55.700]  還抓了人質
[00:02:55.700 --> 00:03:00.700]  約阿斯是北郭的王
[00:03:00.700 --> 00:03:03.700]  他抓了亞馬遮
[00:03:03.700 --> 00:03:05.700]  約阿斯是北郭的王
[00:03:05.700 --> 00:03:11.700]  抓到首都亞馬遮做人質
[00:03:11.700 --> 00:03:13.700]  若干年後才放
[00:03:13.700 --> 00:03:14.700]  若干年後才放
[00:03:14.700 --> 00:03:16.700]  究竟甚麼時候放我們沒有辦法知道
[00:03:16.700 --> 00:03:18.700]  甚麼時候放我們不知道
[00:03:18.700 --> 00:03:22.700]  不過我想說南郭的王室
[00:03:22.700 --> 00:03:24.700]  南郭的王室
[00:03:24.700 --> 00:03:27.700]  和現時北郭的王室是有仇的
[00:03:27.700 --> 00:03:29.700]  和現在的北郭的王室有仇
[00:03:29.700 --> 00:03:32.700]  多謝惠東向我提醒
[00:03:32.700 --> 00:03:35.700]  這個要翻譯了
[00:03:35.700 --> 00:03:37.700]  多謝惠東向我提醒
[00:03:37.700 --> 00:03:40.700]  現在我們繼續
[00:03:40.700 --> 00:03:42.700]  現在繼續
[00:03:42.700 --> 00:03:44.700]  大圖畫
[00:03:44.700 --> 00:03:46.700]  一個大圖畫
[00:03:46.700 --> 00:03:49.700]  十三張到十七張
[00:03:49.700 --> 00:03:51.700]  十三張到十七張
[00:03:51.700 --> 00:03:52.700]  一個大圖畫
[00:03:52.700 --> 00:03:53.700]  一個大的標題
[00:03:53.700 --> 00:03:55.700]  有位教授叫Keith Bonner
[00:03:55.700 --> 00:03:57.700]  有位教授叫Keith Bonner
[00:03:57.700 --> 00:03:59.700]  B-O-D-N-E-R
[00:03:59.700 --> 00:04:03.700]  他將這十三、十四、十五、十六、十七
[00:04:03.700 --> 00:04:04.700]  這五張
[00:04:04.700 --> 00:04:05.700]  他給了一個題目
[00:04:05.700 --> 00:04:07.700]  他將十三到十七張這個五張
[00:04:07.700 --> 00:04:08.700]  起了一個題目
[00:04:08.700 --> 00:04:09.700]  當然他用英文寫
[00:04:09.700 --> 00:04:12.700]  叫做Requiem of Samaria
[00:04:12.700 --> 00:04:13.700]  我翻譯
[00:04:13.700 --> 00:04:16.700]  Requiem這個字是天主教的名詞
[00:04:16.700 --> 00:04:19.700]  Requiem是天主教的名詞
[00:04:19.700 --> 00:04:20.700]  我稍後查字
[00:04:20.700 --> 00:04:22.700]  Requiem為甚麼呢
[00:04:22.700 --> 00:04:25.700]  其實這個字如果你讀音樂
[00:04:25.700 --> 00:04:30.700]  Requiem of Mozart 莫札特的安魂曲
[00:04:30.700 --> 00:04:33.700]  有一個莫札特的安魂曲
[00:04:33.700 --> 00:04:35.700]  Requiem就是這個字
[00:04:35.700 --> 00:04:40.700]  我翻譯成追思曲、彌撒曲、哀歌、還歌
[00:04:40.700 --> 00:04:41.700]  有這麼多個翻譯
[00:04:41.700 --> 00:04:44.700]  可以翻譯成追思曲、哀歌和還歌
[00:04:44.700 --> 00:04:48.700]  Samaria是北國的首都
[00:04:48.700 --> 00:04:50.700]  Samaria是北國的首都
[00:04:50.700 --> 00:04:58.700]  即是說這五張是北國的哀歌或者還歌
[00:04:58.700 --> 00:05:03.700]  可以說這五張會稱為是一個還歌
[00:05:03.700 --> 00:05:05.700]  那說的是甚麼呢
[00:05:05.700 --> 00:05:06.700]  兩個主要是甚麼呢
[00:05:06.700 --> 00:05:11.700]  就是北國在這個時候走向滅亡的敘述
[00:05:11.700 --> 00:05:14.700]  走向滅亡的敘述
[00:05:14.700 --> 00:05:17.700]  這五張是一個敘述
[00:05:17.700 --> 00:05:19.700]  這五張是一個敘述
[00:05:19.700 --> 00:05:23.700]  Bona教授形容作者的心情
[00:05:23.700 --> 00:05:27.700]  寫這五張的時候是悲哀的
[00:05:27.700 --> 00:05:31.700]  教授說作者寫這五張的心情是悲哀的
[00:05:31.700 --> 00:05:32.700]  悲哀甚麼呢
[00:05:32.700 --> 00:05:33.700]  他悲哀的是甚麼呢
[00:05:33.700 --> 00:05:35.700]  就是北國的王朱王
[00:05:35.700 --> 00:05:37.700]  就是北國的王朱王
[00:05:37.700 --> 00:05:38.700]  還有他的子民
[00:05:38.700 --> 00:05:40.700]  和他們的子民
[00:05:40.700 --> 00:05:41.700]  鄭小德
[00:05:41.700 --> 00:05:42.700]  上帝的恩典
[00:05:42.700 --> 00:05:45.700]  全部哀
[00:05:45.700 --> 00:05:47.700]  只知道上帝的恩典和全部哀
[00:05:47.700 --> 00:05:50.700]  上帝的恩典
[00:05:50.700 --> 00:05:53.700]  但是又不懂得上帝的要求
