
[00:00:00.000 --> 00:00:02.000]  有人禱告
[00:00:02.000 --> 00:00:05.000]  上主來我們面前,我們盼望
[00:00:05.000 --> 00:00:09.000]  在待會宣講話語的時間
[00:00:09.000 --> 00:00:11.000]  你將宣講者隱藏
[00:00:11.000 --> 00:00:14.000]  讓我們專修一二的
[00:00:14.000 --> 00:00:16.000]  都將我們自我隱藏
[00:00:16.000 --> 00:00:18.000]  為的是我們專修一二的
[00:00:18.000 --> 00:00:21.000]  真的很想來送敬你
[00:00:21.000 --> 00:00:24.000]  是專修一二的將焦點放在你上面
[00:00:24.000 --> 00:00:27.000]  不是我們自己的任何事情
[00:00:27.000 --> 00:00:29.000]  也不單單是我們耳朵聽到的
[00:00:29.000 --> 00:00:32.000]  原來我們在這個時刻
[00:00:32.000 --> 00:00:34.000]  整個崇拜的過程
[00:00:34.000 --> 00:00:36.000]  我們都願意相遇
[00:00:36.000 --> 00:00:37.000]  求你幫助我們
[00:00:37.000 --> 00:00:39.000]  放下我們每一個的自己
[00:00:39.000 --> 00:00:41.000]  特別是宣講者
[00:00:41.000 --> 00:00:42.000]  我們真的很需要
[00:00:42.000 --> 00:00:45.000]  單單只是成為上帝的管子
[00:00:45.000 --> 00:00:46.000]  求你幫助我們
[00:00:46.000 --> 00:00:48.000]  奉主命求,阿們
[00:00:48.000 --> 00:00:53.000]  不知你覺得崇拜是做什麼的呢?
[00:00:53.000 --> 00:00:55.000]  或者為什麼你要崇拜呢?
[00:00:55.000 --> 00:00:59.000]  我猜你可能回到教會久一點
[00:00:59.000 --> 00:01:02.000]  然後就問這個問題
[00:01:02.000 --> 00:01:06.000]  崇拜就是讚美神,敬拜神
[00:01:06.000 --> 00:01:07.000]  如果我再問你
[00:01:07.000 --> 00:01:12.000]  怎樣才算是讚美神,敬拜神呢?
[00:01:12.000 --> 00:01:13.000]  或者反過來
[00:01:13.000 --> 00:01:15.000]  我不問你為什麼崇拜
[00:01:15.000 --> 00:01:16.000]  你問問自己
[00:01:16.000 --> 00:01:17.000]  對上一次
[00:01:17.000 --> 00:01:20.000]  你覺得崇拜很好的原因是什麼呢?
[00:01:20.000 --> 00:01:21.000]  有些人可能會說
[00:01:21.000 --> 00:01:24.000]  那些師哥很感動人心
[00:01:24.000 --> 00:01:26.000]  訊息很激勵
[00:01:26.000 --> 00:01:29.000]  然後就說很感動等等
[00:01:29.000 --> 00:01:31.000]  是不是這個原因
[00:01:31.000 --> 00:01:33.000]  令我們要崇拜呢?
[00:01:33.000 --> 00:01:36.000]  崇拜所為何事呢?
[00:01:36.000 --> 00:01:39.000]  我們今天去看一段很簡單的詩篇
[00:01:39.000 --> 00:01:41.000]  今天我們看詩篇
[00:01:41.000 --> 00:01:43.000]  我的進路是有
[00:01:43.000 --> 00:01:45.000]  這麼難得
[00:01:45.000 --> 00:01:47.000]  今天我們可以自由選擇
[00:01:47.000 --> 00:01:48.000]  不是跟著經文
[00:01:48.000 --> 00:01:50.000]  所以今天這個進路
[00:01:50.000 --> 00:01:52.000]  會看詩篇固之然
[00:01:52.000 --> 00:01:55.000]  但是我們會嘗試從整個聖經裡面
[00:01:55.000 --> 00:01:57.000]  去看這個詩篇
[00:01:57.000 --> 00:01:59.000]  我們會看到底詩篇這個位置
[00:01:59.000 --> 00:02:01.000]  為什麼要放在47篇
[00:02:01.000 --> 00:02:03.000]  夾在46和48篇中間呢?
[00:02:03.000 --> 00:02:05.000]  第二我們會看到底
[00:02:05.000 --> 00:02:07.000]  整個早期
[00:02:07.000 --> 00:02:09.000]  猶太人也好
[00:02:09.000 --> 00:02:10.000]  早期基督徒也好
[00:02:10.000 --> 00:02:11.000]  看到這個詩篇的時候
[00:02:11.000 --> 00:02:12.000]  會想起什麼呢?
[00:02:12.000 --> 00:02:14.000]  我們又想起有三個向度
[00:02:14.000 --> 00:02:16.000]  第二點就是說
[00:02:16.000 --> 00:02:20.000]  歷史、宗末和崇拜的向度
[00:02:20.000 --> 00:02:22.000]  所以我們今天可以說
[00:02:22.000 --> 00:02:26.000]  可能大家比較吃驚的字眼
[00:02:26.000 --> 00:02:29.000]  我們今天會從一個比較大的圖畫裡面
[00:02:29.000 --> 00:02:31.000]  去看這個詩篇47篇
[00:02:31.000 --> 00:02:34.000]  和我們崇拜裡面的意義
[00:02:34.000 --> 00:02:35.000]  我們很簡單去看
[00:02:35.000 --> 00:02:36.000]  到底47篇
[00:02:36.000 --> 00:02:38.000]  為什麼是47篇呢?
[00:02:38.000 --> 00:02:39.000]  我們應該第一樣要看
[00:02:39.000 --> 00:02:40.000]  就是47篇是夾在
[00:02:40.000 --> 00:02:41.000]  大家猜到嗎?
[00:02:41.000 --> 00:02:44.000]  46和48篇的中間
[00:02:44.000 --> 00:02:45.000]  其實就是說
[00:02:45.000 --> 00:02:46.000]  46-48篇的詩篇
[00:02:46.000 --> 00:02:50.000]  都是說耶和華就是那位勇士的君王
[00:02:50.000 --> 00:02:53.000]  就是為他的人民去征戰
[00:02:53.000 --> 00:02:54.000]  打完仗
