
[00:00:00.000 --> 00:00:02.920]  弟兄姊妹 祖內平安
[00:00:02.920 --> 00:00:05.800]  有機會在這裏宣講神的道理
[00:00:05.800 --> 00:00:08.120]  是我感到榮幸
[00:00:08.120 --> 00:00:12.080]  但是其實也是對我最大的挑戰
[00:00:12.080 --> 00:00:14.160]  當星星遇上衝擊的時候
[00:00:14.160 --> 00:00:17.840]  是我幾個月前瑞豐傳道問我的時候
[00:00:17.840 --> 00:00:19.960]  我就定了題目
[00:00:19.960 --> 00:00:21.760]  然後一直在等
[00:00:21.760 --> 00:00:25.360]  我寫的日期是1月15號
[00:00:25.360 --> 00:00:29.760]  然後因爲我們有同工缺陳了
[00:00:29.760 --> 00:00:33.000]  所以我們要先替換
[00:00:33.000 --> 00:00:37.640]  所以我的星星又遇到衝擊了
[00:00:37.640 --> 00:00:39.960]  其實你聽我說普通話
[00:00:39.960 --> 00:00:42.280]  你知道我應該不是母語
[00:00:42.280 --> 00:00:43.480]  不是普通話
[00:00:43.480 --> 00:00:46.760]  所以我要用廣東話轉過來
[00:00:46.760 --> 00:00:50.560]  所以有些字我總是會念錯的
[00:00:50.560 --> 00:00:53.680]  所以下去的時候你可以糾正我
[00:00:53.680 --> 00:00:58.200]  其實今天是很特別的日子
[00:00:58.200 --> 00:01:01.800]  今天是三年來第一次通關了
[00:01:01.800 --> 00:01:05.200]  當然這三年來還是有人來往訪
[00:01:05.200 --> 00:01:09.560]  但是這是最大型的能通關的日子
[00:01:09.560 --> 00:01:12.520]  現在基本上過去一個月裏面
[00:01:12.520 --> 00:01:15.080]  我們都在復常的路上
[00:01:15.080 --> 00:01:17.400]  基本上除了戴口罩以外
[00:01:17.400 --> 00:01:22.560]  我們所有的防控的措施都已經放了下來
[00:01:22.560 --> 00:01:25.400]  我們對未來應該是信心滿滿的
[00:01:25.400 --> 00:01:26.440]  是不是
[00:01:26.440 --> 00:01:29.360]  好像這比較明天會更好
[00:01:29.360 --> 00:01:31.920]  應該不會再來了吧
[00:01:31.920 --> 00:01:33.920]  我們是這樣想的
[00:01:33.920 --> 00:01:37.680]  當我們抱着積極樂觀的時候
[00:01:37.680 --> 00:01:41.000]  我相信最平安穩妥的時候
[00:01:41.000 --> 00:01:43.640]  我們要居安思危
[00:01:43.640 --> 00:01:44.800]  我們要看看
[00:01:44.800 --> 00:01:47.800]  當我們星星遇上衝擊的時候
[00:01:47.800 --> 00:01:49.320]  我們應該怎麼辦
[00:01:49.320 --> 00:01:51.200]  今天我找來的這段經文
[00:01:51.200 --> 00:01:54.840]  川世界二十二戰第一到十八節
[00:01:54.840 --> 00:01:57.720]  如果你熟悉聖經
[00:01:57.720 --> 00:02:03.840]  你應該知道這是亞巴拉汗獻他兒子的一個記載
[00:02:03.840 --> 00:02:08.600]  那這個記載對亞巴拉汗來說是怎樣的事情呢
[00:02:08.600 --> 00:02:12.000]  對你和我來說是要怎樣的學習呢
[00:02:12.000 --> 00:02:13.200]  在開始之前
[00:02:13.200 --> 00:02:14.560]  我想問一句
[00:02:14.560 --> 00:02:18.040]  你知道亞巴拉汗最重要的
[00:02:18.040 --> 00:02:22.800]  他一生追求最大的是什麼嗎
[00:02:22.800 --> 00:02:24.880]  兒子 對 兒子
[00:02:24.880 --> 00:02:29.840]  所以我們說他一生最怕的就是沒有兒子
[00:02:29.840 --> 00:02:36.080]  甚至說兒子後面還有一個最重要的概念
[00:02:36.080 --> 00:02:38.640]  是他要兒子去承受
[00:02:38.640 --> 00:02:42.040]  承擔他自己的家業 產業
[00:02:42.040 --> 00:02:46.640]  所以當他第一次與上帝說話的時候
[00:02:46.640 --> 00:02:49.800]  他說的就是他沒有兒子的遺憾
[00:02:49.800 --> 00:02:54.280]  那所以你知道他有兒子對他來說是很重要的
[00:02:54.280 --> 00:02:58.360]  好 那如果我們這樣看的時候
[00:02:58.360 --> 00:03:04.240]  如果你去唸十五章第二到第三節的時候
[00:03:04.240 --> 00:03:06.560]  我念給大家聽
[00:03:06.560 --> 00:03:11.720]  亞巴拉汗說主耶穌和華 我還沒有兒子
[00:03:11.720 --> 00:03:14.160]  爲什麼 因爲第十二章那邊
[00:03:14.160 --> 00:03:16.480]  上帝應許給他有後裔
[00:03:16.480 --> 00:03:19.040]  那就是有兒子了
[00:03:19.040 --> 00:03:23.200]  我還沒有兒子 你能賜我什麼呢
[00:03:23.200 --> 00:03:28.920]  承受我家業的是大馬舍格的人以利以謝
[00:03:28.920 --> 00:03:33.520]  亞巴拉汗又說 看啊 你沒有給我後裔
[00:03:33.520 --> 00:03:37.880]  你看那生在我家中的人要繼承我
[00:03:37.880 --> 00:03:40.960]  基本上是在埋怨
[00:03:40.960 --> 00:03:43.040]  甚至是在對上帝說
