
[00:00:00.000 --> 00:00:05.960]  各位小伙伴,讓我們在聆聽主導而先,我們一起同心同意
[00:00:05.960 --> 00:00:11.880]  父神多謝祢,多謝祢給我們有生命,有氣聲
[00:00:11.880 --> 00:00:18.960]  讓我們可以一同在上帝祢的說話,可以一同領受上主祢的心思意念
[00:00:18.960 --> 00:00:26.880]  求祢的幫助帶領,藉著聖靈的引導,讓我們能夠掌握準確上主祢的心思
[00:00:26.880 --> 00:00:34.040]  也從當中看見真正上帝的智慧是怎樣活現在人間
[00:00:34.040 --> 00:00:44.160]  讓我們能夠去同樣學校,怎樣在我們今天這條人生基督徒的道路的過程裏面
[00:00:44.160 --> 00:00:48.960]  知道怎樣活出有上帝的智慧
[00:00:48.960 --> 00:00:55.280]  禱告奉教主耶穌的德性的明智以救,阿們
[00:00:55.280 --> 00:01:06.120]  最近我看了一套電影,這套電影講及一宗法庭審訊的電影
[00:01:06.120 --> 00:01:17.440]  這套電影裏面講及男主角作為一個律師,原本他是一個法官
[00:01:17.440 --> 00:01:25.960]  為了找到人生一些出路,或者想自己可以賺到錢,名成利就
[00:01:25.960 --> 00:01:33.000]  於是他就去做了一宗案件的辯護律師
[00:01:33.000 --> 00:01:42.600]  但在這個辯護律師的過程當中,他因為趕著要將自己成為一個名成利就的律師
[00:01:42.600 --> 00:01:52.920]  於是他在頭一宗案件裏面竟然做到一個地步,就是寧願去依仗一些有錢人的權勢
[00:01:52.920 --> 00:02:07.680]  而最後這個原本需要辯護的被控者,竟然沒有一個恰當的辯護理由被收監
[00:02:07.680 --> 00:02:19.640]  在這個案件裏面,表面上他以為可以藉著自己依靠權勢從中得到利益
[00:02:19.640 --> 00:02:28.880]  但結局反而是因為他輸了這場官司,讓他陷在一個更大的侮辱裏面
[00:02:28.880 --> 00:02:36.560]  行內在法律界裏面認為這個律師根本是沒有實力的
[00:02:36.560 --> 00:02:46.560]  因為他所陷害的是一個無辜的母親,令這個母親有很大的痛楚
[00:02:46.560 --> 00:03:02.520]  當他看到這個現象,外內的掙扎,這個故事或電影就講到這個律師為了這個原因做了一些很低下階層的辯護律師
[00:03:02.520 --> 00:03:12.520]  作為一些普羅大眾的人物,甚至是一些黑社區的人物去做一些辯護
[00:03:12.520 --> 00:03:23.520]  這部電影詳細怎麽講呢?不是在這裏去介紹,不過這部電影裏面,這個男主角因為滿有內疚
[00:03:23.520 --> 00:03:41.520]  於是他就用盡自己的努力,甚至用出差不多可以說是犧牲他自己很多的生命危險的狀態去面對,希望把這件案件重新翻案
[00:03:41.520 --> 00:03:55.520]  結果當然這部電影裏面就表現出最後權貴被指出的他們的黑暗怎樣利用金錢去收買人去做假的見證
[00:03:55.520 --> 00:04:18.520]  但是在這部電影裏面講了這麽多東西,其實我想講的是原來在這個世界當中有很多的狀態,其實我們都處在一種頂證和求證這兩者之間的爭執
[00:04:18.520 --> 00:04:36.520]  而今天我們去看的這段聖經,應該大家都很熟悉的,就是談及到有關於耶穌基督開始在被捕之後進入審判的階段
[00:04:36.520 --> 00:04:58.520]  在這個過程當中也有很多辯護的求證和頂證的狀態,來給我們一些不同層次對於耶穌基督的拯救的看法,甚至對耶穌基督的身份的理解
[00:04:58.520 --> 00:05:09.520]  所以今天我想和大家透過聖經馬太福音第26章第57至68節一起思想的就是這個題目,叫做求證與頂證
[00:05:09.520 --> 00:05:29.520]  讓我們去看看在這個狀態之下,或者這些活動當中,耶穌如何能夠發揮出祂真正屬於上帝兒子的身份,顯露出上帝拯救的智慧的特點
[00:05:29.520 --> 00:05:49.520]  這就是今天我想和大家一起去看的這段經文,我們一起讀這段聖經,熟悉一下內文裡的一些仔細的地方,希望我們能夠更細味上帝在當中的那份特別的工作
[00:05:49.520 --> 00:05:55.520]  我們一起打開馬太福音第26章第57至68節
[00:05:55.520 --> 00:06:20.520]  那耶穌的人把祂帶到大祭司該亞法那裡去,民事和長老已經在那裡聚會,彼得遠遠地跟著耶穌,直到大祭司的院子進到裡面,就和差役同坐,要看這事到底怎樣
[00:06:20.520 --> 00:06:34.520]  祭司長和全工會尋找假見證控告耶穌,要治死祂,需要好些人來作假見證,總得不著實罪罪
[00:06:34.520 --> 00:06:56.520]  幕後有兩個人前來,說:這個人曾說:我能拆毀上帝的殿,三天內又建造起來。大祭司就站起來,對耶穌說:你什麼都不回答嗎?這些人作見證告你的是什麼呢?
[00:06:56.520 --> 00:07:22.520]  耶穌卻不言語,大祭司就對祂說:我指著永生神叫你起誓,告訴我們,你是神的兒子基督不是。耶穌對祂說:你說的是。然而,我告訴你們,後來你們要看見人子坐在那權能者的右邊,隔著天上的雲降臨。
[00:07:22.520 --> 00:07:50.520]  大祭司就撕開衣服,說:祂說了此謀的話,我們何必再用見證人呢?這此謀的話,現在你們都聽見了,你們的意見如何?他們回答說:他是該死的。他們就吐唾沫在祂臉上,用拳頭打他,也用手掌打他。
[00:07:50.520 --> 00:07:58.520]  大祭司就說:算了,基督啊,你是先知,告訴我們打你的是誰。
[00:07:58.520 --> 00:08:22.520]  這段聖經的前文是講及於耶穌基督和一群門徒在赫西瑪利園裏面禱告完,然後有一群冰冰去捉拿耶穌,捉拿耶穌之後,這群門徒就四散,這是上文的發展。
[00:08:22.520 --> 00:08:42.520]  我們在討論到上文時提到一點,上帝不是不知道我們是軟弱的,祂知道我們是軟弱的,但祂沒有因為我們是軟弱而在這樣的狀態下踩我們一腳,甚至離棄我們。
[00:08:42.520 --> 00:08:58.520]  相反祂用各樣的方式去嘗試挽回,尤其是在前文所提及的削去大祭司捕人耳朵的門徒。
[00:08:58.520 --> 00:09:12.520]  耶穌在如此緊張關頭的時間,仍然向祂作出一個很清楚的介紹,從而提醒或讓祂作出一個很仔細的反思。
[00:09:12.520 --> 00:09:30.520]  祂不能侍奉上帝,而是依靠祂的紀律和意願。這在前文說得很清楚,如果我們依靠紀律甚至意願的話,最後你的紀律和意願可能會被周圍的環境嚇怕,你便會逃走。
[00:09:30.520 --> 00:09:43.520]  所以在之前的第56節結束的時候,我們看到門徒都離開了耶穌,逃走了。
[00:09:43.520 --> 00:10:03.520]  耶穌沒有透過馬太記下任何一句批評他們的說話,但是積著提醒這位門徒,因為這位門徒是舉足輕重的一位門徒,去讓祂能夠反思而促動起其他的門徒,
[00:10:03.520 --> 00:10:15.520]  讓他們重新思想,更深入地思想他們的侍奉主的動機和如何參與侍奉。
[00:10:15.520 --> 00:10:37.520]  在這段聖經,發生的事情更讓我們覺得很掙扎。這段聖經,大家大部分的信徒都會專注去看,就是大祭司去問耶穌,你是不是上帝的兒子基督?
[00:10:37.520 --> 00:10:51.520]  耶穌說:你說的事。其實我們很熟悉這句話,但是這段聖經,如果我們很片段地抽出來,其實不太了解「你說的事」。
[00:10:51.520 --> 00:11:13.520]  耶穌是不是想這樣說呢?原來不是。耶穌在這段聖經中充分反映出,作為神的兒子,祂的智慧如何彰顯在審判的過程當中,或者我用我的標題所說的,就是求證與頂證的過程當中。
[00:11:13.520 --> 00:11:33.520]  我會分開三個部分給大家看。第一個部分,就是從第57至58節裡面,我們看到一個無權無勢之下的人仍然如何力求證實耶穌基督的啟示。
[00:11:33.520 --> 00:12:02.520]  從第57至58節裡面,我們看到一個無權無勢之下的人仍然如何力求證實耶穌基督的啟示。
[00:12:02.520 --> 00:12:13.520]  如果大家還記得,我們在前一節提到,馬蹄是刻意不介紹的那個削去大祭司僕人耳朵的那個是哪一個門徒?
[00:12:13.520 --> 00:12:19.520]  因為那裡不是要我們專心去看,究竟是針對哪一個人這麼衝動。
[00:12:19.520 --> 00:12:29.520]  當然,我們從其他福音書裡面可以知道,這個人物原來就是耶穌基督,那位門徒叫西門彼得。
[00:12:29.520 --> 00:12:49.520]  不過,在前文裡面不提及,反而在第57節裡面提到,當耶穌被捉拿的時候,有一位叫做彼得的門徒就在遠遠跟著耶穌。
[00:12:49.520 --> 00:13:09.520]  在這裡讓我們看到,這位彼得原來在門徒當中有一個舉足輕重的角色,所以把焦點放在馬蹄,把他整個陳述的介紹放在這位門徒彼得的身上。
[00:13:09.520 --> 00:13:23.520]  因此,就讓我們來看一下,一個稱之為耶穌最信任,我們甚至這樣說,耶穌十二個門徒當中一個是出賣耶穌的,那個是假的東西。
[00:13:23.520 --> 00:13:33.520]  這個彼得其實就是最成為耶穌首位的門徒,甚至可以說是在門徒十二個當中他經常做領袖的一位。
[00:13:33.520 --> 00:13:43.520]  他有什麼心路歷程,偷了他來像徵著整班門徒,他們的心路歷程的經歷。
[00:13:43.520 --> 00:13:57.520]  我們來看一下,這個這麼說,那個捉拿耶穌的人,逮捕了耶穌之後,就帶了耶穌去大祭司,該亞法的家裡面。
[00:13:57.520 --> 00:14:07.520]  他們在做什麼呢?在這裡說,民事和長老已經在那裡聚會。
[00:14:07.520 --> 00:14:19.520]  大家還記得,整段經文的背景是什麼狀態?是逾越節的節期。
[00:14:19.520 --> 00:14:35.520]  當耶穌被大祭司的兵丁捉拿耶穌的過程當中,這幫人原來在家裡開派對。
[00:14:35.520 --> 00:14:53.520]  而且這個派對還有高潮,高潮是什麼呢?就是把耶穌帶到他們的裡面,然後開始被他們審問。
[00:14:53.520 --> 00:15:13.520]  從這個角度來看,在馬太福音句裡面,有一個人物叫希律,趁他生日的時候,大家還記得嗎?他的妻子找女兒出來跳舞。
[00:15:13.520 --> 00:15:41.520]  天生非常開心,使得希律很開心,亂說二十四之後,就說有什麼上前?原來背後有一個陰謀設計了,最後受害的就是被捉拿的司祭約翰,要把他的人頭砍下來。
[00:15:41.520 --> 00:15:57.520]  你看看這個世界,當很多人在這裡很開心,在這裡享受的時候,原來在這裡消費著其他人的失落和墮落,甚至可以說是在這裡踐踏著其他人。
[00:15:57.520 --> 00:16:23.520]  說到這裡的時候,我有很多感慨。今天很多教會都是這樣,消費著很多未信主的人,他們的力量,或者甚至消費著很多信徒他們不清楚的信仰狀態。
[00:16:23.520 --> 00:16:48.520]  從而在教會裡面得到一些好處,建立所謂的教會。教會其實不是一個信主的基礎,教會是一群如果真信的信徒走在一起,追求認識主導的一個群體。
[00:16:48.520 --> 00:17:01.520]  它不是一個要建立成為一個社會上有權勢的一個機構。無奈現在我們的世界就是這樣走。
[00:17:01.520 --> 00:17:23.520]  看完這段聖經,這群人這麼開心在這裡慶祝御節的時候,原來有一群這樣的民事長老們一起已經在這裡集合在蓋亞法有名有姓的這個大祭司,來到他家裡面,然後怎樣呢?等候他們的收割來臨。
[00:17:23.520 --> 00:17:34.520]  一路他們都視耶穌為眼中釘,既然在這個時候,何不將這隻羔羊拿出來宰殺呢?
[00:17:34.520 --> 00:17:52.520]  簡單的來說,他們既然要在御月節節期宰殺這隻羔羊的時候,這群人就一定要找一個原因這隻羔羊是值得宰殺的。
[00:17:52.520 --> 00:18:10.520]  於是怎樣呢?就帶他們去他家裡進行審判。不過馬太在這個時候先記載了一個很失落的人物,叫做彼得。
[00:18:10.520 --> 00:18:34.520]  我們來看看彼得正在發生什麼事情。第58節也這樣說,彼得遠遠地跟著耶穌。你們會明白到,彼得在這件事情上一直保持一個距離,似乎他不想被人留意到他在跟隨耶穌,甚至他不想被人留意到他是彼得。
[00:18:34.520 --> 00:18:46.520]  如果被留意到他是彼得,他可能會被捕。會不會這樣呢?他心裡有很多這樣的囚算。所以他遠遠地跟隨耶穌,他又不想離開主。
[00:18:46.520 --> 00:19:08.520]  接著他進入了大祭司的院子裡,他就隱匿在這些差役的地方跟他們一起同坐。在這段聖經裡,有很多信徒會不明白,為什麼彼得要這樣做呢?
[00:19:08.520 --> 00:19:22.520]  他這樣做,到底他是想做什麼事呢?還是他根本就不想被人知道,又很八卦,又想知道下文究竟發生什麼事?
[00:19:22.520 --> 00:19:40.520]  當我們有這一連串的問題的時候,馬太馬上給了我們答案。馬太怎麼給了我們答案?他為什麼要做這一切的事情?要隱匿在這些差役裡面?一方面當然是隱藏他自己的身份,不想被人知道他是耶穌的一份子。
[00:19:40.520 --> 00:19:58.520]  但是他也很想看這件事到底是怎樣?馬太福音的作者,他不想我們亂想,不想亂猜。
[00:19:58.520 --> 00:20:20.520]  彼得在這個時候做什麼呢?其實,當他這樣陳述的時候,讓我們更加清楚知道,彼得的心從來沒有想離開耶穌。於是乎,他在這一連串的行動裡面隱藏,但是也想知道究竟仍然會發生什麼事?
[00:20:20.520 --> 00:20:49.520]  會不會是因為剛剛耶穌在被捕的時候提醒過他,神國的事一定會發生?那他就想起耶穌說,神國裡面發生了什麼事?就是耶穌三次向他提出的預言,我會被捉拿,然後會被戲弄,會被鞭傷,鞭打,直到死在十字架上面,被殺。
[00:20:49.520 --> 00:21:14.520]  然後會有復活的時間。他是不是被提醒了,而去留意這件事呢?不過,從這裡我們可以看到,一個平日牙斬斬,嘴丟丟的彼得,在這一刻真的好像一隻縮頭烏龜的狀態。
[00:21:14.520 --> 00:21:37.520]  各位朋友,信主受到一些外來事情影響,是兵家常事。如果你說,我信了主之後,在我平日的生活裡面,一點掙扎都不需要的,那我可以很肯定地告訴你,你還沒信主。
[00:21:37.520 --> 00:21:57.520]  一個會信主的人,他會當知道上帝的心思之後,面對著他的生活,他會有一連串的掙扎。為什麼掙扎?因為如果要照著上帝的事情去做的時候,我在這個世界會處於一個可能很不利的情況。
[00:21:57.520 --> 00:22:16.520]  什麼不利的情況?會被人唾棄?或者,用今天的例子,你這麼忠誠的,我也不會找你做的,因為老闆通常找你做的事情,也不算是好事多的。
[00:22:16.520 --> 00:22:43.520]  你知不知道我以前曾經跟一個行政人員做主管,他告訴我他怎麼請人。他說,請人,通常我要請一個人回來,那個人是可以幫我承擔一些事情的。我承擔什麼?看看當時有些什麼好承擔。我承擔完怎麼樣?承擔完再算。
[00:22:43.520 --> 00:23:03.520]  所以在這個世界,如果你做基督徒,你老闆如果看到你是一個很忠誠於上帝的人,他會記你結婚的。不過我也這麼說,要出位的那些人不會找你,因為出位的那些人一定有事情你承擔,你承擔不了的。
[00:23:03.520 --> 00:23:19.520]  這是他們的前線。彼得在這個情況之下,可以說是一個無權無勢的人,甚至可以說是被人追緝的其中一個人。
[00:23:19.520 --> 00:23:44.520]  他的靠山耶穌也在這個時候已經被捕,進入一個岌岌可危的狀態。他轉為低調,如果你是他的一份子,你作為一個基督徒,你這個時候會不會說他失信?你會不會指控他?
[00:23:44.520 --> 00:23:58.520]  你說不會的,我不會的,我很愛弟兄姊妹。如果你是這樣想的話,那我恭喜你。
[00:23:58.520 --> 00:24:18.520]  但絕大部份的情況下,我在最需要你去支持耶穌的時候,你竟然不出現,還要歸宿,你是不是一個真正的耶穌的大弟子,彼得?
[00:24:18.520 --> 00:24:39.520]  兄姊妹,即使我們在丙行臣的事情的時候,上帝的啟示當中,可能不會被這個世界人去歡迎,但有的時候,上帝也給我們有智慧,知道在什麼時候才要出手。
[00:24:39.520 --> 00:25:01.520]  曾經在出埃及記第十四章十四節,很容易記的,出埃及記第十四章十四節,當以色列文出埃及的時候,走到盧偉海或者紅海的旁邊的時候,後面的埃及軍兵在追逼的時候,他們死了死了,那怎麼辦呢?
[00:25:01.520 --> 00:25:22.520]  由華臣在這個時候跟他們這樣說,我們一起打開,出埃及記第十四章十四節看看,好嗎?
[00:25:22.520 --> 00:25:35.520]  找到之後,打開一起讀,出埃及記第十四章十四節,好,一起讀。
[00:25:35.520 --> 00:25:55.520]  耶和必為你們增戰,你們只管靜默,不要作聲。
[00:25:55.520 --> 00:26:14.520]  這句經文是對今天很多的信徒應該兜巴掩蓋的,我們今天作為信徒,我們經常說我們要為主做點事,做點事,做點事,做點事,其實老實說,有的時候不是你要做點事,而是上帝要做事,不需要你來做事。
[00:26:14.520 --> 00:26:33.520]  當我們在這個世界面對一些人,可能對於我們有歧視的人,對於我們信主的人,有一種覺得你都不和我一夥的時候,鄙棄我們的時候,不是你要說為什麼不公平?
