
[00:00:00.000 --> 00:00:08.240]  我們上個星期看到滿朝選謙受益那句說話
[00:00:08.240 --> 00:00:11.120]  就是剛剛我調轉了
[00:00:11.120 --> 00:00:13.980]  就是謙朝選滿受益
[00:00:13.980 --> 00:00:17.320]  我們看到巴拉被神呼召
[00:00:17.320 --> 00:00:19.700]  叫他去為以色列人作戰
[00:00:19.700 --> 00:00:22.280]  但他一定要帝波拉和他在一起
[00:00:22.280 --> 00:00:24.480]  原來就是膽怯、懼怕
[00:00:24.480 --> 00:00:26.100]  好像很謙卑那樣
[00:00:26.100 --> 00:00:28.760]  但是因此就引來了損失
[00:00:28.760 --> 00:00:32.080]  就是最終榮耀不能歸給他
[00:00:32.080 --> 00:00:34.080]  如果滿有信心的時候
[00:00:34.080 --> 00:00:36.080]  反而會得到益處
[00:00:36.080 --> 00:00:38.340]  上次我們看到
[00:00:38.340 --> 00:00:40.840]  他們要面對迦南王耶賓
[00:00:40.840 --> 00:00:43.620]  他有900輛戰車
[00:00:43.620 --> 00:00:46.680]  一個很龐大的軍隊
[00:00:46.680 --> 00:00:48.320]  但終於打贏了仗
[00:00:48.320 --> 00:00:50.320]  而主要一個人物就是
[00:00:50.320 --> 00:00:51.700]  帝波拉
[00:00:51.700 --> 00:00:55.760]  但上次我們較少著墨在帝波拉身上
[00:00:55.760 --> 00:00:58.680]  焦點就放在那場戰爭裏面
[00:00:58.680 --> 00:01:01.900]  但今天我們會探討戰爭
[00:01:01.900 --> 00:01:04.980]  得到勝利兩個很重要的人物
[00:01:04.980 --> 00:01:07.260]  就是兩個女性
[00:01:07.260 --> 00:01:09.780]  還有我們會看
[00:01:09.780 --> 00:01:12.380]  接著是帝波拉之歌
[00:01:12.380 --> 00:01:15.380]  《士兵記》第四章記載了戰爭
[00:01:15.380 --> 00:01:18.560]  但第五章是一個完全不同的題材
[00:01:18.560 --> 00:01:21.020]  也是整卷的《士兵記》裏面
[00:01:21.020 --> 00:01:23.920]  唯一一次用詩歌的題材出現
[00:01:23.920 --> 00:01:25.920]  當中提及兩個女性
[00:01:25.920 --> 00:01:28.100]  第一個就是帝波拉
[00:01:28.100 --> 00:01:30.200]  她是以色列人的領軍者
[00:01:30.200 --> 00:01:32.760]  另一個女士就是瓦易
[00:01:32.760 --> 00:01:35.960]  她是殺死元帥西西拉的
[00:01:35.960 --> 00:01:37.100]  還有一個人
[00:01:37.100 --> 00:01:39.000]  但沒有記名的
[00:01:39.000 --> 00:01:40.620]  就是西西拉的母親
[00:01:40.620 --> 00:01:41.920]  我們稍後會看
[00:01:41.920 --> 00:01:43.200]  這兩個人
[00:01:43.200 --> 00:01:44.320]  即是前兩者
[00:01:44.320 --> 00:01:45.800]  獻出了一己之力
[00:01:45.800 --> 00:01:50.080]  打退了以色列人的敵人
[00:01:50.080 --> 00:01:54.440]  我們看到似乎是女權當道
[00:01:54.440 --> 00:01:57.040]  但原來選擇一些人
[00:01:57.040 --> 00:01:59.320]  最重要是她有沒有心事奉神
[00:01:59.320 --> 00:02:02.360]  性別不是最重要的
[00:02:02.360 --> 00:02:06.760]  我們千萬不要用這段經文說
[00:02:06.760 --> 00:02:08.360]  女性很重要
[00:02:08.360 --> 00:02:09.720]  稍後我們會探討
[00:02:09.720 --> 00:02:11.300]  因為他們忘恩
[00:02:11.300 --> 00:02:13.540]  所以帶來了惡果
[00:02:13.540 --> 00:02:17.060]  我們先看《士兵記》第四章第二節
[00:02:17.060 --> 00:02:22.360]  耶護說:就把他們賦予在下所作王的甘納王耶賓手中
[00:02:22.360 --> 00:02:24.260]  他的將軍是西西拉
[00:02:24.260 --> 00:02:26.560]  住在外邦人的夏羅茨
[00:02:28.040 --> 00:02:32.400]  以色列人因為享受了一段很長時間的太平日子
[00:02:32.400 --> 00:02:34.700]  如果我們看回第三章第三十節
[00:02:34.700 --> 00:02:37.320]  他們享受了八十年的太平日子
[00:02:37.320 --> 00:02:39.960]  於是又再顧太復萌
[00:02:39.960 --> 00:02:41.340]  特別是八十年之後
[00:02:41.340 --> 00:02:43.240]  又有另一代的新人起來
[00:02:43.240 --> 00:02:44.460]  那些又離棄神
[00:02:44.460 --> 00:02:47.620]  那些又行爺說眼中捍衛惡的事
[00:02:47.620 --> 00:02:50.620]  不僅是違反了神的誡命
[00:02:50.620 --> 00:02:52.760]  而且執迷不悟
[00:02:52.760 --> 00:02:56.540]  所以神再一次讓他們受外敵入侵
[00:02:56.540 --> 00:02:58.840]  他們再一次成為奴隸
[00:02:58.840 --> 00:03:00.620]  因為他們忘記了
[00:03:00.620 --> 00:03:07.560]  其實他們選擇去敬拜神所敵對的偶像的時候
[00:03:07.560 --> 00:03:10.960]  他自動就會成為神的敵人
[00:03:10.960 --> 00:03:14.320]  這時候就會面對神的懲罰
[00:03:14.320 --> 00:03:16.820]  所以我們要看到
[00:03:16.820 --> 00:03:22.520]  原來問題的關鍵並不在於神是否站在子民那邊
[00:03:23.280 --> 00:03:27.520]  最重要的就是子民是否站在神那邊
[00:03:27.520 --> 00:03:29.520]  這才是貞潔的所在
[00:03:29.520 --> 00:03:33.980]  當我們遇到困難、壓力、挑戰的時候
[00:03:33.980 --> 00:03:35.980]  我們要好好地檢視
[00:03:35.980 --> 00:03:38.740]  究竟是神容許
[00:03:38.740 --> 00:03:41.440]  還是刻意讓我們兩手磨練
[00:03:41.440 --> 00:03:44.460]  藉著這樣使我們得到更加成熟呢?
[00:03:44.460 --> 00:03:46.280]  就好像弱室一樣
[00:03:46.280 --> 00:03:48.280]  他沒有犯錯的
[00:03:48.280 --> 00:03:49.360]  但是被出賣
[00:03:49.360 --> 00:03:50.860]  後來還要坐牢
[00:03:50.860 --> 00:03:53.440]  但原來神就要去詛咒他
[00:03:53.440 --> 00:03:55.840]  還是因為我們犯了錯
[00:03:55.840 --> 00:03:58.240]  違背了神的指令
[00:03:58.240 --> 00:04:00.600]  所以才會面對這種光景呢?
[00:04:00.600 --> 00:04:02.280]  下星期我們會看到
[00:04:02.280 --> 00:04:06.360]  基澱如何來質問神
[00:04:06.360 --> 00:04:08.360]  為何祢不去保護我們呢?
[00:04:08.360 --> 00:04:10.360]  他沒有檢討這個因素
[00:04:10.360 --> 00:04:13.240]  所以我們要分辨究竟是神的懲罰
[00:04:13.240 --> 00:04:14.620]  還是神的磨練
[00:04:14.620 --> 00:04:16.620]  當我們面對這些困難的時候
[00:04:16.620 --> 00:04:18.200]  神是永恆不變的
[00:04:18.200 --> 00:04:20.520]  只要我們順從祂的時候
[00:04:20.520 --> 00:04:22.520]  我們一定是永不動搖
[00:04:22.520 --> 00:04:27.340]  夏所王耶賓極可能是一個至高君王的身份
[00:04:27.340 --> 00:04:31.340]  管轄著迦南地區的重迦南國王
[00:04:31.340 --> 00:04:36.660]  而當時夏所是一個非常繁榮的大都市
[00:04:36.660 --> 00:04:41.860]  但我們又要看若書雅曾經毀滅過這個城市
