
[00:00:00.000 --> 00:00:03.900]  今天非常高興有機會可以到這個傳安堂是吧
[00:00:03.900 --> 00:00:07.700]  第一次來到這裡跟說是可以說國語
[00:00:07.700 --> 00:00:10.400]  聽得懂國語的弟兄姐妹來分享信息
[00:00:10.400 --> 00:00:14.200]  我今天剛剛在那裡聽大家唱讚美詩
[00:00:14.200 --> 00:00:16.200]  在我們這個聚會中的時候
[00:00:16.200 --> 00:00:17.100]  我非常感動
[00:00:17.100 --> 00:00:18.600]  我一直在流眼淚
[00:00:18.600 --> 00:00:22.700]  這種情況很很不是經常不是經常的出現
[00:00:22.700 --> 00:00:26.500]  因為我們知道我們之前在香港神經教會
[00:00:26.500 --> 00:00:27.900]  我先生在那邊募會
[00:00:27.900 --> 00:00:29.900]  那個教會是很大
[00:00:29.900 --> 00:00:32.500]  三個堂加起來有六百多人
[00:00:32.500 --> 00:00:34.700]  但是在很多人的中間
[00:00:34.700 --> 00:00:38.600]  我卻沒有剛剛那種很強的那種聖靈的感動
[00:00:38.600 --> 00:00:42.300]  我剛剛在想為什麼今天我第一天來到這裡
[00:00:42.300 --> 00:00:45.000]  第一次到這裡的時候聖靈很大的感動我
[00:00:45.000 --> 00:00:49.800]  我想要說我們這個這個聚會
[00:00:49.800 --> 00:00:53.500]  我們這個傳堂以前是不是主要是粵語聚會的是嗎
[00:00:53.500 --> 00:00:56.000]  對
[00:00:56.000 --> 00:00:57.400]  是不是剛開始
[00:00:57.400 --> 00:01:02.500]  新開始的江惠民傳道他們剛開始這個國語的聚會
[00:01:02.500 --> 00:01:05.600]  我就心中一下子被神感動
[00:01:05.600 --> 00:01:08.700]  就是神很喜悅我們這樣的敬拜
[00:01:08.700 --> 00:01:11.600]  很喜悅我們粵語的教會
[00:01:11.600 --> 00:01:14.200]  這樣子來被神的靈感動
[00:01:14.200 --> 00:01:17.500]  來開設一個小小的國語的一個崇拜
[00:01:17.500 --> 00:01:20.900]  這個和像我以前所在的教會
[00:01:20.900 --> 00:01:24.300]  十二十年都是用國語崇拜很不一樣
[00:01:24.300 --> 00:01:26.100]  不一樣在什麼地方
[00:01:26.100 --> 00:01:27.900]  在香港的整個教會當中
[00:01:27.900 --> 00:01:30.600]  粵語教會是主體
[00:01:30.600 --> 00:01:33.300]  那現在我們是我跟我先生都來自中國
[00:01:33.300 --> 00:01:35.000]  很多年在中國大陸生活
[00:01:35.000 --> 00:01:38.600]  但是我們過去的五年在美國洛杉磯生活
[00:01:38.600 --> 00:01:40.200]  兩年之前來到香港
[00:01:40.200 --> 00:01:42.900]  所以我們在基本上北京上海廣州
[00:01:42.900 --> 00:01:45.100]  舊金山洛杉磯還有香港
[00:01:45.100 --> 00:01:49.100]  這七個大的城市各自生活過兩到三年
[00:01:49.100 --> 00:01:50.300]  然後我們去到這些
[00:01:50.300 --> 00:01:53.000]  神把我們帶到不同的城市裡頭的時候
[00:01:53.000 --> 00:01:56.300]  特別是我們很大的一部分的時間是在中國大陸
[00:01:56.300 --> 00:01:58.700]  然後看到神在這個時候
[00:01:58.700 --> 00:02:01.200]  聖靈的工作極大的就是在這個
[00:02:01.200 --> 00:02:03.900]  說國語的普通話的人群中
[00:02:03.900 --> 00:02:05.200]  為什麼這麼講
[00:02:05.200 --> 00:02:06.900]  三十多年前三四十年前
[00:02:06.900 --> 00:02:10.000]  可能臺灣和香港經歷一個信仰的復興
[00:02:10.000 --> 00:02:11.800]  但是在中國大陸的人
[00:02:11.800 --> 00:02:15.400]  那個群體的普通話的這個人
[00:02:15.400 --> 00:02:17.900]  他們很多人沒有聽過福音
[00:02:17.900 --> 00:02:20.800]  在這個時間點在這個時間點
[00:02:20.800 --> 00:02:23.600]  上帝非常渴慕熱切的
[00:02:23.600 --> 00:02:27.000]  就是讓這些沒有聽過福音的人
[00:02:27.000 --> 00:02:29.400]  為德之名可以聽到
[00:02:29.400 --> 00:02:31.400]  所以這些普通話的人群
[00:02:31.400 --> 00:02:34.400]  他們很多時候是沒有機會聽的
[00:02:34.400 --> 00:02:37.900]  那很多講粵語的或者講英語的
[00:02:37.900 --> 00:02:40.900]  其實很多時候已經有很多人給他傳福音
[00:02:40.900 --> 00:02:43.300]  因為在很多年前就已經有人傳福音
[00:02:43.300 --> 00:02:45.100]  但是很多人他已經拒絕
[00:02:45.100 --> 00:02:47.100]  他不願意接受福音
[00:02:47.100 --> 00:02:48.400]  但是很多普通話的人群
[00:02:48.400 --> 00:02:51.100]  你知道有一百萬人來到香港
