
[00:00:00.000 --> 00:00:03.800]  在十幾年前我一個人離鄉別井
[00:00:03.800 --> 00:00:06.800]  去到中國的北方去工作
[00:00:06.800 --> 00:00:10.400]  雖然身邊都有一班很照顧我
[00:00:10.400 --> 00:00:14.600]  當我好像親人一樣的當地的童工
[00:00:14.600 --> 00:00:16.600]  但是有時候始終是
[00:00:16.600 --> 00:00:19.800]  因著文化的差異、信仰的不同
[00:00:19.800 --> 00:00:23.000]  又加上沒有親朋好友在身邊
[00:00:23.000 --> 00:00:26.200]  總是會感覺有些孤單的時候
[00:00:26.200 --> 00:00:30.400]  特別是在初到貴景的時候
[00:00:30.400 --> 00:00:33.800]  中國的北方就黑得特別快
[00:00:33.800 --> 00:00:37.600]  五點鐘左右已經天黑漆漆的了
[00:00:37.600 --> 00:00:39.800]  有一天我就遲了下班
[00:00:39.800 --> 00:00:45.600]  我就一個人經過縣政府那個很大的廣場
[00:00:45.600 --> 00:00:49.000]  我就想著要回家
[00:00:49.000 --> 00:00:51.600]  你看到這個其實是一個入口
[00:00:51.600 --> 00:00:54.800]  我的辦公室其實在大樓的旁邊
[00:00:54.800 --> 00:00:58.800]  我就要在這個方向走回一些樓梯
[00:00:58.800 --> 00:01:03.200]  然後上一個縣政府一個很宏偉的大樓
[00:01:03.200 --> 00:01:05.600]  因為我的宿舍在那裡
[00:01:05.600 --> 00:01:08.600]  當我想走的時候
[00:01:08.600 --> 00:01:11.800]  突然間一股很強烈的孤單感
[00:01:11.800 --> 00:01:15.200]  就突然間湧過來
[00:01:15.200 --> 00:01:18.400]  我突然間就停下腳步
[00:01:18.400 --> 00:01:21.200]  我就抬頭望下天
[00:01:21.200 --> 00:01:25.400]  哇!好漂亮啊!好多好多的星星
[00:01:25.400 --> 00:01:28.000]  我在香港是從來沒有見過
[00:01:28.000 --> 00:01:31.400]  而且那些星星是和你很接近
[00:01:31.400 --> 00:01:34.400]  好像還在和你在微笑一樣
[00:01:34.400 --> 00:01:37.000]  那一刻我即時就想起
[00:01:37.000 --> 00:01:41.200]  上帝和亞伯蘭的音樂
[00:01:41.200 --> 00:01:44.800]  當時神將亞伯蘭帶到外面一個地方
[00:01:44.800 --> 00:01:48.200]  在星空之下跟他們去對談
[00:01:48.200 --> 00:01:50.800]  接著有《立約》的這一幕
[00:01:50.800 --> 00:01:52.800]  我一邊想一邊想
[00:01:52.800 --> 00:01:59.800]  本來那種孤單感一下子就被感動取而代之
[00:01:59.800 --> 00:02:04.000]  因為當我抬頭望著這些萬天星獸的時候
[00:02:04.000 --> 00:02:07.600]  我覺得那一刻神好像在跟我說
[00:02:07.600 --> 00:02:12.000]  你有我,我陪著你,你不會孤單
[00:02:12.000 --> 00:02:18.600]  每一顆星就代表我對你的恩典
[00:02:18.600 --> 00:02:21.200]  就是這樣在差不多四年
[00:02:21.200 --> 00:02:24.000]  一個人在北方工作的日子裏面
[00:02:24.000 --> 00:02:28.600]  每當我遇到什麼困難或者低谷的時候
[00:02:28.600 --> 00:02:32.600]  我就抬頭望天,低頭禱告
[00:02:32.600 --> 00:02:36.600]  我仰望那股從上而來的力量
[00:02:36.600 --> 00:02:38.600]  今天我就很想帶大家
[00:02:38.600 --> 00:02:42.400]  回到主持二千多年前的那一晚
[00:02:42.400 --> 00:02:45.600]  今天,剛才我們讀的那段經文
[00:02:45.600 --> 00:02:48.600]  其實《創世紀》十五章的一到二十一節
[00:02:48.600 --> 00:02:53.600]  其實是環繞著兩次耶和華跟亞伯蘭的對談
[00:02:53.600 --> 00:02:55.600]  無論第一次也好,第二次也好
[00:02:55.600 --> 00:02:58.600]  其實結構都差不多的
[00:02:58.600 --> 00:03:01.600]  先是講到耶和華跟亞伯蘭去聊天
[00:03:01.600 --> 00:03:03.600]  其實都是在給他們一些應許
[00:03:03.600 --> 00:03:05.600]  第一次是應許他們後裔
[00:03:05.600 --> 00:03:07.600]  第二次是應許土地
[00:03:07.600 --> 00:03:10.600]  接著亞伯蘭就有這個回應
[00:03:10.600 --> 00:03:12.600]  第一次就有一點抗議的成份
[00:03:12.600 --> 00:03:14.600]  第二次就是有些事情請求
[00:03:14.600 --> 00:03:17.600]  接著耶和華又再跟他們講說話
[00:03:17.600 --> 00:03:20.600]  兩次其實都是再給他們一些保證
[00:03:20.600 --> 00:03:23.600]  接著最後就是一個結束
[00:03:23.600 --> 00:03:26.600]  講到亞伯蘭跟耶和華的一個回應
[00:03:26.600 --> 00:03:28.600]  還有第二個對談
[00:03:28.600 --> 00:03:31.600]  最後就是耶和華跟亞伯蘭去納約
[00:03:31.600 --> 00:03:34.600]  那個脈絡其實很清晰
[00:03:34.600 --> 00:03:40.600]  話說在耶和華跟亞伯蘭聊天之前
[00:03:40.600 --> 00:03:44.600]  發生了四王和五王的爭戰
[00:03:44.600 --> 00:03:47.600]  四王在奪走了索多瑪和昂摩拉
[00:03:47.600 --> 00:03:50.600]  所有的財物和一切的糧食之餘
[00:03:50.600 --> 00:03:53.600]  還將當時住在索多瑪
[00:03:53.600 --> 00:03:57.600]  亞伯蘭的侄子羅德都奪走了
[00:03:57.600 --> 00:03:59.600]  亞伯蘭聽到之後
[00:03:59.600 --> 00:04:01.600]  那個侄子都被人抓走了
[00:04:01.600 --> 00:04:04.600]  當然馬上就要去行動了
[00:04:04.600 --> 00:04:07.600]  接著他就抽掉了家裡最精壯的壯丁
[00:04:07.600 --> 00:04:11.600]  318個人一直追到達這個地方
[00:04:11.600 --> 00:04:16.600]  亞伯蘭和他的僕人就趁夜去攻擊對方
[00:04:16.600 --> 00:04:17.600]  擊敗了他們
[00:04:17.600 --> 00:04:20.600]  很快就將一切的財物
[00:04:20.600 --> 00:04:24.600]  連羅德都搶奪回來了
[00:04:24.600 --> 00:04:27.600]  亞伯蘭得勝回來之後
[00:04:27.600 --> 00:04:29.600]  其實那一刻你猜他怕不怕
[00:04:29.600 --> 00:04:30.600]  如果你是亞伯蘭
[00:04:30.600 --> 00:04:32.600]  其實他怕的
[00:04:32.600 --> 00:04:35.600]  一會兒那些人來尋仇怎麼辦
[00:04:35.600 --> 00:04:38.600]  於是神就在這個時間
[00:04:38.600 --> 00:04:42.600]  來跟亞伯蘭說話
[00:04:42.600 --> 00:04:47.600]  其實當時亞伯蘭很怕這些人回來尋仇
[00:04:47.600 --> 00:04:51.600]  但神就跟他說你不要懼怕
[00:04:51.600 --> 00:04:55.600]  又說我是你的盾牌
[00:04:55.600 --> 00:04:57.600]  你的賞賜是大的
[00:04:57.600 --> 00:05:00.600]  又說我是你的盾牌
[00:05:00.600 --> 00:05:03.600]  就是說我要保護你你不用怕
[00:05:03.600 --> 00:05:06.600]  當亞伯蘭打敗那四王回來之後
[00:05:06.600 --> 00:05:12.600]  他當時是不肯收索多瑪王的財物
[00:05:12.600 --> 00:05:18.600]  因為他說免得你好像在你這裡得到這些財物
[00:05:18.600 --> 00:05:20.600]  神對亞伯蘭說你的賞賜是大的
[00:05:20.600 --> 00:05:24.600]  原文就說我是你極大的賞賜
[00:05:24.600 --> 00:05:26.600]  亞伯蘭他不收惡人的財物
[00:05:26.600 --> 00:05:29.600]  所以神就以他自己作為賞賜
[00:05:29.600 --> 00:05:33.600]  來給亞伯蘭
[00:05:33.600 --> 00:05:37.600]  不過神這個主動的啟示和安慰
[00:05:37.600 --> 00:05:41.600]  就觸動了亞伯蘭的神經
[00:05:41.600 --> 00:05:43.600]  因為亞伯蘭他就想起了
[00:05:43.600 --> 00:05:47.600]  原來十年前神你不是應許過我的
[00:05:47.600 --> 00:05:49.600]  你那時候說的
[00:05:49.600 --> 00:05:52.600]  你要舉目從你所在的地方
[00:05:52.600 --> 00:05:54.600]  向東南西北觀看
[00:05:54.600 --> 00:05:56.600]  看見的地方我都要賜給你
[00:05:56.600 --> 00:05:59.600]  和你的後裔直到永遠
[00:05:59.600 --> 00:06:02.600]  我要使你的後裔好像地上的灰塵那麼多
[00:06:02.600 --> 00:06:04.600]  如果你能數算地上的灰塵
[00:06:04.600 --> 00:06:07.600]  才能夠數算你的後裔
[00:06:07.600 --> 00:06:11.600]  後裔這個字在原文其實是一個單數
[00:06:11.600 --> 00:06:13.600]  它的意思就是種子
[00:06:13.600 --> 00:06:16.600]  其實是指向基督
[00:06:16.600 --> 00:06:20.600]  在《迦拉太書》三章十六節說到
[00:06:20.600 --> 00:06:24.600]  那些應許本來是給亞伯拉罕和他的後裔
[00:06:24.600 --> 00:06:26.600]  神並沒有說給眾後裔
[00:06:26.600 --> 00:06:29.600]  好像指著很多數
[00:06:29.600 --> 00:06:31.600]  而是說給你的一個後裔
[00:06:31.600 --> 00:06:34.600]  指著一個就是基督
[00:06:34.600 --> 00:06:37.600]  神應許賜後裔給亞伯蘭
[00:06:37.600 --> 00:06:39.600]  但是可惜十年過去
[00:06:39.600 --> 00:06:42.600]  亞伯蘭和他的太太撒萊
[00:06:42.600 --> 00:06:45.600]  仍然是失下無疑
[00:06:45.600 --> 00:06:48.600]  正所謂人生有多少個十年
[00:06:48.600 --> 00:06:53.600]  可能亞伯蘭當時心裏面都在疑惑
[00:06:53.600 --> 00:06:56.600]  神你到底還想我等多久呢
[00:06:56.600 --> 00:07:03.600]  於是亞伯蘭就和耶和華說
[00:07:03.600 --> 00:07:05.600]  主耶和華 我一向都沒有孩子
[00:07:05.600 --> 00:07:07.600]  你還可以賜給我什麼呢
[00:07:07.600 --> 00:07:09.600]  這樣承受我家業的
[00:07:09.600 --> 00:07:12.600]  就是大馬士革人以利以謝了
[00:07:12.600 --> 00:07:14.600]  你既然沒有給我後裔
[00:07:14.600 --> 00:07:18.600]  那個生在我家中的人就是我的繼承人
[00:07:18.600 --> 00:07:20.600]  但是耶和華的話告訴他
[00:07:20.600 --> 00:07:22.600]  這個人必不作你的繼承人
[00:07:22.600 --> 00:07:26.600]  你親生的才是你的繼承人
[00:07:26.600 --> 00:07:28.600]  亞伯蘭在感慨
[00:07:28.600 --> 00:07:31.600]  我快去世了 我都沒有兒子
[00:07:31.600 --> 00:07:32.600]  這裡我一向沒有
[00:07:32.600 --> 00:07:35.600]  意思是我快去世了都沒有兒子
[00:07:35.600 --> 00:07:38.600]  你給我多少個賞賜都沒有用
[00:07:38.600 --> 00:07:40.600]  都會落在其他人的手裏面
[00:07:40.600 --> 00:07:42.600]  根據古代的文獻
[00:07:42.600 --> 00:07:45.600]  原來一個人他沒有兒子的話
[00:07:45.600 --> 00:07:48.600]  他是可以拿他家的藍磅
[00:07:48.600 --> 00:07:52.600]  作為後裔或者產業的繼承人
[00:07:52.600 --> 00:07:55.600]  而亞伯蘭在大馬士革買來的
[00:07:55.600 --> 00:07:57.600]  那個奴僕以利以謝
[00:07:57.600 --> 00:08:00.600]  就是那個將來要承受他家業的人
[00:08:00.600 --> 00:08:03.600]  不過在這裡神很快就否定了
[00:08:03.600 --> 00:08:06.600]  亞伯蘭這個想法
[00:08:06.600 --> 00:08:07.600]  和應許他說
[00:08:07.600 --> 00:08:11.600]  你親生的才會是你的繼承人
[00:08:11.600 --> 00:08:13.600]  意思就是要他相信
[00:08:13.600 --> 00:08:19.600]  神可以做人所認為絕對不可能的事
[00:08:19.600 --> 00:08:24.600]  接著神就很快給亞伯蘭一個確切的印證
[00:08:24.600 --> 00:08:27.600]  神帶他去到一個地方
[00:08:27.600 --> 00:08:31.600]  對他說你向天觀看 數點眾星
[00:08:31.600 --> 00:08:34.600]  看你能不能夠把他們數得清楚
[00:08:34.600 --> 00:08:39.600]  你的後裔都會好像這些星那麼多
[00:08:39.600 --> 00:08:42.600]  雖然喬華的這個應許
[00:08:42.600 --> 00:08:45.600]  當時還沒有實現
[00:08:45.600 --> 00:08:49.600]  但是聖經說亞伯蘭就相信耶和華
[00:08:49.600 --> 00:08:52.600]  耶和華就以此算為他的義
[00:08:52.600 --> 00:08:55.600]  亞伯蘭因為他對神這份單純的信心
[00:08:55.600 --> 00:08:58.600]  神就視他為一個完全的人
[00:08:58.600 --> 00:09:02.600]  人要在神眼中被視為義人
[00:09:02.600 --> 00:09:06.600]  是必須神將自己的義加在他身上
[00:09:06.600 --> 00:09:09.600]  因為人是要藉著對神的信心
[00:09:09.600 --> 00:09:12.600]  才可以得到這個義
[00:09:12.600 --> 00:09:14.600]  你可能會奇怪
[00:09:14.600 --> 00:09:17.600]  亞伯蘭為什麼會相信呢
[00:09:17.600 --> 00:09:21.600]  他憑什麼去相信上帝呢
[00:09:21.600 --> 00:09:24.600]  我猜可能是萬天的星獸
[00:09:24.600 --> 00:09:28.600]  令他想到耶和華是那位既有能力
[00:09:28.600 --> 00:09:32.600]  創造天地和天上的眾星的神
[00:09:32.600 --> 00:09:37.600]  他就一定能夠使他說過的話能夠實現
[00:09:37.600 --> 00:09:40.600]  亞伯蘭他在所多瑪王面前
[00:09:40.600 --> 00:09:44.600]  他曾經稱耶和華是一個創造天地的主
[00:09:44.600 --> 00:09:46.600]  至高的神
[00:09:46.600 --> 00:09:49.600]  這些星星可能都令他想起
[00:09:49.600 --> 00:09:51.600]  這位創造天地的主
[00:09:51.600 --> 00:09:56.600]  怎樣帶領他來將四王這些聯軍打敗
[00:09:56.600 --> 00:09:59.600]  故此令他深深相信
[00:09:59.600 --> 00:10:02.600]  上帝一定會賜福給他
[00:10:02.600 --> 00:10:06.600]  天上的星就成為了一個啟示的渠道
[00:10:06.600 --> 00:10:10.600]  叫亞伯蘭對耶和華的認識更上一層樓
[00:10:10.600 --> 00:10:13.600]  他的信心因此都加強了
[00:10:13.600 --> 00:10:16.600]  弟兄姊妹當你信心軟弱的時候
[00:10:16.600 --> 00:10:18.600]  可能你都不妨學一下亞伯拉罕
[00:10:18.600 --> 00:10:20.600]  去看看星
[00:10:20.600 --> 00:10:23.600]  當你看到這個浩瀚的宇宙的時候
[00:10:23.600 --> 00:10:27.600]  你就去更加將你的信心交通
[00:10:27.600 --> 00:10:29.600]  不過當然最重要的是
[00:10:29.600 --> 00:10:34.600]  你的認知裡面上帝是一個怎樣的上帝
[00:10:34.600 --> 00:10:38.600]  我不知道大家有沒有試過向神祈禱
[00:10:38.600 --> 00:10:42.600]  或者你說聖經神你給我們很多應許
[00:10:42.600 --> 00:10:44.600]  我都向你祈禱
[00:10:44.600 --> 00:10:48.600]  但是為什麼我祈禱這麼久都不對現呢
[00:10:48.600 --> 00:10:52.600]  有沒有人你試過為家人信主祈禱
[00:10:52.600 --> 00:10:55.600]  有沒有人你是為家人信主祈禱的
[00:10:55.600 --> 00:10:57.600]  有沒有我祈禱了很多年你都覺得
[00:10:57.600 --> 00:11:00.600]  他們都好像未信是嗎
[00:11:00.600 --> 00:11:02.600]  我有個朋友他很愛主
[00:11:02.600 --> 00:11:04.600]  亦都很關心家人
[00:11:04.600 --> 00:11:09.600]  但是他至親的家人多年來亦都未信主
[00:11:09.600 --> 00:11:11.600]  而且非常之迷信
[00:11:11.600 --> 00:11:13.600]  如果你是他的話你會不會
[00:11:13.600 --> 00:11:15.600]  我都灰心沮喪
[00:11:15.600 --> 00:11:18.600]  你還相信不相信神仍然可以
[00:11:18.600 --> 00:11:21.600]  令到你的家人信主呢
[00:11:21.600 --> 00:11:25.600]  你會不會繼續堅持為他們祈禱呢
[00:11:25.600 --> 00:11:28.600]  聖經希伯來書那裡這樣說
[00:11:28.600 --> 00:11:30.600]  他說信是什麼
[00:11:30.600 --> 00:11:33.600]  信就是對所盼望的事的把握
[00:11:33.600 --> 00:11:35.600]  是看不見的事的明證
[00:11:35.600 --> 00:11:38.600]  因著這個信心古人得到了清許
[00:11:38.600 --> 00:11:42.600]  阿伯拉罕正正就是這個得到清許的古人
[00:11:42.600 --> 00:11:44.600]  信就是你未見到的東西
[00:11:44.600 --> 00:11:47.600]  你已經相信你已經得到它
[00:11:47.600 --> 00:11:50.600]  我最近都有一個這樣的經歷
[00:11:50.600 --> 00:11:53.600]  我的弟弟一家
[00:11:53.600 --> 00:11:56.600]  大概兩個禮拜前他移民了
