
[00:00:00.000 --> 00:00:02.000]  因為我自己一直禱告
[00:00:02.000 --> 00:00:04.000]  在未來的社會
[00:00:04.000 --> 00:00:06.000]  沒錯
[00:00:06.000 --> 00:00:10.000]  現在女士們在社會上的地位
[00:00:10.000 --> 00:00:14.000]  和女士們在各方面的影響越來越大
[00:00:14.000 --> 00:00:16.000]  香港接下來都要被
[00:00:16.000 --> 00:00:20.000]  (笑)
[00:00:20.000 --> 00:00:22.000]  被女士們領導
[00:00:22.000 --> 00:00:24.000]  但是有一件事實就是
[00:00:24.000 --> 00:00:26.000]  大家在家裏面
[00:00:26.000 --> 00:00:30.000]  你所生的小孩
[00:00:30.000 --> 00:00:33.000]  或者你所照顧的小朋友
[00:00:33.000 --> 00:00:35.000]  其實他將來如何呢?
[00:00:35.000 --> 00:00:38.000]  差不多我估計起碼三分之一
[00:00:38.000 --> 00:00:40.000]  我不敢說一半
[00:00:40.000 --> 00:00:42.000]  起碼三分之一已經決定了
[00:00:42.000 --> 00:00:44.000]  在你怎樣看他
[00:00:44.000 --> 00:00:46.000]  和你怎樣培育他
[00:00:46.000 --> 00:00:48.000]  我為什麼說三分之一呢?
[00:00:48.000 --> 00:00:50.000]  因為還有三分之一是社會在影響他的
[00:00:50.000 --> 00:00:52.000]  肯定的
[00:00:52.000 --> 00:00:54.000]  那另外那三分之一呢?
[00:00:54.000 --> 00:00:56.000]  是什麼呢?
[00:00:56.000 --> 00:00:59.000]  是他在學校的時候
[00:00:59.000 --> 00:01:01.000]  或者將來出來工作的時候
[00:01:01.000 --> 00:01:04.000]  學校和職場都在影響他
[00:01:04.000 --> 00:01:07.000]  當然從我們基督徒來講
[00:01:07.000 --> 00:01:09.000]  我們有一個很大的範圍
[00:01:09.000 --> 00:01:11.000]  影響就是教會
[00:01:11.000 --> 00:01:13.000]  不過我暫時將這個放在旁邊
[00:01:13.000 --> 00:01:15.000]  以一個常態來看
[00:01:15.000 --> 00:01:17.000]  所以這三分之一在家裏面
[00:01:17.000 --> 00:01:19.000]  你怎樣去照顧他
[00:01:19.000 --> 00:01:21.000]  怎樣看這個人
[00:01:21.000 --> 00:01:23.000]  你怎樣照顧他
[00:01:23.000 --> 00:01:25.000]  以致我想
[00:01:25.000 --> 00:01:27.000]  最合聽的一句話是
[00:01:27.000 --> 00:01:29.000]  令到你覺得生了出來之後
[00:01:29.000 --> 00:01:31.000]  你可以放心
[00:01:31.000 --> 00:01:33.000]  有很多父母
[00:01:33.000 --> 00:01:35.000]  離開世界的時候
[00:01:35.000 --> 00:01:37.000]  子女很大了
[00:01:37.000 --> 00:01:39.000]  他都不放心
[00:01:39.000 --> 00:01:41.000]  我都莫名其妙
[00:01:41.000 --> 00:01:43.000]  真的我見過
[00:01:43.000 --> 00:01:45.000]  我去到病榻旁邊
[00:01:45.000 --> 00:01:47.000]  和人家祈禱的時候
[00:01:47.000 --> 00:01:50.000]  他最不放心最交替不下就是小孩
[00:01:50.000 --> 00:01:52.000]  為什麼呢?
[00:01:52.000 --> 00:01:56.000]  因為他覺得那樣東西是他的
[00:01:56.000 --> 00:01:59.000]  如果你搞清楚
[00:01:59.000 --> 00:02:02.000]  這個小朋友是你生的
[00:02:02.000 --> 00:02:05.000]  在血緣上面是屬於你的
[00:02:05.000 --> 00:02:07.000]  但是他的生命
[00:02:07.000 --> 00:02:09.000]  不是你給他的
[00:02:09.000 --> 00:02:12.000]  這個生命是從創造者而來的
[00:02:12.000 --> 00:02:15.000]  如果從創造者而來
[00:02:15.000 --> 00:02:16.000]  好像
[00:02:16.000 --> 00:02:17.000]  舉例子
[00:02:17.000 --> 00:02:20.000]  這個例子你合聽或者不合聽都好
[00:02:20.000 --> 00:02:24.000]  好像耶穌是瑪利亞所生
[00:02:24.000 --> 00:02:27.000]  但耶穌是從神而來的
[00:02:27.000 --> 00:02:29.000]  肯定
[00:02:29.000 --> 00:02:33.000]  你是經過結婚
[00:02:33.000 --> 00:02:35.000]  你培育這個小孩出來
[00:02:35.000 --> 00:02:37.000]  但你不要忘記
[00:02:37.000 --> 00:02:39.000]  如果不是生命之源
[00:02:39.000 --> 00:02:41.000]  將生命給他
[00:02:41.000 --> 00:02:44.000]  我相信你們都經歷過
[00:02:44.000 --> 00:02:47.000]  現在醫學很聰明
[00:02:47.000 --> 00:02:50.000]  一早可以檢查到這樣那樣
[00:02:50.000 --> 00:02:53.000]  但以前未曾有檢查的時候
[00:02:53.000 --> 00:02:58.000]  你懷孕到生的時候才知道發生什麼事
[00:02:58.000 --> 00:02:59.000]  是不是?
[00:02:59.000 --> 00:03:01.000]  那十個月裡面
[00:03:01.000 --> 00:03:03.000]  你不怕
[00:03:03.000 --> 00:03:05.000]  十五十六
[00:03:05.000 --> 00:03:07.000]  今時今日雖然醫學聰明
[00:03:07.000 --> 00:03:10.000]  是可以提早告訴你有什麼事
[00:03:10.000 --> 00:03:11.000]  不過
[00:03:11.000 --> 00:03:13.000]  有時候知少一點還好
[00:03:13.000 --> 00:03:15.000]  我都知多一點
[00:03:15.000 --> 00:03:16.000]  是不是?
[00:03:16.000 --> 00:03:17.000]  我最近有個朋友
[00:03:17.000 --> 00:03:19.000]  一發覺
[00:03:19.000 --> 00:03:22.000]  他的媳婦懷了小孩
[00:03:22.000 --> 00:03:23.000]  一早就發覺
[00:03:23.000 --> 00:03:25.000]  到底要不要
[00:03:25.000 --> 00:03:28.000]  這個抉擇
[00:03:28.000 --> 00:03:29.000]  多艱難
[00:03:29.000 --> 00:03:30.000]  後來告訴我
[00:03:30.000 --> 00:03:34.000]  我經常跟別人分享訊息
[00:03:34.000 --> 00:03:35.000]  我怎可不要
[00:03:35.000 --> 00:03:39.000]  但醫學說出來是不行的
[00:03:39.000 --> 00:03:43.000]  接著十個月就背了一個不行在裡面
[00:03:43.000 --> 00:03:44.000]  為這個緣故
[00:03:44.000 --> 00:03:47.000]  我希望各位做媽媽的
[00:03:47.000 --> 00:03:51.000]  今日透過神給我們的說話
[00:03:51.000 --> 00:03:53.000]  讓你真正明白理解到
[00:03:53.000 --> 00:03:56.000]  在你有生的年日
[00:03:56.000 --> 00:03:58.000]  你不在世上做不到
[00:03:58.000 --> 00:04:00.000]  在你有生年日裡面
[00:04:00.000 --> 00:04:02.000]  你可以照顧
[00:04:02.000 --> 00:04:03.000]  你可以看著
[00:04:03.000 --> 00:04:06.000]  你可以培育她的時候
[00:04:06.000 --> 00:04:09.000]  是按什麼方法去做
[00:04:09.000 --> 00:04:12.000]  按傳統的方法
[00:04:12.000 --> 00:04:15.000]  還是按這個社會文明
[00:04:15.000 --> 00:04:18.000]  這個文明社會的方法
[00:04:18.000 --> 00:04:22.000]  還是按著生命從她而來
[00:04:22.000 --> 00:04:25.000]  那本手冊是從她所給的
[00:04:25.000 --> 00:04:28.000]  按照那本手冊去照顧她
[00:04:28.000 --> 00:04:31.000]  這個就是今日做父母
[00:04:31.000 --> 00:04:34.000]  或者甚至做媽媽的聰明不聰
[00:04:34.000 --> 00:04:35.000]  或者這麼說
[00:04:35.000 --> 00:04:39.000]  有智慧還是沒有智慧的分別
[00:04:39.000 --> 00:04:40.000]  我相信
[00:04:40.000 --> 00:04:42.000]  你有看過什麼叫做虎媽媽
[00:04:42.000 --> 00:04:44.000]  有直昇機
