
[00:00:00.000 --> 00:00:08.000]  我小時候也有跟媽媽去買菜
[00:00:08.000 --> 00:00:10.000]  媽媽買蛋的時候
[00:00:10.000 --> 00:00:13.000]  通常都會拿起一隻蛋
[00:00:13.000 --> 00:00:19.000]  在陽光底下照一照
[00:00:19.000 --> 00:00:23.000]  然後就知道蛋是否好看
[00:00:23.000 --> 00:00:26.000]  但現在我想我們買蛋都不用照
[00:00:26.000 --> 00:00:31.000]  因為供應商已經為我們選好了
[00:00:31.000 --> 00:00:35.000]  但有時我們選擇的都信不過
[00:00:35.000 --> 00:00:38.000]  因為回來都可能有點壞
[00:00:38.000 --> 00:00:43.000]  如果我們相信神是神所揀選的
[00:00:43.000 --> 00:00:46.000]  你會否覺得你有把握呢?
[00:00:46.000 --> 00:00:50.000]  或者說神到底有沒有選錯呢?
[00:00:50.000 --> 00:00:53.000]  我們所讀的這段經文
[00:00:53.000 --> 00:01:00.000]  其實是延續著上星期那段經文
[00:01:00.000 --> 00:01:05.000]  當保羅澄清了主再來的教導之後
[00:01:05.000 --> 00:01:10.000]  他現在轉移到很積極地建立信徒的信心
[00:01:10.000 --> 00:01:12.000]  告訴他們不用怕
[00:01:12.000 --> 00:01:15.000]  他所說的首先是甚麼呢?
[00:01:15.000 --> 00:01:17.000]  我們看看第十三節
[00:01:17.000 --> 00:01:22.000]  首先保羅為貼撒羅尼加的人去感謝神
[00:01:22.000 --> 00:01:26.000]  他感謝的原因有幾種
[00:01:26.000 --> 00:01:33.000]  首先他說很感謝神從起初揀選了我們
[00:01:33.000 --> 00:01:38.000]  揀選的原文是抽出來的意思
[00:01:38.000 --> 00:01:43.000]  我們都知道源自以色列人出埃及的時候
[00:01:43.000 --> 00:01:46.000]  摩西曾經在生命記跟他們說
[00:01:46.000 --> 00:01:52.000]  你們歸耶和華,你上帝為聖民
[00:01:52.000 --> 00:01:57.000]  耶和華是尊愛你們,揀選你們
[00:01:57.000 --> 00:01:59.000]  並非因為你們人多
[00:01:59.000 --> 00:02:03.000]  而是你們在民中是最少的
[00:02:03.000 --> 00:02:05.000]  就是說神救贖他們
[00:02:05.000 --> 00:02:09.000]  第一就是使他們成為聖傑的子民
[00:02:09.000 --> 00:02:14.000]  是在萬民中特意揀選他們
[00:02:14.000 --> 00:02:18.000]  不是因為他們人多,質素好
[00:02:18.000 --> 00:02:21.000]  完全是神的恩典
[00:02:21.000 --> 00:02:27.000]  在新約,彼得前書第二章第九節
[00:02:27.000 --> 00:02:34.000]  更加有提到你們是被揀選的族類
[00:02:34.000 --> 00:02:36.000]  有君尊的祭司
[00:02:36.000 --> 00:02:39.000]  是屬於聖傑的國度
[00:02:39.000 --> 00:02:41.000]  是屬神的子民
[00:02:41.000 --> 00:02:44.000]  目的是要叫你,孫陽立
[00:02:44.000 --> 00:02:49.000]  召你們出黑暗,入奇妙光明者的彌特
[00:02:49.000 --> 00:02:53.000]  神是要揀選一些人
[00:02:53.000 --> 00:02:56.000]  但不是將其他人排除在外
[00:02:56.000 --> 00:03:02.000]  反而藉著這些人更加叫其他人得福
[00:03:02.000 --> 00:03:12.000]  而神的揀選當然是會伴隨著祂的使命和祂的要求
[00:03:12.000 --> 00:03:14.000]  大家可能會問
[00:03:14.000 --> 00:03:18.000]  信徒怎麼知道神揀選了我們?
[00:03:18.000 --> 00:03:20.000]  原來在這裡,保羅就說
[00:03:20.000 --> 00:03:23.000]  是信徒因信真道
[00:03:23.000 --> 00:03:28.000]  就是知道神在基督耶穌裡面
[00:03:28.000 --> 00:03:33.000]  所向我們啟示的福音
[00:03:33.000 --> 00:03:35.000]  所書第一章第四節
[00:03:35.000 --> 00:03:39.000]  更加清楚地告訴我們
[00:03:39.000 --> 00:03:43.000]  就如上帝從創立世界以前
[00:03:43.000 --> 00:03:46.000]  在基督裡揀選了我們
[00:03:46.000 --> 00:03:47.000]  大家要記住
[00:03:47.000 --> 00:03:50.000]  在基督裡揀選了我們
[00:03:50.000 --> 00:03:53.000]  就是神憑著祂的預知
[00:03:53.000 --> 00:03:59.000]  祂憑著聖靈的感動去引導人相信福音
[00:03:59.000 --> 00:04:02.000]  當人接受福音的時候
[00:04:02.000 --> 00:04:04.000]  他就屬於主耶穌
[00:04:04.000 --> 00:04:09.000]  這就證明了他是被揀選了
[00:04:09.000 --> 00:04:12.000]  神是採取了什麼行動
[00:04:12.000 --> 00:04:14.000]  才能得到這個救恩呢?
[00:04:14.000 --> 00:04:16.000]  在第十四節
[00:04:16.000 --> 00:04:18.000]  保羅就說
[00:04:18.000 --> 00:04:24.000]  是藉著保羅向接撒羅尼加的人宣講福音
[00:04:24.000 --> 00:04:27.000]  來呼召他們
[00:04:27.000 --> 00:04:32.000]  所以其實傳福音和神的揀選是沒有矛盾的
[00:04:32.000 --> 00:04:34.000]  因為在人而言
[00:04:34.000 --> 00:04:39.000]  我們不知道誰是被神所揀選的
[00:04:39.000 --> 00:04:43.000]  神拯救人的目的又在哪裡呢?
[00:04:43.000 --> 00:04:46.000]  在這裡保羅就繼續說
[00:04:46.000 --> 00:04:53.000]  說到信徒可以分享基督的榮耀
[00:04:53.000 --> 00:04:57.000]  耶穌在彌蒂禱告時已經說得很清楚
[00:04:57.000 --> 00:05:00.000]  福音第十七章第二二節說到
[00:05:00.000 --> 00:05:03.000]  你所賜給我的榮耀
[00:05:03.000 --> 00:05:06.000]  我已賜給他們
[00:05:06.000 --> 00:05:09.000]  就是說當人接受福音的時候
[00:05:09.000 --> 00:05:10.000]  他就在基督裡
[00:05:10.000 --> 00:05:14.000]  他當然會分享基督的榮耀
[00:05:14.000 --> 00:05:17.000]  信徒是要到末日
[00:05:17.000 --> 00:05:21.000]  當他身體完全得熟
[00:05:21.000 --> 00:05:23.000]  變化的時候
[00:05:23.000 --> 00:05:27.000]  才可以完全得到神的榮耀
[00:05:27.000 --> 00:05:31.000]  所以在前書第二章第七節
[00:05:31.000 --> 00:05:33.000]  保羅就說到
[00:05:33.000 --> 00:05:40.000]  我們說的乃是從前所隱藏上帝奧秘的智慧
[00:05:40.000 --> 00:05:42.000]  就是上帝在萬世以前
[00:05:42.000 --> 00:05:47.000]  預定我們所得的榮耀
[00:05:47.000 --> 00:05:50.000]  由這兩節經文
[00:05:50.000 --> 00:05:52.000]  大家可以看到
[00:05:52.000 --> 00:05:56.000]  保羅完全將救恩的真理
[00:05:56.000 --> 00:06:02.000]  和這個結成的信徒來說出
[00:06:02.000 --> 00:06:06.000]  救恩是完全出於三一的神
[00:06:06.000 --> 00:06:09.000]  聖父、聖子、聖靈
[00:06:09.000 --> 00:06:13.000]  祂的恩典和祂的作為
[00:06:13.000 --> 00:06:16.000]  不只是在過去
[00:06:16.000 --> 00:06:19.000]  包括現在和將來
[00:06:19.000 --> 00:06:23.000]  救恩的動力完全是因為神的愛
[00:06:23.000 --> 00:06:25.000]  祂的目的是怎樣?
[00:06:25.000 --> 00:06:30.000]  是使信徒將來得到榮耀
[00:06:30.000 --> 00:06:34.000]  所以保羅是用神的愛來兼顧
[00:06:34.000 --> 00:06:37.000]  接受來家教會的信徒
[00:06:37.000 --> 00:06:38.000]  使他們明白
[00:06:38.000 --> 00:06:42.000]  神是怎樣愛他們
[00:06:42.000 --> 00:06:46.000]  這時候我想到一個故事
[00:06:46.000 --> 00:06:52.000]  當一個教會的領袖回到天家的時候
[00:06:52.000 --> 00:06:54.000]  天使就問他
[00:06:54.000 --> 00:07:01.000]  你怎樣才可以進到天國呢?
[00:07:01.000 --> 00:07:05.000]  進來天國要有一千分
[00:07:05.000 --> 00:07:07.000]  教會領袖覺得他很有把握
[00:07:07.000 --> 00:07:12.000]  因為他從小就生長在基督教的家庭
[00:07:12.000 --> 00:07:14.000]  從小就回教會
[00:07:14.000 --> 00:07:16.000]  主一學更加不會缺乏
[00:07:16.000 --> 00:07:18.000]  更加參加小組
[00:07:18.000 --> 00:07:21.000]  教會所有的活動他都參加
[00:07:21.000 --> 00:07:23.000]  天使就跟他說
[00:07:23.000 --> 00:07:24.000]  你做得很好
[00:07:24.000 --> 00:07:26.000]  我就給你一分
[00:07:26.000 --> 00:07:28.000]  天使再問他
[00:07:28.000 --> 00:07:29.000]  你還有沒有其他?
[00:07:29.000 --> 00:07:33.000]  這個教會領袖當然有些急了
[00:07:33.000 --> 00:07:35.000]  他就繼續說
[00:07:35.000 --> 00:07:37.000]  我有,我參加師班
[00:07:37.000 --> 00:07:39.000]  我更加做師事
[00:07:39.000 --> 00:07:41.000]  更加做主席
[00:07:41.000 --> 00:07:43.000]  十一奉獻
[00:07:43.000 --> 00:07:47.000]  我現在已經八十多歲了
[00:07:47.000 --> 00:07:49.000]  天使聽他這樣說的時候
[00:07:49.000 --> 00:07:50.000]  好,你做得很好
[00:07:50.000 --> 00:07:52.000]  我再多給你一分
[00:07:52.000 --> 00:07:56.000]  這時候他就感覺到有些絕望
[00:07:56.000 --> 00:07:57.000]  於是他就衝口而出
[00:07:57.000 --> 00:07:59.000]  看來我進入天堂
[00:07:59.000 --> 00:08:02.000]  唯一的途徑就是靠著神的恩典
[00:08:02.000 --> 00:08:05.000]  天使對他說,你做得很好
[00:08:05.000 --> 00:08:07.000]  因為你靠著神的恩典
[00:08:07.000 --> 00:08:08.000]  我就給你一千分
[00:08:08.000 --> 00:08:11.000]  你現在就可以進入天國了
[00:08:11.000 --> 00:08:14.000]  這時候,謊言大悟
[00:08:14.000 --> 00:08:19.000]  原來救恩不是靠著自己的遺傳
[00:08:19.000 --> 00:08:21.000]  更加不是靠著自己的身份
[00:08:21.000 --> 00:08:23.000]  或者我做了些什麼
[00:08:23.000 --> 00:08:25.000]  完全是神所塑造
[00:08:25.000 --> 00:08:28.000]  是神的恩典
[00:08:28.000 --> 00:08:31.000]  雖然這可能是一個故事
[00:08:31.000 --> 00:08:33.000]  但是他告訴我們
[00:08:33.000 --> 00:08:35.000]  我們所做的一切
[00:08:35.000 --> 00:08:38.000]  其實都是因為我們對神的回應
[00:08:38.000 --> 00:08:43.000]  我們千萬不要倒果為因
[00:08:43.000 --> 00:08:47.000]  當保羅說完有關於救恩
[00:08:47.000 --> 00:08:49.000]  是完全出於神的一個
[00:08:49.000 --> 00:08:52.000]  不能動搖的恩典上的時候
[00:08:52.000 --> 00:08:56.000]  他就勸貼薩萊加教會的信徒
[00:08:56.000 --> 00:09:01.000]  我們要在他的恩典上站立穩固
[00:09:01.000 --> 00:09:03.000]  他可以怎樣做呢?
[00:09:03.000 --> 00:09:05.000]  接著在十五節
[00:09:05.000 --> 00:09:09.000]  保羅就說他們要領受
[00:09:09.000 --> 00:09:11.000]  他都給他們的教訓
[00:09:11.000 --> 00:09:15.000]  這裡說到教訓的時候
[00:09:15.000 --> 00:09:20.000]  就是說到有關於基督信仰的傳統
[00:09:20.000 --> 00:09:22.000]  當初當然是來自神
[00:09:22.000 --> 00:09:29.000]  然後包括那些口傳和文字所寫下的
[00:09:29.000 --> 00:09:32.000]  現在當然是包括保羅跟他們說的
[00:09:32.000 --> 00:09:34.000]  有關於基督的福音
[00:09:34.000 --> 00:09:39.000]  還有關於主再來的教訓
[00:09:39.000 --> 00:09:45.000]  就是說他們千萬不要聽那些假教師的教導
[00:09:45.000 --> 00:09:48.000]  但是現在的信徒我們不用怕
[00:09:48.000 --> 00:09:51.000]  基督教所有有關重要的教義
[00:09:51.000 --> 00:09:57.000]  使徒的教訓都完全寫在聖經的新究曰裡面
[00:09:57.000 --> 00:09:59.000]  但是我們也要明白
[00:09:59.000 --> 00:10:05.000]  現在我們也有假教師和假信息的橫行
[00:10:05.000 --> 00:10:08.000]  信徒當然要知道
[00:10:08.000 --> 00:10:14.000]  怎樣去分別出信息的來源和真偽
[00:10:14.000 --> 00:10:19.000]  所以信徒更加要對聖經更加要深入的了解
[00:10:19.000 --> 00:10:22.000]  因為那些異端都是拿著聖經來跟你說的
[00:10:22.000 --> 00:10:27.000]  但是他所說的和我們所傳的是很不同的
[00:10:27.000 --> 00:10:30.000]  就正如這個東方閃電
[00:10:30.000 --> 00:10:32.000]  他說有女基督的出現
[00:10:32.000 --> 00:10:34.000]  那你信不信呢?
[00:10:34.000 --> 00:10:39.000]  所以我在這裡鼓勵弟兄姊妹多參加我們的查經班
[00:10:39.000 --> 00:10:42.000]  在這個真道上面來建立自己
[00:10:42.000 --> 00:10:46.000]  以致我們可以堅守主的道
[00:10:46.000 --> 00:10:49.000]  好了
[00:10:49.000 --> 00:10:53.000]  保羅當他勉勵過這個貼城的信徒之後
[00:10:53.000 --> 00:10:58.000]  他就繼續為這個貼城的信徒來禱告
[00:10:58.000 --> 00:11:00.000]  來求神來兼顧他們
[00:11:00.000 --> 00:11:02.000]  他在這裡怎樣說的呢?
[00:11:02.000 --> 00:11:11.000]  他很希望耶穌基督和這個父神來安慰他們
[00:11:11.000 --> 00:11:15.000]  他將耶穌和這個父神來並列
[00:11:15.000 --> 00:11:17.000]  我們可以看到他的用心
[00:11:17.000 --> 00:11:24.000]  他覺得神和耶穌其實是同質的
[00:11:24.000 --> 00:11:27.000]  永遠的安慰和美好的盼望
[00:11:27.000 --> 00:11:30.000]  在這裡其實是一個同義的詞
[00:11:30.000 --> 00:11:34.000]  永遠當然是指在這個時間上面
[00:11:34.000 --> 00:11:38.000]  從現在直到永遠
[00:11:38.000 --> 00:11:44.000]  安慰在原文來說其實是鼓勵的意思
[00:11:44.000 --> 00:11:47.000]  盼望當然是指基督徒
[00:11:47.000 --> 00:11:50.000]  他將來得到基督的榮耀
[00:11:50.000 --> 00:11:52.000]  那個美好的盼望
[00:11:52.000 --> 00:11:54.000]  也是屬於永遠的
[00:11:54.000 --> 00:12:01.000]  所以保羅其實是求愛他們的主耶穌基督和這個父神
[00:12:01.000 --> 00:12:03.000]  藉著他的恩典
[00:12:03.000 --> 00:12:08.000]  永遠給人鼓勵和盼望
[00:12:08.000 --> 00:12:19.000]  這個信徒知道將來他們將會得到榮耀的真確性
[00:12:19.000 --> 00:12:22.000]  怎樣去鼓勵他們呢?
[00:12:22.000 --> 00:12:24.000]  第十七節就說到
