
[00:00:00.000 --> 00:00:03.000]  Thank you 美女早晨
[00:00:03.000 --> 00:00:05.000]  有一句說話叫做
[00:00:05.000 --> 00:00:07.000]  簡單就是美
[00:00:07.000 --> 00:00:09.000]  Less is more
[00:00:09.000 --> 00:00:12.000]  我相信大家可能聽過
[00:00:12.000 --> 00:00:15.000]  其實這句說話是來自
[00:00:15.000 --> 00:00:19.000]  德國一個現代主義的建築大師
[00:00:19.000 --> 00:00:22.000]  他的名字叫做凡德羅
[00:00:22.000 --> 00:00:24.000]  不過原來這句說話
[00:00:24.000 --> 00:00:28.000]  是1928年的時候已經說了
[00:00:28.000 --> 00:00:30.000]  很久之前
[00:00:30.000 --> 00:00:33.000]  不過我相信到今天
[00:00:33.000 --> 00:00:38.000]  這句說話仍然是一句治理名言
[00:00:38.000 --> 00:00:41.000]  所以可能你都認識
[00:00:41.000 --> 00:00:44.000]  有些公司或者機構
[00:00:44.000 --> 00:00:48.000]  他整間公司只賣一種產品
[00:00:48.000 --> 00:00:50.000]  那種產品
[00:00:50.000 --> 00:00:56.000]  還要令到他賺到非常可觀的利潤
[00:00:56.000 --> 00:01:01.000]  有一間日本的公司成立於1965年
[00:01:01.000 --> 00:01:05.000]  他是做外賣便當的
[00:01:05.000 --> 00:01:10.000]  他每天只出一款飯盒
[00:01:10.000 --> 00:01:17.000]  他每一天營業賣出的飯盒是13萬個
[00:01:17.000 --> 00:01:19.000]  一款而已
[00:01:19.000 --> 00:01:21.000]  厲害吧
[00:01:21.000 --> 00:01:26.000]  他每年的營業額
[00:01:26.000 --> 00:01:30.000]  可以達到90億日圓
[00:01:30.000 --> 00:01:33.000]  很多個零 不知道是多少錢
[00:01:33.000 --> 00:01:37.000]  大概6億4千萬港幣
[00:01:37.000 --> 00:01:39.000]  只是賣飯盒
[00:01:39.000 --> 00:01:43.000]  整間公司只有700個員工
[00:01:43.000 --> 00:01:46.000]  他能夠做成這樣
[00:01:46.000 --> 00:01:50.000]  其實有一個很重要的元素
[00:01:50.000 --> 00:01:54.000]  就是他能夠準確對焦
[00:01:54.000 --> 00:02:01.000]  我相信這個在世界之子來說
[00:02:01.000 --> 00:02:07.000]  都是一個管理上很重要的智慧
[00:02:07.000 --> 00:02:12.000]  但究竟準確對焦
[00:02:12.000 --> 00:02:17.000]  對於我們的信仰有什麼啟迪呢
[00:02:17.000 --> 00:02:22.000]  按照科學的記載
[00:02:22.000 --> 00:02:26.000]  主耶穌被釘於十字架
[00:02:26.000 --> 00:02:32.000]  當然這個消息對當時的門徒來說
[00:02:32.000 --> 00:02:34.000]  是非常大的打擊
[00:02:34.000 --> 00:02:41.000]  但耶穌也是按照聖經裡的應許復活了
[00:02:41.000 --> 00:02:50.000]  顯然陸陸續續被不同的群體見證了他的復活
[00:02:50.000 --> 00:02:57.000]  所以從年初我們開始講攝律行傳
[00:02:57.000 --> 00:03:00.000]  一直到第三章
[00:03:00.000 --> 00:03:02.000]  我們都見證到
[00:03:02.000 --> 00:03:10.000]  這個福音如何很開心地在信徒群體中傳揚
[00:03:10.000 --> 00:03:15.000]  甚至教會生活都非常滿足
[00:03:15.000 --> 00:03:20.000]  所以攝律行傳2章41節說
[00:03:20.000 --> 00:03:22.000]  因著聖靈的工作
[00:03:22.000 --> 00:03:25.000]  三千人信耶穌
[00:03:25.000 --> 00:03:31.000]  這些人信了之後就建立了很好的團契生活
[00:03:31.000 --> 00:03:35.000]  教會真美麗
[00:03:35.000 --> 00:03:44.000]  如果你是對於信仰有這樣的理解
[00:03:44.000 --> 00:03:47.000]  一定是一帆風順的話
[00:03:47.000 --> 00:03:51.000]  我想告訴你,你搞錯了
[00:03:51.000 --> 00:03:54.000]  作為一個教會
[00:03:54.000 --> 00:03:59.000]  如果我們努力擴展上帝的國
[00:03:59.000 --> 00:04:02.000]  沿途一定有麻煩
[00:04:02.000 --> 00:04:05.000]  或者對個人來說
[00:04:05.000 --> 00:04:08.000]  我們很想貼近上帝
[00:04:08.000 --> 00:04:11.000]  和耶穌走得更加近
[00:04:11.000 --> 00:04:17.000]  在我們的生命當中一定會有困難
[00:04:17.000 --> 00:04:21.000]  所以從第四章開始
[00:04:21.000 --> 00:04:28.000]  教會群體就開始嘗到Big Bang的滋味
[00:04:28.000 --> 00:04:31.000]  知道Big Bang是什麼
[00:04:31.000 --> 00:04:34.000]  但是正因為這樣
[00:04:34.000 --> 00:04:38.000]  我們才能夠透過這段經歷
[00:04:38.000 --> 00:04:45.000]  去學到在信仰上我們要準確聚焦
[00:04:45.000 --> 00:04:51.000]  我想先和大家讀一讀這段聖經的第一個大段
[00:04:51.000 --> 00:04:54.000]  第一至第十四節,預備起
[00:04:54.000 --> 00:04:57.000]  使徒對百姓說話的時候
[00:04:57.000 --> 00:05:00.000]  祭司們和守殿官並殺了該人
[00:05:00.000 --> 00:05:03.000]  忽然來了,因他們教訓百姓
[00:05:03.000 --> 00:05:08.000]  本著耶穌傳說死人復活就很煩惱
[00:05:08.000 --> 00:05:10.000]  於是下手拿著他們
[00:05:10.000 --> 00:05:15.000]  因為天已經晚了就把他們押到第二天
[00:05:15.000 --> 00:05:18.000]  但聽到之人有許多信的
[00:05:18.000 --> 00:05:21.000]  南丁數目約到五千
[00:05:21.000 --> 00:05:26.000]  第二天官府長老和文士在耶路撒冷聚會
[00:05:26.000 --> 00:05:30.000]  又有大祭司阿拿和該阿發
[00:05:30.000 --> 00:05:35.000]  約翰、亞歷山大並大祭司的親族都在那裡
[00:05:35.000 --> 00:05:39.000]  叫使徒站在當中就問他們說
[00:05:39.000 --> 00:05:43.000]  你們用什麼能力奉誰的名作者事呢?
[00:05:43.000 --> 00:05:47.000]  那時彼得被聖靈充滿對他們說
[00:05:47.000 --> 00:05:50.000]  自問的官府和長老說
[00:05:50.000 --> 00:05:55.000]  倘若今日因為在殘疾人身上所行的善事
[00:05:55.000 --> 00:05:59.000]  查問我們他是怎麼得了痊癒
[00:05:59.000 --> 00:06:03.000]  你們眾人和以色列百姓都當知道
[00:06:03.000 --> 00:06:06.000]  站在你們面前的這人得痊癒
[00:06:06.000 --> 00:06:09.000]  是因你們所釘十字架
[00:06:09.000 --> 00:06:14.000]  神叫他從死裡復活的拿撒勒人耶穌基督的名
[00:06:14.000 --> 00:06:17.000]  他是你們匠人所棄的石頭
[00:06:17.000 --> 00:06:20.000]  已成了防國的石塊石頭
[00:06:20.000 --> 00:06:25.000]  除他以外別無拯救因為在天下人間
[00:06:25.000 --> 00:06:29.000]  沒有次下別的名我們可以靠著得救
[00:06:29.000 --> 00:06:32.000]  他們見彼得約翰的膽量
[00:06:32.000 --> 00:06:37.000]  又看出他們原是沒有學問的小民就稀奇
[00:06:37.000 --> 00:06:40.000]  認明他們是跟過耶穌的
[00:06:40.000 --> 00:06:47.000]  又看見那自好了的人和他們一同站著就無話可說
[00:06:47.000 --> 00:06:53.000]  在經文上文就說到很多人悔改回轉
[00:06:53.000 --> 00:06:59.000]  然後彼得和約翰就奉耶穌的名
[00:06:59.000 --> 00:07:02.000]  就醫好了一個瘸腿的人
[00:07:02.000 --> 00:07:06.000]  不單止這樣其實最忌諱的是什麼呢
[00:07:06.000 --> 00:07:12.000]  上文三章十五節就記述彼得在他的宣講裡
[00:07:12.000 --> 00:07:16.000]  絕不含糊地說這番話
[00:07:16.000 --> 00:07:19.000]  你們殺了那生命的主
[00:07:19.000 --> 00:07:22.000]  神卻叫他從死裡復活了
[00:07:22.000 --> 00:07:26.000]  就是這個說法激怒了對方
[00:07:26.000 --> 00:07:29.000]  所謂正中死穴
[00:07:29.000 --> 00:07:34.000]  所以大家讀的第一至第三節就說
[00:07:34.000 --> 00:07:36.000]  司徒對百姓說話的時候
[00:07:36.000 --> 00:07:41.000]  祭司們和守殿官並殺到該人忽然來了
[00:07:41.000 --> 00:07:44.000]  因他們教訓百姓本著耶穌
[00:07:44.000 --> 00:07:47.000]  傳說死人復活就很煩惱
[00:07:47.000 --> 00:07:49.000]  於是下手拿住他們
[00:07:49.000 --> 00:07:53.000]  因為天已經晚了就把他們押到第二天
[00:07:53.000 --> 00:07:57.000]  黃色的字告訴你當時有三種人
[00:07:57.000 --> 00:08:00.000]  第一種就是祭司
[00:08:00.000 --> 00:08:02.000]  祭司很簡單
[00:08:02.000 --> 00:08:08.000]  就是那些在聖殿裡輪班來公職的人
[00:08:08.000 --> 00:08:10.000]  守殿官
[00:08:10.000 --> 00:08:15.000]  在聖殿裡他們的角色是總管
[00:08:15.000 --> 00:08:19.000]  負責監督和護衛聖殿的秩序
[00:08:19.000 --> 00:08:24.000]  因為守殿官這個字其實是單數的
[00:08:24.000 --> 00:08:28.000]  所以可能只有一個守殿官
[00:08:28.000 --> 00:08:33.000]  而他下面應該還有一群守殿員
[00:08:33.000 --> 00:08:39.000]  正正因為他這個角色只有一個
[00:08:39.000 --> 00:08:46.000]  似乎他的權勢僅僅低於大祭司一點
[00:08:46.000 --> 00:08:49.000]  第三,殺到該人
[00:08:49.000 --> 00:08:52.000]  殺到該人他們是主要第一世紀
[00:08:52.000 --> 00:08:56.000]  一群猶太教裡面的派別的人
[00:08:56.000 --> 00:08:59.000]  他們是來自權貴的階層
[00:08:59.000 --> 00:09:04.000]  並且和羅馬人的關係很好
[00:09:04.000 --> 00:09:08.000]  所以就成日恃勢凌人
[00:09:08.000 --> 00:09:13.000]  而這群人是不相信靈界的事
[00:09:13.000 --> 00:09:16.000]  所以有關於死人復活
[00:09:16.000 --> 00:09:19.000]  永生末後的審判等等
[00:09:19.000 --> 00:09:21.000]  通通都不相信
[00:09:21.000 --> 00:09:24.000]  當彼得和約翰
[00:09:24.000 --> 00:09:28.000]  他們說傳揚耶穌身上所發生的
[00:09:28.000 --> 00:09:31.000]  這是呂鎮忠的講法
[00:09:31.000 --> 00:09:34.000]  還有傳說死人復活的事
[00:09:34.000 --> 00:09:37.000]  令他們非常憤怒
[00:09:37.000 --> 00:09:39.000]  收到消息後
[00:09:39.000 --> 00:09:43.000]  就匆匆趕來這個地方
[00:09:43.000 --> 00:09:46.000]  要打斷他們的發言
[00:09:46.000 --> 00:09:50.000]  然後把他們扣押起來
