
[00:00:00.000 --> 00:00:01.640]  好,大千倍早晨
[00:00:01.640 --> 00:00:05.000]  讓我們在開始聆聽主導以先
[00:00:05.000 --> 00:00:08.080]  讓我們先同心一起低頭再次禱告
[00:00:08.080 --> 00:00:10.040]  仰望主我們的神
[00:00:10.040 --> 00:00:11.440]  讓我們依次祈禱大家
[00:00:11.440 --> 00:00:16.000]  心懷天父,多謝祢
[00:00:16.000 --> 00:00:18.040]  讓我們能夠再次回來
[00:00:18.040 --> 00:00:20.800]  在主祢的聖殿當中
[00:00:20.800 --> 00:00:23.600]  同心在主祢的面前仰望
[00:00:23.600 --> 00:00:28.160]  求主,祢的聖靈幫助我們
[00:00:28.160 --> 00:00:31.320]  讓我們的敬拜不是徒然
[00:00:31.320 --> 00:00:33.400]  而是真的在當中
[00:00:33.400 --> 00:00:38.040]  可以與主祢有一個再次交心認識的機會
[00:00:38.040 --> 00:00:44.400]  讓祢的說話成為我們明白主祢的屬性的一個媒介
[00:00:44.400 --> 00:00:48.640]  讓我們也能夠從祢的說話當中知取力量
[00:00:48.640 --> 00:00:52.240]  明白主祢如何在這個地上
[00:00:52.240 --> 00:00:54.040]  讓每一個屬主祢的人
[00:00:54.040 --> 00:01:00.600]  真的能夠作成我們應該屬於主祢的子民應有的身份
[00:01:00.600 --> 00:01:01.840]  求祢的幫助
[00:01:01.840 --> 00:01:04.720]  讓我們在聆聽主導的過程當中
[00:01:04.720 --> 00:01:08.200]  能夠準確地領受當中的教訓
[00:01:08.200 --> 00:01:10.640]  並且能夠有智慧
[00:01:10.640 --> 00:01:13.360]  如何學會在未來的日子當中
[00:01:13.360 --> 00:01:19.680]  去發揮我們屬神祢的子民應有的慶幸
[00:01:19.680 --> 00:01:20.960]  求祢的幫助
[00:01:20.960 --> 00:01:25.000]  我們同心的禱告奉靠主耶穌基督德性的名字
[00:01:25.000 --> 00:01:27.400]  阿們
[00:01:27.400 --> 00:01:31.960]  在三十多年前
[00:01:31.960 --> 00:01:33.240]  不要說多少年前
[00:01:33.240 --> 00:01:37.840]  當時我在加拿大進了主院不久之後
[00:01:37.840 --> 00:01:43.560]  有個機會回到我自己的香港
[00:01:43.560 --> 00:01:47.640]  見一見我自己一班的朋友
[00:01:47.640 --> 00:01:53.240]  然後才開展我的大學學習的時間
[00:01:53.240 --> 00:01:55.200]  當我回到香港的時候
[00:01:55.200 --> 00:01:57.280]  就見到一班的朋友
[00:01:57.280 --> 00:01:59.240]  大家見到面就很興奮
[00:01:59.240 --> 00:02:02.440]  不要見了差不多大半年了
[00:02:02.440 --> 00:02:06.200]  見到你現在準備去預備升學
[00:02:06.200 --> 00:02:07.920]  真的很開心
[00:02:07.920 --> 00:02:10.920]  不如你講講過去半年你發生了什麼事情
[00:02:10.920 --> 00:02:16.400]  很想我們都能夠在過程當中去明白到
[00:02:16.400 --> 00:02:20.800]  究竟你在加拿大短短半年的生活中
[00:02:20.800 --> 00:02:22.520]  有什麼經驗和學習
[00:02:22.520 --> 00:02:25.120]  我就跟他們分享一件事
[00:02:25.120 --> 00:02:28.760]  在短短半年的過程當中
[00:02:28.760 --> 00:02:34.040]  我就認識了我們所相信的創造的主
[00:02:34.040 --> 00:02:35.840]  藉著耶穌基督的拯救
[00:02:35.840 --> 00:02:38.240]  我相信了耶穌
[00:02:38.240 --> 00:02:41.240]  我跟他的朋友其實都很熟的
[00:02:41.240 --> 00:02:46.520]  有很多時候都一起出來交談
[00:02:46.520 --> 00:02:50.400]  一起吃飯、聊天
[00:02:50.400 --> 00:02:52.440]  因為我的朋友比較老套
[00:02:52.440 --> 00:02:55.560]  所以通常就聊一些比較深入的問題
[00:02:55.560 --> 00:02:59.120]  當我分享到這一件經歷的時候
[00:02:59.120 --> 00:03:02.400]  我的朋友第一個很熟悉的
[00:03:02.400 --> 00:03:04.240]  就跟我有一個這樣的反應
[00:03:04.240 --> 00:03:06.480]  他很自然的作出了一個反應
[00:03:06.480 --> 00:03:08.360]  他說信耶穌
[00:03:08.360 --> 00:03:11.880]  信了耶穌你就真的要有很長一段時間了
[00:03:11.880 --> 00:03:15.880]  有很多規矩要慢慢遵守
[00:03:15.880 --> 00:03:17.720]  而且在往後的日子
[00:03:17.720 --> 00:03:22.160]  有很多事情你都不能做了
[00:03:22.160 --> 00:03:24.320]  我就沒有再問他
[00:03:24.320 --> 00:03:28.120]  有什麼事情我可以在信了耶穌之後不能做
[00:03:28.120 --> 00:03:32.480]  不過似乎在很多人的心中
[00:03:32.480 --> 00:03:35.760]  信耶穌是一個捆綁
[00:03:35.760 --> 00:03:38.480]  他覺得信了耶穌之後
[00:03:38.480 --> 00:03:40.400]  有很多事情不能做
[00:03:40.400 --> 00:03:41.520]  究竟什麼事情不能做呢?
[00:03:41.520 --> 00:03:45.400]  我相信好事是不能做的
[00:03:45.400 --> 00:03:51.160]  通常我想指的是一些灰色地帶的事情
[00:03:51.160 --> 00:03:54.160]  或者甚至可能有些過界的事情
[00:03:54.160 --> 00:03:55.400]  你未必可以做得到
[00:03:55.400 --> 00:03:58.640]  尤其是他們會明白到
[00:03:58.640 --> 00:04:00.360]  在這個世界上
[00:04:00.360 --> 00:04:02.280]  充滿罪惡的世界
[00:04:02.280 --> 00:04:03.960]  人怎麼會不犯罪
[00:04:03.960 --> 00:04:05.520]  人怎麼會不說謊
[00:04:05.520 --> 00:04:10.000]  人怎麼會做得這麼純潔呢?
[00:04:10.000 --> 00:04:14.400]  如果你要真的守住信耶穌的身份的話
[00:04:14.400 --> 00:04:21.160]  你就預料到很多事情沒有你的份
[00:04:21.160 --> 00:04:23.640]  沒有你的份可以參與
[00:04:23.640 --> 00:04:25.760]  升官發財那些
[00:04:25.760 --> 00:04:30.400]  可能排到你最後才考慮到你
[00:04:30.400 --> 00:04:32.400]  經過了三十多年的日子
[00:04:32.400 --> 00:04:37.080]  經過了三十多年信主的日子之後
[00:04:37.080 --> 00:04:40.000]  到底我會不會覺得真的有很多事情
[00:04:40.000 --> 00:04:41.600]  因為我信了耶穌之後
[00:04:41.600 --> 00:04:44.520]  是掣肘叢叢的呢?
[00:04:44.520 --> 00:04:47.680]  很多事情不能做的呢?
[00:04:47.680 --> 00:04:50.120]  在今天我相信
[00:04:50.120 --> 00:04:52.560]  透過今天我們所看的這段經文
[00:04:52.560 --> 00:04:57.040]  其實是一個很好的反思的機會
[00:04:57.040 --> 00:04:58.400]  因為今天我們會看到
[00:04:58.400 --> 00:04:59.880]  聖經裡面有一個人物
[00:04:59.880 --> 00:05:03.000]  他的名字叫做「馬太」
[00:05:03.000 --> 00:05:05.320]  你一聽到「馬太」
[00:05:05.320 --> 00:05:07.800]  這個人我們真的需要去了解一下
[00:05:07.800 --> 00:05:11.120]  因為他正正就是我們正在看的福音書
[00:05:11.120 --> 00:05:13.720]  《馬太福音》的作者
[00:05:13.720 --> 00:05:17.400]  或者我們說是一個記錄者
[00:05:17.400 --> 00:05:20.400]  他是親自去記錄
[00:05:20.400 --> 00:05:24.880]  有關於他自己信主的過程
[00:05:24.880 --> 00:05:28.520]  今天我們希望藉著馬太
[00:05:28.520 --> 00:05:31.280]  看回他寫《馬太福音》的裡面
[00:05:31.280 --> 00:05:36.120]  談論他信主的過程及相關的事情
[00:05:36.120 --> 00:05:38.040]  讓我們去看一下
[00:05:38.040 --> 00:05:43.640]  究竟他怎樣透過主耶穌基督的對他的連述
[00:05:43.640 --> 00:05:45.880]  而全面展示出
[00:05:45.880 --> 00:05:50.320]  馬太他自己是一個怎樣的靈性的人
[00:05:50.320 --> 00:05:52.880]  我相信這個題目
[00:05:52.880 --> 00:05:55.320]  也都成為了很多我們每一個基督徒
[00:05:55.320 --> 00:05:59.280]  應該去進行的一個反思
[00:05:59.280 --> 00:06:02.440]  或許透過這段聖經的介紹
[00:06:02.440 --> 00:06:04.200]  同時帶回我們每一個
[00:06:04.200 --> 00:06:07.280]  去看回我們自己的信主過程
[00:06:07.280 --> 00:06:11.240]  然後再重新準確去找回
[00:06:11.240 --> 00:06:13.480]  我們蒙主呼召之後的
[00:06:13.480 --> 00:06:15.320]  往後的角色是什麼
[00:06:15.320 --> 00:06:17.320]  所以今天跟大家一起的思想
[00:06:17.320 --> 00:06:19.520]  這段講到的題目就是
[00:06:19.520 --> 00:06:23.760]  被主呼召後的往後角色
[00:06:23.760 --> 00:06:28.400]  The role as a being-called disciple
[00:06:28.400 --> 00:06:30.720]  今天這段經文不是很長
[00:06:30.720 --> 00:06:32.960]  但是一篇見證
[00:06:32.960 --> 00:06:35.440]  我們基督徒很喜歡聽見證
[00:06:35.440 --> 00:06:38.200]  我們就不妨再去看一下這段聖經
[00:06:38.200 --> 00:06:41.200]  究竟它裡面的內容是說些什麼
[00:06:41.200 --> 00:06:42.800]  我們不如再打開
[00:06:42.800 --> 00:06:45.320]  《馬太福音》第九章
[00:06:45.320 --> 00:06:47.600]  第九節至到第十三節
[00:06:47.600 --> 00:06:49.560]  我們再讀多一次好不好
[00:06:49.560 --> 00:06:50.880]  不是很長而已
[00:06:50.880 --> 00:06:55.560]  看一下這篇所謂蒙召得救見證
[00:06:55.560 --> 00:06:59.320]  以及一個得救蒙呼召的人
[00:06:59.320 --> 00:07:01.960]  他往後他的表現是怎麼樣的
[00:07:01.960 --> 00:07:02.480]  好不好
[00:07:02.480 --> 00:07:04.640]  我們一起找到的時候
[00:07:04.640 --> 00:07:06.920]  再次一起打開這段經文
[00:07:06.920 --> 00:07:11.600]  我找回我的大字版的聖經版本
[00:07:11.600 --> 00:07:12.240]  OK
[00:07:12.240 --> 00:07:15.120]  找到之後我們一起讀
[00:07:15.120 --> 00:07:19.920]  耶穌從那裡往前走
[00:07:19.920 --> 00:07:23.520]  看見一個人名叫馬太
[00:07:23.520 --> 00:07:26.080]  坐在碎棺上
[00:07:26.080 --> 00:07:27.760]  就對他說
[00:07:27.760 --> 00:07:29.600]  你跟從我來
[00:07:29.600 --> 00:07:33.320]  他就起來跟從了耶穌
[00:07:33.320 --> 00:07:36.680]  耶穌在屋裡坐席的時候
[00:07:36.680 --> 00:07:39.840]  有好些瑞利和罪人來
[00:07:39.840 --> 00:07:43.680]  與耶穌和他的門徒一同坐席
[00:07:43.680 --> 00:07:45.840]  法利塞人看見
[00:07:45.840 --> 00:07:48.280]  就對耶穌的門徒說
[00:07:48.280 --> 00:07:52.440]  你們的先生為什麼和瑞利病罪人
