
[00:00:00.000 --> 00:00:02.880]  還有幾天就是聖誕節
[00:00:02.880 --> 00:00:06.360]  今年大家有沒有去看燈飾
[00:00:06.360 --> 00:00:08.360]  聖誕的燈飾
[00:00:08.360 --> 00:00:13.560]  我發覺這個世代有一個挺有趣的現象
[00:00:13.560 --> 00:00:18.280]  就是很多東西都可以作爲聖誕節的主角
[00:00:18.280 --> 00:00:21.400]  除了耶穌之外
[00:00:21.400 --> 00:00:28.200]  好像聖誕老人 綠車 雪人這些都不在話下
[00:00:28.200 --> 00:00:31.480]  還有米奇老鼠
[00:00:31.480 --> 00:00:35.320]  今年還有黃鴨仔
[00:00:35.320 --> 00:00:37.800]  我怎麼想都想不通
[00:00:37.800 --> 00:00:43.440]  爲什麼黃鴨仔和聖誕節有什麼關係
[00:00:43.440 --> 00:00:45.800]  每件事都有
[00:00:45.800 --> 00:00:50.640]  總是不見了聖誕節真正的主角
[00:00:50.640 --> 00:00:53.120]  主耶穌
[00:00:53.120 --> 00:00:56.680]  主耶穌當然是聖誕節的主角
[00:00:56.680 --> 00:01:00.480]  但在聖嬰降臨的整個過程中
[00:01:00.480 --> 00:01:03.440]  有一個人物是不可缺少的
[00:01:03.440 --> 00:01:09.240]  而這個人物很多時候連基督徒都會忽略了
[00:01:09.240 --> 00:01:15.040]  這個人就是耶穌在地上的父親約瑟
[00:01:15.040 --> 00:01:17.600]  大多數人說起約瑟
[00:01:17.600 --> 00:01:21.840]  可能只想到《創世紀》裏面的約瑟
[00:01:21.840 --> 00:01:23.840]  有件綵衣的約瑟
[00:01:23.840 --> 00:01:29.000]  被他的哥哥賣到埃及做奴隸的約瑟
[00:01:29.000 --> 00:01:33.120]  很少人會想起耶穌的父親約瑟
[00:01:33.120 --> 00:01:35.440]  說起聖嬰降臨
[00:01:35.440 --> 00:01:40.600]  人只會想到聖母瑪利亞
[00:01:40.600 --> 00:01:44.240]  或者是布加音的天使
[00:01:44.240 --> 00:01:46.360]  在野地的牧羊人
[00:01:46.360 --> 00:01:49.080]  也很少會想起約瑟
[00:01:49.080 --> 00:01:53.800]  約瑟從來都是被人遺忘的一位
[00:01:53.800 --> 00:01:56.480]  他之所以被忽略
[00:01:56.480 --> 00:02:03.280]  其中一個原因是聖經關於他的描述比較少
[00:02:03.280 --> 00:02:08.640]  耶穌是由聖靈感應而生的
[00:02:08.640 --> 00:02:11.920]  所以耶穌真正的父親是天上的父神
[00:02:11.920 --> 00:02:15.720]  約瑟只是地上的代父
[00:02:15.720 --> 00:02:20.440]  聖靈感應固然是整件事的焦點
[00:02:20.440 --> 00:02:24.920]  但是耶穌在地上降生
[00:02:24.920 --> 00:02:28.800]  地上的父親是一個怎樣的父親呢?
[00:02:28.800 --> 00:02:31.040]  他又怎樣教養耶穌呢?
[00:02:31.040 --> 00:02:32.360]  其實這也是很重要的
[00:02:32.360 --> 00:02:35.640]  今天我想和大家一起去看看
[00:02:35.640 --> 00:02:37.800]  約瑟到底是一個怎樣的人
[00:02:37.800 --> 00:02:41.440]  從他的身上我們又可以怎樣去認識
[00:02:41.440 --> 00:02:46.240]  我們這位創造天地的父神
[00:02:46.240 --> 00:02:53.840]  我們首先看看剛纔的經文描述約瑟的不是很多
[00:02:53.840 --> 00:03:00.440]  當中有一句在十九節我們一起讀
[00:03:00.440 --> 00:03:03.960]  「他丈夫約瑟是個異人
[00:03:03.960 --> 00:03:06.960]  不願意明明地羞辱他
[00:03:06.960 --> 00:03:09.880]  想要暗暗地把他休了」
[00:03:09.880 --> 00:03:12.480]  「他」是指瑪利亞
[00:03:12.480 --> 00:03:16.880]  這裏介紹約瑟是一個異人
[00:03:16.880 --> 00:03:21.320]  聖經裏面所出現的異人
[00:03:21.320 --> 00:03:25.680]  通常意思是一個跟隨神的人
[00:03:25.680 --> 00:03:28.640]  一個在行事爲人上
[00:03:28.640 --> 00:03:37.000]  都願意跟隨神的旨意和教訓來遵守的人
[00:03:37.000 --> 00:03:40.680]  這裏我們看到約瑟被稱爲異人
[00:03:40.680 --> 00:03:43.200]  到底他的行事爲人
[00:03:43.200 --> 00:03:50.520]  又怎樣能夠反映出他遵循上帝的心意呢?
[00:03:50.520 --> 00:03:54.720]  這裏說到他不願意明明地羞辱瑪利亞
[00:03:54.720 --> 00:03:57.600]  想要暗暗地把他休了
[00:03:57.600 --> 00:04:01.800]  其實當時約瑟和瑪利亞已經訂婚了
[00:04:01.800 --> 00:04:04.280]  不過還未過門
[00:04:04.280 --> 00:04:07.280]  但是按照律法的規定
[00:04:07.280 --> 00:04:09.280]  一個未過門的未婚妻
[00:04:09.280 --> 00:04:11.280]  如果發現她有不徵
[00:04:11.280 --> 00:04:12.760]  她也是犯了姦淫
[00:04:12.760 --> 00:04:14.760]  按照律法的要求
[00:04:14.760 --> 00:04:17.840]  可以用石頭打死她
[00:04:17.840 --> 00:04:18.840]  換句話說
[00:04:18.840 --> 00:04:24.040]  當時如果約瑟不想娶未婚妻
[00:04:24.040 --> 00:04:25.280]  他有兩個選擇
[00:04:25.280 --> 00:04:26.160]  第一
[00:04:26.160 --> 00:04:28.160]  公開這件事
[00:04:28.160 --> 00:04:34.120]  按照律法的說法
[00:04:34.120 --> 00:04:37.720]  用石頭把她打死
[00:04:37.720 --> 00:04:39.960]  另一個選擇
[00:04:39.960 --> 00:04:41.960]  就像這裏說的
[00:04:41.960 --> 00:04:44.360]  暗暗地把她休了
[00:04:44.360 --> 00:04:48.160]  暗暗地把婚約解除
[00:04:48.160 --> 00:04:50.160]  無論他做哪個選擇
[00:04:50.160 --> 00:04:54.480]  他也無需娶未婚妻
[00:04:54.480 --> 00:05:01.840]  當時約瑟正在考慮用第二個方法處理
[00:05:01.840 --> 00:05:07.720]  他這樣做是想固存瑪麗亞的面子
[00:05:07.720 --> 00:05:10.480]  不想羞辱她
[00:05:10.480 --> 00:05:12.480]  其實他這樣做也很難得
[00:05:12.480 --> 00:05:14.480]  你想想一個男人
[00:05:14.480 --> 00:05:16.960]  未過門的未婚妻
[00:05:16.960 --> 00:05:18.560]  已經被綠帽子戴了
[00:05:18.560 --> 00:05:20.560]  這件事如果傳開了
[00:05:20.560 --> 00:05:23.840]  不僅對瑪麗亞不好
[00:05:23.840 --> 00:05:25.840]  對約瑟來說
[00:05:25.840 --> 00:05:27.840]  也是沒有面子的
[00:05:27.840 --> 00:05:32.840]  約瑟不僅沒有懷恨在心
[00:05:32.840 --> 00:05:34.840]  存心報復
[00:05:34.840 --> 00:05:39.840]  而且還處處爲瑪麗亞着想
[00:05:39.840 --> 00:05:43.840]  固存她的面子
[00:05:43.840 --> 00:05:45.840]  而且我們看到
[00:05:45.840 --> 00:05:49.840]  約瑟在天使和他說話之前
[00:05:49.840 --> 00:05:51.840]  他已經準備這樣做
[00:05:51.840 --> 00:05:53.840]  不是天使吩咐他
[00:05:53.840 --> 00:05:55.840]  他才這樣做
[00:05:55.840 --> 00:06:00.840]  他是一個能夠固存
[00:06:00.840 --> 00:06:02.840]  很有人情世故
[00:06:02.840 --> 00:06:05.840]  在人情世故上做得很好的人
[00:06:05.840 --> 00:06:08.840]  他不僅對人好
[00:06:08.840 --> 00:06:12.840]  他和神的關係也恰如其分
[00:06:12.840 --> 00:06:15.840]  我們一起讀這段經文
[00:06:15.840 --> 00:06:20.840]  滿了白天就給孩子行割禮
[00:06:20.840 --> 00:06:22.840]  與他起名叫耶穌
[00:06:22.840 --> 00:06:25.840]  這就是沒有成胎以前
[00:06:25.840 --> 00:06:27.840]  天使所起的名
[00:06:27.840 --> 00:06:31.840]  按摩西律法滿了結證的日子
[00:06:31.840 --> 00:06:35.840]  他們帶着孩子上耶路撒冷去
[00:06:35.840 --> 00:06:37.840]  要把他獻與主
[00:06:37.840 --> 00:06:40.840]  正如主的律法上所記
[00:06:40.840 --> 00:06:44.840]  凡投生的男子必稱姓歸主
[00:06:44.840 --> 00:06:48.840]  又要照主的律法上所說
[00:06:48.840 --> 00:06:50.840]  或用一對斑溝
[00:06:50.840 --> 00:06:53.840]  或用兩隻搓甲獻祭
[00:06:53.840 --> 00:06:55.840]  在這段經文的這幾節中
[00:06:55.840 --> 00:06:58.840]  摩西律法這個字
[00:06:58.840 --> 00:07:00.840]  或者律法
[00:07:00.840 --> 00:07:03.840]  一共出現了三次
[00:07:03.840 --> 00:07:05.840]  顯示到這個藥室
[00:07:05.840 --> 00:07:09.840]  是照着律法的規矩來做的
[00:07:09.840 --> 00:07:12.840]  按照律法的吩咐
[00:07:12.840 --> 00:07:15.840]  在耶穌出生第八天
[00:07:15.840 --> 00:07:19.840]  幫他施行割禮
