
[00:00:00.000 --> 00:00:03.100]  主啊,求祢親自跟我們說話
[00:00:03.100 --> 00:00:06.300]  祢應許祢的兒女、祢的子民
[00:00:06.300 --> 00:00:09.300]  蒙祢愛的揀選
[00:00:09.300 --> 00:00:13.300]  祢親自將我們選取得著上好的福分
[00:00:13.300 --> 00:00:15.300]  能夠成為祢的兒女
[00:00:15.300 --> 00:00:18.300]  能夠承受天國榮耀的福分
[00:00:18.300 --> 00:00:20.300]  求祢親自臨在
[00:00:20.300 --> 00:00:24.000]  祢親自大大彰顯祢的愛在我們當中
[00:00:24.000 --> 00:00:26.000]  讓我們親近祢
[00:00:26.000 --> 00:00:29.000]  讓我們能夠經歷祢更多的愛
[00:00:29.000 --> 00:00:31.000]  主啊,我們感謝祢、讚美祢
[00:00:31.000 --> 00:00:34.000]  誰聽祂禱告,奉耶穌基督得聖名字
[00:00:34.000 --> 00:00:35.000]  祈求,Amen
[00:00:35.000 --> 00:00:36.000]  請坐
[00:00:36.000 --> 00:00:38.000]  剛才我說
[00:00:38.000 --> 00:00:41.000]  羅馬書上半場非常精彩
[00:00:41.000 --> 00:00:43.000]  去到第八章的結尾
[00:00:43.000 --> 00:00:47.000]  我們先開始讀幾節結尾的經文
[00:00:47.000 --> 00:00:49.000]  35節,然後37至39節
[00:00:49.000 --> 00:00:51.000]  我們一起讀吧
[00:00:51.000 --> 00:00:54.000]  誰能使我們與基督的愛隔絕呢?
[00:00:54.000 --> 00:00:57.000]  難道是患難嗎?是困苦嗎?
[00:00:57.000 --> 00:00:59.000]  是逼迫嗎?是飢餓嗎?
[00:00:59.000 --> 00:01:01.000]  是赤身怒體嗎?
[00:01:01.000 --> 00:01:03.000]  是危險嗎?是刀劍嗎?
[00:01:03.000 --> 00:01:06.000]  然而靠著愛我們的主
[00:01:06.000 --> 00:01:10.000]  在這一切的事上已經得勝有餘了
[00:01:10.000 --> 00:01:13.000]  因為我深信無論是死是生
[00:01:13.000 --> 00:01:17.000]  是天使、是掌權的、是有能的
[00:01:17.000 --> 00:01:20.000]  是現在的事、是將來的事
[00:01:20.000 --> 00:01:24.000]  是高處的、是低處的、是別的受造之物
[00:01:24.000 --> 00:01:27.000]  都不能叫我們與神的愛隔絕
[00:01:27.000 --> 00:01:31.000]  這愛是在我們的主基督耶穌裡的
[00:01:31.000 --> 00:01:34.000]  一個很高峰、很精彩的
[00:01:34.000 --> 00:01:37.000]  關於恩順、清義的一個重要的訊息
[00:01:37.000 --> 00:01:41.000]  有什麼能使我們與神的愛隔絕呢?
[00:01:41.000 --> 00:01:42.000]  保羅說
[00:01:42.000 --> 00:01:44.000]  然而靠著愛我們的主
[00:01:44.000 --> 00:01:46.000]  我們在這一切
[00:01:46.000 --> 00:01:47.000]  一切即是所有
[00:01:47.000 --> 00:01:49.000]  我們都得勝有餘
[00:01:49.000 --> 00:01:51.000]  然後他說了一系列很多不同的東西
[00:01:51.000 --> 00:01:56.000]  都不能夠叫我們與神的愛隔絕
[00:01:56.000 --> 00:02:01.000]  一個很精彩、恩順、清義的上半場結束
[00:02:01.000 --> 00:02:02.000]  然後開始下半場
[00:02:02.000 --> 00:02:04.000]  有聖經學者我們都會覺得
[00:02:04.000 --> 00:02:08.000]  當我們一跳到第十二章去看
[00:02:08.000 --> 00:02:11.000]  中間九至十一章我們先不看
[00:02:11.000 --> 00:02:12.000]  去到第十二章
[00:02:12.000 --> 00:02:13.000]  一開始他說
[00:02:13.000 --> 00:02:16.000]  所以弟兄們,我以神的慈悲勸你們
[00:02:16.000 --> 00:02:19.000]  將身體獻上,當作活祭
[00:02:19.000 --> 00:02:21.000]  聖潔的是神所氣悅的
[00:02:21.000 --> 00:02:24.000]  你們如此侍奉乃是理所當然的
[00:02:24.000 --> 00:02:26.000]  其實非常順暢
[00:02:26.000 --> 00:02:28.000]  因為說完了,去到高峰了
[00:02:28.000 --> 00:02:29.000]  接著就呼跳
[00:02:29.000 --> 00:02:31.000]  接著人們就出來毀身
[00:02:31.000 --> 00:02:33.000]  多麼美滿
[00:02:33.000 --> 00:02:37.000]  我們去看的鋪排應該是這樣
[00:02:37.000 --> 00:02:39.000]  但是在保羅當時的環境
[00:02:39.000 --> 00:02:43.000]  他在當中加插了第九章到第十一章
[00:02:43.000 --> 00:02:46.000]  他去說關於他自己
[00:02:46.000 --> 00:02:48.000]  他仍然沒有忘記他自己
[00:02:48.000 --> 00:02:50.000]  因為因順稱義
[00:02:50.000 --> 00:02:53.000]  當初他去蒙夫照
[00:02:53.000 --> 00:02:56.000]  然後去到三次宣教旅程
[00:02:56.000 --> 00:02:59.000]  他向很多外邦人去傳福音
[00:02:59.000 --> 00:03:02.000]  於是甚至乎他稱為外邦人的信徒
[00:03:02.000 --> 00:03:04.000]  但是慢慢他的同胞
[00:03:04.000 --> 00:03:06.000]  他的猶太人的同胞
[00:03:06.000 --> 00:03:08.000]  就開始問保羅
[00:03:08.000 --> 00:03:10.000]  你究竟是不是忘記了
[00:03:10.000 --> 00:03:13.000]  你自己是一個猶太人的身份
[00:03:13.000 --> 00:03:17.000]  你是不是忘記了我們一班的同胞
[00:03:17.000 --> 00:03:19.000]  保羅在這裡說
[00:03:19.000 --> 00:03:21.000]  他沒有忘懷
[00:03:21.000 --> 00:03:23.000]  直到他透過第九章到十一章
[00:03:23.000 --> 00:03:25.000]  他親自和一班猶太人去說
[00:03:25.000 --> 00:03:28.000]  他沒有忘記同胞猶太人的不信
[00:03:28.000 --> 00:03:32.000]  耶穌當他開始的時候
[00:03:32.000 --> 00:03:33.000]  羅馬書第一章
[00:03:33.000 --> 00:03:37.000]  他曾經說過
[00:03:37.000 --> 00:03:39.000]  這福音本是神的大能
[00:03:39.000 --> 00:03:41.000]  要救一切相信的人
[00:03:41.000 --> 00:03:44.000]  先是猶太人後是希利利人
[00:03:44.000 --> 00:03:46.000]  所以福音的啟齒
[00:03:46.000 --> 00:03:48.000]  是要先去轉化猶太人
[00:03:48.000 --> 00:03:50.000]  再去轉化希利利人
[00:03:50.000 --> 00:03:53.000]  但是當現在猶太人他們的不信
[00:03:53.000 --> 00:03:55.000]  他們因此不能夠得救
[00:03:55.000 --> 00:03:57.000]  是不是因著這樣
[00:03:57.000 --> 00:04:00.000]  神的救贖繩的計劃就拖垮了呢
[00:04:00.000 --> 00:04:01.000]  就失敗了呢
[00:04:01.000 --> 00:04:03.000]  保羅在這裡我們可以看到
[00:04:03.000 --> 00:04:05.000]  他由第九章和第十二章中間
[00:04:05.000 --> 00:04:08.000]  第八章和第十二章中間
[00:04:08.000 --> 00:04:10.000]  加插了這三章的經文
[00:04:10.000 --> 00:04:11.000]  他是要肯定
[00:04:11.000 --> 00:04:13.000]  神沒有背棄他的子民
[00:04:13.000 --> 00:04:16.000]  他的應許 神的應許從來都沒有落空
[00:04:16.000 --> 00:04:18.000]  而在神和人的納約的關係裡
[00:04:18.000 --> 00:04:22.000]  違約的是人 並不是神
[00:04:22.000 --> 00:04:25.000]  因為神從來都是那位守約斯慈愛的神
[00:04:25.000 --> 00:04:27.000]  所以從九章到第十一章
[00:04:27.000 --> 00:04:31.000]  保羅一方面他很懇切地表達自己
[00:04:31.000 --> 00:04:33.000]  因為他對一班猶太人
[00:04:33.000 --> 00:04:34.000]  保羅是一個很理性的人
[00:04:34.000 --> 00:04:36.000]  但我們可以看到第九章一開始的時候
[00:04:36.000 --> 00:04:38.000]  我們等一下會讀經文
[00:04:38.000 --> 00:04:41.000]  他會首先開始用一個情感的表達
[00:04:41.000 --> 00:04:44.000]  去表達他對猶太人的種族的愛
[00:04:44.000 --> 00:04:47.000]  但他同時也要以自己
[00:04:47.000 --> 00:04:49.000]  是一個猶太人的身份
[00:04:49.000 --> 00:04:52.000]  向一班同胞去表明
[00:04:52.000 --> 00:04:54.000]  神雖然揀選了他們
[00:04:54.000 --> 00:04:57.000]  但他們要接受神的揀選
[00:04:57.000 --> 00:05:00.000]  應許和主權都在神裡面
[00:05:00.000 --> 00:05:04.000]  並不是因為他是因著他們的遺傳
[00:05:04.000 --> 00:05:06.000]  或者是因為有任何的仁義
[00:05:06.000 --> 00:05:09.000]  或者因為他們自己有什麼好的行為
[00:05:09.000 --> 00:05:12.000]  或者好的德行而能夠承受這個救恩
[00:05:12.000 --> 00:05:14.000]  就是保羅很重要
[00:05:14.000 --> 00:05:16.000]  他因為神愛世人
[00:05:16.000 --> 00:05:19.000]  他不單止奉命去做愛邦人的使徒
[00:05:19.000 --> 00:05:21.000]  他仍然都很愛他自己的同胞
[00:05:21.000 --> 00:05:23.000]  他一班的猶太人
[00:05:23.000 --> 00:05:24.000]  我們一起讀
[00:05:24.000 --> 00:05:25.000]  開始的時候
[00:05:25.000 --> 00:05:29.000]  今天我們要分享的是九章的一至十三節
[00:05:29.000 --> 00:05:31.000]  而在未來的八月和九月的時候
[00:05:31.000 --> 00:05:33.000]  我們將會不同的講完
[00:05:33.000 --> 00:05:36.000]  一路我和大家一起去行走
[00:05:36.000 --> 00:05:38.000]  第九章到第十一章
[00:05:38.000 --> 00:05:41.000]  所以大家接下來的每個星期都要坐穩
[00:05:41.000 --> 00:05:43.000]  因為不容易明白
[00:05:43.000 --> 00:05:44.000]  不容易理解
[00:05:44.000 --> 00:05:47.000]  但我們就在神裡面盡力的
[00:05:47.000 --> 00:05:48.000]  講的盡力講
[00:05:48.000 --> 00:05:49.000]  聽的盡力聽
[00:05:49.000 --> 00:05:50.000]  Amen
[00:05:50.000 --> 00:05:53.000]  我們一起先去讀這段經文
[00:05:53.000 --> 00:05:55.000]  經文可以分為三段
[00:05:55.000 --> 00:05:56.000]  一至十三節
[00:05:56.000 --> 00:05:58.000]  我們先讀一至五節請會眾讀出
[00:05:58.000 --> 00:06:01.000]  然後由我讀第六至第九節
[00:06:01.000 --> 00:06:03.000]  然後我們再一起讀第十至十三節
[00:06:03.000 --> 00:06:05.000]  請大家先開始一起讀
[00:06:08.000 --> 00:06:10.000]  (唸經)
[00:06:39.000 --> 00:06:41.000]  (唸經)
[00:07:09.000 --> 00:07:11.000]  (唸經)
[00:07:38.000 --> 00:07:40.000]  (唸經)
[00:07:40.000 --> 00:07:42.000]  (唸經)
[00:07:42.000 --> 00:07:44.000]  (唸經)
[00:07:44.000 --> 00:07:46.000]  (唸經)
[00:07:46.000 --> 00:07:48.000]  (唸經)
[00:07:48.000 --> 00:07:50.000]  我們剛才分了三段
[00:07:50.000 --> 00:07:52.000]  我們先看第一節至第五節
