
[00:00:00.000 --> 00:00:02.000]  業務早晨
[00:00:02.000 --> 00:00:04.000]  今日想同大家分享一個題目
[00:00:04.000 --> 00:00:06.000]  叫做「同情共感的人」
[00:00:06.000 --> 00:00:08.000]  我使用的聖經是
[00:00:08.000 --> 00:00:11.000]  《約翰福音》十一章二十八至三十六節
[00:00:11.000 --> 00:00:13.000]  你可以翻開或者
[00:00:13.000 --> 00:00:15.000]  稍後看我的powerpoint也有
[00:00:15.000 --> 00:00:18.000]  俗語有句說話是這樣說的
[00:00:18.000 --> 00:00:23.000]  「男兒有淚不輕彈,只是未做傷心處」
[00:00:23.000 --> 00:00:25.000]  相信大家都很認同的
[00:00:25.000 --> 00:00:28.000]  男人都不是容易流眼淚的
[00:00:28.000 --> 00:00:30.000]  如果真的是流眼淚
[00:00:30.000 --> 00:00:35.000]  一定是在很傷痛的情況下才會流眼淚
[00:00:35.000 --> 00:00:37.000]  但這句說話我覺得女性是一樣的
[00:00:37.000 --> 00:00:40.000]  女性流眼淚的時候都是傷心處
[00:00:40.000 --> 00:00:42.000]  才會流出來的
[00:00:42.000 --> 00:00:44.000]  不傷心也不會流
[00:00:44.000 --> 00:00:47.000]  當然可能我們覺得女性是傷心處多一點
[00:00:47.000 --> 00:00:49.000]  所以就容易流一點
[00:00:49.000 --> 00:00:51.000]  男性就少一點
[00:00:51.000 --> 00:00:54.000]  特別是要在人的面前流眼淚
[00:00:54.000 --> 00:00:55.000]  男人來說
[00:00:55.000 --> 00:00:58.000]  我覺得這個社會文化裡面
[00:00:58.000 --> 00:01:00.000]  不會這樣鼓勵的
[00:01:00.000 --> 00:01:04.000]  男人有傷心處就沒什麼表現
[00:01:04.000 --> 00:01:05.000]  就算很傷心
[00:01:05.000 --> 00:01:07.000]  也不是被人撕掉
[00:01:07.000 --> 00:01:09.000]  但女性就不同的
[00:01:09.000 --> 00:01:10.000]  這個社會似乎覺得
[00:01:10.000 --> 00:01:12.000]  女性真的有傷心而流眼淚的時候
[00:01:12.000 --> 00:01:13.000]  都是可以的
[00:01:13.000 --> 00:01:18.000]  所以女性也會敢於流露出流眼淚
[00:01:18.000 --> 00:01:20.000]  但當我看聖經的時候
[00:01:20.000 --> 00:01:22.000]  我就發現一件事
[00:01:22.000 --> 00:01:24.000]  耶穌是男人
[00:01:24.000 --> 00:01:25.000]  耶穌是男人
[00:01:25.000 --> 00:01:27.000]  耶穌沒有哭
[00:01:27.000 --> 00:01:28.000]  有啊
[00:01:28.000 --> 00:01:29.000]  祂流眼淚
[00:01:29.000 --> 00:01:32.000]  祂還要在一群人面前流眼淚
[00:01:32.000 --> 00:01:34.000]  是不是耶穌是弱者
[00:01:34.000 --> 00:01:36.000]  男人
[00:01:36.000 --> 00:01:37.000]  剛強
[00:01:37.000 --> 00:01:39.000]  要在人面前流眼淚
[00:01:39.000 --> 00:01:41.000]  那耶穌是不是很剛強
[00:01:41.000 --> 00:01:43.000]  不夠剛強呢
[00:01:43.000 --> 00:01:46.000]  在整個新的聖經裡面
[00:01:46.000 --> 00:01:48.000]  只有三次記載耶穌流眼淚
[00:01:48.000 --> 00:01:49.000]  第一次就是
[00:01:49.000 --> 00:01:54.000]  約翰福音十一章二十八節三十六節為拉實路而流眼淚
[00:01:54.000 --> 00:01:56.000]  一會兒我們會看這段聖經
[00:01:56.000 --> 00:01:57.000]  另一段就是
[00:01:57.000 --> 00:01:59.000]  耶穌在喝西馬利魚的時候
[00:01:59.000 --> 00:02:04.000]  祂將要面對受苦受難這件事情的時候
[00:02:04.000 --> 00:02:06.000]  聖經記載祂心裡極其難過
[00:02:06.000 --> 00:02:10.000]  汗如血點滴在地上
[00:02:10.000 --> 00:02:11.000]  所以有些人解釋
[00:02:11.000 --> 00:02:12.000]  不是只有汗
[00:02:12.000 --> 00:02:14.000]  眼淚也在一起
[00:02:14.000 --> 00:02:16.000]  所以是第二次的哭
[00:02:16.000 --> 00:02:19.000]  第三次的哭就是在路加福音十九章
[00:02:19.000 --> 00:02:21.000]  一節四十四節
[00:02:21.000 --> 00:02:23.000]  耶穌準備進入耶路撒冷
[00:02:23.000 --> 00:02:25.000]  看到耶路撒冷的時候
[00:02:25.000 --> 00:02:27.000]  心裡有很多感慨而流眼淚
[00:02:27.000 --> 00:02:31.000]  然後預言耶路撒冷將會被毀滅
[00:02:31.000 --> 00:02:36.000]  所以祂為耶路撒冷而哀哭
[00:02:36.000 --> 00:02:38.000]  但聖經裡面很清楚給我們看到
[00:02:38.000 --> 00:02:41.000]  耶穌的確會哭
[00:02:41.000 --> 00:02:43.000]  還是一個身為男人
[00:02:43.000 --> 00:02:45.000]  在人的面前都哭
[00:02:45.000 --> 00:02:47.000]  所以今天只是看一段聖經
[00:02:47.000 --> 00:02:48.000]  就是約翰福音十一章
[00:02:48.000 --> 00:02:50.000]  二十八至三十六節
[00:02:50.000 --> 00:02:52.000]  我和大家一起讀一次
[00:02:52.000 --> 00:02:54.000]  二十八節
[00:02:54.000 --> 00:02:55.000]  預備起
[00:02:55.000 --> 00:02:57.000]  馬大說了這話
[00:02:57.000 --> 00:03:01.000]  就回去暗暗地叫他妹子瑪利亞說
[00:03:01.000 --> 00:03:04.000]  夫子來了叫你
[00:03:04.000 --> 00:03:07.000]  瑪利亞聽見了就急忙起來
[00:03:07.000 --> 00:03:09.000]  到耶穌那裡去
[00:03:09.000 --> 00:03:12.000]  那時耶穌還沒有進村住
[00:03:12.000 --> 00:03:15.000]  仍在瑪大迎接她的地方
[00:03:15.000 --> 00:03:20.000]  那姐和瑪利亞在家裡安慰她的猶太人
[00:03:20.000 --> 00:03:23.000]  見她急忙起來出去
[00:03:23.000 --> 00:03:28.000]  她要往墳墓那裡去
[00:03:28.000 --> 00:03:31.000]  第八章
[00:03:31.000 --> 00:03:34.000]  瑪利亞騷擾耶穌那裡
[00:03:34.000 --> 00:03:38.000]  看見她就匍匐在她的前座
[00:03:38.000 --> 00:03:41.000]  主啊!祢若早在這裡
[00:03:41.000 --> 00:03:43.000]  我兄弟必不死
[00:03:43.000 --> 00:03:45.000]  耶穌看見她哭
[00:03:45.000 --> 00:03:49.000]  定看見與她同來的猶太人也哭
[00:03:49.000 --> 00:03:51.000]  就心裡悲慘
[00:03:51.000 --> 00:03:53.000]  就甚憂愁
[00:03:53.000 --> 00:03:57.000]  便說:你們把她放放在那裡
[00:03:57.000 --> 00:04:00.000]  她回答說:請來看
[00:04:00.000 --> 00:04:02.000]  耶穌哭了
[00:04:02.000 --> 00:04:08.000]  猶太人就說:你看她是何等的懇切
[00:04:08.000 --> 00:04:13.000]  這裡記載耶穌喜歡一個門徒叫拉撒路
[00:04:13.000 --> 00:04:16.000]  他有兩個姐姐瑪大和瑪利亞
[00:04:16.000 --> 00:04:18.000]  拉撒路病得要死
[00:04:18.000 --> 00:04:22.000]  於是警察就找耶穌叫過來
[00:04:22.000 --> 00:04:24.000]  後來耶穌有些事緣會遲了
[00:04:24.000 --> 00:04:25.000]  最後耶穌到達的時候
[00:04:25.000 --> 00:04:27.000]  她已經過身了
[00:04:27.000 --> 00:04:30.000]  也安放在墳墓裡
[00:04:30.000 --> 00:04:31.000]  瑪利亞又哭了
