
[00:00:00.000 --> 00:00:02.000]  頂尖的早晨
[00:00:02.000 --> 00:00:06.000]  今天和大家先看兩段聖經
[00:00:06.000 --> 00:00:07.000]  七一及其和心靈記
[00:00:07.000 --> 00:00:09.000]  我會有powerpoint的
[00:00:09.000 --> 00:00:12.000]  當然你也可以用你的聖經
[00:00:12.000 --> 00:00:15.000]  首先想問大家一個問題
[00:00:15.000 --> 00:00:19.000]  你覺得基督徒需要守安息日嗎?
[00:00:19.000 --> 00:00:22.000]  我想大家都應該不用
[00:00:22.000 --> 00:00:23.000]  因為我們是教會
[00:00:23.000 --> 00:00:24.000]  我們都未守過安息日
[00:00:24.000 --> 00:00:25.000]  一定不用
[00:00:25.000 --> 00:00:28.000]  當然我都會問為什麼不用
[00:00:28.000 --> 00:00:30.000]  但有些教會會做
[00:00:30.000 --> 00:00:31.000]  例如有一間教會
[00:00:31.000 --> 00:00:32.000]  可能大家聽過
[00:00:32.000 --> 00:00:34.000]  叫基督復臨安息日會
[00:00:34.000 --> 00:00:36.000]  聽到名字就知道一定有安息日
[00:00:36.000 --> 00:00:39.000]  但不知道一些人不要
[00:00:39.000 --> 00:00:41.000]  很多教會都不要
[00:00:41.000 --> 00:00:43.000]  緣故是怎樣
[00:00:43.000 --> 00:00:45.000]  為什麼有安息日的源頭
[00:00:45.000 --> 00:00:47.000]  我想和大家一起看
[00:00:47.000 --> 00:00:51.000]  首先第一段聖經是七一及記二十章
[00:00:51.000 --> 00:00:54.000]  其實摩西山信裡領受了十誡
[00:00:54.000 --> 00:00:57.000]  其中第四誡提及到安息日
[00:00:57.000 --> 00:00:59.000]  我和大家一起讀
[00:00:59.000 --> 00:01:00.000]  預備起
[00:01:00.000 --> 00:01:04.000]  當紀念安息日守為聖日
[00:01:04.000 --> 00:01:08.000]  六日要勞碌做你一切的工
[00:01:08.000 --> 00:01:11.000]  但第七日是向瑤華你臣
[00:01:11.000 --> 00:01:13.000]  當守的安息日
[00:01:13.000 --> 00:01:16.000]  這一日你和你的兒女
[00:01:16.000 --> 00:01:21.000]  復辟新宿並你成女寄居的客女
[00:01:21.000 --> 00:01:23.000]  無論工都不可做
[00:01:23.000 --> 00:01:30.000]  因為六日之內瑤華做天地海和其中的萬物
[00:01:30.000 --> 00:01:32.000]  第七日便安息
[00:01:32.000 --> 00:01:37.000]  所以瑤華賜福與安息日定為聖日
[00:01:37.000 --> 00:01:39.000]  這裡提到在十誡裡第四誡
[00:01:39.000 --> 00:01:41.000]  定了一日叫做安息日
[00:01:41.000 --> 00:01:44.000]  原因是上帝創造天地的時候
[00:01:44.000 --> 00:01:47.000]  六日工作到第七日歇息
[00:01:47.000 --> 00:01:51.000]  所以叫那一日為安息日定為聖日
[00:01:51.000 --> 00:01:56.000]  摩西亦在生命紀第五章十二至十五節
[00:01:56.000 --> 00:01:59.000]  重申十誡裡第四誡
[00:01:59.000 --> 00:02:04.000]  因為那時候第二代以色列人
[00:02:04.000 --> 00:02:08.000]  準備在摩亞平原進入格蘭地
[00:02:08.000 --> 00:02:10.000]  摩西過不了
[00:02:10.000 --> 00:02:12.000]  他又重新複述歷史
[00:02:12.000 --> 00:02:16.000]  再一次提醒當時準備過河的以色列人
[00:02:16.000 --> 00:02:20.000]  在生命紀五章十二至十五節
[00:02:20.000 --> 00:02:22.000]  說到第四誡
[00:02:22.000 --> 00:02:24.000]  我們再讀一次好嗎?預備起!
[00:02:24.000 --> 00:02:31.000]  當照瑤華美神所吩咐的安息日為聖日
[00:02:31.000 --> 00:02:34.000]  六日要勞碌做你一切的工
[00:02:34.000 --> 00:02:39.000]  但第七日是向瑤華美神當首的安息日
