
[00:00:00.000 --> 00:00:01.560]  大興姐妹平安
[00:00:01.560 --> 00:00:04.440]  開節節先禮,我們有個禱告
[00:00:04.440 --> 00:00:10.000]  親愛的天父,你是我們的主,我們的神
[00:00:10.000 --> 00:00:14.120]  我們都感謝你,因為你賜下你的話語給我們聽
[00:00:14.120 --> 00:00:18.680]  今天我們會一起來看 創世紀十四章十七至二十四節
[00:00:18.680 --> 00:00:21.080]  願你的靈引導我們
[00:00:21.080 --> 00:00:25.080]  開我們的心,讓我們去明白你的話語
[00:00:25.080 --> 00:00:27.400]  從而反思我們的生命
[00:00:27.400 --> 00:00:30.160]  而且你的生命是可以得以更生
[00:00:30.160 --> 00:00:33.480]  我們這樣的禱告,是奉教祝耶穌的命求
[00:00:33.480 --> 00:00:34.480]  對嗎?
[00:00:34.480 --> 00:00:40.800]  上星期,葉弟兄分享了監獄侍功的見證
[00:00:40.800 --> 00:00:45.560]  今天我也想和大家分享一個更生人士的故事
[00:00:45.560 --> 00:00:51.200]  有一位弟兄,他在戒毒所剛剛出來
[00:00:51.200 --> 00:00:56.120]  他沒什麼學歷,但是他有一顆依靠神的心
[00:00:56.120 --> 00:00:58.320]  他知道自己很不足夠
[00:00:58.320 --> 00:01:02.800]  所以經常求問神,想神給他一些智慧
[00:01:02.800 --> 00:01:04.680]  神都很恩待他
[00:01:04.680 --> 00:01:10.240]  很多年之後,他終於完成了室內設計的學位課程
[00:01:10.240 --> 00:01:12.400]  而且出來創業
[00:01:12.400 --> 00:01:15.920]  剛剛出來創業,當然出現了很多問題
[00:01:15.920 --> 00:01:19.760]  所以弟兄就每件事都親力親為
[00:01:19.760 --> 00:01:24.120]  早上就去地盤監工,和客戶開會
[00:01:24.120 --> 00:01:28.080]  找物料回大陸檢查家具等等
[00:01:28.080 --> 00:01:31.840]  晚上就要回到辦公室,開始畫圖
[00:01:31.840 --> 00:01:34.280]  要設計和埋數等等
[00:01:34.280 --> 00:01:37.360]  結果事事親力親為的他
[00:01:37.360 --> 00:01:39.560]  因為過分投入工作
[00:01:39.560 --> 00:01:42.320]  所以經常忘記和他喝水和上廁所
[00:01:42.320 --> 00:01:46.720]  每隔一兩個月,他就膀胱炎就會發作
[00:01:46.720 --> 00:01:49.280]  發燒都不可以請假
[00:01:49.280 --> 00:01:53.360]  工作壓力大到半夜三更會起床
[00:01:53.360 --> 00:01:55.440]  因為偏頭疼
[00:01:55.440 --> 00:01:58.880]  當公司慢慢好像上了軌道的時候
[00:01:58.880 --> 00:02:00.640]  就發生了一件事
[00:02:00.640 --> 00:02:03.560]  他公司有一班很好的裝修師傅
[00:02:03.560 --> 00:02:06.040]  裝修師傅和他關係都很好
[00:02:06.040 --> 00:02:08.840]  見到這個老闆做得這麼辛苦
[00:02:08.840 --> 00:02:11.120]  裝修師傅就和他說
[00:02:11.120 --> 00:02:13.360]  我和你的同事商量過了
[00:02:13.360 --> 00:02:16.400]  其實你每個設計都很花心機
[00:02:16.400 --> 00:02:19.360]  親力親為,很難賺錢的
[00:02:19.360 --> 00:02:23.160]  其實設計這件事千篇一律就可以了
[00:02:23.160 --> 00:02:25.160]  外面每個都是這樣做的
[00:02:25.160 --> 00:02:28.160]  這樣才賺到錢的
