
[00:00:00.000 --> 00:00:00.840]  各位弟子們平安
[00:00:00.840 --> 00:00:05.840]  很高興今天再次跟大家分享上帝的說話
[00:00:05.840 --> 00:00:11.440]  讓我們再次低頭祈禱
[00:00:11.440 --> 00:00:17.640]  真心感謝你帶領我們在你的殿裡一起的敬拜
[00:00:17.640 --> 00:00:20.400]  天父我們不懂得怎麼去敬拜
[00:00:20.400 --> 00:00:23.600]  想求上主你教導我們
[00:00:23.600 --> 00:00:26.120]  以敬虔你的心 敬畏你的心
[00:00:26.120 --> 00:00:28.840]  來到你的面前
[00:00:28.840 --> 00:00:32.880]  有願聖靈願我們同在次我們五聖
[00:00:32.880 --> 00:00:34.720]  能夠明白你的話語
[00:00:34.720 --> 00:00:39.000]  你今天要向我們每一個人個別
[00:00:39.000 --> 00:00:40.960]  要給我們的信息
[00:00:40.960 --> 00:00:43.960]  有願講嘢同林聽嘢都同夢你的願
[00:00:43.960 --> 00:00:46.480]  祈禱奉主耶穌 基督的名求
[00:00:46.480 --> 00:00:49.680]  阿們
[00:00:49.680 --> 00:00:53.720]  我想如果好像同學差不多年代的人
[00:00:53.720 --> 00:00:56.520]  可能你會聽過一句說話
[00:00:56.520 --> 00:01:00.800]  這個說話就說「得一知己死而無憾」
[00:01:00.800 --> 00:01:02.320]  大家有沒有聽過
[00:01:02.320 --> 00:01:08.680]  對 原來不只是我那個年代
[00:01:08.680 --> 00:01:13.760]  你有沒有想過上帝其實可以是你的朋友
[00:01:13.760 --> 00:01:17.520]  甚至是你的知己朋友
[00:01:17.520 --> 00:01:19.560]  當我們在看《九約》的時候
[00:01:19.560 --> 00:01:22.600]  上帝是一位很威嚴的上帝
[00:01:22.600 --> 00:01:26.320]  特別他一說要殺人的時候
[00:01:26.320 --> 00:01:28.440]  要滅絕很多的人
[00:01:28.440 --> 00:01:31.560]  完全都不手軟的
[00:01:31.560 --> 00:01:35.800]  不過今天在《經文》第十九節就告訴我們
[00:01:35.800 --> 00:01:37.840]  十九節他這樣說
[00:01:37.840 --> 00:01:40.280]  他要恩待誰就恩待誰
[00:01:40.280 --> 00:01:44.040]  要憐憫誰就憐憫誰
[00:01:44.040 --> 00:01:46.240]  這個說話告訴我們
[00:01:46.240 --> 00:01:49.480]  原來上帝有絕對的主權
[00:01:49.480 --> 00:01:52.800]  因為我們現代有些廣東話的說法就是
[00:01:52.800 --> 00:01:54.880]  上帝說了算
[00:01:54.880 --> 00:01:59.960]  「人只有聽名、聽話、信服」
[00:01:59.960 --> 00:02:02.280]  不知道我面對這樣一位上帝
[00:02:02.280 --> 00:02:05.080]  你會有些什麼感覺呢
[00:02:05.080 --> 00:02:08.000]  不知道會不會都是怕到來不及
[00:02:08.000 --> 00:02:10.600]  甚至不想跟他接近
[00:02:10.600 --> 00:02:12.720]  想拒絕他
[00:02:12.720 --> 00:02:15.440]  就讓今天的《經文》給我們認識一下
[00:02:15.440 --> 00:02:19.040]  上帝另一個面貌好嗎
[00:02:19.040 --> 00:02:20.280]  在上一個主日
[00:02:20.280 --> 00:02:22.320]  黃家輝牧師跟我們分享
[00:02:22.320 --> 00:02:24.320]  《出入表》的三十二章
[00:02:24.320 --> 00:02:28.280]  因為我們大家都是在用三代經課
[00:02:28.280 --> 00:02:31.960]  上一個星期是《出入表》的三十二章
[00:02:31.960 --> 00:02:34.680]  到今天就講三十三章
[00:02:34.680 --> 00:02:36.280]  三十二章講什麼呢
[00:02:36.280 --> 00:02:40.720]  就講以色列人離開了埃及
[00:02:40.720 --> 00:02:45.080]  摩西帶他們來到河裂山下
[00:02:45.080 --> 00:02:48.720]  而摩西就上山去見上帝
[00:02:48.720 --> 00:02:50.600]  不過在山下的以色列人
[00:02:50.600 --> 00:02:54.280]  等了四十天都見不到摩西
[00:02:54.280 --> 00:02:56.280]  於是他們吩咐阿倫
[00:02:56.280 --> 00:02:59.240]  因為阿倫是摩西的左右手
[00:02:59.240 --> 00:03:02.440]  就叫阿倫幫他們做一個神明
[00:03:02.440 --> 00:03:06.560]  讓他們繼續帶領他們前行的路
[00:03:06.560 --> 00:03:09.200]  就說這件事上帝很生氣
[00:03:09.200 --> 00:03:11.960]  因為以色列人在上帝的眼中
[00:03:11.960 --> 00:03:13.080]  以色列人很快
[00:03:13.080 --> 00:03:18.000]  這麼快就偏離了上帝吩咐他們的話
[00:03:18.000 --> 00:03:23.080]  上帝認為百姓是一群硬頸的百姓
[00:03:23.080 --> 00:03:25.160]  不肯悔改
[00:03:25.160 --> 00:03:28.520]  還說要殺光他們
[00:03:28.520 --> 00:03:31.240]  摩西聽到之後
[00:03:31.240 --> 00:03:33.440]  就向上帝求情
[00:03:33.440 --> 00:03:35.640]  向他講服他
[00:03:35.640 --> 00:03:38.120]  「曉之以理 動之以情」
[00:03:38.120 --> 00:03:41.280]  真的勸服了上帝收回成命
[00:03:41.280 --> 00:03:43.640]  不可以滅絕百姓
[00:03:43.640 --> 00:03:46.520]  不過在三十三章的頭幾節
[00:03:46.520 --> 00:03:49.960]  上帝就決定不會和百姓一起
[00:03:49.960 --> 00:03:55.200]  他答應過要給以色列人的流瀨與密支地
[00:03:55.200 --> 00:03:57.160]  但上帝說「你們放心」
[00:03:57.160 --> 00:03:59.440]  「我們會吩咐他們的使者」
[00:03:59.440 --> 00:04:05.360]  「趕出住在這個地方的外族人」
[00:04:05.360 --> 00:04:09.160]  上帝為什麼不和百姓一起去呢?
[00:04:09.160 --> 00:04:10.720]  按上帝自己的說法
[00:04:10.720 --> 00:04:13.000]  其實他是想保護百姓
[00:04:13.000 --> 00:04:17.960]  因為上帝發現這群百姓是硬頸的
[00:04:17.960 --> 00:04:21.440]  很頑固、不肯悔改的人民
[00:04:21.440 --> 00:04:24.280]  很擔心在路程當中
[00:04:24.280 --> 00:04:26.640]  看到他們又再犯罪的時候
[00:04:26.640 --> 00:04:31.400]  上帝一瞬間就可以將他們置諸死地
[00:04:31.400 --> 00:04:35.120]  當百姓聽到上帝不和他們一起去的時候
[00:04:35.120 --> 00:04:37.120]  非常之傷心
[00:04:37.120 --> 00:04:41.240]  他們主動除掉自己身上所有的飾物
[00:04:41.240 --> 00:04:46.040]  因為這些飾物當初是交給阿律
[00:04:46.040 --> 00:04:48.960]  就去造成一個金牛像
[00:04:48.960 --> 00:04:52.840]  所以他們自覺要除掉這些飾物
[00:04:52.840 --> 00:04:55.200]  上帝看到百姓這樣
[00:04:55.200 --> 00:04:59.960]  就吩咐他們以後不要再帶飾物
[00:04:59.960 --> 00:05:04.640]  去再想想怎樣去處置他們
[00:05:04.640 --> 00:05:07.520]  平時摩西和上帝會面
[00:05:07.520 --> 00:05:09.600]  除了上山之外
[00:05:09.600 --> 00:05:14.600]  大家知道當時遊牧民族都是一個個張牌
[00:05:14.600 --> 00:05:16.440]  就像我們露營一樣
[00:05:16.440 --> 00:05:17.640]  要起營的時候
[00:05:17.640 --> 00:05:20.320]  要走路去別的地方的時候
[00:05:20.320 --> 00:05:22.560]  大家就起營了
