
[00:00:00.000 --> 00:00:03.020]  說不完前書第三章第十節
[00:00:03.020 --> 00:00:06.220]  我們一起讀出,請讀
[00:00:06.220 --> 00:00:10.000]  我照上帝所給我的恩
[00:00:10.000 --> 00:00:13.060]  保障一個聰明的公投
[00:00:13.060 --> 00:00:15.160]  立好了根基
[00:00:15.160 --> 00:00:18.380]  有別人在上面建築
[00:00:18.380 --> 00:00:24.200]  只是各人要謹慎怎樣在上面建造
[00:00:24.200 --> 00:00:27.520]  因為那已經立好的根基
[00:00:27.520 --> 00:00:29.920]  就是耶穌基督
[00:00:29.920 --> 00:00:33.740]  此外沒有人能立別的根基
[00:00:33.740 --> 00:00:36.360]  我們看看這裏
[00:00:36.360 --> 00:00:39.160]  這裏給我們看到
[00:00:39.160 --> 00:00:40.760]  我,這是指保羅
[00:00:40.760 --> 00:00:44.540]  保羅跟很多教會弟兄姊妹講
[00:00:44.540 --> 00:00:46.860]  今天在聖經裏面執著
[00:00:46.860 --> 00:00:49.380]  他的話語向我們每個人講
[00:00:49.380 --> 00:00:52.420]  保羅說我照著上帝給我的恩
[00:00:52.420 --> 00:00:55.260]  保持一個聰明的公投
[00:00:55.260 --> 00:00:56.540]  立好了根基
[00:00:56.540 --> 00:00:58.540]  這就是保羅的重點
[00:00:58.540 --> 00:01:00.680]  這段經文就是根基
[00:01:00.680 --> 00:01:03.460]  他說有別人在上面建造
[00:01:03.460 --> 00:01:07.700]  只是各人要謹慎怎樣在上面建造
[00:01:07.700 --> 00:01:11.440]  這是各人
[00:01:11.440 --> 00:01:12.920]  或者別人
[00:01:12.920 --> 00:01:14.280]  即是指他以外的人
[00:01:14.280 --> 00:01:16.840]  即是保羅跟當時教會弟兄姊妹講
[00:01:16.840 --> 00:01:19.320]  你們就是那個別人
[00:01:19.320 --> 00:01:21.140]  各人就是每一個信徒
[00:01:21.140 --> 00:01:22.840]  所以我們看到這裏
[00:01:22.840 --> 00:01:24.220]  保羅跟我們講得很清楚
[00:01:24.220 --> 00:01:26.320]  在聖經裏面告訴我們
[00:01:26.320 --> 00:01:28.320]  他好像是一個聰明的公投
[00:01:28.320 --> 00:01:30.540]  但是他立好這個根基之後
[00:01:30.540 --> 00:01:32.080]  他建立了這個教會之後
[00:01:32.080 --> 00:01:34.580]  其他的人就在上面建造
[00:01:34.580 --> 00:01:35.980]  所以今天我們都是這樣
[00:01:35.980 --> 00:01:39.260]  成為一個建造教會的人
[00:01:39.260 --> 00:01:40.140]  每一個人都是
[00:01:40.140 --> 00:01:42.380]  在教會裏面每一個人都是
[00:01:42.380 --> 00:01:43.700]  所以他說很重要的
[00:01:43.700 --> 00:01:47.340]  這裏他說要謹慎怎樣在上面建造
[00:01:47.340 --> 00:01:49.500]  這就是我們今天要學習的
[00:01:49.500 --> 00:01:52.460]  我們怎樣來做一個神殿的建設者
[00:01:52.460 --> 00:01:54.380]  要謹慎
[00:01:54.380 --> 00:01:57.300]  要合乎神的心意
[00:01:57.300 --> 00:01:59.220]  謹慎建造
[00:01:59.220 --> 00:02:00.860]  第一個很明顯講的
[00:02:00.860 --> 00:02:05.120]  他說因為立好的根基就是耶穌基督
[00:02:05.120 --> 00:02:07.900]  此外沒有人立別的根基
[00:02:07.900 --> 00:02:08.840]  所以這個第一
[00:02:08.840 --> 00:02:10.800]  是保羅在這個重點裏面講到根基
[00:02:10.800 --> 00:02:13.060]  根基是誰?
[00:02:13.060 --> 00:02:14.020]  耶穌基督
[00:02:14.020 --> 00:02:15.580]  所以這是第一個重點
[00:02:15.580 --> 00:02:17.440]  如果讀經文的時候很清楚
[00:02:17.440 --> 00:02:20.300]  因為他很清楚講根基
[00:02:20.300 --> 00:02:22.060]  再講根基
[00:02:22.060 --> 00:02:24.860]  再講根基這兩種經文裏面
[00:02:24.860 --> 00:02:26.180]  我們跟著去看
[00:02:26.180 --> 00:02:27.940]  十二到十四節請讀
[00:02:27.940 --> 00:02:33.420]  若有人用金銀寶石草木和楷
[00:02:33.420 --> 00:02:35.940]  在這根基上建造
[00:02:35.940 --> 00:02:38.620]  各人的工程必然顯露
[00:02:38.620 --> 00:02:42.900]  因為那日子要將他表明出來
[00:02:42.900 --> 00:02:44.820]  有火發燃
[00:02:44.820 --> 00:02:48.420]  這火要試驗各人的工程
[00:02:48.420 --> 00:02:53.100]  人在那根基上所建造的工程
[00:02:53.100 --> 00:02:54.500]  若存得住
[00:02:54.500 --> 00:02:57.220]  他就要得賞賜
[00:02:57.220 --> 00:03:03.020]  請問這三節聖經常出現一個字是甚麼?
[00:03:03.020 --> 00:03:05.540]  剛才常出現的三節是根基
[00:03:05.540 --> 00:03:07.460]  這裏常出現甚麼字?
[00:03:07.460 --> 00:03:08.900]  工程
[00:03:08.900 --> 00:03:10.420]  所以剛才我們看見
[00:03:10.420 --> 00:03:12.300]  在這裏講到
[00:03:12.300 --> 00:03:14.060]  各人在上面建造
[00:03:14.060 --> 00:03:15.900]  這就是建造的工程
[00:03:15.900 --> 00:03:17.860]  這裏先講根基
[00:03:17.860 --> 00:03:19.700]  然後再講建造
[00:03:19.700 --> 00:03:22.300]  所以我們見到這個建造
[00:03:22.300 --> 00:03:24.620]  就是在根基上建造
[00:03:24.620 --> 00:03:26.340]  究竟用甚麼建造呢?
[00:03:26.340 --> 00:03:28.460]  有人用金銀寶石
[00:03:28.460 --> 00:03:30.300]  有人用草木和楷
[00:03:30.300 --> 00:03:31.940]  有不同的材料
[00:03:31.940 --> 00:03:33.100]  但是這些工程
[00:03:33.100 --> 00:03:33.780]  第一個出現了
[00:03:33.780 --> 00:03:36.180]  這些工程會顯露
[00:03:36.180 --> 00:03:36.980]  因為那一日
[00:03:36.980 --> 00:03:39.460]  神審判的時候就將他表明出來
[00:03:39.460 --> 00:03:43.500]  有火發燃就要試驗各人的工程
[00:03:43.500 --> 00:03:46.700]  人在那根基上所建造的工程
[00:03:46.700 --> 00:03:47.820]  若存得住
[00:03:47.820 --> 00:03:49.060]  就要得賞賜
[00:03:49.060 --> 00:03:50.140]  所以這個工程
[00:03:50.140 --> 00:03:51.980]  究竟是得賞賜呢?
[00:03:51.980 --> 00:03:54.260]  還是不得賞賜呢?
[00:03:54.260 --> 00:03:56.460]  所以這裏是講第二方面的
[00:03:56.460 --> 00:03:57.420]  很重要的
[00:03:57.420 --> 00:03:58.700]  就是講到工程
[00:03:58.700 --> 00:04:00.300]  第三我們看見
[00:04:00.300 --> 00:04:01.220]  在這裏
[00:04:01.220 --> 00:04:02.340]  十五到十七節
[00:04:02.340 --> 00:04:02.940]  請讀
[00:04:02.940 --> 00:04:06.060]  人的工程若被燒了
[00:04:06.060 --> 00:04:08.380]  他就要受虧損
[00:04:08.380 --> 00:04:10.500]  自己卻要得救
[00:04:10.500 --> 00:04:12.100]  雖然得救
[00:04:12.100 --> 00:04:15.740]  乃像從火裏經過的一樣
[00:04:15.740 --> 00:04:18.940]  豈不知你們是上帝的電
[00:04:18.940 --> 00:04:22.420]  上帝的靈住在你們裏頭嗎?
[00:04:22.420 --> 00:04:25.980]  若有人毀壞上帝的電
[00:04:25.980 --> 00:04:28.940]  上帝必要毀壞那人
[00:04:28.940 --> 00:04:32.180]  因為上帝的電是聖的
[00:04:32.180 --> 00:04:34.540]  這電就是你們
[00:04:34.540 --> 00:04:36.660]  當然十五節是講工程
[00:04:36.660 --> 00:04:38.220]  這個工程就是講到
[00:04:38.220 --> 00:04:39.540]  有一日會燒的
[00:04:39.540 --> 00:04:41.340]  如果燒了之後
[00:04:41.340 --> 00:04:42.260]  甚麼都沒有了
[00:04:42.260 --> 00:04:44.100]  我們就受虧損
[00:04:44.100 --> 00:04:45.620]  自己雖然得救
[00:04:45.620 --> 00:04:48.100]  不過就像經過火一樣
[00:04:48.100 --> 00:04:49.580]  僅僅得救一樣
[00:04:49.580 --> 00:04:51.060]  不得到神的賞賜
[00:04:51.060 --> 00:04:52.660]  所以這個回應上一節經文
[00:04:52.660 --> 00:04:54.380]  得賞賜的意思
[00:04:54.380 --> 00:04:55.420]  如果沒有賞賜
[00:04:55.420 --> 00:04:57.020]  就像僅僅得救一樣
[00:04:57.020 --> 00:04:58.460]  燒到靜盡
[00:04:58.460 --> 00:05:00.260]  沒有甚麼是有價值的
[00:05:00.260 --> 00:05:01.940]  但是如果是建造
[00:05:01.940 --> 00:05:03.500]  是合神的心意建造的
[00:05:03.500 --> 00:05:05.900]  這裏就能夠得到神的賞賜
[00:05:05.900 --> 00:05:09.180]  因為他的工程是存留得住的
[00:05:09.180 --> 00:05:11.140]  十六、十七節另外一個重點
[00:05:11.140 --> 00:05:13.460]  這裏經常出現的是甚麼字?
[00:05:13.460 --> 00:05:14.460]  電,沒錯
[00:05:14.460 --> 00:05:16.580]  所以第三個很重要的重點就是
[00:05:16.580 --> 00:05:19.300]  原來我們是在建造神的電
[00:05:19.300 --> 00:05:21.220]  所以我們看到
[00:05:21.220 --> 00:05:23.580]  這個電是上帝的電
[00:05:23.580 --> 00:05:26.180]  因為有聖靈住在
[00:05:26.180 --> 00:05:27.860]  你們裏面
[00:05:27.860 --> 00:05:28.860]  這個電的裏面
[00:05:28.860 --> 00:05:30.380]  因為這個電就是甚麼?
[00:05:30.380 --> 00:05:32.340]  這電就是你們
[00:05:32.340 --> 00:05:33.900]  所以原來
[00:05:33.900 --> 00:05:35.460]  聖靈住在教會
[00:05:35.460 --> 00:05:36.540]  就是信徒當中
[00:05:36.540 --> 00:05:37.820]  你們就是信徒
[00:05:37.820 --> 00:05:38.940]  就是教會
[00:05:38.940 --> 00:05:40.180]  所以這裏給我們看見
[00:05:40.180 --> 00:05:42.940]  豈不知你們是上帝的電
[00:05:42.940 --> 00:05:45.020]  然後聖靈住在我們當中
[00:05:45.020 --> 00:05:47.780]  如果有人毀壞上帝的電
[00:05:47.780 --> 00:05:49.220]  即是不謹慎
[00:05:49.220 --> 00:05:51.380]  上帝就必要毀壞那人
[00:05:51.380 --> 00:05:54.220]  因為上帝的電是聖的
[00:05:54.220 --> 00:05:55.780]  這電就是你們
[00:05:55.780 --> 00:05:58.540]  所以綜合這段經文很清楚一個主題
[00:05:58.540 --> 00:06:01.500]  我們就是建造神電的人
[00:06:01.500 --> 00:06:03.540]  究竟我們怎樣建造呢?
[00:06:03.540 --> 00:06:05.380]  我們應該怎樣建造呢?
[00:06:05.380 --> 00:06:07.100]  保羅在這裏很清楚
[00:06:07.100 --> 00:06:08.460]  講到這幾方面
[00:06:08.460 --> 00:06:10.620]  所以我們就根據這幾個重點
[00:06:10.620 --> 00:06:11.660]  一起思想一下
[00:06:11.660 --> 00:06:14.700]  第一,唯一的根基
[00:06:14.700 --> 00:06:15.700]  在十一節
[00:06:15.700 --> 00:06:16.620]  我們再讀一次,好嗎?
[00:06:16.620 --> 00:06:17.220]  請讀
[00:06:17.220 --> 00:06:20.300]  因為那已經立好的根基
[00:06:20.300 --> 00:06:22.540]  就是耶穌基督
[00:06:22.540 --> 00:06:26.580]  此外沒有人能立別的根基
[00:06:26.580 --> 00:06:28.020]  在教會的運作當中
[00:06:28.020 --> 00:06:29.900]  我們的侍奉裏面
[00:06:29.900 --> 00:06:32.620]  我們不是憑著人的意思
[00:06:32.620 --> 00:06:35.220]  我們是照著聖經的教導
[00:06:35.220 --> 00:06:38.980]  我們是建立在基督的信仰上面
[00:06:38.980 --> 00:06:41.940]  就是這個唯一的根基
[00:06:41.940 --> 00:06:43.020]  保羅說
[00:06:43.020 --> 00:06:46.300]  此外沒有人能立別的根基
