
[00:00:00.000 --> 00:00:06.360]  今天我們會來到「使徒行傳」港島系列的最後一講
[00:00:06.360 --> 00:00:09.120]  在我們今年紀念教會75週年
[00:00:09.120 --> 00:00:14.000]  我們都和頂姐妹一起透過崇拜有不同的港元
[00:00:14.000 --> 00:00:17.600]  我們從「使徒行傳」當中領受
[00:00:17.600 --> 00:00:19.920]  神今日給我們教會
[00:00:19.920 --> 00:00:23.840]  也給我們每一個頂姐妹應該有的訊息
[00:00:23.840 --> 00:00:27.440]  我想在這個時候是一個結束
[00:00:27.440 --> 00:00:30.920]  到今天「使徒行傳」最後兩章
[00:00:30.920 --> 00:00:34.720]  我們會一起來看看神透過保羅
[00:00:34.720 --> 00:00:38.320]  到羅馬這個行程上
[00:00:38.320 --> 00:00:40.880]  給我們有甚麼訊息的學習
[00:00:40.880 --> 00:00:42.760]  我用了當中的經文
[00:00:42.760 --> 00:00:47.320]  在約書章裏面拿出來作為今天的題目
[00:00:47.320 --> 00:00:53.160]  我叫做「放心,我信神他怎樣對我」
[00:00:53.160 --> 00:00:56.320]  這裡特別提醒我們每一個信靠神的人
[00:00:56.320 --> 00:00:59.680]  我們無論遭遇到甚麼事情
[00:00:59.680 --> 00:01:04.640]  我們可能在人生的路上有一些轉變
[00:01:04.640 --> 00:01:06.640]  我們可能面對一些難處
[00:01:06.640 --> 00:01:09.960]  是我們可能想不到而發生的
[00:01:09.960 --> 00:01:12.400]  無論如何我相信這個就是
[00:01:12.400 --> 00:01:16.400]  神對我們仍然有那份大靈
[00:01:16.400 --> 00:01:22.600]  神知道神完全看著我們今天所行的每一步
[00:01:22.600 --> 00:01:27.160]  我們仍然好像去年我們教會的一個對聯裏面
[00:01:27.160 --> 00:01:29.760]  講到是神的掌管
[00:01:29.760 --> 00:01:32.720]  我們很相信神掌管你和我一生
[00:01:32.720 --> 00:01:35.200]  神掌管著教會
[00:01:35.200 --> 00:01:37.520]  神掌管著這個社會
[00:01:37.520 --> 00:01:40.560]  我們會更加深信神就是歷史的主宰
[00:01:40.560 --> 00:01:42.560]  所以雖然我們對很多的事情
[00:01:42.560 --> 00:01:45.440]  有時仍然未必能夠明白
[00:01:45.440 --> 00:01:47.320]  不知道應該是怎樣的時候
[00:01:47.320 --> 00:01:51.320]  我們仍然有這份的放心交託給神
[00:01:51.320 --> 00:01:56.320]  我相信保羅正在經歷人生的歷程
[00:01:56.320 --> 00:01:58.320]  在《史特行傳》的二十七章裏面
[00:01:58.320 --> 00:02:02.640]  記載的是保羅他自己被押送到羅馬
[00:02:02.640 --> 00:02:06.000]  預備受審的一個過程裏面
[00:02:06.000 --> 00:02:07.520]  如果大家回去看
[00:02:07.520 --> 00:02:09.120]  都應該可以很容易看
[00:02:09.120 --> 00:02:13.200]  因為都是一個類似講一個歷史故事的發生
[00:02:13.200 --> 00:02:16.360]  保羅身上那個驚險的過程
[00:02:16.360 --> 00:02:18.400]  所以仍然鼓勵大家可以回去
[00:02:18.400 --> 00:02:20.440]  有機會看完《史特行傳》
[00:02:20.440 --> 00:02:22.440]  特別是我們今天讀的二十七、二十八章
[00:02:22.440 --> 00:02:25.600]  我們都未必有很多時間來看很多的經文
[00:02:25.600 --> 00:02:28.720]  但我都想和大家來看其中幾節的經文
[00:02:28.720 --> 00:02:32.560]  認識一下保羅在這個船上高發生的事情
[00:02:32.560 --> 00:02:35.360]  我們一起來讀幾節的經文
[00:02:35.360 --> 00:02:38.760]  在二十七章的二十一到二十六節
[00:02:38.760 --> 00:02:43.160]  看看保羅怎樣來和當時有船上高的人來分享
[00:02:43.160 --> 00:02:45.000]  我們一起來讀完這幾節的經文
[00:02:45.000 --> 00:02:46.520]  預備起
[00:02:46.520 --> 00:02:49.480]  眾人多日沒有吃甚麼
[00:02:49.480 --> 00:02:53.640]  保羅就出來站在他們中間說
[00:02:53.640 --> 00:02:57.160]  眾位你們本該聽我的話
[00:02:57.160 --> 00:02:59.200]  不離開克里特
[00:02:59.200 --> 00:03:03.040]  免得遭這樣的相損破壞
[00:03:03.040 --> 00:03:06.240]  現在我還勸你們放心
[00:03:06.240 --> 00:03:09.760]  你們的性命一個也不失臟
[00:03:09.760 --> 00:03:12.440]  唯獨失臟者說
[00:03:12.440 --> 00:03:15.720]  因我所屬所侍奉的神
[00:03:15.720 --> 00:03:20.280]  他的使者昨夜站在我旁邊說
[00:03:20.280 --> 00:03:22.680]  保羅不要害怕
[00:03:22.680 --> 00:03:25.920]  你必定站在凱撒面前
[00:03:25.920 --> 00:03:28.560]  並且與你同船的人
[00:03:28.560 --> 00:03:30.960]  神都事急來了
[00:03:30.960 --> 00:03:34.120]  所以眾位可以放心
[00:03:34.120 --> 00:03:38.240]  我信神他怎樣對我說
[00:03:38.240 --> 00:03:41.560]  事情也要怎樣成就
[00:03:41.560 --> 00:03:47.200]  此事我們必要葬在一個島上
[00:03:47.200 --> 00:03:49.320]  在這裏我很相信秦保羅身上
[00:03:49.320 --> 00:03:51.120]  給我們一個學習是甚麼呢
[00:03:51.120 --> 00:03:54.280]  就是無論我們認識有多少
[00:03:54.280 --> 00:03:58.080]  我們仍然要懂得一樣就是要懂得害怕
[00:03:58.080 --> 00:04:00.880]  我不知道大家知不知道害怕呢
[00:04:00.880 --> 00:04:03.040]  或者有些人可能都覺得
[00:04:03.040 --> 00:04:05.240]  被人形容是一個很害怕的人
[00:04:05.240 --> 00:04:07.760]  可能很容易遇到甚麼事情
[00:04:07.760 --> 00:04:12.040]  都會擔心、憂慮、害怕
[00:04:12.040 --> 00:04:13.600]  都很容易害怕的人
[00:04:13.600 --> 00:04:15.000]  我不知道大家會不會覺得
[00:04:15.000 --> 00:04:19.120]  你自己是一個都挺正面樂觀
[00:04:19.120 --> 00:04:20.440]  又不是很容易害怕的人
[00:04:20.440 --> 00:04:21.680]  或者你覺得
[00:04:21.680 --> 00:04:22.880]  甚至可能好像俗語所說
[00:04:22.880 --> 00:04:25.520]  天不怕地不怕
[00:04:25.520 --> 00:04:27.480]  當你說普通話的時候就怕一點
[00:04:27.480 --> 00:04:30.320]  大家都不是很害怕
[00:04:30.320 --> 00:04:34.520]  但我想從太師娘傳去認識保羅的時候
[00:04:34.520 --> 00:04:37.120]  我覺得保羅是一個懂得害怕的人
[00:04:37.120 --> 00:04:38.240]  我相信懂得害怕
[00:04:38.240 --> 00:04:41.000]  在我說《少林傳》第十四章的時候
[00:04:41.000 --> 00:04:42.080]  都提過的
[00:04:42.080 --> 00:04:43.680]  那裏我帶出其中一個就是
[00:04:43.680 --> 00:04:45.560]  我們有沒有害怕神
[00:04:45.560 --> 00:04:47.360]  我們有沒有敬畏神
[00:04:47.360 --> 00:04:50.040]  今天我想從另外一個角度去看看
[00:04:50.040 --> 00:04:52.320]  保羅身上去學習
[00:04:52.320 --> 00:04:55.880]  怎樣是一個懂得害怕的人呢
[00:04:55.880 --> 00:04:57.360]  我相信從保羅
[00:04:57.360 --> 00:05:01.840]  即是在《少林傳》裏面記載他的生平的片段
[00:05:01.840 --> 00:05:03.840]  其實在《少林傳》只能夠記載
