
[00:00:00.000 --> 00:00:01.400]  各位親愛的弟兄姊妹
[00:00:01.400 --> 00:00:03.260]  特別是年青的一代
[00:00:03.260 --> 00:00:06.220]  很高興可以在青年崇拜裡面
[00:00:06.220 --> 00:00:08.820]  跟大家分享這個訊息
[00:00:08.820 --> 00:00:10.900]  今天跟大家的題目就是
[00:00:10.900 --> 00:00:14.420]  「喜樂之源」
[00:00:14.420 --> 00:00:16.720]  留意第一個「源」是「元」打一個「源」
[00:00:16.720 --> 00:00:18.900]  我們的喜樂好像沒有了
[00:00:18.900 --> 00:00:21.520]  第二個是「開心」
[00:00:21.520 --> 00:00:25.060]  喜樂的源頭在哪裡呢?
[00:00:25.060 --> 00:00:26.260]  沒有一個人
[00:00:26.260 --> 00:00:27.460]  現在活在香港
[00:00:27.460 --> 00:00:28.660]  覺得很開心
[00:00:28.660 --> 00:00:30.600]  當然有些人會覺得是
[00:00:30.600 --> 00:00:34.060]  但大部分的人都覺得很不開心
[00:00:34.060 --> 00:00:35.520]  那為什麼呢?
[00:00:35.520 --> 00:00:39.560]  你想想就算一些外國來香港工作的人
[00:00:39.560 --> 00:00:41.360]  去做一個調查
[00:00:41.360 --> 00:00:44.600]  原來以前香港那個的排名很高的
[00:00:44.600 --> 00:00:45.920]  可以很開心
[00:00:45.920 --> 00:00:47.760]  第一跌得很厲害
[00:00:47.760 --> 00:00:51.000]  從第52位跌到第93位
[00:00:51.000 --> 00:00:53.400]  是前所未見的
[00:00:53.400 --> 00:00:57.460]  而事實上香港人工作是很辛苦
[00:00:57.460 --> 00:01:00.720]  我試過跟一個銀行經理聊天
[00:01:00.720 --> 00:01:04.200]  他說原來他的銀行關門是4點鐘
[00:01:04.200 --> 00:01:07.960]  但每晚工作到10點半才可以離開
[00:01:07.960 --> 00:01:11.300]  最近還有一些人的行業非常厲害
[00:01:11.300 --> 00:01:12.420]  就是做什麼呢?
[00:01:12.420 --> 00:01:14.300]  就是做物流業
[00:01:14.300 --> 00:01:16.260]  因為有很多人離開香港
[00:01:16.260 --> 00:01:19.720]  所以他們由早做到晚
[00:01:19.720 --> 00:01:21.720]  甚至我跟一個人聊天
[00:01:21.720 --> 00:01:23.000]  他的身分證很小
[00:01:23.000 --> 00:01:24.320]  只是三歲多
[00:01:24.320 --> 00:01:26.220]  但都沒有時間來陪他
[00:01:26.220 --> 00:01:27.500]  這個就是悲哀
[00:01:27.500 --> 00:01:28.600]  那為什麼呢?
[00:01:28.600 --> 00:01:30.060]  有幾個因素的
[00:01:30.060 --> 00:01:33.020]  現在香港的疫情很厲害
[00:01:33.020 --> 00:01:34.560]  跳舞群組
[00:01:34.560 --> 00:01:36.460]  影響到很多人
[00:01:36.460 --> 00:01:39.660]  特別是有錢人沒有受到追討
[00:01:39.660 --> 00:01:41.860]  結果現在
[00:01:41.860 --> 00:01:43.860]  學校不需要上學
[00:01:43.860 --> 00:01:45.660]  你會不會感到開心呢?
[00:01:45.660 --> 00:01:47.560]  其實上不了學的時候
[00:01:47.560 --> 00:01:49.000]  少跟同學接觸
[00:01:49.000 --> 00:01:51.160]  在學術上的追求
[00:01:51.160 --> 00:01:53.360]  進度又會慢了
[00:01:53.360 --> 00:01:56.160]  還有就是如果身分證讀小學的話
[00:01:56.160 --> 00:01:57.460]  那就很慘了
[00:01:57.460 --> 00:02:00.160]  父母都怎樣去關心他
[00:02:00.160 --> 00:02:03.760]  還有現在吃飯只有兩個人可以一起吃
[00:02:03.760 --> 00:02:05.760]  現在我們一家三口
[00:02:05.760 --> 00:02:07.960]  我和我太太和我女兒
[00:02:07.960 --> 00:02:09.560]  我們吃飯都要分開的
[00:02:09.560 --> 00:02:11.060]  如果外出吃飯的時候
[00:02:11.060 --> 00:02:13.260]  所以帶來很多很多的問題
[00:02:13.260 --> 00:02:15.260]  原因在哪裡呢?
[00:02:15.260 --> 00:02:16.860]  我想大家都會看到
[00:02:16.860 --> 00:02:18.960]  除了瘟疫的緣故
[00:02:18.960 --> 00:02:20.260]  最重要就是
[00:02:20.260 --> 00:02:22.760]  現在社會裡面很多不和諧的事情
[00:02:22.760 --> 00:02:27.060]  就是陳同佳他在台灣殺了一個人
[00:02:27.060 --> 00:02:29.460]  但是卻是在影響我們
[00:02:29.460 --> 00:02:32.760]  所以你留意到不是一人做事一人當
[00:02:32.760 --> 00:02:34.460]  當我們犯錯的時候
[00:02:34.460 --> 00:02:36.260]  可能都影響到很多人
[00:02:36.260 --> 00:02:38.660]  我們都要很小心
[00:02:38.660 --> 00:02:40.960]  所以你看到原來我們很不開心
[00:02:40.960 --> 00:02:43.060]  就是因為社會的事情
[00:02:43.060 --> 00:02:44.560]  但還有一個原因
[00:02:44.560 --> 00:02:46.660]  如果我們犯了錯的時候
[00:02:46.660 --> 00:02:49.260]  我們的心都不會開心的
[00:02:49.260 --> 00:02:52.960]  在我們大埔不過是很多很多年之前的事了
[00:02:52.960 --> 00:02:54.360]  在富亨邨
[00:02:54.360 --> 00:02:57.560]  一對男女中五的
[00:02:57.560 --> 00:02:59.060]  午餐時間的時候
[00:02:59.060 --> 00:03:02.260]  竟然在富亨邨跳樓自殺
[00:03:02.260 --> 00:03:04.960]  他們是在萬池讀書
[00:03:04.960 --> 00:03:06.560]  他們兩個都很乖
[00:03:06.560 --> 00:03:10.060]  但是特別是女方是來自一個不幸家庭
[00:03:10.060 --> 00:03:12.060]  她很想有那個愛
[00:03:12.060 --> 00:03:13.560]  但是兩個年輕人
[00:03:13.560 --> 00:03:15.760]  發生了關係有了嬰兒
[00:03:15.760 --> 00:03:17.660]  他們不知道怎樣去面對之下
[00:03:17.660 --> 00:03:19.160]  他們很懼怕
[00:03:19.160 --> 00:03:20.760]  他們很惶恐
[00:03:20.760 --> 00:03:23.660]  於是竟然雙雙跳樓自殺
[00:03:23.660 --> 00:03:25.560]  你看到媽媽凍著拐杖
[00:03:25.560 --> 00:03:27.260]  原來媽媽是有癌症的
[00:03:27.260 --> 00:03:28.560]  媽媽只有一個兒子
[00:03:28.560 --> 00:03:29.860]  她說如果我知道你錯
[00:03:29.860 --> 00:03:30.960]  我會原諒你
[00:03:30.960 --> 00:03:33.560]  為什麼要這樣呢
[00:03:33.560 --> 00:03:36.460]  再加上在疫情的緣故
[00:03:36.460 --> 00:03:38.360]  我們來來去去看
[00:03:38.360 --> 00:03:42.160]  有些人來來去去被隔離
[00:03:42.160 --> 00:03:44.360]  但還有一些犯了錯的人是什麼呢
[00:03:44.360 --> 00:03:46.460]  你知不知道有兩個人
[00:03:46.460 --> 00:03:49.860]  都是犯了非禮強姦罪
[00:03:49.860 --> 00:03:52.060]  被拘捕了
[00:03:52.060 --> 00:03:55.160]  但是他很怕面對審判
[00:03:55.160 --> 00:03:59.060]  竟然在監獄裏面去自殺
[00:03:59.060 --> 00:04:02.960]  我很相信這次真是自己去自殺
[00:04:02.960 --> 00:04:04.560]  而不是被自殺
[00:04:04.560 --> 00:04:07.260]  因為在罪的控訴底下
[00:04:07.260 --> 00:04:08.960]  心裏面沒有平安
[00:04:08.960 --> 00:04:11.660]  於是在這個恐懼當中
[00:04:11.660 --> 00:04:14.560]  去毀滅自己的生命
[00:04:14.560 --> 00:04:16.060]  原來當我們犯罪
[00:04:16.060 --> 00:04:17.760]  當我們來來去去
[00:04:17.760 --> 00:04:19.660]  見到社會裏面很多不公平的事
[00:04:19.660 --> 00:04:22.260]  我們心裏面是不會有快樂的
[00:04:22.260 --> 00:04:23.660]  但作為一個基督徒
[00:04:23.660 --> 00:04:26.860]  我們又知道原來在我們生命當中
[00:04:26.860 --> 00:04:30.060]  我們可以找到這個真真正正喜樂的源頭
[00:04:30.060 --> 00:04:31.460]  這個喜樂的源頭是什麼呢
[00:04:31.460 --> 00:04:34.660]  第一就是赦罪之樂
[00:04:34.660 --> 00:04:37.560]  今天當我們不肯面對自己的時候
[00:04:37.560 --> 00:04:38.860]  我們良心剛硬
[00:04:38.860 --> 00:04:40.060]  覺得自己有錯
[00:04:40.060 --> 00:04:43.760]  但是其實一點點兒的良知
[00:04:43.760 --> 00:04:45.860]  都會在控訴我們
[00:04:45.860 --> 00:04:47.260]  聖經裏面很清楚說
[00:04:47.260 --> 00:04:49.060]  我們一起來看這段經文
[00:04:49.060 --> 00:04:51.360]  「我閉口不認罪的時候
[00:04:51.360 --> 00:04:54.060]  我因終日哀慌而骨頭枯乾
[00:04:54.060 --> 00:04:55.560]  黑夜白日
[00:04:55.560 --> 00:04:58.360]  你的手在我身上沉重
[00:04:58.360 --> 00:05:01.960]  我的精液耗盡如同夏天的乾旱
[00:05:01.960 --> 00:05:04.360]  我向你陳明我的罪
[00:05:04.360 --> 00:05:05.560]  不隱瞞我的惡
[00:05:05.560 --> 00:05:06.260]  我說
[00:05:06.260 --> 00:05:08.160]  我要向耶和華承認我的過犯
[00:05:08.160 --> 00:05:11.460]  你就赦免我的罪惡」
[00:05:11.460 --> 00:05:13.960]  今天當我們有罪
[00:05:13.960 --> 00:05:17.060]  我們就會很懼怕審判
[00:05:17.060 --> 00:05:19.560]  但是當神來帶去赦免我們的罪
[00:05:19.560 --> 00:05:21.860]  如果我們肯在神面前認罪的時候
[00:05:21.860 --> 00:05:23.960]  我們就有這份喜樂
[00:05:23.960 --> 00:05:26.760]  當年我讀神學的時候
[00:05:26.760 --> 00:05:28.760]  借了一個同學高年級的
[00:05:28.760 --> 00:05:30.460]  一份筆記來看
[00:05:30.460 --> 00:05:31.960]  我在長洲住的時候
[00:05:31.960 --> 00:05:33.460]  出來香港的時候
[00:05:33.460 --> 00:05:35.360]  我坐船的時候看筆記
[00:05:35.360 --> 00:05:37.460]  後來跟別人聊天
[00:05:37.460 --> 00:05:38.360]  下船的時候
[00:05:38.360 --> 00:05:40.960]  忘記拿那份筆記
[00:05:40.960 --> 00:05:42.460]  不見了
[00:05:42.460 --> 00:05:43.860]  很擔心
[00:05:43.860 --> 00:05:46.260]  因為這個同學有時候會暗沉沉
[00:05:46.260 --> 00:05:47.360]  很害怕
[00:05:47.360 --> 00:05:49.060]  於是我盡量避開他
[00:05:49.060 --> 00:05:50.160]  大家同一個宿舍
[00:05:50.160 --> 00:05:51.360]  我盡量避開他
[00:05:51.360 --> 00:05:53.660]  當時我們只有一個地方有冷氣讀書
[00:05:53.660 --> 00:05:54.860]  就是在圖書館
[00:05:54.860 --> 00:05:55.860]  當我在圖書館讀書
[00:05:55.860 --> 00:05:57.060]  見到他進入圖書館
[00:05:57.060 --> 00:05:58.760]  我要馬上離開
[00:05:58.760 --> 00:06:00.960]  這樣的時間
[00:06:00.960 --> 00:06:02.260]  過了兩三個星期
[00:06:02.260 --> 00:06:03.260]  我真的忍不住
[00:06:03.260 --> 00:06:04.660]  我終於向他承認
[00:06:04.660 --> 00:06:05.860]  「對不起,不好意思
[00:06:05.860 --> 00:06:07.260]  我不見了你的筆記
[00:06:07.260 --> 00:06:09.160]  希望你可以饒恕我」
[00:06:09.160 --> 00:06:10.660]  誰知道他怎麼說
[00:06:10.660 --> 00:06:12.360]  「無所謂,我都不要了」
[00:06:12.360 --> 00:06:14.160]  開心得我抱著他
[00:06:14.160 --> 00:06:15.060]  他是男孩子
[00:06:15.060 --> 00:06:16.160]  來親他
[00:06:16.160 --> 00:06:17.160]  真的
[00:06:17.160 --> 00:06:20.660]  原來當他寬恕了我的時候
[00:06:20.660 --> 00:06:22.660]  我就輕鬆很多
[00:06:22.660 --> 00:06:24.360]  所以原來當我們有罪
[00:06:24.360 --> 00:06:25.760]  在神面前承認
[00:06:25.760 --> 00:06:28.360]  我們就經歷這個赦罪之樂
[00:06:28.360 --> 00:06:31.360]  第二就是知足的樂趣
[00:06:31.360 --> 00:06:32.460]  我記得我
[00:06:32.460 --> 00:06:33.560]  好像你們這樣的年齡
[00:06:33.560 --> 00:06:35.260]  十四、五歲的時候
[00:06:35.260 --> 00:06:36.460]  我看了一幅漫畫
[00:06:36.460 --> 00:06:37.760]  到現在都很記得
[00:06:37.760 --> 00:06:38.860]  是閻以敬
[00:06:38.860 --> 00:06:40.960]  你不認識這個人畫的漫畫
[00:06:40.960 --> 00:06:44.060]  他畫到有兩個人看著兩杯水
[00:06:44.060 --> 00:06:45.160]  兩杯水都是一樣
[00:06:45.160 --> 00:06:46.660]  只有半杯
[00:06:46.660 --> 00:06:49.060]  有一個人的嘴巴是U字形
[00:06:49.060 --> 00:06:49.860]  很開心
[00:06:49.860 --> 00:06:51.660]  我有半杯水喝
[00:06:51.660 --> 00:06:55.060]  有一個人的U字調到N字形
[00:06:55.060 --> 00:06:57.060]  我只有半杯水喝
[00:06:57.060 --> 00:06:59.560]  原來你怎麼看這件事
[00:06:59.560 --> 00:07:02.960]  當我們能夠有滿足的喜樂的時候
[00:07:02.960 --> 00:07:04.160]  就很不同了
[00:07:04.160 --> 00:07:06.460]  保羅自己曾經分享
[00:07:06.460 --> 00:07:08.160]  他說我懂得如何處豐富
[00:07:08.160 --> 00:07:09.660]  我懂得如何處卑賤
[00:07:09.660 --> 00:07:10.760]  我有錢的時候
[00:07:10.760 --> 00:07:12.160]  我當然會開心
[00:07:12.160 --> 00:07:13.360]  但我貧乏的時候
[00:07:13.360 --> 00:07:14.960]  我都不會難過
[00:07:14.960 --> 00:07:16.360]  我來大廈去知道
[00:07:16.360 --> 00:07:17.160]  隨時隨地
[00:07:17.160 --> 00:07:18.460]  我都學會了
[00:07:18.460 --> 00:07:21.060]  就是知足常樂
[00:07:21.060 --> 00:07:22.060]  很真
[00:07:22.060 --> 00:07:23.460]  我自己都很開心
[00:07:23.460 --> 00:07:24.660]  為什麼呢?
[00:07:24.660 --> 00:07:27.160]  我經歷到神很豐富的供應
[00:07:27.160 --> 00:07:28.160]  但其實我無所謂
[00:07:28.160 --> 00:07:29.160]  我穿這些衣服
[00:07:29.160 --> 00:07:30.460]  很多年都是這件衣服
[00:07:30.460 --> 00:07:31.960]  現在我穿的這條褲
[00:07:31.960 --> 00:07:32.860]  是怎樣呢?
[00:07:32.860 --> 00:07:35.760]  這條褲是來大廈送給我的
[00:07:35.760 --> 00:07:37.360]  還有我這雙鞋
[00:07:37.360 --> 00:07:38.460]  穿了很多年
[00:07:38.460 --> 00:07:39.460]  看不看得到?
[00:07:39.460 --> 00:07:42.460]  有一個銀碼在裡面
[00:07:42.460 --> 00:07:45.860]  是三磅
[00:07:45.860 --> 00:07:47.360]  即是三十塊港幣
[00:07:47.360 --> 00:07:48.360]  而且你看看
[00:07:48.360 --> 00:07:50.060]  多柔軟
[00:07:50.060 --> 00:07:51.160]  但是呢
[00:07:51.160 --> 00:07:53.360]  我已經穿了超過十年了
[00:07:53.360 --> 00:07:56.160]  我都是在慈善機構那裡買的
[00:07:56.160 --> 00:07:57.860]  我還可以幫助別人
[00:07:57.860 --> 00:07:59.160]  我都很舒服
[00:07:59.160 --> 00:08:01.160]  所以不一定要名牌
[00:08:01.160 --> 00:08:02.960]  所以我們能夠有知足的時候
[00:08:02.960 --> 00:08:04.660]  我們就會很開心
[00:08:04.660 --> 00:08:06.560]  不要忘記很厲害的人
[00:08:06.560 --> 00:08:07.560]  馬雲
[00:08:07.560 --> 00:08:09.460]  現在都活得很不開心
[00:08:09.460 --> 00:08:10.560]  為什麼呢?
[00:08:10.560 --> 00:08:14.360]  他的財富又被政府拿走了
[00:08:14.360 --> 00:08:16.360]  你知不知道叫螞蟻集團上市
[00:08:16.360 --> 00:08:17.860]  又不行了
[00:08:17.860 --> 00:08:19.360]  他說他自己很辛苦
[00:08:19.360 --> 00:08:23.160]  何文田曾經是一個老人家
[00:08:23.160 --> 00:08:24.060]  他怎樣呢?
[00:08:24.060 --> 00:08:26.360]  他是賣粥、賣油條的
[00:08:26.360 --> 00:08:28.760]  早上他煮好多粥
[00:08:28.760 --> 00:08:31.060]  就免費給老人家吃
[00:08:31.060 --> 00:08:32.960]  隨緣他喜歡給錢就給錢
[00:08:32.960 --> 00:08:34.760]  不給錢就不用給
[00:08:34.760 --> 00:08:38.060]  但是有一天有人請他去
[00:08:38.060 --> 00:08:40.760]  深水灣遊艇俱樂部吃飯
[00:08:40.760 --> 00:08:42.660]  他見到李嘉誠的兒子
[00:08:42.660 --> 00:08:44.660]  摟著臉跟人家聊天
[00:08:44.660 --> 00:08:46.460]  他就誤導了一件事
[00:08:46.460 --> 00:08:49.960]  我活得比李嘉誠更加開心
[00:08:49.960 --> 00:08:52.160]  當我見到這些老人家
[00:08:52.160 --> 00:08:53.660]  來這裡吃粥
[00:08:53.660 --> 00:08:56.960]  啊!好味道啊!好啊!好啊!
[00:08:56.960 --> 00:08:59.660]  他發覺他能夠幫助別人的時候
[00:08:59.660 --> 00:09:01.660]  他就已經很開心
[00:09:01.660 --> 00:09:03.860]  所以我們要努力去讀書
[00:09:03.860 --> 00:09:05.160]  要去賺錢
[00:09:05.160 --> 00:09:07.760]  但是錢不是我們生命的一切
[00:09:07.760 --> 00:09:09.660]  我自己
[00:09:09.660 --> 00:09:10.860]  我很少
[00:09:10.860 --> 00:09:13.260]  我絕對不會覺得聖經說錯的
[00:09:13.260 --> 00:09:15.960]  不過這裡我有一點不是很認同的
[00:09:15.960 --> 00:09:17.160]  大家聽我讀出
[00:09:17.160 --> 00:09:19.760]  《箏言》它說些什麼呢?
[00:09:19.760 --> 00:09:20.960]  「我求你兩件事
[00:09:20.960 --> 00:09:22.560]  在我未死之先
[00:09:22.560 --> 00:09:25.460]  不要不賜給我
[00:09:25.460 --> 00:09:29.660]  求你使虛假和謊言遠離我
[00:09:29.660 --> 00:09:32.160]  使我也不貧窮
[00:09:32.160 --> 00:09:33.760]  也不富足
[00:09:33.760 --> 00:09:36.460]  賜我衰勇的飲食
[00:09:36.460 --> 00:09:39.360]  恐怕我飽足不認你說
[00:09:39.360 --> 00:09:41.060]  夜話是誰啊
[00:09:41.060 --> 00:09:43.860]  又恐怕我貧窮就偷竊
[00:09:43.860 --> 00:09:47.060]  以致褻瀆我神的名」
[00:09:47.060 --> 00:09:48.060]  詩人就說到
[00:09:48.060 --> 00:09:49.060]  我求兩件事
[00:09:49.060 --> 00:09:51.560]  我不去富足免得我忘記你
[00:09:51.560 --> 00:09:52.860]  也不要讓我窮
[00:09:52.860 --> 00:09:55.060]  免得我來可以犯錯
[00:09:55.060 --> 00:09:57.560]  我就比他好一點
[00:09:57.560 --> 00:09:59.660]  我神讓我可以很富足
[00:09:59.660 --> 00:10:01.160]  但是叫我在富足裡面
[00:10:01.160 --> 00:10:02.960]  我不會忘記你
[00:10:02.960 --> 00:10:04.760]  也不要讓我很貧窮
[00:10:04.760 --> 00:10:06.760]  以致有時候我會犯錯
[00:10:06.760 --> 00:10:08.960]  所以今天其實最重要的是什麼呢?
[00:10:08.960 --> 00:10:10.860]  是你的心態
[00:10:10.860 --> 00:10:13.260]  知足常樂
[00:10:13.260 --> 00:10:16.260]  或許我不是很富有
