
[00:00:00.000 --> 00:00:02.560]  我哋一班嘅弟弟妹妹
[00:00:02.560 --> 00:00:05.680]  開始準備考DSE
[00:00:05.680 --> 00:00:07.280]  然後我亦都諗返起
[00:00:07.280 --> 00:00:09.960]  當年我考會考嘅時候
[00:00:09.960 --> 00:00:13.000]  其實唔單止自己緊張
[00:00:13.000 --> 00:00:15.960]  爹地媽咪都好緊張
[00:00:15.960 --> 00:00:18.880]  我記得我考會考嘅時候做咗一件
[00:00:18.880 --> 00:00:23.120]  讓我阿爸阿媽鬧我嘅事
[00:00:23.120 --> 00:00:24.920]  就係考會考嘅時候
[00:00:24.920 --> 00:00:28.360]  我竟然同教會嘅一位姊妹
[00:00:28.360 --> 00:00:32.320]  即係小妹妹去補數學
[00:00:32.320 --> 00:00:34.320]  我考緊會考
[00:00:34.320 --> 00:00:37.520]  咁當然俾阿爸阿媽聽到跟住點呀
[00:00:37.520 --> 00:00:38.640]  梗係鬧啦
[00:00:38.640 --> 00:00:41.080]  唔該專心考好你嘅會考
[00:00:41.080 --> 00:00:45.240]  仲花啲咁嘅時間做啲乜嘢
[00:00:45.240 --> 00:00:48.040]  點解爹地媽咪咁緊張
[00:00:48.040 --> 00:00:50.520]  驚考得唔好囉
[00:00:50.520 --> 00:00:52.640]  驚影響我嘅前路囉
[00:00:52.640 --> 00:00:53.640]  係咪呀
[00:00:53.640 --> 00:00:55.320]  因為考試係乜嘢
[00:00:55.320 --> 00:00:57.240]  公開考試就係一個
[00:00:57.240 --> 00:01:02.440]  互相比較互相競爭嘅過程囉
[00:01:02.440 --> 00:01:05.720]  競爭成功會考好嘅時候
[00:01:05.720 --> 00:01:07.960]  你嘅出路咪好囉
[00:01:07.960 --> 00:01:12.600]  競爭失敗你比別人差嘅時候
[00:01:12.600 --> 00:01:15.640]  你就係一個失敗者囉
[00:01:15.640 --> 00:01:18.040]  公開考試就係咁樣
[00:01:18.040 --> 00:01:21.320]  係其實好驚嘅
[00:01:21.320 --> 00:01:22.320]  因為呢個社會裏面
[00:01:22.320 --> 00:01:25.240]  不斷有互相嘅比較
[00:01:25.240 --> 00:01:27.240]  我哋好多時以成功人士
[00:01:27.240 --> 00:01:28.720]  作為我哋嘅典範
[00:01:28.720 --> 00:01:29.960]  我哋學呢個成功人士
[00:01:29.960 --> 00:01:31.360]  學嗰個成功人士
[00:01:31.360 --> 00:01:33.560]  甚至乎如果你行書局呢
[00:01:33.560 --> 00:01:35.960]  越嚟越多嘅書呢就係
[00:01:35.960 --> 00:01:38.080]  無論係股票大王啦
[00:01:38.080 --> 00:01:40.560]  無論係李嘉誠啦
[00:01:40.560 --> 00:01:43.160]  無論係外國啲某嘅成功人士啦
[00:01:43.160 --> 00:01:44.840]  佢嘅成功歷程
[00:01:44.840 --> 00:01:46.440]  佢點樣管理公司
[00:01:46.440 --> 00:01:47.600]  佢點樣打拼
[00:01:47.600 --> 00:01:50.120]  佢點樣按住佢嘅方向
[00:01:50.120 --> 00:01:52.320]  一路向前進
[00:01:52.320 --> 00:01:53.600]  好多依咁嘅書
[00:01:53.600 --> 00:01:55.240]  其實目的是乜嘢
[00:01:55.240 --> 00:01:59.200]  讓你學習點樣成功
[00:01:59.200 --> 00:02:01.120]  有啲時候
[00:02:01.120 --> 00:02:03.480]  特別勵志嘅書係乜嘢呢
[00:02:03.480 --> 00:02:05.880]  就係佢從低
[00:02:05.880 --> 00:02:06.840]  一跌跌咗落低
[00:02:06.840 --> 00:02:07.600]  跟住喺低裏面
[00:02:07.600 --> 00:02:09.360]  一路奮鬥向上嘅時候
[00:02:09.360 --> 00:02:11.320]  嘩 佢哋覺得嗰啲非常之勵志
[00:02:11.320 --> 00:02:12.680]  俾我哋充滿希望
[00:02:12.680 --> 00:02:14.400]  就算我哋落到點樣低谷裏面
[00:02:14.400 --> 00:02:17.080]  有一日我哋都能夠成功
[00:02:17.080 --> 00:02:19.400]  不過共通點係乜嘢
[00:02:19.400 --> 00:02:22.120]  個終點要係成功囉
[00:02:22.120 --> 00:02:23.600]  你唔會搵到本書
[00:02:23.600 --> 00:02:27.240]  好勵志個終點佢係失敗嘅
[00:02:27.240 --> 00:02:28.720]  你會唔會買呀
[00:02:28.720 --> 00:02:30.360]  你唔會
[00:02:30.360 --> 00:02:32.040]  我哋都學求成功
[00:02:32.040 --> 00:02:33.760]  我哋都學求比較
[00:02:33.760 --> 00:02:35.720]  喺比較裏面
[00:02:35.720 --> 00:02:36.840]  進取嘅會覺得
[00:02:36.840 --> 00:02:39.320]  我要俾別人做得好
[00:02:39.320 --> 00:02:41.520]  有啲呢就不一定係咁嘅
[00:02:41.520 --> 00:02:43.440]  其實我唔需要俾別人做得好
[00:02:43.440 --> 00:02:44.920]  最少
[00:02:44.920 --> 00:02:46.720]  人哋有 人有
[00:02:46.720 --> 00:02:48.680]  我有
[00:02:48.680 --> 00:02:51.200]  喺別人眼中我唔會太差
[00:02:51.200 --> 00:02:53.840]  我就ok㗎啦
[00:02:53.840 --> 00:02:54.840]  我哋都怕
[00:02:54.840 --> 00:02:58.920]  在別人眼中自己係一個失敗者
[00:02:58.920 --> 00:03:00.600]  我哋都怕
[00:03:00.600 --> 00:03:04.200]  輸在起跑線
[00:03:04.200 --> 00:03:06.240]  比較
[00:03:06.240 --> 00:03:08.800]  因為當做得唔好嘅時候
[00:03:08.800 --> 00:03:11.640]  唔單止別人會睇我哋唔起
[00:03:11.640 --> 00:03:16.200]  我哋都驚自己睇我哋自己唔起
[00:03:16.200 --> 00:03:18.240]  同一位
[00:03:18.240 --> 00:03:21.720]  喺教會裏面服侍嘅肢體傾開計
[00:03:21.720 --> 00:03:23.920]  佢話我唔想繼續服侍
[00:03:23.920 --> 00:03:25.680]  我問點解呀
[00:03:25.680 --> 00:03:27.880]  當我服侍嘅時候我發現
[00:03:27.880 --> 00:03:29.720]  同我一齊服侍嘅
[00:03:29.720 --> 00:03:32.240]  弟兄姊妹佢哋比我做得好
[00:03:32.240 --> 00:03:33.480]  佢哋所做嘅嘢
[00:03:33.480 --> 00:03:34.520]  弟兄姊妹
[00:03:34.520 --> 00:03:36.800]  心靈裏面得到更好嘅成長
[00:03:36.800 --> 00:03:39.120]  佢哋更受弟兄姊妹歡迎
[00:03:39.120 --> 00:03:41.040]  佢返到嚟嘅時候
[00:03:41.040 --> 00:03:42.800]  雖然我同佢做同一樣嘢
[00:03:42.800 --> 00:03:44.120]  不過弟兄姊妹黐住
[00:03:44.120 --> 00:03:45.520]  佢唔會黐住我
[00:03:45.520 --> 00:03:46.440]  就彷彿
[00:03:46.440 --> 00:03:49.640]  我所做嘅嘢做得唔好
[00:03:49.640 --> 00:03:52.120]  我失敗
[00:03:52.120 --> 00:03:54.960]  所以我做嘅嘢冇意義
[00:03:54.960 --> 00:04:00.200]  所以我冇用
[00:04:00.200 --> 00:04:01.600]  人覺得自己冇用
[00:04:01.600 --> 00:04:04.680]  就會睇唔起自己
[00:04:04.680 --> 00:04:07.680]  我哋每一個人心裏面都有條繩
[00:04:07.680 --> 00:04:09.200]  就係做基督徒應該點樣
[00:04:09.200 --> 00:04:11.680]  服侍主嘅人應該點樣
[00:04:11.680 --> 00:04:14.280]  唔單止我哋心裏面有條繩
[00:04:14.280 --> 00:04:16.240]  教會以外好多嘅非基督徒
[00:04:16.240 --> 00:04:18.480]  佢哋心裏面都有條繩
[00:04:18.480 --> 00:04:20.720]  我記得我大學嘅時候
[00:04:20.720 --> 00:04:22.240]  同啲同學去玩
[00:04:22.240 --> 00:04:24.480]  我喺英國讀大學嘅時候
[00:04:24.480 --> 00:04:26.240]  先學識篤波
[00:04:26.240 --> 00:04:29.960]  會同啲同學篤通宵波
[00:04:29.960 --> 00:04:35.200]  當然就唔會話俾阿爸阿媽聽
[00:04:35.200 --> 00:04:36.840]  但有啲時候我發現啲同學
[00:04:36.840 --> 00:04:38.240]  佢哋約埋一齊去玩
[00:04:38.240 --> 00:04:40.480]  但係唔叫我
[00:04:40.480 --> 00:04:42.000]  有次我話
[00:04:42.000 --> 00:04:43.120]  喂 你哋去邊度呀
[00:04:43.120 --> 00:04:46.440]  約埋我啦 跟住有啲同學同我講
[00:04:46.440 --> 00:04:47.920]  唔啱你嘅
[00:04:47.920 --> 00:04:51.760]  我哋睇三級片
[00:04:51.760 --> 00:04:54.280]  佢哋心裏面有條繩
[00:04:54.280 --> 00:04:57.120]  知道基督徒會做啲乜嘢
[00:04:57.120 --> 00:04:59.520]  唔會做啲乜嘢
[00:04:59.520 --> 00:05:02.520]  所以佢哋根本就冇諗過約我
[00:05:02.520 --> 00:05:04.200]  唔會叫我
[00:05:04.200 --> 00:05:05.720]  係咪呀
[00:05:05.720 --> 00:05:09.600]  人對基督徒都係有條繩
[00:05:09.600 --> 00:05:11.680]  但似乎而家
[00:05:11.680 --> 00:05:17.320]  我哋呢條繩開始鬆動
[00:05:17.320 --> 00:05:21.240]  有次喺網上面睇一篇文章
[00:05:21.240 --> 00:05:23.960]  有個基督徒話
[00:05:23.960 --> 00:05:26.120]  我一樣講粗口
[00:05:26.120 --> 00:05:27.480]  我唯有講粗口嘅時候
[00:05:27.480 --> 00:05:30.120]  我先可以同基層嘅人喺埋一齊
[00:05:30.120 --> 00:05:32.800]  呢個信仰先至能夠落地
[00:05:32.800 --> 00:05:35.680]  因為粗口已經係文化嗰種表達
[00:05:35.680 --> 00:05:36.920]  只要我每一次講嘅時候
[00:05:36.920 --> 00:05:37.920]  我心裏面係清嘅
[00:05:37.920 --> 00:05:39.920]  唔係照住粗口嘅表面意思
[00:05:39.920 --> 00:05:42.800]  去鬧人就得㗎喇
[00:05:42.800 --> 00:05:46.160]  如果唔係咁唔能夠接近到啲人
[00:05:46.160 --> 00:05:48.760]  我聽咗之後睇咗之後
[00:05:48.760 --> 00:05:52.000]  心裏面嗰度撈撈亂撈撈亂
[00:05:52.000 --> 00:05:55.080]  聖經裏面講真理係叫人得自由
[00:05:55.080 --> 00:05:56.200]  啱啱呀
[00:05:56.200 --> 00:05:59.240]  得自由即係可以好多嘢做得
[00:05:59.240 --> 00:06:01.520]  可以好多嘢做得唔係代表你乜嘢
[00:06:01.520 --> 00:06:04.000]  都會去做
[00:06:04.000 --> 00:06:09.880]  兩樣嘢你做得唔係代表你會去做喎
[00:06:09.880 --> 00:06:13.400]  當頭先我講網上面篇文章
[00:06:13.400 --> 00:06:15.680]  佢講到最後尾
[00:06:15.680 --> 00:06:18.000]  佢自我辯護
[00:06:18.000 --> 00:06:21.880]  佢話喺教會裏面好多嘅長者
[00:06:21.880 --> 00:06:22.880]  話一路講出去
[00:06:22.880 --> 00:06:25.760]  一路同啲基層人士喺埋一齊
[00:06:25.760 --> 00:06:27.480]  話我唔好
[00:06:27.480 --> 00:06:29.040]  其實係佢哋古板
[00:06:29.040 --> 00:06:30.680]  係佢哋太保守
[00:06:30.680 --> 00:06:33.480]  佢哋唔知道信仰嘅真正意思
[00:06:33.480 --> 00:06:36.520]  佢哋唔知道咩個愛基層嘅人
[00:06:36.520 --> 00:06:38.200]  佢哋唔知道咩個與人同在
[00:06:38.200 --> 00:06:41.200]  佢哋唔知道咩叫同文化
[00:06:41.200 --> 00:06:43.720]  所以
[00:06:43.720 --> 00:06:48.320]  我先至實踐緊真理
[00:06:48.320 --> 00:06:51.680]  嘩佢真係咁樣
[00:06:51.680 --> 00:06:54.120]  就等於我識一啲嘅人
[00:06:54.120 --> 00:06:56.040]  佢繼續賭馬
[00:06:56.040 --> 00:06:58.560]  繼續玩六合彩
[00:06:58.560 --> 00:07:00.200]  不過佢又唔係沉迷
[00:07:00.200 --> 00:07:01.800]  對於佢嚟講係娛樂
[00:07:01.800 --> 00:07:04.560]  繼續打麻將對於佢嚟講係娛樂
[00:07:04.560 --> 00:07:06.240]  跟住佢話我又唔係貪錢
[00:07:06.240 --> 00:07:08.960]  我又唔係志在賭錢
[00:07:08.960 --> 00:07:11.040]  生活調劑
[00:07:11.040 --> 00:07:13.080]  點解唔得啫
[00:07:13.080 --> 00:07:18.120]  嘩佢真係咁樣
[00:07:18.120 --> 00:07:20.200]  我哋嘅自由
[00:07:20.200 --> 00:07:22.040]  在別人眼中
[00:07:22.040 --> 00:07:23.880]  在上帝嘅眼中
[00:07:23.880 --> 00:07:28.080]  係咪咁樣運用嘅呢
[00:07:28.080 --> 00:07:30.480]  當我哋擁有呢個自由嘅時候
[00:07:30.480 --> 00:07:32.600]  當別人有其餘嘅意見嘅時候
[00:07:32.600 --> 00:07:33.320]  係咪調返重
[00:07:33.320 --> 00:07:34.960]  我哋睇唔起對方
[00:07:34.960 --> 00:07:37.560]  你其實未真正明白真理
[00:07:37.560 --> 00:07:40.120]  係唔係咁樣呢
[00:07:40.120 --> 00:07:42.080]  今日我哋睇嗰段經文
[00:07:42.080 --> 00:07:43.320]  《馬太荒》第十八章
[00:07:43.320 --> 00:07:52.560]  我哋一同揭開
[00:07:52.560 --> 00:07:55.240]  《馬太荒》第十八章
[00:07:55.240 --> 00:07:56.160]  由第八節起
[00:07:56.160 --> 00:07:58.280]  頭先聽
[00:07:58.280 --> 00:08:00.360]  林文英姐妹讀嘅時候
[00:08:00.360 --> 00:08:02.040]  發覺好嚴厲嘅
[00:08:02.040 --> 00:08:02.760]  係咪呀
[00:08:02.760 --> 00:08:04.600]  好嚴厲嘅一段經文
[00:08:04.600 --> 00:08:07.200]  究竟主耶穌想講乜嘢
[00:08:07.200 --> 00:08:11.960]  點解主耶穌講啲咁嚴厲嘅說話
[00:08:11.960 --> 00:08:15.360]  當我哋睇返上文
[00:08:15.360 --> 00:08:17.840]  睇聖經要睇上文
[00:08:17.840 --> 00:08:20.720]  十八章一開始嘅時候
[00:08:20.720 --> 00:08:22.960]  就話門徒嚟問耶穌一個問題
[00:08:22.960 --> 00:08:24.440]  好重要嘅一個問題
[00:08:24.440 --> 00:08:29.400]  天國裏面邊個係最大嘅
[00:08:29.400 --> 00:08:31.720]  邊個係最大嘅
[00:08:31.720 --> 00:08:34.320]  即是話門徒問緊耶穌
[00:08:34.320 --> 00:08:37.280]  當我哋互相比較之下
[00:08:37.280 --> 00:08:42.760]  邊個係最成功嘅
[00:08:42.760 --> 00:08:44.400]  門徒第一件事
[00:08:44.400 --> 00:08:47.000]  同樣都係一個比較
[00:08:47.000 --> 00:08:48.320]  但係主耶穌答嘅時候
[00:08:48.320 --> 00:08:51.000]  答咗三個凡是
[00:08:51.000 --> 00:08:53.920]  喺第四節 第五節 第六節
[00:08:53.920 --> 00:08:56.320]  每一節一個凡是
[00:08:56.320 --> 00:08:58.280]  第一個凡是
[00:08:58.280 --> 00:09:01.040]  凡自己謙卑匠者小孩子嘅
[00:09:01.040 --> 00:09:02.840]  佢喺天國裏面就係最大嘅
[00:09:02.840 --> 00:09:04.320]  呢個係第一個
[00:09:04.320 --> 00:09:06.400]  第二個凡是 第五節
[00:09:06.400 --> 00:09:10.160]  凡為一個名接待一個匠者小孩子嘅
[00:09:10.160 --> 00:09:12.200]  就係接待我
[00:09:12.200 --> 00:09:14.160]  第三個凡是
[00:09:14.160 --> 00:09:18.400]  凡使者識信我嘅小子中一個跌倒嘅
[00:09:18.400 --> 00:09:19.800]  倒不如把大磨石
[00:09:19.800 --> 00:09:21.640]  寸喺佢嘅頸汗上
[00:09:21.640 --> 00:09:24.400]  沉喺心海裏
[00:09:24.400 --> 00:09:27.600]  究竟主耶穌點解咁樣去回應呢
[00:09:27.600 --> 00:09:29.280]  因為門徒問主耶穌嘅時候
[00:09:29.280 --> 00:09:31.120]  係問緊啲比較
[00:09:31.120 --> 00:09:33.120]  即使話我哋點樣做得好
[00:09:33.120 --> 00:09:35.200]  就可以係最成功
[00:09:35.200 --> 00:09:36.440]  我哋點樣做得好
[00:09:36.440 --> 00:09:37.960]  先就喺你眼中
[00:09:37.960 --> 00:09:39.440]  看為好
[00:09:39.440 --> 00:09:42.120]  你會看為寶貴
[00:09:42.120 --> 00:09:43.680]  點解佢哋咁樣問呀
[00:09:43.680 --> 00:09:45.360]  因為第十七節尾
[00:09:45.360 --> 00:09:47.400]  係講到納聖殿帥囉
[00:09:47.400 --> 00:09:49.480]  主耶穌已經暗示
[00:09:49.480 --> 00:09:51.240]  佢係天父嘅兒子
[00:09:51.240 --> 00:09:53.880]  係最大嘅囉
[00:09:53.880 --> 00:09:55.320]  第十八章
[00:09:55.320 --> 00:09:59.320]  係主耶穌嘅御賦期
[00:09:59.320 --> 00:10:01.560]  由第十七章開始
[00:10:01.560 --> 00:10:03.120]  因為馬太福音第十六章
[00:10:03.120 --> 00:10:04.680]  就係彼得
[00:10:04.680 --> 00:10:05.680]  喺該撒尼亞
[00:10:05.680 --> 00:10:07.680]  肥納比認主耶穌為基督
[00:10:07.680 --> 00:10:09.280]  係永生神嘅兒子
[00:10:09.280 --> 00:10:10.520]  由嗰個時候開始
[00:10:10.520 --> 00:10:12.240]  主耶穌開始預言
[00:10:12.240 --> 00:10:15.560]  佢嘅受苦受難
[00:10:15.560 --> 00:10:17.400]  跟住亦都係嗰個時候開始
[00:10:17.400 --> 00:10:18.920]  主耶穌帶領門徒
[00:10:18.920 --> 00:10:22.240]  上耶路撒冷受難
[00:10:22.240 --> 00:10:23.600]  所以由第十六章開始
[00:10:23.600 --> 00:10:25.840]  係主耶穌準備緊自己受苦
[00:10:25.840 --> 00:10:27.240]  亦都準備緊門徒
[00:10:27.240 --> 00:10:28.480]  同佢一齊受苦
[00:10:28.480 --> 00:10:29.960]  以至不斷地講
[00:10:29.960 --> 00:10:33.480]  你哋要背起十字架跟隨我
[00:10:33.480 --> 00:10:35.480]  但係門徒不明白
[00:10:35.480 --> 00:10:37.320]  或許佢哋明白
[00:10:37.320 --> 00:10:39.240]  不過唔係好願意接受
[00:10:39.240 --> 00:10:43.040]  第十七章主耶穌講咗第二次預言要受苦
[00:10:43.040 --> 00:10:45.760]  不過第十八章嗰啲門徒仍然問
[00:10:45.760 --> 00:10:46.680]  喺天國裏面
[00:10:46.680 --> 00:10:48.880]  我哋點樣可以得成功呀
[00:10:48.880 --> 00:10:53.560]  我哋能夠做啲乜嘢呀
[00:10:53.560 --> 00:10:56.160]  你要留意
[00:10:56.160 --> 00:10:58.640]  主耶穌嘅第一個凡事
[00:10:58.640 --> 00:11:02.600]  謙卑仗小孩子
[00:11:02.600 --> 00:11:04.680]  咩叫謙卑
[00:11:04.680 --> 00:11:06.080]  咩叫仗小孩子
[00:11:06.080 --> 00:11:07.600]  喺嗰個年代
[00:11:07.600 --> 00:11:10.720]  小孩子喺猶太人嘅社會裏面
[00:11:10.720 --> 00:11:12.240]  係不受重視
[00:11:12.240 --> 00:11:13.440]  被輕看
[00:11:13.440 --> 00:11:14.360]  被睇小
[00:11:14.360 --> 00:11:17.800]  佢嘅意見係冇人聽嘅
[00:11:17.800 --> 00:11:19.480]  唔會有人問佢哋嘅意見
[00:11:19.480 --> 00:11:21.160]  佢嘅前面點樣行法
[00:11:21.160 --> 00:11:23.120]  大人掌管嘅
[00:11:23.120 --> 00:11:23.600]  點解
[00:11:23.600 --> 00:11:24.720]  因為佢係小孩子
[00:11:24.720 --> 00:11:27.240]  即係話佢哋未懂得
[00:11:27.240 --> 00:11:28.480]  亦都未認識律法
[00:11:28.480 --> 00:11:31.880]  未懂得遵行律法
[00:11:31.880 --> 00:11:33.080]  唯有遵行律法
[00:11:33.080 --> 00:11:36.200]  先至可以繼續喺神嘅約裏面
