
[00:00:00.000 --> 00:00:04.000]  早晨 各位弟兄姊妹
[00:00:04.000 --> 00:00:07.000]  祝我們的心歡欣快樂
[00:00:07.000 --> 00:00:10.000]  因為我們知道我們都是蒙恩的人
[00:00:10.000 --> 00:00:13.000]  透過這個聖餐讓我們更體會
[00:00:13.000 --> 00:00:16.000]  你的愛在我們當中
[00:00:16.000 --> 00:00:19.000]  願主真的幫助這個群體
[00:00:19.000 --> 00:00:21.000]  知恩 感恩
[00:00:21.000 --> 00:00:27.000]  也都懂得做一個表達我們感恩的人
[00:00:27.000 --> 00:00:30.000]  懂得將你的恩典來流露
[00:00:30.000 --> 00:00:32.000]  今朝我們思想你的話語
[00:00:32.000 --> 00:00:34.000]  求你進入我們的心裡面
[00:00:34.000 --> 00:00:35.000]  帶領我們
[00:00:35.000 --> 00:00:37.000]  奉耶穌基督的聖名
[00:00:37.000 --> 00:00:38.000]  阿們
[00:00:38.000 --> 00:00:42.000]  今天跟大家來到思想教會
[00:00:42.000 --> 00:00:44.000]  今天我們不是講《使徒行傳》
[00:00:44.000 --> 00:00:47.000]  我會看《約翰福音》
[00:00:47.000 --> 00:00:49.000]  因為本來這番說話
[00:00:49.000 --> 00:00:52.000]  就在下一個星期
[00:00:52.000 --> 00:00:54.000]  一個感恩慶典裡面
[00:00:54.000 --> 00:00:58.000]  我都有一部分來講
[00:00:58.000 --> 00:01:02.000]  分享我對教會的一些看法
[00:01:02.000 --> 00:01:05.000]  不過因為那裡只有十分鐘
[00:01:05.000 --> 00:01:06.000]  不夠講
[00:01:06.000 --> 00:01:10.000]  所以提前今天來講了一個
[00:01:10.000 --> 00:01:13.000]  我心裡面部分想講的話
[00:01:13.000 --> 00:01:15.000]  當講到教會
[00:01:15.000 --> 00:01:19.000]  聖經裡面講教會有兩個角度
[00:01:19.000 --> 00:01:21.000]  一個廣義的角度
[00:01:21.000 --> 00:01:24.000]  和一個狹義的角度
[00:01:24.000 --> 00:01:26.000]  廣義就是從闊的層面
[00:01:26.000 --> 00:01:29.000]  教會只有一間
[00:01:29.000 --> 00:01:31.000]  我們稱為普世教會
[00:01:31.000 --> 00:01:32.000]  大公教會
[00:01:32.000 --> 00:01:36.000]  就是所有信主耶穌的人
[00:01:36.000 --> 00:01:38.000]  無論歷世歷代
[00:01:38.000 --> 00:01:40.000]  因著耶穌基督
[00:01:40.000 --> 00:01:42.000]  得蒙救恩
[00:01:42.000 --> 00:01:44.000]  進入神國裡面的人
[00:01:44.000 --> 00:01:47.000]  都是一間教會的成員
[00:01:47.000 --> 00:01:50.000]  耶穌基督是教會的頭
[00:01:50.000 --> 00:01:54.000]  我們每一個都是相同的
[00:01:54.000 --> 00:01:56.000]  是教會的成員
[00:01:56.000 --> 00:01:59.000]  都是身體的一部分
[00:01:59.000 --> 00:02:02.000]  這是闊的角度
[00:02:02.000 --> 00:02:04.000]  而狹義的角度
[00:02:04.000 --> 00:02:06.000]  從一個窄的角度
[00:02:06.000 --> 00:02:11.000]  我們稱這些教會為地方教會
[00:02:11.000 --> 00:02:14.000]  或者是有形的教會
[00:02:14.000 --> 00:02:17.000]  一個普世的教會我們看不到
[00:02:17.000 --> 00:02:20.000]  有些人說天上的教會
[00:02:20.000 --> 00:02:23.000]  一個看到的教會是有形的教會
[00:02:23.000 --> 00:02:25.000]  地上的教會
[00:02:25.000 --> 00:02:29.000]  我們基督教封聖三明堂
[00:02:29.000 --> 00:02:31.000]  就是其中一間
[00:02:31.000 --> 00:02:34.000]  我們有我們的歲數
[00:02:34.000 --> 00:02:36.000]  多少歲?
[00:02:36.000 --> 00:02:38.000]  50歲
[00:02:38.000 --> 00:02:40.000]  1962年
[00:02:40.000 --> 00:02:45.000]  我們教會在哪裡開始?
[00:02:45.000 --> 00:02:49.000]  雞寮一間天台小學那裡
[00:02:49.000 --> 00:02:51.000]  就開始聚集
[00:02:51.000 --> 00:02:54.000]  你知不知道我們有多少個弟兄姊妹
[00:02:54.000 --> 00:02:56.000]  當天在天台聚集的
[00:02:56.000 --> 00:03:00.000]  今天仍然在我們當中?
[00:03:00.000 --> 00:03:02.000]  我不叫他們先起來
[00:03:02.000 --> 00:03:05.000]  留待下個禮拜你會知道
[00:03:05.000 --> 00:03:08.000]  我知道最少有三個
[00:03:08.000 --> 00:03:10.000]  有三位的弟兄姊妹
[00:03:10.000 --> 00:03:12.000]  下個禮拜你會知道哪三個
[00:03:12.000 --> 00:03:15.000]  因為他們會一起上去
